"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							59	2815	123	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0				0	0	0	290	0	0	0	0	0	0	0	0	0	0	0		59	0	1571	49	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
1856																																																																																																								0	0	0							0	444	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	91	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	220	0	0	0	0	133	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2161																																																																																																								0	0	0							700	960	0	0	0	0	4	0	102	0	0	598	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0						0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2732																																																																																																								0	0	0							534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	534	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2750																																																																																																								0	0	0							0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	3	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3252																																																																																																								0	0	0							1710	1053	1	1363	141	0	187	0	83	208	0	47	0	0	0	0	0	0				0	0	0	141	0	1363	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	380	0	0	0	0	0	0	0	0	0	104				0	0	0	19	0	370	18	0	333	0	0	0																																																				
3458																																																																																																								0	0	0							361	563	105	0	0	0	137	0	101	83	90	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	230	0	0	0								0	0	0	0	0	0	113	0	0	0	244	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3720																																																																																																								0	0	0							69	204	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	0	192	0	0	0								0	0	0	0	17	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3971																																																																																																								876	0	0							1510	6248	521	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		883	0	558	0	3	103								541	3104	418	0	182	0	0	0	0	0	0	0				119	102	289	0	0	83	0	0	83	0	0	0																																																				
4156																																																																																																								0	0	0							102	130	0				39	0	0	0	0	57	0	0	0	0	0	0				89	0	0	0	0	40	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	40	0	0	40	0	0	0																																																				
4231																																																																																																								0	0	0							288	276	0				0	0	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		92	0	254	0	0	0								0	0	0	0	0	0	0	0	0	0	194	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5069																																																																																																								0	0	0							6574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2292	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	4282	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5135																																																																																																								0	0	0							5592	353	676	140	0	0	177	509	54	89	0	0	0	0	0	0	0	0				0	0	0	0	0	140	0	0	0	9	2	7	0	0	0		156	10	43	47	0	0								0	0	0	8	0	0	0	0	88	0	5156	0				0	34	10	0	0	0	0	0	0	0	0	0																																																				
5210																																																																																																								0	0	0							2426	2866	1476	0	0	0	0	13	839	226	0	180	0	0	0	0	0	0				1050	57	0	105	0	0	0	0	0	0	0	0	0	0	0		0	0	780	1370	0	0								130	19	0	0	0	0	523	0	0	0	1303	104				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5461																																																																																																								0	0	0							4814	0	0	0	0	0	0	0	0	0	0	4068	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		131	615	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	4376	0	0	0	0	0	0	0	0	0																																																				
5751																																																																																																								0	0	0							1352	90	310	668	0	0	0	310	279	0	0	302	0	0	0	0	0	0				0	0	86	0	0	668	0	0	0	0	0	0	0	0	0		0	0	22	0	0	0								0	0	0	0	0	0	63	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
6039																																																																																																								0	0	0	0	0	0	0	0	0	246	1392	12	0	40	0	75	0	6	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	19	12	0	0	0	0	0	30	0	222	0	0	0	0	0			0	0	0	0	0	0	0	0	9	512	0	0	0	140	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																								0	0	0	0	0	0	0	0	0	5087	19868	257	0	0	0	613	0	28	148	0	97	0	0	0	0	0	0	0	0	0	25	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0	1906	31	0	0	0	0			0	0	0	0	245	0	0	0	91	104	95	0	0	994	24	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	
7009																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
