"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
1669	0	0	0	0	0	0	44	0				0	124	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				32	21	90	23	
1856	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	27	5				20	110	109		0				0		20	0	0	0	0			1	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
2732	0	0	0	0	0	0	10	10				0	63	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	63	0	0	0				0	0	0	0	
2750	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
3252	0	39	0	0	0	0	337	42				113	623	230		48				48		113	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				70	42	275	100	
3458	50	0	0	0	0	0	6	1				0	56	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	5	0	
3720	0	0	0	0	0	0	6	4				0	3	0		0				0		0	0	0	0	0			0	0	1	0	3	0			0	0	0	0	0	0	0	0				0	0	0	1	
3971	0	0	0	0	0	0	63	1				15	608	0		0				0		15	0	0	0	0			0	0	9	17	6	0			0	0	0	0	0	0	0	0				0	0	602	21	
4156	0	0	0	0	0	0	246	221				15	0	0		0							0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
4231	0	0	0	0	0	0	8	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	8	
5069	0	0	0	0	0	0	400	400				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	3	0	0	0	0	59	22				13	115	78		0				0		13	0	0	0	0			5	0	0	13	23	0			0	0	0	0	0	0	0	0				2	2	7	6	
5210	0	0	0	0	0	0	53	1				34	1134	11		156				0		0	0	0	33	0			0	0	0	5	0	3			0	0	0	0	831	0	0	0				16	2	84	11	
5461	0	0	0	0	0	0	70	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	69				0	0	5	1	
5751	0	0	0	0	0	0	94	19				0	93	18		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				33	33	42	42	
6039	0	0	0	0	0	0	75	0		0		0	11	1		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	74	0	0		0	0	10	1	
6329	0	11	0	0	0	0	952	18		0		0	5800	164		0		0	0	0	0	0	0	0	0	36			0	4	33	0	6	0			0	0	0	0	15	0	0	0	0	0		3629	644	1986	206	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	18	0				0	17	0		0				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	18	
7072	0	0	0	0	0	0	140	36				0	587	0		0				0		0	0	5	0	0			0	0	6	58	0	0			0	0	400	38	0	0	170	2				0	0	17	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	45	12				0	31	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	9	0	0	0	0				0	3	31	21	
8033	0	0	0	0	0	0	16	0				15	24	3		10				0		0	0	0	0	0			0	0	1	0	11	0			0	0	0	0	0	0	0	0				0	0	0	0	
8462	0	0	0	0	0	0	1	0				0	13	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	5	1	
8631	0	0	0	0	0	0	2	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	2	
9357	0	0	0	0	0	0	1056	1056				0	1504	1504		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	51	0	0	2401	21		0		0	641	0		0		0	0	0	0	0	0	0	0	0			0	0	380	0	0	0			267	1923	0	0	0	0	374	26	0	0		0	0	0	0	
9955	0	0	0	0	0	0	4	3				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
10250	0	0	0	0	0	0	289	36				18	86	20		57				0		0	0	0	0	0			6	2	0	20	0	0			0	0	0	103	0	0	0	107				0	1	3	2	
10849	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	21	0		0		0	51	0		0		0	0	0	0	0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0	0	0		9	0	42	13	
11640	0	0	0	0	0	0	24	0				18	71	7		47				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	17	0	
11837	0	0	0	0	0	0	0	0				0	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	42	1413	0	0	0	0	6775	480				200	5098	3115		51				0		123	0	0	0	0			0	0	1492	0	1013	0			0	2	73	70	273	1854	206	884				213	186	112	194	
12142	0	0	0	0	0	0	41	2				30	111	0		61				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	44	0				0	0	6	9	
12311	74	40	0	51			144915		52559	0	0	1234	216944		0	9941	39190	0	0	84	0	464	0	323	4988	7750	0	0	13572	7636	7100	2030	3652	542	0	12054	8	107	141	250	1698	10099	14556	9621	0	0	7836	25964	23782	90480	14356	
12647	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			2	2	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
12656	0	0	0	0	0	0	0	0				0	8	7		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
12946	26	29	0	0	0	0	1283	123				0	2752	217		35				35		0	0	0	0	0			116	1	178	0	189	7			0	0	8	5	487	4	417	448				0	0	1250	495	
13103	0	0	0	0	0	0	567	532		0		0	96	30		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		21	20	45	15	
13251	0	0	0	0	0	0	7	5				0	44	44		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	10	2				7	34	14		15				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	1	0	0	
14650	0	0	0	0	0	0	70	14				0	224	15		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	19	190	37	
14753	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
14865	0	0	0	0	0	0	37	21				0	4	4		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	16	0	0				0	0	0	0	
14977	0	0	0	0	0	0	2	2				0	105	105		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16551	0	0	0	0	0	0	57	1				0	8	0		0				0		0	0	0	0	4			2	34	5	0	0	0			0	0	0	0	0	0	0	0				2	3	4	10	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	119	0	0	0	3536	785		0		4	2785	1024		0		0	0	0	0	4	0	0	498	273			0	0	243	87	188	97			0	0	0	824	2	907	2	189	0	0		518	135	337	89	
17259	0	0	0	0	0	0	12	0				4	26	0		15							0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				9	8	0	0	
17950	0	0	0	0	0	0	122	1				4	13	0		0				0		4	0	0	0	92			0	0	8	0	0	0			0	0	0	0	0	0	0	0				10	1	3	16	
17978	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
18050	0	0	0	0	0	0	50	2				0	140	8		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	1	126	47	
18827	0	0	0	0	0	0	174	140				5	69	44		0				0		0	0	0	0	0			0	0	12	0	10	0			0	0	0	0	0	15	0	0				3	0	12	2	
18836	0	0	0	0	0	0	140	0				0	117	0		0							0	0	0	0			0	0	112	0	17	0			0	0	0	0	0	0	0	0				4	0	96	28	
18854	0	0	0	0	0	0	19	9		0		0	25	2		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	23	10	
19356	0	0	0	0	0	0	0	0				0	32	0		19				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	0	0	0	
19936	0	0	0	0	0	0	34	0				5	23	0		12				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	21	0	0	0	0				7	3	4	5	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	4	0				1	50	24		0							0	0	0	0			18	0	3	0	2	0			0	0	0	0	0	0	0	0				0	0	6	0	
20633	0	0	0	0	0	0	4	0				0	171	140		6				0		0	0	0	5	0			0	0	0	0	2	0			0	0	0	0	18	0	0	0				0	0	0	4	
20857	4	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
21359	0	0	0	0	0	0	5	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	3	
21658	0	0	0	0	0	0	27	0				7	17	0		16				0		4	0	0	0	0			0	0	20	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
22048	0	0	0	0	0	0	24	7				0	85	35		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	15	36	2	
22543	0	0	0	0	0	0	9	0				0	20	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0				0	0	20	5	
22552	0	0	0	0	0	0	3	1				2	2	0		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
22730	0	0	0	0	0	0	76	0				0	243	0		0							0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				6	0	237	72	
23456	0	0	0	0	0	0	24	5				1	26	3		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	21	18	
23504	0	0	0	2	0	0	4138	4081		0		0	11208	11156		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	54	0	0		0	0	52	1	
23643	0	0	0	0	0	0	63	0				0	115	3		0							0	0	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	0				56	40	55	23	
23755	0	0	0	0	0	0	7	0				0	43	2		0							0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				34	3	5	4	
24006	0	0	0	0	0	0	136	115				0	93	51		0				0		0	0	0	0	6			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	42	7	
24378	0	0	0	0	0	0	7	0				0	0	0		0							0	0	0	0			0	0	6	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	6	0				0	60	36		21				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
24668	0	0	0	0	0	0	323	109				0	7161	7141		0				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	206	0	0				0	0	20	0	
24949	0	0	0	0	0	0	141	5				0	10	0		0				0		0	0	0	0	19			3	2	23	0	0	0			0	0	0	4	0	4	0	64				0	0	7	20	
25357	3	0	0	0	0	0	87	0				62	502	222		241				145		25	0	0	0	0			0	0	7	0	5	0			0	0	0	0	0	0	0	0				0	0	31	18	
25647	0	0	0	0	0	0	0	0		0		0	436	341		0		341	95	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	95	0	0	0	0	0		0	0	0	0	
26457	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	396	249				46	639	530		102				0		0	0	0	0	0			0	0	72	0	0	0			0	0	0	0	0	26	0	0				0	1	7	2	
27070	0	0	0	0	0	0	7	0				0	21	0		0				0		0	0	0	0	0			0	0	2	0	1	0			0	0	0	0	0	0	0	0				0	0	20	5	
27548	0	0	0	0	0	0	244	0				0	1067	243		0				0		0	0	0	0	0			0	0	96	0	52	0			0	0	0	0	473	1	0	0				24	1	275	146	
27614	0	0	0	0	0	0	26	0				0	34	0		0				0		0	0	0	0	0			0	0	18	1	16	1			0	0	0	0	0	0	0	0				0	5	17	2	
27847	0	0	0	0	0	0	209	8				10	232	142		4				4		10	0	0	0	0			0	0	22	0	22	0			0	0	0	3	0	120	0	0				51	25	13	21	
28013	0	0	0	46	0	0	441	131		0		203	785	550		0		0	0	0	0	0	0	0	199	0			0	0	7	0	0	36			0	0	0	0	0	54	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	3	0				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	3	
29476	0	0	0	0	0	0	6	0				3	151	0		145				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
29636	3	4	0	0	0	0	584	24				2	124	61		0				0		2	0	0	0	0			29	12	55	0	2	0			0	1	0	11	1	62	0	0				0	0	28	413	
29878	0	0	0	0	0	0	79	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	79	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
30502	0	0	0	0	0	0	213	84				41	107	0		65				0		0	0	0	0	0			0	0	46	3	0	0			0	0	0	0	0	4	0	0				0	1	42	34	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			684805		373	0	0	0	1920771		0	0	2910	0	0	0	0	0	0	0	0	149			1716575	612546	46	217	0	23	334770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201263	71474	
31134	0	0	0	0	0	0	24	4				0	44	20		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	2	23	18	
31255	0	0	0	0	0	0	89	50		0		1	162	148		14		0	0	0	0	0	0	0	0	0			0	0	0	38	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	16	12				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	4	
31826	0	0	0	0	0	0	49	5		0		13	45	15		10		0	0	10	0	12	0	5	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0	0	0		8	2	12	23	
31835	0	0	0	85	0	0	159	9				7	98	13		11				11		7	0	0	0	0			0	0	0	5	0	0			0	0	0	0	0	16	0	0				43	29	31	8	
32234	0	0	0	0	0	0	20	0				0	38	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	37	20	
32766	0	0	0	0	0	0	0	0				0	28	21		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
32971	0	0	0	0	0	0	86	20				0	134	3		0				0		0	0	0	0	2			0	0	21	5	14	0			0	0	0	0	0	0	0	0				0	0	117	38	
33147	0	0	0	0	0	0	6	0				3	523	0		0				0		3	0	0	0	0			0	0	1	0	0	0			0	0	0	0	500	0	0	0				8	1	15	1	
33259	0	0	0	0	0	0	245	0				0	377	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	245	0	0	371	0	0	0				0	0	6	0	
33268	0	0	0	0	0	0	1	0				0	23	18		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	1	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	1	0	0	0	0	55	35		0		0	91	91		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0	0	0		0	13	0	5	
34434	0	1	0	0	0	0	46	7				3	84	0		0				0		3	0	0	0	0			33	7	0	0	18	0			0	0	0	0	0	0	0	0				2	8	31	20	
34537	0	0	0	0	0	0	1467	443		0		0	1557	1082		0		0	0	0	0	0	0	0	10	10			0	0	278	148	25	1			0	0	0	67	0	0	0	26	0	0		9	36	430	459	
34555	0	82	0	0	0	0	88	1		0		1	16	0		6		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		3	1	7	3	
34742	0	0	0	0	0	0	1	1				0	11	0		0				0		0	0	0	0	0			0	0	0	0	4	0			0	0	0	0	0	0	0	0				0	0	7	0	
35057	0	0	0	0	0	0	32	0				0	37	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	37	30	
35301	0	0	0	0			0		0	0	0	0	4000		0	0	3000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
35879	0	0	0	0	0	0	1	0				0	18	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	18	1	
36456	0	350	0	0	0	0	535	185				0	33	0		19				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	0	0	0	
36933	0	0	0	0	0	0	1	0				0	23	17		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	1	4	0	
37051	0	0	0	0	0	0	0	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
37341	0	0	0	0	0	0	8	1				0	9	0		9				8		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
37435	0	0	0	0	0	0	539	57				0	571	138		0				0		0	0	0	0	21			52	23	106	2	0	0			0	0	0	43	0	54	1	8				152	50	228	175	
37640	0	0	0	0	0	0	351	21		0		280	1636	299		921		0	0	0	0	0	0	0	57	0			153	18	5	0	32	0			0	0	0	0	0	0	68	18	0	0		15	3	91	6	
37659	0	0	0	0	0	0	1	0				0	11	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	1	
37949	0	0	0	0	0	0	9	9				0	3	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
38740	0	0	0	0	0	0	9	0				6	27	0		21				0		0	0	0	0	0			0	0	0	0	0	3			0	0	0	0	0	0	0	0				0	0	3	3	
39327	0	0	0	0	0	0	24	0				22	93	0		72				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	21	0	
39756	0	0	0	0	0	0	198	139		0		58	85	85		0		0	0	0	0	58	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
40033	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	1683	1470		0		0	3110	209		0		0	0	0	0	0	0	0	0	79			0	0	2	29	0	0			0	0	0	0	41	34	2806	3	0	0		21	45	33	21	
40855	0	0	0	0	0	0	2	0				0	49	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				49	2	0	0	
41553	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
41629	0	0	0	0	0	0	239	0				0	212	0		0							0	0	0	0			15	8	0	0	0	0			0	0	0	0	0	9	0	0				167	187	30	35	
41825	0	0	0	0	0	0	21	21		0		0	7	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	0	
42037	0	0	0	0	0	0	21	0				0	58	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	55	21	
42354	0	0	0	0	0	0	0	0				0	19	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	0	5	0	
42372	0	0	0	0	0	0	9	7				0	33	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	0	18	1	
42420	0	0	411	1	0	0	1976	223		0		90	7099	813		1023		0	0	0	0	0	0	0	139	23			415	53	112	8	124	0			0	0	0	9	240	10	1236	340	0	0		1515	699	1183	408	
42448	8	8	0	0	0	0	970	14		0		278	2190	371		743		0	0	66	0	0	0	0	66	0			29	11	36	1	485	0			0	0	0	0	0	604	0	0	0	0		135	11	353	7	
42457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
