"IDRSSD"	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	RCONHT87	RCONHT88	RCONHT89	RCONHT91	RCONHT92	RCONHT93	RCONJA36	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
1669																																																											
1856																																																											
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
2732																																																											
2750																																																											
3252																																																											
3458																																																											
3720																																																											
3971																																																											
4156																																																											
4231																																																											
5069																																																											
5135																																																											
5210																																																											
5461																																																											
5751																																																											
6039																																																											
6329																																						0	0	0	0	0	0	0	0	0	0	0	0	153451									
7009																																																											
7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
7072																																																											
7456																																																											
7634																																																											
8033																																																											
8462																																																											
8631																																																											
9357																																																											
9553																																																											
9807	38025																																					0	0	0	0	0	0	0	0	0	0	0	0	722233	SEPARATE ACCOUNT BANK OWNED LIFE INSURANCE	GENERAL ACCOUNT BANK OWNED LIFE INSURANCE							
9955																																																											
10250																																																											
10849																																																											
11145																																																											
11640																																																											
11837																																																											
12030																																																											
12142																																																											
12311																																																											
12647																																																											
12656																																																											
12946																																																											
13103																																						0	0	0	0	0	0	0	0	0	0	0	0	640741									
13251																																																											
13457																																																											
14155																																																											
14650																																																											
14753																																																											
14865																																																											
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
16551																																																											
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
17147	0	0	0	0	0	0	0	0	0	0	0	0	98280	0	0	98280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98280	0	0	98280	0	0	0	0	0	0	0	1979233									
17259																																																											
17950																																																											
17978																																																											
18050																																																											
18827																																																											
18836																																																											
18854																																																											
19356																																																											
19936																																																											
19972																																																											
20053																																																											
20633																																																											
20857																																																											
21256																																																											
21359																																																											
21658																																																											
22048																																																											
22543																																																											
22552																																																											
22730																																																											
23456																																																											
23504	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	34	0	0	0	0	0	0	0	960520									
23643																																																											
23755																																																											
24006																																																											
24378																																																											
24659																																																											
24668																																																											
24949																																																											
25357																																																											
25647																																																											
26457																																																											
26765																																																											
27070																																																											
27548																																																											
27614																																																											
27847																																																											
28013																																						0	0	0	0	0	0	0	0	0	0	0	0	1003254									
28152																																																											
28675																																																											
28732																																																											
29476																																																											
29636																																																											
29878																																						0	0	0	0	0	0	0	0	0	0	0	0	90646									
30052																																																											
30502																																																											
30650																																																											
30810																																																											
31134																																																											
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161115									
31657																																																											
31826																																																											
31835																																																											
32234																																																											
32766																																																											
32971																																																											
33147																																																											
33259																																																											
33268																																																											
33370																																																											
33839																																																											
33857																																						0	0	0	0	0	0	0	0	0	0	0	0	104231									
34434																																																											
34537													24096			24096																						0	24096	0	0	24096	0	1336	0	0	1302	0	0	1868936	Other Real Estate Owned								
34555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
34742																																																											
35057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	13403									
35301																																																											
35646																																																											
35879																																																											
36456																																																											
36933																																																											
37051																																																											
37341																																																											
37435																																																											
37640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10418	0	0	10418	0	0	1695370									
37659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
37949																																																											
38740																																																											
39327																																																											
39756																																						0	0	0	0	0	0	0	0	0	0	0	0	172984									
40033																																																											
40499													359				359																					2235	359	0	0	0	359	18805	0	0	18968	0	0	304852									
40855																																																											
41553																																																											
41629																																																											
41825																																																											
42037																																																											
42354																																																											
42372																																																											
42420		16598											96948			96948																						17768	96948	0	0	96948	0	0	0	0	0	0	0	786764	BANK STOCK	LIMITED PARTNERSHIP							
42448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
42457																																																											
43052																																																											
43351																																																											
43856																																																											
43959																																																											
44040																																																											
44433																																																											
44741																																																											
44750																																																											
44929																																																											
45038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
45047																																																											
45056																																																											
45430																																																											
45458																																																											
45551																																																											
45560																																						0	0	0	0	0	0	0	0	0	0	0	0	918542									
45775																																																											
46053																																																											
46941																																																											
47247																																						0	0	0	0	0	0	20184	0	0	20953	0	0	35696									
47256																																																											
47452																																																											
47500																																																											
48057																																																											
48150																																																											
48374																																																											
48440																																																											
49054																																																											
49148																																																											
49241																																																											
49652																																																											
49858																																																											
49951																																																											
50144																																																											
50461																																																											
51253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
51356																																																											
51459																																																											
51842																																																											
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
52951																																																											
53051																																																											
54058																																																											
54656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
54973																																																											
55336																																																											
55635																																																											
55653																																																											
55970																																																											
56258																																																											
56351																																						0	0	0	0	0	0	0	0	0	0	0	0	575030									
56548																																																											
56717																																																											
57040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
57451																																																											
58225																																																											
58243													70158			70158																						0	70158	0	0	70158	0	0	0	0	0	0	0	200883									
58355																																																											
58551																																																											
58636																																																											
58757																																																											
58971													888			888																						0	888	0	0	888	0	0	0	0	0	0	0	542457									
59316																																																											
59352																																																											
59370																																																											
59754																																																											
60143																																																											
60330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197494									
60545																																																											
60554																																																											
60648																																																											
61122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113432									
61355																																																											
61476																																																											
61757																																																											
61832																																																											
61953																																																											
62044																																																											
62110																																																											
62147																																																											
63050																																																											
63069																																																											
63201																																																											
63573																																																											
63733																																																											
63742																																																											
64150																																																											
64552																																						0	0	0	0	0	0	0	0	0	0	0	0	31121									
64730																																																											
65205																																																											
65513																																																											
65559																																						0	0	0	0	0	0	0	0	0	0	0	0	487840									
65858																																																											
66154																																																											
66275																																																											
66677																																						3130	0	0	0	0	0	0	0	0	0	0	0	6792									
67142																																																											
67151																																																											
67209																																																											
67254																																																											
67656																																						0	0	0	0	0	0	0	0	0	0	0	0	141924									
67870																																																											
68671																																																											
68756																																																											
68831																																																											
69333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229515									
69678																																																											
70218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
70414																																																											
70638																																																											
70955																																																											
71073																																																											
71457																																																											
71859																																																											
72258																																																											
72351																																																											
72454																																																											
72678																																																											
73116																																																											
73152																																																											
73554																																																											
73956																																																											
74056																																																											
74140																																						0	0	0	0	0	0	0	0	0	0	0	0	581233									
74403																																						0	0	0	0	0	0	0	0	0	0	0	0	131106									
74449																																																											
75259																																																											
75446																																																											
75455																																																											
75633																																																			CRA LP Investment								
75651																																																											
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
76443																																																											
76854																																																											
77150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
77253																																																											
77422																																																											
77851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
78157																																																											
78241																																																											
78559																																																											
79042																																																											
79127																																																											
79145																																																											
79257																																																											
79855																																																											
80150																																																											
80374																																																											
80431																																																											
81175																																																											
82033																																																											
82257																																																											
82350																																																											
83151																																																											
83375																																																											
83638																																																											
83834																																																											
83852																																																											
83955																																																											
84046																																																											
84541																																																											
85052																																																											
85472																																						0	0	0	0	0	0							0									
85931																																																											
86349																																																											
86675																																																											
87047																																																											
87159																																																											
87234																																																											
87476																																																											
87579																																																											
88231																																																											
88259																																																											
88352																																																											
88455																																																											
88950																																																											
89032																																																											
89135																																																											
89854																																																											
89957																																																											
90047																																																											
90177																																																											
90328																																																											
90337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58573									
90579																																																											
91615																																																											
91754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
91950																																																											
92144																																																											
92676																																																											
92706																																																											
92902																																																											
93244																																																											
93543																																																											
93619																																																											
94139																																																											
94522																																																											
94755																																																											
94858																																																											
95051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
95677																																																											
96553																																																											
97055																																																											
97279																																																											
97457																																																											
97804																																																											
97943																																																											
98351																																																											
98463																																																											
98717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
99143																																																											
99376													9292			9292																						98	9292	0	0	9292	0	0	53203	0	0	54798	0	368319	Noncertificated Interest-only strips								
99442																																																											
99536																																																											
99853																																																											
100236																																																											
100357																																																											
100562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6797	0	0	0	0	0	0	0	0	0	0	0	2482856									
100777																																																											
100843																																																											
101037																																																											
101439																																																											
101671																																						0	0	0	0	0	0	0	0	0	0	0	0	281728									
101738																																																											
101952																																																											
102333																																																											
102342																																																											
102557																																																											
102874																																																											
103134																																																											
104234																																																											
104542																																																											
104971																																																											
105026																																																											
105473																																																											
105530																																																											
106359																																						0	0	0	0	0	0	0	0	0	0	0	0	785656									
106452																																																											
106676																																																											
107244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3528077									
107459																																																											
107570																																																											
107758																																																											
108072																																																											
108269																																																											
108652																																																											
108746																																																											
108951																																																											
109136																																																											
109154																																																											
109453																																																											
109574																																																											
109659																																																											
110413																																						0	0	0	0	0	0	0	0	0	0	0	0	183316									
110936																																																											
110945																																																											
110972																																																											
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
111205																																																											
111942																																																											
111979																																																											
112163																																						899	0	0	0	0	0	0	0	0	0	0	0	197944	CASH SURRENDER VALUE OF LIFE INSURANCE								
112332																																																											
112510																																																											
112556																																																											
112837																																																											
113003																																																											
113030																																																											
113441																																																											
113601																																																											
113740																																						0	0	0	0	0	0	0	0	0	0	0	0	247129									
114149																																																											
114260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863905									
114457																																																											
114774																																																											
114840																																																											
114859																																																											
115146																																																											
115575																																																											
116358																																																											
116554																																																											
116741																																																											
117038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
117074																																																											
117458																																																											
117775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
118156																																																											
118660																																																											
118736																																																											
119153																																																											
119528																																																											
119779																																						0	0	0	0	0	0	0	0	0	0	0	0	4757									
119872																																																											
120476																																																											
120542																																																											
120609																																																											
120953																																																											
121642																																						0	0	0	0	0	0	0	0	0	0	0	0	614658									
121651																																																											
121914																																																											
122153																																																											
122546																																																											
122854													28016			28016																						0	28016	0	0	28016	0	17248	0	0	17424	0	0	1730163									
123075																																																											
123374																																																											
124344																																																											
124830																																																											
125154																																																											
125855																																																											
125873																																																											
126012																																																											
126049																																																											
126375																																																											
126553																																																											
126834																																																											
127055																																																											
127224																																																											
128258																																																											
128904													86388			86388																						0	86388	0	0	86388	0	0	0	0	0	0	0	6844615	Rabbi Trust investments								
129349																																																											
129358																																																											
129479																																																											
129732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21127	0	0	0	0	0	0	0	0	0	0	0	1188933									
129853																																																											
129910																																																											
130345																																																											
130541																																						0	0	0	0	0	0	0	0	0	0	0	0	982304									
130813																																																											
131436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
131717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
131940																																																											
132107																																																											
132451																																																											
132778																																																											
132938																																																											
133579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
133850																																																											
133971																																																											
134156																																																											
134437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19825	0	0	0	0	0	1019	0	0	1019	0	0	432731	CSV Life Insurance								
134455																																																											
134848																																																											
135836																																																											
135854																																																											
136048																																																											
136338																																																											
136459																																																											
136655																																																											
137205																																																											
137447																																																											
137456																																																											
137559																																																											
137643																																																											
137652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32822	0	0	0	0	0	53530	0	0	56813	0	0	64									
137915																																						334529	0	0	0	0	0	0	0	0	0	0	0	475391	Equity securities without readily determinable FV which are not traded								
138051																																																											
138257																																																											
138556																																																											
139133																																																											
139478																																																											
139553																																																											
139656	0	0	0	0	0	0	0	0	0	0	0	0	3462	-681	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3462	-681	2781	0	0	0	0	0	0	0	0	1199518									
139740																																																											
139843													221			221																						68	221	0	0	221	0	0	0	0	0	0	0	430142									
140157																																																											
140362	11607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11607	0	0	11607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11607	0	0	11607	0	0	0	0	0	0	0	624464	Precious metals	SWAP derivative MTM			SWAP derivative MTM				
140634																																																											
141211																																																											
141350																																																											
141556																																						0	0	0	0	0	0	0	0	0	0	0	0	53385									
141677																																																											
141958																																																											
142049																																																											
142179																																																											
142955																																																											
143372																																																											
143662													295222			292932	2290																					196201	295222	0	0	292932	2290	433175	0	0	487774	0	0	3197700									
143859																																																											
143952																																																											
144034																																																											
144052																																																											
144155																																																											
144678																																																											
144856																																																											
144913																																																											
145059																																																											
145545																																																											
145554																																																											
145741																																																											
145844																																																											
146056																																																											
146663																																																											
146672																		63033			63033		29273				29273											1035385	94701	0	0	65428	29273	1724915	121053	0	1884414	119242	0	2625907					Customer Swap Liability	Interest Rate Lock Liability			
147651																																																											
147679																																																											
147857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
147923																																																											
148171																																																											
148238																																																											
148340																																																											
148470																																																											
148715																																																											
148920																																																											
149150																																																											
150035																		5053			5053																	0	6268	0	0	6268	0	0	0	0	0	0	0	825293	Bank Owned Life Insurance				Deferred Compensation Plans				
150044																																																											
150727																																																											
151546																																																											
151957																																																											
152057																																																											
152253																																																											
152431																																																											
152440																																																											
153054																																																											
153353																																																											
154154																																																											
154770																																																											
155759																																																											
156457																																																											
156635																																																											
156970																																																											
157155																																																											
157379																																																											
157650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
157744																																																											
157856																																																											
158376																																																											
158741																																																											
159636																																						57620	0	0	0	0	0	3555	0	0	3555	0	0	839151	Cash Surrender value on life insurance policies								
159645																																																											
159953																																																											
159971																																																											
160360																																																											
160454																																																											
160959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353727									
161273																																																											
161602																																																											
162337																																																											
163343																																																											
163549	0	0	0	0	0	0	0	0	0	0	0	0	3563	0	0	3563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3563	0	0	3563	0	0	0	0	0	0	0	330401									
