"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
64150	1680	2122				CONF	CONF			
64552	20730	13381	14134	24356	0	CONF	CONF	0	1318	
64730						CONF	CONF			
65205						CONF	CONF			
65513						CONF	CONF			
65559	10755	779	10564	0	0	CONF	CONF	0	187	
65858						CONF	CONF			
66154						CONF	CONF			
66275						CONF	CONF			
66677	33190	4937	34827	0	0	CONF	CONF	0	1498	
67142						CONF	CONF			
67151						CONF	CONF			
67209						CONF	CONF			
67254						CONF	CONF			
67656						CONF	CONF			
67870						CONF	CONF			
68671						CONF	CONF			
68756						CONF	CONF			
68831						CONF	CONF			
69333	5745	0	4322	0	0	CONF	CONF	0	184	
69678						CONF	CONF			
70218	0	0	0	0	0	CONF	CONF	0	0	
70414						CONF	CONF			
70638	23570	5248				CONF	CONF			
70955						CONF	CONF			
71073	30925	8641				CONF	CONF			
71457						CONF	CONF			
71859						CONF	CONF			
72258	4068	464				CONF	CONF			
72351						CONF	CONF			
72454						CONF	CONF			
72678						CONF	CONF			
73116						CONF	CONF			
73152						CONF	CONF			
73554						CONF	CONF			
73956						CONF	CONF			
74056						CONF	CONF			
74140	6830	934	6858	0	0	CONF	CONF	0	341	
74403						CONF	CONF			
74449						CONF	CONF			
75259	20195	1022				CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75633	56316	8812	52395	0	138	CONF	CONF	3006	3210	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150	0	0	0	0	0	CONF	CONF	0	0	
77253						CONF	CONF			
77422						CONF	CONF			
77851	44373	3838	39330	0	0	CONF	CONF	0	1342	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145						CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
81175						CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
83151						CONF	CONF			
83375						CONF	CONF			
83638	41093	51505	53556	0	0	CONF	CONF	44	-581	
83834						CONF	CONF			
83852						CONF	CONF			
83955						CONF	CONF			
84046						CONF	CONF			
84541	14704	784				CONF	CONF			
85052						CONF	CONF			
85472	0	0	0	0	0	CONF	CONF	0	0	
85931						CONF	CONF			
86349						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87159						CONF	CONF			
87234	24494	5996				CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	339295	42579				CONF	CONF			
88259						CONF	CONF			
88352						CONF	CONF			
88455						CONF	CONF			
88950						CONF	CONF			
89032						CONF	CONF			
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337	0	0	0	0	0	CONF	CONF	0	0	
90579						CONF	CONF			
91615						CONF	CONF			
91754	0	0	0	0	0	CONF	CONF	0	0	
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543	9535	0				CONF	CONF			
93619						CONF	CONF			
94139						CONF	CONF			
94522	8794	863				CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051	49108	171239	33967	30807	205	CONF	CONF	0	4881	
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804						CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF			
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99376	3088	2784	4970	0	98	CONF	CONF	450	337	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	12907	247	11938	0	0	CONF	CONF	0	867	
100777						CONF	CONF			
100843						CONF	CONF			
101037						CONF	CONF			
101439						CONF	CONF			
101671						CONF	CONF			
101738						CONF	CONF			
101952						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102557						CONF	CONF			
102874	3967	0	3967	0	253	CONF	CONF	0	230	
103134						CONF	CONF			
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105473	3023	485				CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	0	0	0	0	0	CONF	CONF	0	0	
107459						CONF	CONF			
107570						CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951	15382	4843				CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111942	5495	0				CONF	CONF			
111979						CONF	CONF			
112163	21621	2749	21600	0	0	CONF	CONF	0	303	
112332						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	0	0	0	0	0	CONF	CONF	0	0	
113003						CONF	CONF			
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	17173	5901	19785	0	0	CONF	CONF	0	685	
114149						CONF	CONF			
114260	19784	6439	18648	0	0	CONF	CONF	0	666	
114457						CONF	CONF			
114774	10162	558				CONF	CONF			
114840	3066	0				CONF	CONF			
114859						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554	22817	5434				CONF	CONF			
116741						CONF	CONF			
117038	0	0	0	0	0	CONF	CONF	0	0	
117074						CONF	CONF			
117458						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF			
119528						CONF	CONF			
119779	0	0	0	0	0	CONF	CONF	0	40	
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609						CONF	CONF			
120953						CONF	CONF			
121642	72852	4199	62294	0	0	CONF	CONF	0	1119	
121651						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
122854	64620	21973	60885	0	6	CONF	CONF	0	1664	
123075						CONF	CONF			
123374						CONF	CONF			
124344	3380	0				CONF	CONF			
124830						CONF	CONF			
125154						CONF	CONF			
125855	9818	2906				CONF	CONF			
125873						CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	111055	13827	88512	0	0	CONF	CONF	0	0	
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	8163	951	7732	0	0	CONF	CONF	0	-59	
129349						CONF	CONF			
129358	26964	1445				CONF	CONF			
129479	29902	5246				CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910	9850	685				CONF	CONF			
130345						CONF	CONF			
130541	50229	1852	49138	0	0	CONF	CONF	0	1795	
130813						CONF	CONF			
131436	0	0	0	0	0	CONF	CONF	0	0	
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107						CONF	CONF			
132451						CONF	CONF			
132778						CONF	CONF			
132938						CONF	CONF			
133579	0	0	0	0	0	CONF	CONF	0	0	
133850	27754	2063				CONF	CONF			
133971						CONF	CONF			
134156						CONF	CONF			
134437	4140	1019	4444	0	0	CONF	CONF	0	60	
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136459						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF			
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	377150	53530	339275	2205	705	CONF	CONF	679	16096	
137915	4882	433	3918	0	0	CONF	CONF	0	97	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
139133						CONF	CONF			
139478						CONF	CONF			
139553						CONF	CONF			
139656	11456	1518	11261	0	0	CONF	CONF	0	371	
139740						CONF	CONF			
139843	15232	3589	12996	0	0	CONF	CONF	0	492	
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141211						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142955						CONF	CONF			
143372						CONF	CONF			
143662	470722	148275	390218	0	10764	CONF	CONF	221	17341	
143859						CONF	CONF			
143952						CONF	CONF			
144034	13022	1981				CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144678						CONF	CONF			
144856						CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545						CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145844						CONF	CONF			
146056						CONF	CONF			
146663						CONF	CONF			
146672	7204202	1830471	827612	5044368	9594	CONF	CONF	5000	155390	
147651						CONF	CONF			
147679						CONF	CONF			
147857	0	0	0	0	0	CONF	CONF	0	0	
147923						CONF	CONF			
148171	280	0				CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
148920						CONF	CONF			
149150						CONF	CONF			
150035	4690	1153	0	4854	0	CONF	CONF	0	118	
150044	10690	179				CONF	CONF			
150727						CONF	CONF			
151546						CONF	CONF			
151957	11483	569				CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152431	2850	0				CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156635						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	17758	3555	17686	0	0	CONF	CONF	0	-110	
159645						CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160959	0	0	0	0	0	CONF	CONF	0	0	
161273						CONF	CONF			
161602	38738	4931				CONF	CONF			
162337						CONF	CONF			
163343						CONF	CONF			
163549	13638	3046	15426	0	0	CONF	CONF	0	430	
163857	28398	4900				CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165628	90815	10842	91147	0	0	CONF	CONF	0	4432	
165758	9338	4211				CONF	CONF			
166111						CONF	CONF			
166531						CONF	CONF			
166652	0	0	0	0	0	CONF	CONF	0	0	
166849						CONF	CONF			
167453						CONF	CONF			
167752						CONF	CONF			
168357						CONF	CONF			
168571						CONF	CONF			
169327	3143	0				CONF	CONF			
169354						CONF	CONF			
169653	43837	12701	41331	0	345	CONF	CONF	510	2398	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
171133						CONF	CONF			
171656						CONF	CONF			
171759						CONF	CONF			
171768	6188	0				CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173342						CONF	CONF			
173557						CONF	CONF			
173575	0	0	0	0	0	CONF	CONF	0	0	
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367	0	0	0	0	0	CONF	CONF	0	0	
174572	1843	0	0	0	0	CONF	CONF	0	203	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140	0	0	0	0	0	CONF	CONF	0	0	
175458						CONF	CONF			
175609						CONF	CONF			
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464	6363	0				CONF	CONF			
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920	225	0	225	0	0	CONF	CONF	0	39	
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180537						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183958						CONF	CONF			
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859	1402	0				CONF	CONF			
186221	2465	774	1922	0	0	CONF	CONF	91	86	
186548						CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
187648						CONF	CONF			
187947	15335	2333	3435	13410	0	CONF	CONF	0	96	
188056						CONF	CONF			
188177						CONF	CONF			
188430	198485	19683				CONF	CONF			
188449						CONF	CONF			
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
189129						CONF	CONF			
189745	68777	10621	62535	0	0	CONF	CONF	50	2273	
189950						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355	0	0	0	0	0	CONF	CONF	0	0	
191935						CONF	CONF			
192147	3088	206	2606	0	0	CONF	CONF	0	0	
192558						CONF	CONF			
192651						CONF	CONF			
192857						CONF	CONF			
193162						CONF	CONF			
193247	22818	3633				CONF	CONF			
193537						CONF	CONF			
193649	0	0	0	0	0	CONF	CONF	0	0	
193809	0	214	214	0	0	CONF	CONF	0	91	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111	5115	92				CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196752	0	0	0	0	0	CONF	CONF	0	0	
196800	0	4266	0	0	0	CONF	CONF	0	141	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	0	0	0	0	0	CONF	CONF	0	0	
197759						CONF	CONF			
198073						CONF	CONF			
198149						CONF	CONF			
198251	5167	0				CONF	CONF			
198961						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200042						CONF	CONF			
200378	0	4371	0	0	0	CONF	CONF	1005	498	
200435						CONF	CONF			
201254						CONF	CONF			
201834	13071	1125	14036	0	0	CONF	CONF	0	195	
202514						CONF	CONF			
202541						CONF	CONF			
202907	792	0	792	0	0	CONF	CONF	0	171	
203043	7310	690	8000	0	0	CONF	CONF	0	345	
203052	0	0	0	0	0	CONF	CONF	0	0	
203575						CONF	CONF			
204004	0	0	0	0	0	CONF	CONF	0	0	
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050	139522	20771				CONF	CONF			
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	21301	62				CONF	CONF			
207872						CONF	CONF			
208057	4734	0	4734	0	0	CONF	CONF	0	41	
208244	132739	19748	126270	0	1224	CONF	CONF	830	3242	
208347	0	0	0	0	0	CONF	CONF	0	0	
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362	8324	0				CONF	CONF			
209559						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434	0	0	0	0	0	CONF	CONF	0	0	
210779						CONF	CONF			
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	462222	133729	368297	0	1344	CONF	CONF	780	6773	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212335						CONF	CONF			
212344						CONF	CONF			
212465	104594	24055	90088	0	626	CONF	CONF	3283	23440	
212522	0	0	9102	0	0	CONF	CONF	0	357	
212577	43704	58418	18297	19292	0	CONF	CONF	475	695	
213471						CONF	CONF			
213538						CONF	CONF			
213912	0	0	0	0	0	CONF	CONF	0	0	
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	7904	886	7256	0	0	CONF	CONF	0	481	
214722	7728	250	6107	0	0	CONF	CONF	0	351	
214807	0	0	0	0	0	CONF	CONF	0	0	
214843						CONF	CONF			
215345						CONF	CONF			
215354						CONF	CONF			
215653						CONF	CONF			
215662	14605	1422	12890	0	10	CONF	CONF	53	0	
215710						CONF	CONF			
216164						CONF	CONF			
216230						CONF	CONF			
216922	18834	3233	18448	0	0	CONF	CONF	0	376	
217059	0	0	0	0	0	CONF	CONF	0	0	
218131						CONF	CONF			
218261						CONF	CONF			
218850						CONF	CONF			
218878						CONF	CONF			
219044						CONF	CONF			
219651						CONF	CONF			
219679						CONF	CONF			
220059	3590	0				CONF	CONF			
220527	20475	975	17813	0	0	CONF	CONF	0	0	
220844						CONF	CONF			
220974	5275	931				CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222558						CONF	CONF			
222754						CONF	CONF			
223322	15766	8329	15359	0	0	CONF	CONF	0	1250	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225559	32700	3566				CONF	CONF			
225942						CONF	CONF			
226949						CONF	CONF			
227151						CONF	CONF			
227357						CONF	CONF			
227656	22460	1013	24361	0	0	CONF	CONF	0	0	
227777	400	0				CONF	CONF			
228000						CONF	CONF			
228158						CONF	CONF			
228279						CONF	CONF			
228345						CONF	CONF			
229070						CONF	CONF			
229173						CONF	CONF			
229342	0	0	0	0	0	CONF	CONF	0	0	
229454						CONF	CONF			
229801	48845	6073	36686	0	0	CONF	CONF	0	523	
229913	0	0	0	0	0	CONF	CONF	0	0	
230423						CONF	CONF			
230610						CONF	CONF			
230759						CONF	CONF			
231279						CONF	CONF			
232847						CONF	CONF			
232856	39917	11114				CONF	CONF			
233031	555000	245000	526000	0	5000	CONF	CONF	3000	37000	
233246						CONF	CONF			
233358						CONF	CONF			
233442						CONF	CONF			
233527	92957	15590				CONF	CONF			
233554	16427	561				CONF	CONF			
234355	19220	4470	16801	754	0	CONF	CONF	968	1172	
234506						CONF	CONF			
234739						CONF	CONF			
234841						CONF	CONF			
235174	25963	3084				CONF	CONF			
235231						CONF	CONF			
235316						CONF	CONF			
235446						CONF	CONF			
235530						CONF	CONF			
235558						CONF	CONF			
235950						CONF	CONF			
236153	52374	5918	51379	0	0	CONF	CONF	0	1528	
236256						CONF	CONF			
236603						CONF	CONF			
236706	4086	1333	4897	0	0	CONF	CONF	0	62	
236957	0	0	0	0	0	CONF	CONF	0	0	
237066	0	0	0	0	0	CONF	CONF	0	0	
237619						CONF	CONF			
237954						CONF	CONF			
238139						CONF	CONF			
238250						CONF	CONF			
238737						CONF	CONF			
239556	7688	1139				CONF	CONF			
239613						CONF	CONF			
239659	111199	18813				CONF	CONF			
240954						CONF	CONF			
241009						CONF	CONF			
241157	4528	1269	5011	345	0	CONF	CONF	5	74	
241559						CONF	CONF			
241607						CONF	CONF			
242257						CONF	CONF			
242444	4123	0	4123	0	0	CONF	CONF	0	68	
242949						CONF	CONF			
242958						CONF	CONF			
242976						CONF	CONF			
243375						CONF	CONF			
243414						CONF	CONF			
243955						CONF	CONF			
244037						CONF	CONF			
244149	807659	131861	775183	0	5714	CONF	CONF	5587	27594	
244158						CONF	CONF			
244251						CONF	CONF			
245016						CONF	CONF			
245276	33743	43308	49228	877	0	CONF	CONF	204	-1636	
245351						CONF	CONF			
245557	36521	7450				CONF	CONF			
246022	9714	655	9058	0	0	CONF	CONF	0	0	
246134						CONF	CONF			
246451						CONF	CONF			
246657						CONF	CONF			
246947						CONF	CONF			
246956						CONF	CONF			
247140	3168	0				CONF	CONF			
247355	14623	994				CONF	CONF			
247476						CONF	CONF			
247551						CONF	CONF			
247908						CONF	CONF			
248240	29443	540	28127	0	0	CONF	CONF	0	887	
248352						CONF	CONF			
248455						CONF	CONF			
248633						CONF	CONF			
248745						CONF	CONF			
249416						CONF	CONF			
