"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
1669													375	54	0	283	20	0																			
1856													0	0	0	0	0	0																			
2161				0	0	598	0	0	598	0	0	0	0	0	0	27	0	0	0	0	102	0	0	0	0	0	0	0	0	0							
2732													0	0	0	0	0	0																			
2750													0	0	0	0	0	0																			
3252													66	1	44	71	0	69																			
3458													0	15	16	0	0	0																			
3720													0	0	0	11	0	24																			
3971													0	0	0	992	0	445																			
4156													0	0	0	2	0	0																			
4231													5	0	0	17	0	1																			
5069													0	0	0	0	0	0																			
5135													27	15	20	8	7	49																			
5210													0	34	0	33	2	0																			
5461													0	0	0	0	0	0																			
5751													2	0	12	3	0	5																			
6039	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	31	0	10	0	0	0	0	0	0	0	0	0	0	0	0							
6329	0	0	0	0	0	0	0	0	0	0	0	0	13993	128	2472	2739	98	216	0	0	0	0	0	0	0	0	0	0	0	0							
7009													0	0	0	0	0	0																			
7045				0	0	0	0	0	0	0	0	0	86	0	62	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
7072													0	0	0	0	0	0																			
7456													0	0	0	0	0	0													0	0	0	0	0	0	
7634													3	0	0	114	16	50																			
8033													0	0	0	3	0	0																			
8462													145	0	0	27	0	0																			
8631													20	0	0	7	0	2																			
9357													0	0	0	0	0	0																			
9553													0	0	0	10	0	0																			
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
9955													0	0	0	0	0	0																			
10250													0	0	0	2	8	0																			
10849													32	0	0	2	0	0																			
11145	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	46	0	67	0	0	0	0	0	0	0	0	0	0	0	0							
11640													0	0	0	3	0	0																			
11837													0	0	0	0	0	0																			
12030													440	26	4	424	0	3																			
12142													8	0	0	102	0	8																			
12311							0	0	0																												
12647													0	0	0	0	0	0																			
12656													22	0	0	5	0	0																			
12946													98	0	147	304	0	58																			
13103	0	0	0	0	0	0	0	0	0	0	0	0	419	0	80	6	0	1	0	0	44	0	0	0	0	0	0	0	0	0							
13251													0	0	0	24	0	66																			
13457													0	0	0	0	0	0																			
14155													0	17	0	3	0	0																			
14650													0	34	12	210	39	16																			
14753													0	0	0	0	0	0																			
14865													0	0	0	1	0	0																			
14977				0	0	0	0	0	0	0	0	0	28	0	0	34	0	6	0	0	0	0	0	0	0	0	0	0	0	0							
16551													16	8	0	11	1	2																			
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
17147	0	0	0	0	0	0	0	0	0	0	0	0	274	0	6	844	0	4	0	0	71	0	0	0	0	0	0	0	0	0							
17259													19	0	2	51	0	4																			
17950													0	0	0	6	0	7																			
17978													0	3	0	2	0	0																			
18050													6	14	0	96	0	0																			
18827													0	0	0	11	0	0																			
18836													41	2	0	222	35	115																			
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
19356													19	0	0	8	3	3																			
19936													0	0	6	9	0	32																			
19972													0	0	0	0	0	0													0	0	0	0	0	0	
20053													0	0	9	0	0	0																			
20633													0	0	0	2	0	12																			
20857													0	0	0	0	0	0																			
21256													0	0	0	54	0	0																			
21359													0	0	6	12	0	0																			
21658				0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
22048													148	0	58	111	0	24																			
22543													0	0	0	0	0	0																			
22552													0	0	0	0	0	0																			
22730													21	0	0	227	3	0																			
23456													8	3	0	40	3	0																			
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	19025	0	0	0	0	0	0	0	0	0							
23643													238	8	51	187	1	26																			
23755													82	0	3	30	0	10																			
24006													0	0	0	0	0	0																			
24378													0	0	0	0	0	0																			
24659													0	0	2	0	0	0																			
24668													0	0	0	0	0	0																			
24949													0	0	0	0	0	20																			
25357													97	2	22	23	6	3																			
25647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26457				0	0	0	0	0	0				0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
26765													0	0	0	0	0	0																			
27070													0	0	0	0	0	0																			
27548													154	0	35	0	0	5																			
27614													0	0	0	7	0	0																			
27847													25	0	3	159	0	18																			
28013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	109	0	0	0	0	0	0	0	0	0	0							
28152				0	0	0	0	0	0	0	0	0	11	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
28675				0	0	49	0	0	0				0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	49							
28732													25	0	0	12	0	0																			
29476													0	0	6	0	0	0																			
29636													10	0	3	132	0	23																			
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
30052													0	0	0	0	0	0																			
30502													0	0	0	8	0	8																			
30650													0	0	0	0	0	0																			
30810							0	0	0																												
31134				0	0	0	0	0	0	0	0	0	70	17	0	48	42	52	0	0	0	0	0	0	0	0	0	0	0	0							
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31657													32	0	0	2	0	0																			
31826	0	0	0	0	0	0	0	0	0	0	0	0	12	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
31835													6	0	89	2	3	0																			
32234													2	0	0	0	0	0																			
32766													0	23	0	0	0	0																			
32971													0	0	0	2	0	0																			
33147													8	0	40	58	0	8																			
33259													0	0	0	13	0	0																			
33268													0	0	0	0	0	0																			
33370													0	0	0	0	0	0																			
33839													24	0	0	0	0	0																			
33857	0	0	0	0	0	0	0	0	0	0	0	0	18	0	16	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0							
34434													87	25	0	57	4	6																			
34537	0	0	0	0	0	4	0	0	0	0	0	4	32	0	24	433	0	312	0	0	371	0	0	0	0	0	0	0	0	0							
34555	0	0	0	0	398	0	0	0	0	0	0	0	3	0	53	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0							
34742													0	0	0	0	0	0																			
35057				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
35301							0	0	0																												
35646													2	0	8	16	0	2																			
35879													0	0	0	2	0	0																			
36456													3	0	0	0	0	0																			
36933													29	0	1	23	0	0																			
37051													0	0	0	0	0	0																			
37341													94	0	0	9	0	22																			
37435													733	0	301	316	0	156																			
37640	0	0	0	0	0	0	0	0	0	0	0	0	44	0	2	101	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
37659				0	0	0	0	0	0	0	0	0	0	0	41	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
37949													0	0	0	0	0	0																			
38740													30	5	4	12	104	4																			
39327													0	0	0	0	0	0																			
39756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
40033													28	0	0	0	0	0																			
40499	0	0	0	0	0	0	0	0	0	0	0	0	360	0	82	66	0	12	0	0	45	0	0	0	0	0	0	0	0	0							
40855													11	0	23	0	0	0																			
41553													4	0	0	0	0	0																			
41629													326	5	0	20	0	0																			
41825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0							
42037													30	0	0	48	9	63																			
42354													1	0	0	57	4	0																			
42372													2	0	0	0	0	2																			
42420	0	0	0	0	0	113	0	0	0	0	0	0	2606	285	317	795	438	67	0	0	720	0	0	0	0	0	113	0	0	0							
42448	0	0	0	0	0	0	0	0	0	0	0	0	268	8	22	232	5	24	0	0	0	0	0	0	0	0	0	0	0	0							
42457													0	0	0	0	0	0																			
43052													0	0	11	1	0	1																			
43351													43	32	0	16	0	40																			
43856													0	0	0	0	0	0																			
43959													0	0	0	22	0	0																			
44040													15	0	0	0	0	0																			
44433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
44741													124	33	0	75	0	25																			
44750													7	0	85	0	0	0																			
44929				0	0	0	0	0	0				29	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
45038				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0							
45047													202	0	28	374	0	74																			
45056													0	0	0	8	0	0																			
45430													15	0	0	10	0	0																			
45458													15	0	43	4	0	6																			
45551													0	0	0	103	0	172																			
45560	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	43	0	67	0	0	67	0	0	0	0	0	0	0	0	0							
45775													0	0	0	0	0	0																			
46053													52	0	0	0	0	0																			
46941													0	0	0	0	0	0																			
47247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	59	0	10	0	0	259	0	0	0	0	0	0	0	0	0							
47256													0	0	0	0	0	0																			
47452													3	0	0	5	0	10																			
47500													0	0	12	35	0	2																			
48057													0	0	0	7	0	0													0	0	0	0	0	0	
48150													0	0	0	2	0	11																			
48374													274	0	129	671	0	224																			
48440													29	0	0	0	0	0																			
49054													0	0	0	0	0	0																			
49148													0	0	0	0	0	0																			
49241													4	0	0	22	8	11																			
49652													190	0	25	53	29	0																			
49858													0	0	0	0	0	0																			
49951													8	0	0	28	0	0																			
50144													37	4	8	9	12	26													0	0	0	0	0	0	
50461				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51253	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	178	73	0	0	0	0	0	0	0	0	0	0	10	0	0							
51356				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
51459													0	0	0	2	0	2																			
51842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
52951													33	0	293	255	0	211																			
53051													0	0	4	0	0	0																			
54058	0	0	0	0	0	4586	0	0	0	0	0	4586	49	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0							
54656	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0							
54973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1725	0	1346	0	0	876	0	0	0	0	0	0	0	0	0							
55336													0	0	0	2	0	0																			
55635													23	0	0	0	0	0																			
55653													111	49	0	0	0	0																			
55970													0	0	0	0	0	0																			
56258													0	0	0	3	0	30																			
56351	0	0	0	0	0	2167	0	0	2167	0	0	0	494	16	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
56548													0	0	0	0	0	0																			
56717													4	0	0	0	0	0																			
57040				0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
57451													0	0	0	2	0	26																			
58225													145	0	30	8	0	0																			
58243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
58355													0	0	0	0	0	0																			
58551													266	0	36	2	0	0																			
58636													494	0	151	100	0	37																			
58757													0	0	0	15	0	0																			
58971	0	0	0	0	0	0	0	0	0	0	0	0	7	0	28	35	0	69	0	0	293	0	0	0	0	0	0	0	0	0							
59316													675	0	164	117	0	0																			
59352													0	0	0	0	0	0																			
59370													0	0	0	1110	0	214																			
59754													55	3	70	8	0	0																			
60143							0	0	0																												
60330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0							
60545													28	18	0	8	11	3																			
60554													3	0	0	0	0	0																			
60648													21	0	0	2	0	0																			
61122	0	0	0	0	0	0	0	0	0	0	0	0	151	0	44	140	29	0	0	0	0	0	0	0	0	0	0	0	0	0							
61355													35	0	0	16	0	0																			
61476													0	0	0	0	0	0																			
61757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
61832													0	0	0	7	0	0																			
61953													0	0	0	0	0	0																			
62044													4	0	0	6	0	0																			
62110													0	0	0	0	0	0																			
62147													0	0	0	0	0	0																			
63050													44	18	66	0	0	0																			
63069							0	0	0																												
63201													7	0	0	3	0	0																			
63573													0	0	0	0	0	0																			
63733	0	0	0	0	0	19	0	0	0	0	0	0	168	0	99	888	522	125	0	0	0	0	0	0	0	0	19	0	0	0							
63742													0	0	0	17	0	17																			
64150													0	0	0	0	0	0																			
64552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
64730													7	0	1	23	0	0																			
65205													0	0	0	2	0	4																			
65513							0	0	0																												
65559	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0							
65858													51	0	34	100	0	50																			
66154													20	0	0	34	0	17																			
66275													10	0	3	26	8	0																			
66677				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
67142													2	0	0	6	0	4																			
67151													0	0	0	0	0	0																			
67209													0	0	0	362	0	81																			
67254													0	1	0	0	0	0																			
67656	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	5	0	4	0	0	74	0	0	600	0	0	0	0	0	0							
67870													0	0	0	0	0	0																			
68671													0	0	0	12	1	0																			
68756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
68831													32	0	0	0	0	0																			
69333	0	0	0	0	0	0	0	0	0	0	0	0	359	10	51	123	15	12	0	0	0	0	0	0	0	0	0	0	0	0							
69678													0	0	0	6	0	0																			
70218				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
70414													29	0	0	35	1	0																			
70638													242	0	40	361	0	318																			
70955													0	0	0	10	8	0																			
71073													0	0	0	0	0	0																			
71457													0	0	0	7	0	0																			
71859													0	0	0	0	0	0													0	0	0	0	0	0	
72258													0	0	0	0	0	0																			
72351													0	0	0	14	2	0																			
72454													4	0	0	7	1	0													0	0	0	0	0	0	
72678													72	0	85	82	0	33																			
73116													0	0	0	0	0	0																			
73152													19	0	0	85	0	0																			
73554													15	1	8	2	0	0																			
73956													0	0	0	2	0	0																			
74056													0	0	0	0	0	0																			
74140	0	0	0	0	0	265	0	0	98	0	0	167	58	0	0	122	0	0	0	0	100	0	0	0	0	0	0	0	0	0							
74403	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	649	0	283	0	0	24	0	0	0	0	0	0	0	0	0							
74449													11	0	0	1	0	0																			
75259													0	0	0	0	0	0																			
75446													63	48	0	0	0	5																			
75455													0	0	15	13	0	15																			
75633							0	0	20936																												
75651													0	0	15	13	0	0																			
76153				0	0	0	0	0	0	0	0	0	135	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
76443													24	0	0	9	0	33																			
76854													0	0	0	0	0	0																			
77150				0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
77253													89	0	0	137	0	84																			
77422													0	0	0	0	0	0																			
77851	0	0	0	0	0	0	0	0	0	0	0	0	17	48	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
78157													10	0	0	0	11	0																			
78241													60	3	3	3	0	0																			
78559													158	0	0	0	0	0																			
79042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
79127													26	0	74	57	0	158																			
79145													0	0	0	0	0	0																			
79257													0	0	0	0	0	0																			
79855													0	0	0	256	91	0													0	0	0	0	0	0	
80150													10	0	0	47	30	1																			
80374													0	0	0	0	0	0																			
80431													51	0	0	27	0	130																			
81175													0	0	1	0	0	0																			
82033													0	0	0	14	0	0																			
82257													6	0	0	0	0	0													0	0	0	0	0	0	
82350													52	0	0	36	3	9																			
83151													0	0	0	0	0	0																			
83375													0	31	0	0	0	0																			
83638							0	0	0																												
83834													0	0	0	1	0	0																			
83852													0	0	0	2	0	0																			
83955													53	0	0	16	0	0													0	0	0	0	0	0	
84046													0	0	0	0	0	12																			
84541													0	0	6	85	69	7																			
85052													0	0	0	0	0	0																			
85472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	223	0	0	0	0	0	0	0	0	0							
85931													0	0	0	21	0	0																			
86349													130	0	27	247	0	62																			
86675													0	0	0	1	0	0																			
87047													26	0	0	0	0	0																			
87159													0	0	3	0	0	19																			
87234													0	0	0	23	0	0																			
87476													8	0	6	0	0	0																			
87579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
88231													1	0	9	4	0	0																			
88259													0	0	0	0	0	0																			
88352				0	0	0	0	0	0	0	0	0	87	9	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
88455													1	0	25	0	0	0																			
88950													0	0	0	0	0	0																			
89032													0	0	0	8	0	1																			
89135													8	0	5	0	0	0																			
89854													0	0	0	0	0	0																			
89957													29	0	19	0	0	0																			
90047													12	0	0	3	0	9													0	0	0	0	0	0	
90177													0	0	0	0	0	0																			
90328													0	0	10	0	0	0																			
90337	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
90579													0	0	0	0	0	0																			
91615													31	7	0	0	0	0																			
91754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	30	0	0	0	0	0	0	0	0	0							
91950													0	0	0	0	0	0																			
92144													15	0	0	0	0	0																			
92676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
92706													0	0	0	54	81	0																			
92902													36	3	0	0	0	13																			
93244													23	0	0	8	0	0																			
93543													42	0	19	0	0	0																			
93619							0	0	0																												
94139													104	0	86	49	0	46																			
94522													32	3	0	127	6	0																			
94755													38	0	16	131	0	37																			
94858													0	0	0	172	25	11																			
95051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2511	75	0	0	0	0	0	0	0	0	0	0	0	0	0							
95677													0	0	0	0	0	0																			
96553													0	0	0	69	20	0																			
97055													0	0	0	0	0	0																			
97279													35	0	53	0	0	26																			
97457													11	0	7	5	0	0													0	0	0	0	0	0	
97804													0	0	0	0	52	0													0	0	0	0	0	0	
97943													56	0	0	2	4	0																			
98351													0	0	0	0	0	0																			
98463													0	0	0	0	0	0																			
98717				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
99143													32	0	38	39	0	10																			
99376	0	0	0	0	0	0	0	0	0	0	0	0	265	17	0	0	0	0	0	67	924	0	0	0	0	0	0	0	0	0							
99442													548	86	0	131	50	0																			
99536													0	0	39	36	0	0																			
99853													45	0	10	66	44	0																			
100236													12	0	15	17	0	1																			
100357													42	0	0	4	0	0																			
100562	0	0	0	0	0	5645	0	0	360	0	0	5285	105	0	52	2	0	9	0	0	422	0	0	0	0	0	0	0	0	0							
100777													0	0	0	0	0	0																			
100843													356	0	12	42	0	33																			
101037													0	0	7	86	0	4																			
101439				0	0	0	0	0	0	0	0	0	144	21	26	111	7	16	0	0	0	0	0	0	0	0	0	0	0	0							
101671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
101738													757	12	0	597	236	0																			
101952													1	0	4	0	0	0																			
102333													8	0	2	0	0	0																			
102342													0	0	0	10	0	0													0	0	0	0	0	0	
102557													0	0	0	0	0	0																			
102874				0	0	0	0	0	0				0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
103134													0	0	5	8	0	9																			
104234													41	35	0	11	0	0																			
104542													196	30	0	60	7	9																			
104971													0	0	0	0	0	0																			
105026													138	0	1	34	0	4																			
105473													43	0	0	33	0	0													0	0	0	0	0	0	
105530													5	0	2	7	0	7																			
106359	0	0	0	0	0	0	0	0	0	0	0	0	989	0	107	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0							
106452													0	0	0	0	0	0																			
106676													0	0	0	0	0	0																			
107244	0	0	0	0	0	14	0	0	0	0	0	0	51	0	25	2227	0	1997	0	0	0	0	0	0	0	0	12	0	0	2							
107459													0	0	0	16	1	0																			
107570													119	0	0	4	0	79																			
107758													7	0	0	17	0	0													0	0	0	0	0	0	
108072													3	0	0	56	0	8													0	0	0	0	0	0	
108269													0	0	0	12	0	0													0	0	0	0	0	0	
108652													50	0	24	0	0	2																			
108746													0	0	0	0	0	0													0	0	0	0	0	0	
108951													0	0	0	0	0	0																			
109136													2	0	0	1	0	0																			
109154													0	0	0	0	0	0													0	0	0	0	0	0	
109453													0	0	0	0	0	0																			
109574													0	0	30	0	0	0																			
109659													2	0	0	4	4	0																			
110413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
110936													0	0	0	0	0	0																			
110945													13	0	4	48	0	6																			
110972													0	8	6	0	0	0																			
111157				0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0							
111205													0	0	0	5	0	0																			
111942													0	0	0	4	0	19																			
111979													0	0	0	0	0	0																			
112163	0	0	0	0	0	0	0	0	0	0	0	0	103	0	13	261	0	110	0	0	12	0	0	0	0	0	0	0	0	0							
112332													80	20	0	120	12	0																			
112510													0	0	0	7	0	0																			
112556													4	0	6	7	0	0																			
112837							0	0	0																												
113003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
113030													92	10	0	11	6	0																			
113441													0	0	0	0	0	0																			
113601													0	0	0	0	0	0																			
113740	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
114149													9	0	2	0	0	0																			
114260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	104	0	0	0	0	0	0	0	0	0							
114457													68	0	0	26	0	0																			
114774													0	0	0	0	0	0																			
114840													0	0	0	3	0	1																			
114859													5	0	0	140	0	0																			
115146													30	0	0	19	1	0																			
115575													0	0	0	42	0	0																			
116358													0	0	0	56	0	0													0	0	0	0	0	0	
116554													0	0	0	1	0	0																			
116741													11	0	0	0	0	0																			
117038				0	0	0	0	0	0	0	0	0	104	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
117074													0	0	0	5	0	0																			
117458													27	0	0	2	0	0																			
117775				0	0	0	0	0	0				24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
118156													2	0	0	2	0	0																			
118660													0	0	0	0	0	0																			
118736													1	0	0	0	0	0																			
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
119528													91	58	9	12	0	35																			
119779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0							
119872													0	0	0	126	0	5																			
120476													0	0	0	0	0	0																			
120542													0	0	0	6	0	0																			
120609													30	0	0	110	0	133																			
120953													0	0	11	0	0	0																			
121642	0	0	0	0	0	0	0	0	0	0	0	0	58	11	0	851	14	26	0	0	0	0	0	0	0	0	0	0	0	0							
121651													60	0	33	1810	435	696																			
121914													80	0	40	66	0	139																			
122153													231	35	35	25	15	0																			
122546													25	25	19	58	6	4																			
122854	0	0	0	0	0	4	0	0	0	0	0	0	11	0	0	1480	0	9	0	0	538	0	0	0	0	0	0	0	0	0							
123075													0	0	0	6	0	0																			
123374													41	0	0	94	28	24																			
124344													0	0	0	0	0	0																			
124830													2	0	2	0	0	0																			
125154	0	0	0	0	0	0	0	0	0	0	0	0	41	10	0	47	12	0	0	0	0	0	0	0	0	0	0	0	0	0							
125855													13	0	35	65	0	31																			
125873													0	0	0	0	0	0																			
126012													5	0	0	0	0	0																			
126049													14	0	0	2	0	0																			
126375													51	48	11	14	8	0																			
126553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
126834													283	0	39	718	142	4																			
127055													0	0	0	0	0	45																			
127224													210	0	33	25	0	45																			
128258													0	0	0	0	0	0																			
128904	0	0	0	0	0	14	0	0	0	0	0	0	517	0	138	452	0	337	0	0	10663	0	0	0	0	0	14	0	0	0							
129349													151	5	0	13	0	2																			
129358													0	0	0	0	0	0																			
129479													0	0	0	3	0	0																			
