"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								116	0	0	0							0	0		0		0			0					0																																																																		
1856																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
2161																																																																																																																																																								0	9260	0	0	0	0	0	0	0	0	0	1988	0	0		303		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	26000	0	0							11064	0		1775		0			0					0																																																																		
2750																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
3252																																																																																																																																																								0	111751	0	0							0	0		10		340			0					0																																																																		
3458																																																																																																																																																								0	1500	0	0							0	0		0		0			0					0																																																																		
3720																																																																																																																																																								0	0	0	0							5417	0		228		0			0					0																													1229																				0																	
3971																																																																																																																																																								0	0	0	0							43592	0		7583		0			0					0																																																																		
4156																																																																																																																																																								0	0	0	0							5054	0		397		0			0					0																																																																		
4231																																																																																																																																																								0	0	0	0							184	0		85		0			0					0																																																																		
5069																																																																																																																																																								0	0	0	0							0	0		475		0			0					0																																																																		
5135																																																																																																																																																								0	0	0	0							0	1975		2086		0			0					0																																																																		
5210																																																																																																																																																								0	0	0	0							159950	0		0		11989			0					0																																																																		
5461																																																																																																																																																								0	49000	0	0							9681	0		470		0			0					3094																																																																		
5751																																																																																																																																																								0	0	0	0							2179	0		679		0			0					0																																																																		
6039																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	202	2036	0	0		73		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8055	0	0	1588	0	11086	0	0	0	0	0	0	0	0	0	0	0	0	13536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													6000																				0																	
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	543	2297	0	0		113		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	13000	0	0							8777	0		0		462			0					0																																																																		
7456																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
7634																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
8033																																																																																																																																																								0	0	0	0							0	0		0		709			0					0																																																																		
8462																																																																																																																																																								0	0	0	0							0	0		218		269			0					0																																																																		
8631																																																																																																																																																								0	0	0	0							0	0		210		0			0					0																																																																		
9357																																																																																																																																																								0	0	0	0							3140	0		483		70			0					0																																																																		
9553																																																																																																																																																								0	0	0	0							0	0		146		0			0					0																																																																		
9807																																																																																																																																																								0	130000	0	0	0	0	0	130000	0	0	76431	0	0	7408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0							849	0		0		11			0					0																																																																		
10250																																																																																																																																																								0	0	0	0							15222	669		0		1343			0					0																																																																		
10849																																																																																																																																																								0	0	0	0							349	0		0		4			0					0																																																																		
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	9071	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0							0	0		485		0			0					0																																																																		
11837																																																																																																																																																								0	0	0	0							1616	282		10		0			0					0																																																																		
12030																																																																																																																																																								0	0	0	0							0	2521		1278		0			0					0																																																																		
12142																																																																																																																																																								123	0	0	0							2659	0		0		0			0					0																																																																		
12311	13680	0	0	0	0	0	76895313	0	0	0	13965393	4043941	0	625986	28524	148700	13438	0	0	0	0	0	0	220997	525000	0	0	2342	1268000	4655685	0	0	0	0	0	0	0	0	0	0	1559343	16924	118	10589	891899	16924	118	10589	477160	1021237	477396	1044757	38590826	206413	0	0	1265746	98147	1	201147	1259896	64295	673	198177	1035694	0	0	0	1021958	12852	0	0	68812	42548729	4483120	10296654	0	86	0	903			0	0	0	0	0	0	1612503	2355407	0	391183	3491452	0	0	1612503	2355407	0	0	0	0	176955	1121935	313613	0	0	0	192748	1199266	963393	653338	0	0	104424	1024197	0	0	1500	0	0	0	0	0	0	0	0	6449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030646	0	0	1500			27344838	454327	3340141																																																																																										
12647																																																																																																																																																								0	0	0	0							2189	921		580		50			0					0																																																																		
12656																																																																																																																																																								75	0	0	0							0	0		0		0			0					0																																																																		
12946																																																																																																																																																								0	509885	0	0							0	14409		2484		0			0					0																													0																				0																	
13103																																																																																																																																																								0	0	0	0	0	0	223113	0	0	0	67788	0	0	1661	12	273	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223113	0	0	0	0	0	0	0	0	0	0	0	14746	0	0	0	14746	0	0	0	0	0	223113	0	0	0	0			0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													0																				1550																	
13457																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14155																																																																																																																																																								0	0	0	0							1958	0		35		0			0					0																																																																		
14650																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14753																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14865																																																																																																																																																								0	24000	0	0							557	6650		5575		0			0					0																																																																		
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	0	0	0							11861	1792		0		331			0					0																													4082																				0																	
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		1031		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
17147																																																																																																																																																								0	0	0	0	0	0	2439075	0	0	0	803441	0	0	25498	0	17741	0	0	0	0	0	0	0	0	0	0	0	0	10537	0	0	0	0	0	0	0	0	0	0	0	22095	0	0	0	0	0	0	0	0	0	0	0	2471707	0	0	0	0	0	0	0	0	0	0	0	99087	0	0	0	98809	0	0	0	0	0	1224537	0	0	0	0			0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0							0	0		85		0			0					365																																																																		
17950																																																																																																																																																								0	0	0	0							4824	0		0		3000			0					0																																																																		
