"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	
1669																																																																																																																																																	0	0	41950	51018	45451	0	0	2000	1929	0	0	0	0	27808	26090	79679	69433		27808	26090	0	0	0	0	7332	7332	0	22816	28108	20622	0	0	0	0	0	5129	13232	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1856																																																																																																																																																	0	0	7367	0	0	1000	889	2000	2000	0	0	0	0	1000	889	10007	9778		0	0	0	0	0	0	0	5591	2000	0	0	156	0	0	0	0	0	0	0	434	2597																									0	4591	0	4633									0	0	0	0	0	0	3152	3031	0	0	0	0	0	0	0	0						
2161																																																																																																																																																	0	0	30579	1994	1920	0	0	8188	7254	0	0	0	0	0	0	127963	107996		0	0	45669	35279	0	0	576	3666	576	2021	4096	19351	18409	5151	0	0	0	5699	9347	6902	32778																									0	0	0	0	0	0	6591	6138	0	0	16801	14059	0	0	0	0	0	0	7517	5884	0	0	0	0	0	0	37379	33795						
2732																																																																																																																																																	0	0	14585	13984	13741	0	0	0	0	0	0	300	300	0	0	58419	55732		0	0	27815	26250	0	0	12895	5986	6909	27629	13091	2117	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
2750																																																																																																																																																	0	0	11239	497	480	0	0	0	0	0	0	0	0	0	0	17546	15907		0	0	9241	8360	3000	2766	668	683	69	2338	5822	5981	802	53	120	0	0	0	39	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3252																																																																																																																																																	0	0	158070	84855	83510	0	0	0	0	0	0	0	0	0	0	189511	181946		0	0	51672	47779	0	0	51176	27092	31681	47032	13733	21163	5885	412	46	1995	2479	2413	707	18049	9259																									0	0	0	0									0	0	0	0	0	0	15940	15021	0	0	0	0	0	0	30	29						
3458																																																																																																																																																	0	0	11103	587	557	0	0	957	878	0	0	0	0	1693	1642	19069	16066		1693	1642	9891	8270	0	0	685	100	586	1137	2524	7283	0	0	0	0	0	1536	3097	25	1475																									0	0	0	0									0	0	0	0	0	0	1729	1499	0	0	0	0	0	0	0	0						
3720																																																																																																																																																	0	0	87754	14917	13964	0	0	0	0	0	0	0	0	42012	35155	94215	82536		34257	28370	0	0	4500	4091	771	749	22	14725	11381	32212	6111	0	0	0	327	23288	35733	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3971																																																																																																																																																	0	0	35363	35399	32145	0	0	49499	42382	0	0	0	0	0	0	148418	126364		0	0	7404	5603	7000	6288	19	5486	0	22368	24157	56148	9318	0	19	29	431	5588	2754	66	0																									0	0	0	0									0	0	0	0	0	0	66	66	0	0	0	0	0	0	0	0						
4156																																																																																																																																																	0	0	41168	5604	5267	0	0	0	0	0	0	0	0	0	0	67307	58747		0	0	43020	37218	1000	815	3293	1055	2238	12635	9072	23573	1364	0	0	0	0	4399	1260	1552	1597																									0	0	0	0									0	0	0	0	0	0	3580	3150	0	0	0	0	0	0	0	0						
4231																																																																																																																																																	0	0	32334	11364	11030	0	0	1000	1000	0	0	0	0	0	0	63045	55563		0	0	31148	26901	2000	1867	4422	0	4422	6667	2111	20886	6712	0	0	0	0	5215	9550	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5069																																																																																																																																																	0	0	0	0	0	0	0	6836	6828	0	0	0	0	0	0	8370	8383		0	0	1534	1555	0	0	1995	4007	0	970	0	3406	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5135																																																																																																																																																	0	0	78848	19795	19788	0	0	0	0	0	0	0	0	0	0	92820	91174		0	0	1707	1581	0	0	79521	66716	12805	4592	5480	1192	388	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5210																																																																																																																																																	0	0	354965	0	0	0	0	16134	14674	0	0	0	0	66304	56801	571944	503193		61520	52259	7521	7006	0	0	14397	5988	8200	29512	92848	140778	53388	0	209	493	2695	99129	85277	0	50980																									0	0	0	0									0	0	0	0	0	0	52825	48335	0	0	0	0	0	0	0	0						
5461																																																																																																																																																	4764	4524	16672	0	0	0	0	0	0	0	0	0	0	249292	223415	98211	90139		94743	84024	13033	12507	10000	8887	1961	3824	1961	29711	45404	59060	69568	0	0	0	227	60175	58287	0	11214																									0	0	0	0									0	0	0	0	10397	9548	859	817	0	0	0	0	0	0	0	0						
5751																																																																																																																																																	0	0	31284	1910	1684	6250	5311	0	0	0	0	0	0	6250	5311	95279	83062		0	0	55613	44593	0	0	15	18397	15	0	6184	33281	13047	6129	0	9	0	0	29	2693	9528																									0	15495	0	15727									0	0	0	0	0	0	9656	9351	0	0	0	0	0	0	0	0						
6039																																																																																																																																																	0	0	29313	32478	31572	0	0	0	0	0	0	0	0	0	0	36869	35623		0	0	1549	1435	500	436	17692	4972	12720	14869	1157	1164	407	0	0	0	0	0	0	0	334																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	334	0	0	0	0	0	0	0	0						
6329																																																																																																																																																	0	0	2866	0	0	0	0	0	0	0	0	0	0	0	0	179046	153451		0	0	13212	10832	35000	32059	0	0	0	19136	17421	13441	603	0	0	0	0	27873	71068	0	3910																									0	0	0	0	0	0	0	0	0	0	118326	98941	0	0	0	0	0	0	4508	3910	0	0	0	0	0	0	0	0						
7009																																																																																																																																																	0	0	155095	0	0	0	0	0	0	0	0	0	0	0	0	165925	161953		0	0	74650	70678	0	0	112737	46842	65895	23746	7025	18446	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
7045																																																																																																																																																	0	0	9741	0	0	0	0	0	0	0	0	0	0	369	346	165602	144305		369	346	67354	58402	0	0	38	0	38	364	1723	43575	14401	0	0	0	0	52456	11195	0	20923																									0	0	0	0	0	0	2196	1948	0	0	69207	61702	0	0	0	0	0	0	25370	20923	0	0	0	0	0	0	0	0						
7072																																																																																																																																																	1994	1957	47	0	0	0	0	26807	23906	0	0	0	0	50932	44094	44507	39479		6119	4369	6052	5486	0	0	4262	1202	3060	2691	5959	26436	11759	0	0	2006	107	14599	21056	0	1535																									0	0	0	0									0	0	0	0	0	0	1947	1536	0	0	0	0	0	0	0	0						
