"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		402352	4309																																																																																																														
1856																																																																																																																																		44164	279																																																																																																														
2161																																																																																																																																		363549	2603																																																																																																														
2732																																																																																																																																		714454	5013																																																																																																														
2750																																																																																																																																		66571	509	0	0	52482																																																																												52482																															
3252																																																																																																																																		311359	3781	0	2013	141456																																																																												139443																															
3458																																																																																																																																		73719	609	0	0	56026																																																																												56026																															
3720																																																																																																																																		384461	1794																																																																																																														
3971																																																																																																																																		1091193	10577	0	0	1011024																																																																												1011024																															
4156																																																																																																																																		278627	3038	0	615	193902																																																																												193287																															
4231																																																																																																																																		151583	864																																																																																																														
5069																																																																																																																																		524065	10736	0	4716	510375																																																																												505659																															
5135																																																																																																																																		569677	4562																																																																																																														
5210																																																																																																																																		2632381	17952	0	0	1638821																																																																												1638821																															
5461																																																																																																																																		862933	6439	0	154	517402																																																																												517248																															
5751																																																																																																																																		264833	2410																																																																																																														
6039																																																																																																																																		408718	4376	0	668	296651	25357	23699	1658	0	0	0	0	0	0	32478	4139	252	0	50000	0	50000	0	0	0	0	0	0	13170	52	259	3	12856	56229	56056	63733	238076	0	0	0	0	0	0	72	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23294	11647	0	0	0	11647	56229	56056	63733	253204	0	11211	31867	253204	295983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																		1549214	19478	0	4447	1202537	154282	135875	18407	0	0	0	0	0	0	0	178553	493	0	1	0	1	0	0	0	0	0	0	81463	2	1041	0	76628	153854	198002	246911	979919	1588	1588	0	0	0	1588	11086	5543	0	0	0	5543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31121	15561	0	0	1155	14406	153854	198002	251201	1016741	0	39600	125601	1016741	1198090	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		606747	0	0	0	415733																																																																												415733																															
7045																																																																																																																																		272999	1158	0	0	129013	15674	15354	320	0	369	0	369	0	0	12840	108226	44536	0	0	0	0	0	0	0	0	0	0	9111	0	0	0	9111	28194	108915	103083	54524	0	0	0	0	0	0	113	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28194	108915	103083	54581	0	21783	51542	54581	129013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		437119	2874	0	0	297969																																																																												297969																															
7456																																																																																																																																		133346	887	0	0	88391																																																																												88391																															
7634																																																																																																																																		86080	1258																																																																																																														
8033																																																																																																																																		350174	1898																																																																																																														
8462																																																																																																																																		171814	1997																																																																																																														
8631																																																																																																																																		78713	398																																																																																																														
9357																																																																																																																																		645675	4496																																																																																																														
9553																																																																																																																																		228843	1212	0	0	168014																																																																												168014																															
9807																																																																																																																																		2750970	33409	0	8281	2069319	99568	82351	17217	0	193230	0	160243	0	32987	122723	587993	7447	13531	0	0	0	0	0	0	0	0	0	173590	3968	1643	0	77118	211660	767096	191743	1514026	7408	7408	0	0	0	7408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153669	76835	0	0	0	76835	257351	767096	191743	1631864	0	153419	95872	1631864	2061038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		199956	1783																																																																																																														
10250																																																																																																																																		621547	4815	0	241	365958																																																																												365717																															
10849																																																																																																																																		298611	2850																																																																																																														
11145																																																																																																																																		412375	2948	0	0	281012	39744	39092	652	0	0	0	0	0	0	13427	76645	35508	10950	0	0	0	0	0	0	0	0	0	26346	39	1325	335	21450	53028	79870	94722	194635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53028	79870	94722	197279	0	15974	47361	197279	281012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		407432	2965																																																																																																														
11837																																																																																																																																		126864	1023	0	62	76950																																																																												76888																															
12030																																																																																																																																		563861	11447	0	7203	339413																																																																												332210																															
12142																																																																																																																																		306480	2006	0	0	176978																																																																												176978																															
12311	149849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506141	884529	486742	0	0	0	0	0	0	0	0	301981	301981	300653	0	0	0	0	1328	0	0	8162200	1632440	0	0	0	1631023	1417	7727	21177904	0	1530058	0	0	340274	0	1189784	0	2054164	0	2054164	0	0	0	0	0	2054164	0	0	893673	486742	0	0	0	0	0	0	41083	0	0	1340510	1216855	0	0	0	0	0	0	138789793	0	3324401	17172667	13926135	4137678	603743	0	0	0	0	369703	2321201	1277006	477278	0	0	0	0	0	780438	194909	0	3341807	30340609	11474593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58622	199	0																			0	0	0	0																																																																																										
12647																																																																																																																																		207276	1074	0	0	147917																																																																												147917																															
12656																																																																																																																																		22187	178	0	44	10738																																																																												10694																															
12946																																																																																																																																		2479838	24732	0	465	1941379																																																																												1940914																															
13103																																																																																																																																		3000958	21446	0	0	2834787	46508	21525	24984	0	0	0	0	0	0	50968	358865	1940	99698	0	0	0	0	0	0	0	0	0	107054	0	6352	0	84999	74717	405478	774871	1604129	1661	1661	0	0	0	1661	273	137	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269987	134994	0	0	42042	92952	74717	405478	817104	1737789	0	81096	408552	1737789	2834787	14746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		66102	612	0	50	45031																																																																												44981																															
13457																																																																																																																																		26513	102																																																																																																														
14155																																																																																																																																		311606	3830																																																																																																														
14650																																																																																																																																		49112	892																																																																																																														
14753																																																																																																																																		62656	532	0	104	34261																																																																												34157																															
14865																																																																																																																																		869860	5428	0	0	587795																																																																												587795																															
14977																																																																																																																																		56937	606																																																																																																														
16551																																																																																																																																		431712	4257																																																																																																														
17110																																																																																																																																		154758	279																																																																																																														
17147																																																																																																																																		17705470	226702	0	71541	14285462	298402	206400	92002	0	2310796	372748	1240699	695849	1500	117811	1175385	1065243	13036	0	0	0	0	0	0	0	0	0	1668344	2605	11114	24610	644603	710783	2554986	3879275	10152489	25498	25498	0	0	0	25498	17741	8871	0	0	0	8871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659446	829723	0	0	2265	827458	710783	2763873	3882895	11346672	0	552775	1941448	11346672	14213921	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		67834	152																																																																																																														
17950																																																																																																																																		750029	5809	0	1264	376537																																																																												375273																															
17978																																																																																																																																		326711	1437																																																																																																														
18050																																																																																																																																		952975	6769	0	0	560777																																																																												560777																															
18827																																																																																																																																		2038576	14392	0	0	1471466																																																																												1471466																															
18836																																																																																																																																		200966	1643																																																																																																														
18854																																																																																																																																		1579979	13153	0	0	1238920	148736	127551	21185	0	0	0	0	0	0	107154	67427	8089	5500	0	0	0	0	0	0	0	0	0	36508	489	682	297	35040	242947	102253	90503	1171066	2039	2039	849	0	0	1190	472	236	75	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	800	800	0	0	0	800	0	0	0	0	0	0	243871	102253	90503	1173217	0	20451	45252	1173217	1238920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		115208	997																																																																																																														
19936																																																																																																																																		421697	4481	0	1373	248678																																																																												247305																															
19972																																																																																																																																		124666	399	0	0	45735																																																																												45735																															
20053																																																																																																																																		150653	1451																																																																																																														
20633																																																																																																																																		355012	2774																																																																																																														
20857																																																																																																																																		496147	2456	0	0	293035																																																																												293035																															
21256																																																																																																																																		12612	71																																																																																																														
21359																																																																																																																																		70485	462	0	0	37173																																																																												37173																															
21658																																																																																																																																		217627	2381																																																																																																														
22048																																																																																																																																		284829	3304																																																																																																														
22543																																																																																																																																		398896	2586	0	0	260009																																																																												260009																															
22552																																																																																																																																		126776	919	0	0	81867																																																																												81867																															
22730																																																																																																																																		258183	1424	0	0	136436																																																																												136436																															
23456																																																																																																																																		299311	2454	0	0	216784																																																																												216784																															
23504																																																																																																																																		12868663	81935	0	0	10468212	308660	277155	31505	0	591403	121982	478737	0	9000	446972	428314	30603	161344	0	0	0	0	145213	0	0	0	0	827572	25714	61986	20697	492318	883206	1008195	2178939	8592575	15004	15004	0	0	0	15004	11237	5619	0	0	0	5619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362082	181041	0	0	0	181041	886556	1187967	2179825	8993290	0	237593	1089913	8993290	10468212	163947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		247341	1363																																																																																																														
23755																																																																																																																																		296207	2304	0	0	184771																																																																												184771																															
24006																																																																																																																																		1940423	9048	0	0	1485368																																																																												1485368																															
24378																																																																																																																																		75394	222																																																																																																														
