"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
	INTANGIBLE ASSETS	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	GOODWILL	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	AMT FDIC LS SHARE AGREEMENT DEBT SCT	AMT FDIC LS SHARE AGREEMENT OTHR ASS	Cost of equity securities with readi	All other intangible asset	ASSET SHR FDIC ALL OTHR	ASSET CVR LS SHR FDIC OREO PRTN PROT	CPTV INS SUB TOTAL ASSET CPTV INS SU	CPTV INS SUB TOTAL ASSET CPTV REINS 	ALL OTHR RE OWNED IN FOREIGN OFFICES	ASSET LS SHR FDIC OTHR RE FRGN	INTANGIBLE ASSETS	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	GOODWILL	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	SECURED LIBLTIES:AMT OF	BK ACT AS TR CUST IRA, HSA, & OTHR?	BK CUST OTHR SRVC SL PRCH SCTY?	AMT FDIC LS SHARE AGREEMENT DEBT SCT	AMT FDIC LS SHARE AGREEMENT OTHR ASS	Cost of equity securities with readi	All other intangible asset	ASSET SHR FDIC LN CNST DEV 1-4 FAM	ASSET SHR FDIC LN CNST DEV OTHR CNST	ASSET SHR FDIC LN SCD FARM	ASSET SHR FDIC LN SCD FAM OPEN SCD F	ASSET SHR FDIC LN SCD FAM CLS SCD 1S	ASSET SHR FDIC LN SCD 1-4 FAM CLS SC	ASSET SHR FDIC LN SCD MULTI RES	ASSET SHR FDIC LN SCD NFARM NRES OWN	ASSET SHR FDIC LN SCD NFARM NRES NFA	ASSET SHR FDIC ALL OTHR	ASSET SHR FDIC OTHR RE CNST DEV	ASSET SHR FDIC OTHR RE FARM	ASSET SHR FDIC OTHR RE 1-4 FAM	ASSET SHR FDIC OTHR RE MULTI RES	ASSET LS SHR FDIC OTHR RE NFARM NRES	ASSET CVR LS SHR FDIC OREO PRTN PROT	CPTV INS SUB TOTAL ASSET CPTV INS SU	CPTV INS SUB TOTAL ASSET CPTV REINS 	INST USE HOLA QTL OR IRS DBLA	INST COMPLY W HOLA QLT OR IRS DBLA	Number of outstanding PPP Loan	Outstanding balance of PPP loan	Outstanding balance of loans pledged	Quarterly average amount of PPP loan	Quarterly average amount of assets p	Outstanding balance of borrowings fr	Outstanding balance of borrowings fr	Total outstanding balance of assets	Estimated number of international re	Estimated number of international re	EST NUMBER OF REMITTANCE TRANSFERS	EST DOLLAR OF REMITTANCE TRANSFERS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	TRD NM OTR THN LGL TTL ID INST DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URLS PUB WEB TO ACCPT OR SOLICT DEPS	URL	
37																																		0	64	0	0	0	0		0	0	64	0	0	28	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.bankofhancock.com/	
242																																		0	0	0	0	0	2843		0	0	0	0	0	44	0	0			0	0	500	1000	1343	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fcbxeniaflora.com	
279																																		437	0	9742	0	7	35015		0	0	0	0	0	5576	3	7			0	9742	22313	2313	647	0	0	0	0	0	0	0						430																					2	5	0	0	0	0	0	0																					http://www.mineolacb.com	
354																																		0	0	6400	0	0	22806		0	0	0	0	0	272	1	0			16406	6400	0	0	0	0	16406	0	0	0	0	16406						0																					0	0	0	0	0	0	0	0																					https://www.bisonstatebank.com	
457																																		0	31	2500	0	0	7000		0	0	0	0	31	2178	2	0			0	2500	4500	0	0	0	0	0	0	0	0	0					3	0																					0	0	0	0	0	0	0	0																						
505																																		1857	0	10000	1595	262	10000		0	0	0	0	0	6390	2	262			0	10000	0	0	0	0	0	0	0	0	0	0						0																					2	35	0	0	0	0	0	0																					https://ww.bsnb.com	
1155																																		9376	0	0	8580	0	0		0	0	0	0	0	5009	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	796																					1	11	0	0	0	0	0	0																						
1351																																		0	430	0	0	0	0		0	0	284	0	146	2868	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.bankofgrandin.net	
1454																																		0	0	0	0	0	0		0	0	0	0	0	16612	10	0			0	0	0	0	0	0	0	0	0	0	0	0					9	0																					3	108	0	0	0	0	0	0																						
1669																																		0	0	0	0	0	0		0	0	0	0	0	5666	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					2	70	0	0	0	0	0	0																						
1856																																		98	1100	0	98	0	0		0	0	0	1100	0	186	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
2161																																		0	0	0	0	0	0		0	0	0	0	0	5464	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2	1611	0	0	0	0	0	0																					http://www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0		0	0	0	0	0	30700	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					0	0	0	0	0	0	0	0																						
2750																																		0	0	0	0	0	1325		0	0	0	0	0	1036	1	0			1325	0	0	0	0	0	1325	0	0	0	0	1325					0	0																					0	0	0	0	0	0	0	0																						
3252																																		0	0	2000	0	0	3000		0	0	0	0	0	2200	1	0			0	2000	1000	0	0	0	0	0	0	0	0	0						0																					13	133	0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																																		0	0	3500	0	0	3500		0	0	0	0	0	0	0	0			0	3500	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
3720																																		0	455	0	0	0	0		455	0	0	0	0	989	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
3971																																		5108	1171	78964	489	0	96258		0	773	398	0	0	0	0	0			0	78964	17294	0	0	0	0	0	0	0	0	0					960	4619																					1	150	0	0	0	0	0	0																						
4156																																		1783	0	0	1783	0	1500		0	0	0	0	0	0	0	0			0	0	1000	500	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
4231																																		0	0	0	0	0	0		0	0	0	0	0	53	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					1000	0																					0	0	0	0	0	0	0	0																						
5135																																		1042	850	12000	1042	0	23257		0	0	0	0	850	12415	3	0			0	12000	10000	0	1257	0	0	0	0	0	0	0						0																					1	34	0	0	0	0	0	0																					http://www.fsbanks.com	
5210																																		38342	474	0	35800	0	3330	true	0	0	0	0	474	6068	4	0			30	0	0	0	0	0	30	59	1355	1886	0	3330					1078	2542																					5	230	0	0	0	0	0	0																					http://www.acnb.com	
5461																																		63	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	63																					2	59	0	0	0	0	0	0																						
5751																																		1089	0	12000	1089	0	12000		0	0	0	0	0	496	0	0			0	12000	0	0	0	0	0	0	0	0	0	0					102	0																					0	0	0	0	0	0	0	0																						
6039																																		0	0	0	0	0	0		0	0	0	0	0	1000	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					WWW.PINELAND.BANK	
6329																																		0	1463	0	0	0	0		1292	0	100	0	71	237	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					9	1743	0	0	0	0	0	0																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	28235	5	0			0	0	0	0	0	0	0	0	0	0	0	0					2402	0																					0	0	0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																																		0	0	0	0	0	0		0	0	0	0	0	2550	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.banktpb.com	
7072																																		7301	0	7500	5478	838	7500		0	0	0	0	0	850	0	813			0	7500	0	0	0	0	0	0	0	0	0	0					0	985																			2	true	0	0	0	0	0	0	0	0																						
7456																																		0	0	0	0	0	0		0	0	0	0	0	411	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.bankofhartington.com	
7634																																		0	0	0	0	0	0		0	0	0	0	0	2738	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
8033																																		0	363	5136	0	0	5136		127	0	236	0	0	3150	2	0			0	5136	0	0	0	0	0	0	0	0	0	0					0	0																					1	0	0	0	0	0	0	0																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	3804	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	10	0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0		0	0	0	0	0	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.pcbsm.com	
9357																																		32039	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					970	3372																					1	130	0	0	0	0	0	0																						
9553																																		0	0	8532	0	0	74428		0	0	0	0	0	272	0	0			590	8532	1514	3321	57485	19548	590	296	1400	1290	0	3576						0																					0	0	0	0	0	0	0	0																					http://www.adamscountybank.net	
9807																																		0	3831	0	0	0	0		2599	0	1232	0	0	19132	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					8	2617	0	0	0	0	0	0																					www.amboybank.com	
9955																																		0	0	9100	0	0	22481		0	0	0	0	0	347	0	0			0	12420	8356	1705	0	0	0	0	0	0	0	0					63	0																					0	0	0	0	0	0	0	0																						
10250																																		0	0	0	0	0	0		0	0	0	0	0	215	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
10849																																		694	0	0	694	0	0		0	0	0	0	0	3151	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.firststatebk.com	
11145																																		450	402	2208	450	0	14935		0	0	0	0	402	3649	2	0	false	0	0	2208	12253	474	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.losb.com	
11640																																		0	0	10000	0	0	10000		0	0	0	0	0	8272	2	0			0	10000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbclarksdale.com	
11837																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
12030																																		0	1124	0	0	0	0		0	395	49	0	680	1022	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbsouth.net	
12142																																		0	0	5500	0	0	8000		0	0	0	0	0	166	0	0			0	5500	2500	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
12311	6040431	11470	1134	5328529	486742	6441117		138195	5	487030	true	0	326639	1134	2700003	9963	794	0	326639	2457530	136872	808182	350728	0	0	0	225160	0	0			0	0						6441117		0	799	10671	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						2668	184457	0	0	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																																		428	0	3000	0	62	10000		0	0	0	0	0	2489	1	62			0	3000	0	3000	4000	0	0	0	0	0	0	0						366																					0	0	0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0		0	0	0	0	0	93	0	0			0	0	0	0	0	0	0	0	0	0	0	0					15	0																					0	0	0	0	0	0	0	0																					http://www.mybankathome.com	
12946																																		38627	87	8103	28560	0	18170		0	0	0	0	87	4728	4	0			0	8103	5000	67	5000	0	0	0	0	0	0	0					3180	10067																					2	180	0	0	0	0	0	0																						
13103																																		15662	0	138195	11072	0	145035		0	0	0	0	0	8261	2	0	false	0	0	138195	4632	533	1675	0	0	0	0	0	0	0	false	false	0	0	0	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					12	2224	0	0	0	0	0	0																					www.bristolcountysavings.com	
13251																																		0	0	1	0	0	1		0	0	0	0	0	71	0	0			0	1	0	0	0	0	0	0	0	0	0	0						0																					1	9	0	0	0	0	0	0																						
13457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
14155																																		0	0	0	0	0	0		0	0	0	0	0	1000	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					2	17	0	0	0	0	0	0																					http://https://www.fandcbank.com	
14650																																		90	0	0	90	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
14753																																		0	0	0	0	0	0		0	0	0	0	0	2486	2	0			0	0	0	0	0	0	0	0	0	0	0	0					4	0																					1	3	0	0	0	0	0	0																						
14865																																		1071	0	0	0	0	0		0	0	0	0	0	886	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1071																					1	30	0	0	0	0	0	0																						
14977																																		0	0	0	0	0	0		0	0	0	0	0	252	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://firstfedlfd.com	
16551																																		4636	0	0	2433	2203	0		0	0	0	0	0	313	0	2203			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
17110																																		0	0	0	0	0	0		0	0	0	0	0	8950	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	18533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.haverfordquality.com	
17147																																		753311	6454	430000	712120	3046	644969	true	0	0	518	5936	0	12557	3	3046	true	0	1200	430000	85000	0	128769	0	1200	0	0	0	0	0	true	false	0	0		38145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					158	11219	0	0	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0		0	0	0	0	0	405	1	0			0	0	0	0	0	0	0	0	0	0	4160	0					0	0																					0	0	0	0	0	0	0	0																						
17950																																		5225	0	0	3676	0	0		0	0	0	0	0	2265	1	0			0	0	0	0	0	0	0	0	0	0	0	0						1549																					5	22	0	0	0	0	0	0																						
17978																																		0	574	7023	0	0	7023		254	0	0	0	320	0	0	0			0	7023	0	0	0	0	0	0	0	0	0	0						0																			2	true	0	0	0	0	0	0	0	0																						
18050																																		0	0	10000	0	0	10000		0	0	0	0	0	9360	3	0			0	10000	0	0	0	0	0	0	0	0	0	0					0	0																					1	4	0	0	0	0	0	0																						
18827																																		9592	35	0	9122	0	0		0	0	35	0	0	22322	4	0			0	0	0	0	0	0	0	0	0	0	0	0						470																					9	501	0	0	0	0	0	0																					http://www.nextierbank.com	
18836																																		0	0	0	0	0	0		0	0	0	0	0	832	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
18854																																		8469	0	0	7057	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1412	0	0	1441	0	0	0	0	3291	215	4412	0	0	0	0	0	0					2	2636	0	0	0	0	0	0																					www.bank7.com	
19356																																		789	325	5000	762	0	5000		0	0	325	0	0	141	0	0			0	5000	0	0	0	0	0	0	0	0	0	0						27																					0	0	0	0	0	0	0	0																					https://www.sbtmiami.com	
19936																																		0	0	99	0	0	5388		0	0	0	0	0	1122	1	0			0	99	5198	91	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
19972																																		0	0	0	0	0	0		0	0	0	0	0	646	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20053																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20633																																		0	3117	10062	0	0	16391		594	0	95	2428	0	3025	1	0			0	10062	5000	0	1329	0	0	0	0	0	0	0					0	0																					5	278	0	0	0	0	0	0																						
20857																																		444	85	9026	444	0	15748		0	0	0	0	85	0	0	0			30	9026	0	94	6380	2711	30	107	111	0	0	0						0																					0	0	0	0	0	0	0	0																						
21256																																		0	0	0	0	0	0		0	0	0	0	0	144	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
21359																																		39	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						39																					0	0	0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																																		0	144	0	0	0	5323		0	0	0	0	144	997	0	0	true	0	0	0	0	323	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.alliancebank.us	
22048																																		0	0	2003	0	0	6140		0	0	0	0	0	12980	4	0			0	2003	3074	0	1063	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.unionbnk.com	
22543																																		3826	0	0	0	3826	0		0	0	0	0	0	2120	1	3826			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
22552																																		0	390	0	0	0	5734		0	0	0	0	390	1001	2	0			0	0	2500	2500	734	0	0	0	0	0	0	0						0																					1	39	0	0	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																																		0	15	0	0	0	273		0	0	15	0	0	899	1	0			0	0	0	0	273	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					http://www.westunionbank.com	
23456																																		0	0	5000	0	0	5252		0	0	0	0	0	439	0	0			0	5000	0	0	0	0	0	0	252	0	0	0						0																					0	0	0	0	0	0	0	0																						
23504																																		161807	0	620000	151668	3224	778200		0	0	0	0	0	4523	4	3609	true	0	158200	620000	0	0	0	0	158200	0	0	0	0	0	true	false	0	0	0	6915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					52	11383	0	0	0	0	0	0																					http://www.dime.com	
23643																																		0	91	0	0	0	10000		44	0	47	0	0	2854	1	0			10000	0	0	0	0	0	10000	0	0	0	0	10000						0																					2	15	0	0	0	0	0	0																					http://www.commercial-bank.net	
23755																																		1583	0	0	0	1583	0		0	0	0	0	0	2478	2	3041			0	0	0	0	0	0	0	0	0	0	0	0					289	0																					0	0	0	0	0	0	0	0																						
24006																																		6183	0	20000	6106	0	37976		0	0	0	0	0	0	0	0			0	20000	5000	3288	0	0	9688	0	0	0	0	9688					0	77																					5	1847	0	0	0	0	0	0																						
24378																																		0	0	0	0	0	0		0	0	0	0	0	646	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
24659																																		1583	0	0	1384	0	0		0	0	0	0	0	132	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	199																					0	0	0	0	0	0	0	0																						
24668																																		140603	0	0	102469	1144	0		0	0	0	0	0	119	0	1144			0	0	0	0	0	0	0	0	0	0	0	0					0	36990																					16	3250	0	0	0	0	0	0																						
24949																																		1090	0	0	0	1090	5000		0	0	0	0	0	32	0	1413			0	0	5000	0	0	0	0	0	0	0	0	0					0	0																					1	58	0	0	0	0	0	0																					http://www.baraboobank.com	
25357																																		866	452	15000	866	0	15000		0	298	58	0	96	1902	1	0			0	15000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.allamerica.bank	
25647																																		0	0	5000	0	0	9999		0	0	0	0	0	0	0	0	false	0	0	5000	0	0	0	0	0	4999	0	0	0	4999	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					47	6736	4999	7061	0	0	4999	0																					www.firstsecurebank.com	
26457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.lamontecommunitybank.com	
26765																																		7822	883	0	3454	0	0		0	0	0	0	883	51342	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	4368																					8	979	0	0	0	0	0	0																						
27070																																		29924	0	6000	28268	322	32000		0	0	0	0	0	1697	0	322			0	6000	6000	0	20000	0	0	0	0	0	0	0					0	1334																					1	147	0	0	0	0	0	0																						
27548																																		15433	0	5000	10228	4064	5000		0	0	0	0	0	26713	5	6925			0	5000	0	0	0	0	0	0	0	0	0	0					3614	1141																					7	985	0	0	0	0	0	0																						
27614																																		2723	0	20500	2654	0	20500		0	0	0	0	0	1158	0	0			0	20500	0	0	0	0	0	0	0	0	0	0					0	69																					2	4	0	0	0	0	0	0																						
27847																																		0	7	0	0	0	10000		0	0	7	0	0	242	0	0			0	0	0	0	10000	0	0	0	0	0	0	0					0	0																					1	4	0	0	0	0	0	0																						
28013																																		41456	0	87500	41012	133	443012		0	0	0	0	0	1191	0	133	true	0	12678	87500	137500	145000	0	0	12678	2048	7478	50808	0	53729	true	false	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	9	5508	0	0	0	0	0	0																					www.enorthfield.com	
28152																																		0	0	0	0	0	0		0	0	0	0	0	162	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0					www.facebook.com/harvestbankmn																www.harvestbankmn.com	
28675																																		608	0	3000	0	608	17000		0	0	0	0	0	274	0	608	false	0	0	14000	3000	0	0	11000	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	0	0	0	0	0	0	0	0																					www.cumberlandfederal.com	
28732																																		0	0	0	0	0	0		0	0	0	0	0	2508	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
29476																																		199	0	2009	199	0	2820		0	0	0	0	0	1146	1	0			0	2009	811	0	0	0	0	0	0	0	250	0						0																					3	169	0	0	0	0	0	0																						
29636																																		13468	1328	0	13030	0	0		112	79	0	0	1137	869	1	0			0	0	0	0	0	0	0	0	0	0	0	0					500	438																					20	274	0	0	0	0	0	0																						
29878																																		0	2945	0	0	0	0		0	0	1463	1482	0	2315	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	0	0	0	0	0	0	0	0																					www.maspethfederal.com	
30052																																		0	0	0	0	0	79		0	0	0	0	0	292	0	0			0	0	0	79	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.amistadbank.com	
