"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	
1669																																																																																																																																																	0	0	53808	47536	42544	0	0	2000	1787	0	0	0	0	23163	21481	74142	64581		23163	21481	0	0	0	0	9378	460	8917	26322	29325	6242	0	0	0	0	0	4475	12004	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1856																																																																																																																																																	0	0	5939	0	0	1000	815	2000	1995	0	0	0	0	1000	815	8482	8291		0	0	0	0	0	0	0	5504	1000	0	0	156	0	0	0	0	0	0	0	297	2343																									0	3501	0	3501									0	0	0	0	0	0	2759	2640	0	0	0	0	0	0	0	0						
2161																																																																																																																																																	0	0	53671	19841	19795	0	0	8121	6577	0	0	0	0	0	0	139320	118848		0	0	43422	33356	0	0	22693	21514	1967	69	860	22104	16899	5113	0	0	0	4939	8204	11678	25510																									0	0	0	0	0	0	6451	5967	0	0	14920	12279	0	0	0	0	0	0	6773	4931	0	0	0	0	0	0	34922	31454						
2732																																																																																																																																																	0	0	18626	15952	15842	0	0	0	0	0	0	300	300	0	0	55437	53566		0	0	26989	25798	0	0	22510	9270	13240	22605	7776	675	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
2750																																																																																																																																																	0	0	10593	499	486	0	0	0	0	0	0	0	0	0	0	17153	15585		0	0	8919	8147	1000	966	654	142	554	3106	6086	4961	559	44	98	0	0	0	35	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3252																																																																																																																																																	0	0	142438	52861	52227	0	0	0	0	0	0	0	0	0	0	160652	152868		0	0	52891	48670	0	0	36906	21802	19991	41668	8332	26079	4629	382	190	2232	922	983	589	16980	8089																									0	0	0	0									0	0	0	0	0	0	13305	12276	0	0	0	0	0	0	27	24						
3458																																																																																																																																																	0	0	8755	593	569	0	0	1054	981	0	0	0	0	977	911	20110	17162		977	911	9261	7713	0	0	522	447	75	2128	1871	8320	0	0	0	0	0	1222	2798	19	1260																									0	0	0	0									0	0	0	0	0	0	1523	1278	0	0	0	0	0	0	0	0						
3720																																																																																																																																																	0	0	54562	19554	18586	0	0	0	0	0	0	0	0	41441	34789	95850	83152		33689	28043	3138	3060	4500	4117	1983	0	1983	16835	14746	33080	5798	0	0	0	2033	18682	31436	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3971																																																																																																																																																	0	0	84624	51383	47718	0	0	45887	38831	0	0	0	0	0	0	164126	141217		0	0	5765	3851	7000	6293	10827	3100	10820	30124	31992	51324	6534	0	7	54	220	4564	2449	29	0																									0	0	0	0									0	0	0	0	0	0	30	29	0	0	0	0	0	0	0	0						
4156																																																																																																																																																	0	0	30946	5502	5205	0	0	0	0	0	0	0	0	0	0	63814	55886		0	0	40788	35420	1000	820	6219	1067	5152	12181	13546	15786	901	0	0	0	0	2940	1811	1153	1350																									0	0	0	0									0	0	0	0	0	0	2915	2503	0	0	0	0	0	0	0	0						
4231																																																																																																																																																	2987	2980	34629	7922	7719	1000	931	0	0	0	0	0	0	3987	3911	61754	53606		0	0	31318	26701	2000	1882	8876	2986	5889	2789	3465	24398	3544	0	0	0	0	5151	9370	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5069																																																																																																																																																	0	0	0	0	0	0	0	7761	7770	0	0	3000	2989	0	0	12293	12390		0	0	1532	1631	0	0	3473	6431	1469	989	0	3501	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5135																																																																																																																																																	0	0	89260	46195	46156	0	0	0	0	0	0	0	0	0	0	95406	94168		0	0	2108	1986	0	0	68693	68693	0	12751	11319	1024	382	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5210																																																																																																																																																	0	0	276542	0	0	0	0	18116	15059	0	0	0	0	64616	53843	510782	435559		61956	51364	0	0	0	0	8791	0	8791	60295	81908	111899	42146	0	0	290	4380	77277	71943	632	40613																									0	0	0	0									0	0	0	0	0	0	46498	40613	0	0	0	0	0	0	0	0						
5461																																																																																																																																																	4842	4605	105607	0	0	0	0	0	0	0	0	0	0	239854	209138	93634	86932		94447	82994	4460	4161	8000	7481	14900	11941	5944	40760	33081	52573	63494	0	0	128	0	54305	54575	0	9985																									0	0	0	0									0	0	0	0	9280	8098	773	704	0	0	0	0	0	0	0	0						
5751																																																																																																																																																	0	0	40070	1929	1715	6250	4765	0	0	0	0	0	0	6250	4765	108804	96933		0	0	46830	36122	0	0	1577	25689	0	1750	4465	28685	9176	13528	0	0	0	0	11	5911	13968																									0	17929	0	18179									0	0	0	0	0	0	15719	15398	0	0	0	0	0	0	1003	1003						
6039																																																																																																																																																	0	0	24182	29091	28602	0	0	0	0	0	0	0	0	0	0	39349	38444		0	0	1530	1400	500	440	16158	4953	11205	15709	3258	2704	393	0	0	0	0	0	0	224	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	224	0	0	0	0	0	0	0	0						
6329																																																																																																																																																	0	0	134613	0	0	0	0	0	0	0	0	0	0	0	0	197381	168308		0	0	14590	12183	35000	32405	8885	4953	3932	22535	19071	15902	0	0	0	0	0	27826	70900	0	3189																									0	0	0	0	0	0	0	0	0	0	121449	98726	0	0	0	0	0	0	4052	3189	0	0	0	0	0	0	0	0						
7009																																																																																																																																																	0	0	108066	45114	45114	0	0	0	0	0	0	0	0	0	0	118751	114942		0	0	73637	69828	0	0	60153	25115	35038	11556	22927	20306	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
7045																																																																																																																																																	0	0	82014	0	0	0	0	0	0	0	0	0	0	331	311	151887	129992		331	311	63487	55477	0	0	58	0	58	1248	3620	41216	10887	0	0	0	80	43825	8913	921	19555																									0	0	0	0	0	0	1908	1646	0	0	59344	51172	0	0	0	0	0	0	25784	20476	0	0	0	0	0	0	0	0						
7072																																																																																																																																																	1997	1964	27339	0	0	0	0	26503	22717	0	0	0	0	47081	41470	41123	35095		6609	4809	3314	2741	0	0	4266	202	2066	3656	5195	25133	7293	0	1997	73	0	12881	22410	0	1270																									0	0	0	0									0	0	0	0	0	0	1768	1270	0	0	0	0	0	0	0	0						
