"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				414705	0				13.0337%			53697		411987	-7378	0						0	0	0	0	52097	411987	0	0.0000%	21667	0	115	21782	5.2524%	0	0	0	0	1		1600		1	0	46319	0	0	0	-7378	0	0	0		0	53697	0	0	53697	0	0	0	0	0	0						0	0	0		
1856																																																																																				43629	0				19.2279%			8213		42714	-182	0						0	0	0	0	2079	42812	0	0.0000%	1997	0	0	1997	4.5772%	0	0	0	0	1		6232		1	0	8129	98	0	0	-182	0	0	0		0	8213	0	0	8213	0	0	0	0	0	0						98	0	0		
2161																																																																																				381228	0				9.8822%			38836		392988	-16207	0						0	0	0	0	17360	392988	0	0.0000%	31647	0	303	31950	8.3808%	0	0	0	0	1		21476		1	0	22629	0	0	0	-16207	0	0	0		0	38836	0	0	38836	0	0	0	0	0	0						0	0	0		
2732																																																																																				718751	0				15.8300%			113325		715889	-1309	0						0	0	0	0	108648	717001	0	0.0000%	77303	0	1845	79148	11.0119%	0	0	0	0	1		5789		1	0	113128	0	1112	0	-1309	0	0	0		0	113325	0	0	113325	0	0	0	0	0	0						1112	0	1419		
2750																																																																																						8911	521	521	12.1397%	16.5635%	15.5951%	8390	53799	69112	-1568	0			8.5635%			0				779	69112								0	0	0		0		7611	15.5951%	1	0	6822	0	0	0	-1568	0	0	0		0	8390	0	0	8390	0	0	0	0	0	0	0	0	0	521	0	0	0			
3252																																																																																						40545	1866	1866	13.2950%	27.5185%	26.2521%	38679	147337	290930	-7784	0			19.5185%			0				38179	290930								0	0	0		0		500	26.2521%	1	0	30895	0	0	0	-7784	0	0	0		0	38679	0	0	38679	0	0	0	0	0	0	0	0	0	1866	0	0	0			
3458																																																																																						6850	709	709	7.8703%	12.0733%	10.8236%	6141	56737	78028	-2329	0			4.0733%			0				4940	78028								0	0	0		0		1201	10.8236%	1	0	3812	0	0	0	-2329	0	0	0		0	6141	0	0	6141	0	0	0	0	0	0	0	0	0	709	0	0	0			
3720																																																																																				369091	0				12.4563%			47027		377535	-9577	0						0	0	0	0	30913	377535	0	0.0000%	15104	0	193	15297	4.1445%	0	0	0	0	1		16114		1	0	37450	0	0	0	-9577	0	0	0		0	47027	0	0	47027	0	0	0	0	0	0						0	0	0		
3971																																																																																						120978	11881	11881	9.9589%	12.7396%	11.4885%	109097	949621	1095476	-16393	0			4.7396%			0				18568	1098372								0	0	0		0		93425	11.4885%	1	0	95600	352	2544	0	-16393	0	0	0		0	109097	0	0	109097	0	0	0	0	0	0	0	0	0	11881	0	2896	0			
4156																																																																																						27032	2532	2532	8.8236%	13.3606%	12.1091%	24500	202327	277666	-7582	0			5.3606%			0				18426	279449								0	0	0		0		7857	12.1091%	1	0	18701	1783	0	0	-7582	0	0	0		0	24500	0	0	24500	0	0	0	0	0	0	0	0	0	2532	0	1783	0			
4231																																																																																				156739	0				14.3107%			21321		148986	-5969	0						0	0	0	0	8724	148989	0	0.0000%	3252	0	0	3252	2.0748%	0	0	0	0	1		12600		1	0	15355	0	0	3	-5969	0	0	0		0	21321	0	0	21321	0	0	0	0	0	0						3	0	1626		
5069																																																																																						223860	7032	7032	38.2157%	40.2852%	39.0197%	216828	555688	567379	93	0			32.2852%			0				208200	567379								0	0	0		0		8628	39.0197%	1	0	216921	0	0	0	93	0	0	0		0	216828	0	0	216828	0	0	0	0	0	0	0	0	0	7032	0	0	0			
5135																																																																																				596667	0				16.7874%			100583		599156	-919	0						0	0	0	0	76583	600198	0	0.0000%	54045	0	2045	56090	9.4006%	0	0	0	0	1		25042		1	0	100706	1042	0	0	-919	0	0	0		0	100583	0	0	100583	0	0	0	0	0	0						1042	0	2192		
5210																																																																																						285135	18740	18740	11.1576%	16.0429%	14.9885%	266395	1777333	2387559	-64767	-5033			8.0429%			1				190480	2419749								0	0	0		0		113138	14.9885%	1	0	238851	35800	1423	0	-59734	0	-5033	0		0	266395	0	0	266395	0	0	0	0	0	0	0	0	0	18740	0	37223	0			
5461																																																																																						89558	6549	6549	9.7989%	17.1038%	15.8530%	83009	523616	847124	-26746	0			9.1038%			0				76761	847176								0	0	0		0		6300	15.8530%	1	0	56315	0	52	0	-6467	0	0	-20279		0	83009	0	0	83009	0	0	0	0	0	0	0	0	0	6549	0	52	0			
5751																																																																																				282806	0				14.3889%			41194		286291	-11354	0						0	0	0	0	32931	287380	0	0.0000%	32867	0	1908	34775	12.2964%	0	0	0	0	1		9352		1	0	30929	1089	0	0	-11354	0	0	0		0	41194	0	0	41194	0	0	0	0	0	0						1089	0	99		
6039																																																																																				429569	0				10.0311%			42531		423990	-715	0						0	0	0	0	11494	423990	0	0.0000%	53308	0	401	53709	12.5030%	0	0	0	0	1		31037		1	0	41816	0	0	0	-715	0	0	0		0	42531	0	0	42531	0	0	0	0	0	0						0	0	0		
6329																																																																																						178489	17671	17671	9.2148%	12.6782%	11.4230%	160818	1407846	1745218	-21934	0			4.6782%			0				120978	1747378								0	0	0		0		42000	11.4230%	1	0	141044	0	0	2160	-21934	0	0	0		0	160818	0	0	160818	0	0	0	0	0	0	0	0	0	17671	0	2160	0			
7009																																																																																						118807	0	0	18.1729%	41.6596%	41.6596%	118807	285185	653759	-3710	0			33.6596%			0				117755	653759								0	0	0		0		1052	41.6596%	1	0	115097	0	0	0	-3710	0	0	0		0	118807	0	0	118807	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						27555	1131	1131	9.7488%	21.1846%	20.3151%	26424	130071	271049	-16449	0			13.1846%			0				23999	271049								0	0	0		0		2425	20.3151%	1	0	9975	0	0	0	-16449	0	0	0		0	26424	0	0	26424	0	0	0	0	0	0	0	0	0	1131	0	0	0			
7072																																																																																						41341	3116	3116	8.6047%	13.6938%	12.6616%	38225	301896	444234	-4673	0			5.6938%			0				40469	450538								0	0	0		0		4060	12.6616%	1	0	39856	5478	826	0	-4761	0	88	0		0	38225	0	0	38225	0	0	0	0	0	0	0	0	0	3116	0	6304	0			
7456																																																																																						12822	910	910	8.8392%	13.4496%	12.4950%	11912	95334	134763	-3343	0			5.4496%			0				4912	134763								0	0	0		0		7000	12.4950%	1	0	8569	0	0	0	-3343	0	0	0		0	11912	0	0	11912	0	0	0	0	0	0	0	0	0	910	0	0	0			
7634																																																																																				88876	0				12.8953%			11474		88978	-2291	0						0	0	0	0	3214	88978	0	0.0000%	1354	0	0	1354	1.5235%	0	0	0	0	1		8260		1	0	9183	0	0	0	-2291	0	0	0		0	11474	0	0	11474	0	0	0	0	0	0						0	0	593		
8462																																																																																				182663	0				16.2680%			29839		183422	-10392	0						0	0	0	0	29139	183422	0	0.0000%	1300	0	445	1745	0.9553%	0	0	0	0	1		700		1	0	19447	0	0	0	-10392	0	0	0		0	29839	0	0	29839	0	0	0	0	0	0						0	0	6706		
8631																																																																																				73728	0				10.0909%			7473		74057	-1915	0						0	0	0	0	6173	74057	0	0.0000%	2421	0	210	2631	3.5685%	0	0	0	0	1		1300		1	0	5558	0	0	0	-1915	0	0	0		0	7473	0	0	7473	0	0	0	0	0	0						0	0	0		
9357																																																																																				557105	0				14.8107%			77798		525283	-2821	0						0	0	0	0	52514	556659	0	0.0000%	17129	0	1100	18229	3.2721%	0	0	0	0	1		56660		1	0	106353	28667	2709	0	-2821	0	0	0		0	77798	0	0	77798	0	0	0	0	0	0						31376	0	331513		
9553																																																																																						24469	1196	1196	10.5807%	14.9721%	14.2403%	23273	163431	219958	-6354	0			6.9721%			0				21173	219958								0	0	0		0		2100	14.2403%	1	0	16919	0	0	0	-6354	0	0	0		0	23273	0	0	23273	0	0	0	0	0	0	0	0	0	1196	0	0	0			
9807																																																																																						350418	27506	27506	12.1612%	15.9381%	14.6870%	322912	2198624	2655271	-12402	0			7.9381%			0				190640	2655271								0	0	0		0		132272	14.6870%	1	0	310510	0	0	0	-12402	0	0	0		0	322912	0	0	322912	0	0	0	0	0	0	0	0	0	27506	0	0	0			
9955																																																																																				204358	0				12.0503%			26893		223172	-5350	0						0	0	0	0	23760	223172	0	0.0000%	28446	0	15	28461	13.9270%	0	0	0	0	1		3133		1	0	21543	0	0	0	-5350	0	0	0		0	26893	0	0	26893	0	0	0	0	0	0						0	0	0		
10250																																																																																						60679	4150	4150	8.3374%	15.0780%	14.0468%	56529	402434	678018	-37396	0			7.0780%			0				19029	678018								0	0	0		0		37500	14.0468%	1	0	19133	0	0	0	-26253	0	0	-11143		0	56529	0	0	56529	0	0	0	0	0	0	0	0	0	4150	0	0	0			
10849																																																																																				289356	0				10.9609%			31873		290788	-6769	0						0	0	0	0	17176	291482	0	0.0000%	15101	0	0	15101	5.2188%	0	0	0	0	1		15391		1	0	25798	694	0	0	-6769	0	0	0		0	31873	0	0	31873	0	0	0	0	0	0						694	0	0		
11145																																																																																						52426	3836	3836	11.0484%	16.5056%	15.2979%	48590	317626	439791	-18508	0			8.5056%			0				23040	440241								0	0	0		0		26000	15.2979%	1	0	30532	450	0	0	-18508	0	0	0		0	48590	0	0	48590	0	0	0	0	0	0	0	0	0	3836	0	450	0			
11640																																																																																				389307	0				12.8502%			49336		383931	-16204	0						0	0	0	0	5641	383931	0	0.0000%	51188	0	202	51390	13.2004%	0	0	0	0	1		43695		1	0	33132	0	0	0	-16204	0	0	0		0	49336	0	0	49336	0	0	0	0	0	0						0	0	0		
11837																																																																																						17050	976	976	11.8466%	21.8349%	20.5850%	16074	78086	135685	-6483	0			13.8349%			0				4074	135685								0	0	0		0		12000	20.5850%	1	0	9591	0	0	0	-6483	0	0	0		0	16074	0	0	16074	0	0	0	0	0	0	0	0	0	976	0	0	0			
12030																																																																																						102709	4852	4852	17.2645%	27.0043%	25.7286%	97857	380343	566811	-929	0			19.0043%			0				97257	566811								0	0	0		0		600	25.7286%	1	0	96928	0	0	0	-929	0	0	0		0	97857	0	0	97857	0	0	0	0	0	0	0	0	0	4852	0	0	0			
12142																																																																																				306428	0				11.4972%			35054		304891	-19877	0						0	0	0	0	12854	304891	0	0.0000%	4925	0	253	5178	1.6898%	0	0	0	0	1		22200		1	0	15177	0	0	0	-12288	0	-866	-6723		0	35054	0	0	35054	0	0	0	0	0	0						0	0	22156		
12311			18135168	1761102	2350556	8.5325%	12.8858%	11.2156%	15784612	140738041	184994445	-3603787	0			4.8858%						3480966	190374082								0	0	0		16472790	10.3555%	0	16349969	5225977	140299	13362	-3470887	118271	-190826	-60345		0	14574118	0	0	14574118	780000	0	430494	1210494	0	1210494	589454	0	0	2350556	0	5379637	0																																						2																	0				1																															
12647																																																																																				214486	0				10.1078%			20830		206078	0	0						0	0	0	0	3773	206327	0	0.0000%	19551	0	100	19651	9.1619%	0	0	0	0	1		17306		1	0	21079	0	249	0	0	0	0	0		0	20830	0	0	20830	0	0	0	0	0	0						249	0	0		
12946																																																																																						264891	28489	28489	8.5049%	11.6326%	10.3815%	236402	2277148	2779607	-97714	0			3.6326%			0				176141	2813450								0	0	0		0		94104	10.3815%	1	0	172531	24788	9055	0	-97714	0	0	0		0	236402	0	0	236402	0	0	0	0	0	0	0	0	0	28489	0	33843	0			
13103																																																																																						422958	22357	22357	12.7339%	14.3603%	13.6012%	400601	2945331	3145932	-51498	-10632			6.3603%							384380	3153626								0	0	0		0		34519	13.6012%	1	0	367401	14250	4076	0	-62158	0	10632	0		0	400601	0	0	400601	0	0	0	0	0	0	0	0	0	22357	0	18326	0			
13251																																																																																				64511	0				11.9314%			7709		64611	-390	0						0	0	0	0	3709	64611	0	0.0000%	2651	0	0	2651	4.1094%	0	0	0	0	1		4000		1	0	7319	0	0	0	-390	0	0	0		0	7709	0	0	7709	0	0	0	0	0	0						0	0	0		
13457																																																																																				32812	0				42.2303%			13618		32247	-7	0						0	0	0	0	-205	32924	0	0.0000%	6227	0	0	6227	18.9778%	0	0	0	0	1		14500		1	0	14288	0	677	0	-7	0	0	0		0	13618	0	0	13618	0	0	0	0	0	0						677	0	0		
14155																																																																																				347222	0				10.8998%			37181		341115	-1809	0						0	0	0	0	36845	341115	0	0.0000%	2393	0	824	3217	0.9265%	0	0	0	0	1		336		1	0	35372	0	0	0	-1809	0	0	0		0	37181	0	0	37181	0	0	0	0	0	0						0	0	19692		
14650																																																																																				68040	0				13.5926%			8405		61835	0	0						0	0	0	0	5065	61835	0	0.0000%	8298	0	0	8298	12.1958%	0	0	0	0	1		3340		1	0	8405	0	0	0	0	0	0	0		0	8405	0	0	8405	0	0	0	0	0	0						0	0	0		
14753																																																																																						7066	457	1434	8.9726%	19.3716%	15.4403%	5632	36476	62769	-1027	0			9.4403%			0				4055	62769								0	0	0		0		1577	15.4403%	1	0	4605	0	0	0	-1027	0	0	0		0	5632	0	0	5632	0	0	0	0	0	0	977	0	0	1434	0	0	0			
14865																																																																																				840459	0				9.4565%			77390		818380	-8817	0						0	500	0	0	61867	819496	0	0.0000%	190916	0	3841	194757	23.1727%	0	0	0	0	1		16639		1	0	69689	0	882	234	-8817	0	0	0		0	77390	0	0	77390	0	0	0	0	0	0						1116	0	0		
14977																																																																																				53219	0				20.4856%			11070		54038	-53	0						0	0	0	0	11056	54038	0	0.0000%	6186	0	0	6186	11.6237%	0	0	0	0	1		0		1	0	11003	0	0	0	-67	0	0	0		0	11070	0	0	11070	0	0	0	0	0	0						0	0	0		
16551																																																																																				435179	0				10.3226%			44407		430193	-8480	0						0	0	0	0	26840	432626	0	0.0000%	32382	0	237	32619	7.4955%	0	0	0	0	1		20000		1	0	38360	2433	0	0	-8480	0	0	0		0	44407	0	0	44407	0	0	0	0	0	0						2433	0	0		
17110																																																																																				176485	0				21.2229%			37237		175457	0	0						0	0	0	0	29951	175457	0	0.0000%	0	0	2318	2318	1.3134%	0	0	0	0	1		7286		0	0	37237	0	0	0					0	0	37237	0	0	37237	0	0	0	0	0	0						0	0	150237		
17147																																																																																						1911504	184233	184233	9.9168%	13.0114%	11.7573%	1727271	14691030	17417618	-305191	0			5.0114%			1				776341	18155762								0	0	5496		0		1689074	11.7573%	1	0	2160224	709931	22524	193	-302256	0	-2935	0		0	1732767	0	5496	1727271	0	0	0	0	0	0	0	0	0	184233	0	738144	0			
