"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		414705	5020																																																																																																														
1856																																																																																																																																		43629	329																																																																																																														
2161																																																																																																																																		381228	2748																																																																																																														
2732																																																																																																																																		718751	5022																																																																																																														
2750																																																																																																																																		68873	511	0	0	53799																																																																												53799																															
3252																																																																																																																																		306767	3805	0	1939	149276																																																																												147337																															
3458																																																																																																																																		76976	750	0	41	56778																																																																												56737																															
3720																																																																																																																																		369091	1673																																																																																																														
3971																																																																																																																																		1073614	12498	0	869	950490																																																																												949621																															
4156																																																																																																																																		272527	2581	0	261	202588																																																																												202327																															
4231																																																																																																																																		156739	867																																																																																																														
5069																																																																																																																																		555049	13573	0	6913	562601																																																																												555688																															
5135																																																																																																																																		596667	4968																																																																																																														
5210																																																																																																																																		2368600	19264	0	0	1777333																																																																												1777333																															
5461																																																																																																																																		838492	6680	0	313	523929																																																																												523616																															
5751																																																																																																																																		282806	2371																																																																																																														
6039																																																																																																																																		429569	4529																																																																																																														
6329																																																																																																																																		1776171	22365	0	5911	1413757	153459	100738	52721	0	0	0	0	0	0	0	196887	494	0	1	0	1	0	0	0	0	0	0	91332	0	2619	0	83655	118118	252228	290960	1146899	2428	2428	0	0	0	2428	11979	5990	0	0	0	5990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45699	22850	0	0	3266	19584	118118	252228	298561	1189602	0	50446	149281	1189602	1407846	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		665862	0	0	0	285185																																																																												285185																															
7045																																																																																																																																		272464	1131	0	0	130071	22544	22479	65	0	331	0	331	0	0	14359	96385	41143	0	0	0	0	0	0	0	0	0	0	9360	0	0	0	9360	36838	96781	102810	58695	0	0	0	0	0	0	127	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36838	96781	102810	58759	0	19356	51405	58759	130071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		453188	3086	0	0	301896																																																																												301896																															
7456																																																																																																																																		131193	910	0	0	95334																																																																												95334																															
7634																																																																																																																																		88876	1310																																																																																																														
8462																																																																																																																																		182663	1995																																																																																																														
8631																																																																																																																																		73728	401																																																																																																														
9357																																																																																																																																		557105	3453																																																																																																														
9553																																																																																																																																		223221	1196	0	0	163431																																																																												163431																															
9807																																																																																																																																		2680539	28653	0	1885	2200509	234181	218214	15967	0	188727	0	155915	0	32812	72504	305736	5952	20769	0	0	0	0	0	0	0	0	0	179506	3968	4182	0	77936	296033	481800	180231	1663198	6347	6347	0	0	0	6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270900	135450	0	0	0	135450	348626	481800	180231	1833238	0	96360	90116	1833238	2198624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		204358	1813																																																																																																														
10250																																																																																																																																		640648	4000	0	0	402434																																																																												402434																															
10849																																																																																																																																		289356	2758																																																																																																														
11145																																																																																																																																		439418	3836	0	0	317626	33455	22309	11146	0	0	0	0	0	0	12847	56156	33087	10950	0	0	0	0	0	0	0	0	0	29289	59	1590	388	21047	35624	70023	99840	220628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37545	70023	99840	228160	0	14005	49920	228160	317626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		389307	2880																																																																																																														
11837																																																																																																																																		121969	993	0	44	78130																																																																												78086																															
12030																																																																																																																																		582803	12658	0	7806	388149																																																																												380343																															
12142																																																																																																																																		306428	2070																																																																																																														
12311	182569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992475	759103	449157	0	0	0	0	0	0	0	0	672899	672899	655470	0	0	0	0	17429	0	0	4500900	900180	0	0	0	899281	899	15208	24387482	0	1598691	0	0	199302	0	1399389	0	1902300	0	0	1902300	0	0	0	0	0	1902300	0	775210	449157	0	0	0	0	0	0	0	76092	0	1162815	1122893	0	0	0	0	0	0	140888125	62321	4182522	22251334	28423714	4260904	437895	0	0	0	0	378243	2806275	847289	601116	0	0	0	0	0	640151	0	0	2678575	27380645	9326253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39581	0	0																			0	0	0	0																																																																																										
12647																																																																																																																																		214486	1134																																																																																																														
12946																																																																																																																																		2718110	27640	0	1984	2279132																																																																												2277148																															
13103																																																																																																																																		3142325	22346	0	0	2945331	42807	19750	23058	0	26819	0	26819	0	0	58733	302316	6092	91162	0	0	0	0	0	0	0	0	0	111904	0	6945	0	86592	78750	370320	883962	1642571	1415	1415	0	0	0	1415	413	207	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207283	103642	0	0	38400	65242	78750	370320	922569	1741689	0	74064	461285	1741689	2945331	14484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		64511	717																																																																																																														
13457																																																																																																																																		32812	150																																																																																																														
14155																																																																																																																																		347222	4049																																																																																																														
14650																																																																																																																																		68040	659																																																																																																														
14753																																																																																																																																		59121	559	0	102	36578																																																																												36476																															
14865																																																																																																																																		840459	6007																																																																																																														
14977																																																																																																																																		53219	652																																																																																																														
16551																																																																																																																																		435179	4725																																																																																																														
17110																																																																																																																																		176485	279																																																																																																														
17147																																																																																																																																		17981413	205782	0	42094	14733124	457635	398737	58898	0	2213588	352562	1168590	690936	1500	117541	917760	829609	12960	15000	0	15000	0	0	0	0	0	0	1703217	2444	8361	25764	703360	874305	2221214	3827964	10633261	25772	25772	0	0	0	25772	13852	6926	0	0	0	6926	188	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1816481	908241	0	0	7637	900604	874305	2388360	3835810	11896805	0	477672	1917905	11896805	14691030	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		72646	194	0	0	46452																																																																												46452																															
17950																																																																																																																																		739758	5832	0	909	406640																																																																												405731																															
17978																																																																																																																																		318545	1437																																																																																																														
18050																																																																																																																																		926282	6520	0	0	611743																																																																												611743																															
18827																																																																																																																																		2212766	17508	0	0	1724961																																																																												1724961																															
18836																																																																																																																																		212867	1700																																																																																																														
18854																																																																																																																																		1771388	20649	0	2719	1471524	186672	167237	19435	0	0	0	0	0	0	107006	59158	7332	5500	0	0	0	0	0	0	0	0	0	44307	507	755	395	42650	284666	93254	105391	1320584	898	898	837	0	0	61	2030	1015	901	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	600	600	0	0	0	600	107270	53635	1522	197	44	51872	288044	93472	105666	1399997	0	18694	52833	1399997	1468805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		129380	1187																																																																																																														
19936																																																																																																																																		419440	4216	0	1039	279583																																																																												278544																															
19972																																																																																																																																		114127	412	0	0	48115																																																																												48115																															
20053																																																																																																																																		167589	1763																																																																																																														
20633																																																																																																																																		360225	2602																																																																																																														
20857																																																																																																																																		582275	1977	0	0	387027																																																																												387027																															
21256																																																																																																																																		12094	68																																																																																																														
21359																																																																																																																																		71762	477	0	0	42074																																																																												42074																															
21658																																																																																																																																		214003	2388																																																																																																														
22048																																																																																																																																		294284	3695																																																																																																														
22543																																																																																																																																		375195	2215																																																																																																														
22552																																																																																																																																		122727	863	0	0	97493																																																																												97493																															
22730																																																																																																																																		249294	1477	0	0	150030																																																																												150030																															
23456																																																																																																																																		321165	3030	0	74	236510																																																																												236436																															
23504																																																																																																																																		13635038	72563	0	0	10699658	355662	322405	33257	0	600291	123507	484349	0	9000	421464	374878	25212	168471	0	0	0	0	164128	0	0	0	0	863840	25886	86602	24413	507963	894539	986842	3214881	8345234	26093	26093	0	0	0	26093	15192	7596	0	0	0	7596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313031	156516	0	0	0	156516	894539	1187254	3214901	8742433	0	237451	1607451	8742433	10699658	181791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		247800	1967																																																																																																														
23755																																																																																																																																		333035	2206	0	0	214133																																																																												214133																															
24006																																																																																																																																		1978603	14881	0	0	1341694																																																																												1341694																															
24378																																																																																																																																		77031	283																																																																																																														
24659																																																																																																																																		114834	553	0	0	52042																																																																												52042																															
24949																																																																																																																																		513590	6186	0	2361	320513																																																																												318152																															
25357																																																																																																																																		606774	6012	0	0	557989																																																																												557989																															
