"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																														0	0	5000	0	0	10500		0	0	0	0	0	7876	3	0			5500	5000	0	0	0	0	5500	0	0	0	0	0				0						0	0	0	0	0	0																						
1856																														98	0	0	98	0	0		0	0	0	0	0	205	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
2161																														0	0	10000	0	0	28000		0	0	0	0	0	96	0	0	false	0	18000	10000	0	0	0	0	18000	0	0	0	0	0	true	false	57	0	0					1	1158	0	0	0	0																					www.lamarnationalbank.com	
2732																														1112	0	0	0	0	0		0	0	0	0	0	19525	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	1112						0	0	0	0	0	0																						
2750																														0	0	4923	0	0	6758		0	0	0	0	0	1388	2	0			1835	4923	0	0	0	0	1835	0	0	0	0	1835			0	0						0	0	0	0	0	0																						
3252																														0	0	1000	0	0	1000		0	0	0	0	0	2200	1	0			0	1000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
3458																														0	0	500	0	0	500		0	0	0	0	0	0	0	0			0	500	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
3720																														0	428	0	0	0	0		428	0	0	0	0	638	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
3971																														4027	1292	60307	489	0	115807		0	0	398	0	894	0	0	0			50000	60307	0	5500	0	0	50000	0	0	0	0	50000			960	3538						0	0	0	0	0	0																						
4156																														1783	0	10800	1783	0	12300		0	0	0	0	0	0	0	0			0	10800	1500	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.kanza.bank	
4231																														0	0	0	0	0	0		0	0	0	0	0	215	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.fmbanksylvania.com	
5069																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			1000	0						0	0	0	0	0	0																						
5135																														1042	50	7000	1042	0	18197		0	0	0	0	50	11104	3	0			0	7000	10000	0	1197	0	0	0	0	0	0	0				0						1	34	0	0	0	0																					http://www.fsbanks.com	
5210																														37664	467	0	35800	0	102784		0	0	0	0	467	3977	2	0			0	0	40000	60000	0	0	0	578	581	1625	0	2784			1044	1864						0	0	0	0	0	0																					http://www.acnb.com	
5461																														52	131	0	0	0	40000		0	0	131	0	0	0	0	0			10000	0	30000	0	0	0	10000	0	0	0	0	10000			0	52						2	40	0	0	0	0																						
5751																														1089	0	6000	1089	0	6000		0	0	0	0	0	8	0	0			0	6000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
6039																														0	0	0	0	0	0		0	0	0	0	0	379	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.pineland.bank	
6329																														0	193	20000	0	0	20000		0	0	55	0	138	430	0	0	true	0	0	20000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					9	1217	0	0	0	0																					www.abbank.com	
7009																														0	0	0	0	0	0		0	0	0	0	0	31700	7	0			0	0	0	0	0	0	0	0	0	0	0	0			730	0						0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																														0	0	0	0	0	0		0	0	0	0	0	2285	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					http://www.banktpb.com	
7072																														6947	70	19000	5478	643	25500		0	0	70	0	0	530	0	1269			3500	19000	3000	0	0	0	3500	0	0	0	0	3500			0	826				2	true	0	0	0	0	0	0																						
7456																														0	0	0	0	0	0		0	0	0	0	0	659	0	0			0	0	0	0	0	0	0	0	0	0	340	0				0						0	0	0	0	0	0																					www.bankofhartington.com	
7634																														0	0	0	0	0	0		0	0	0	0	0	2729	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
8462																														0	0	0	0	0	0		0	0	0	0	0	3520	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						1	6	0	0	0	0																						
8631																														0	0	0	0	0	0		0	0	0	0	0	723	0	0			0	0	0	0	0	0	0	0	0	0	0	0			267	0						0	0	0	0	0	0																						
9357																														31376	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			970	2709						1	91	0	0	0	0																						
9553																														0	0	4601	0	0	67355		0	0	0	0	0	240	0	0			0	4601	1905	5163	55626	21793	0	0	0	60	55	60				0						0	0	0	0	0	0																						
9807																														0	1699	0	0	0	50000		1699	0	0	0	0	18930	3	0	true	0	0	0	50000	0	0	0	0	0	0	0	0	0	true	true	0	0	0					4	1243	0	0	0	0																					www.amboybank.com	
9955																														0	0	4072	0	0	21837		0	0	0	0	0	503	0	0			0	4072	10774	6991	0	0	0	0	0	0	0	0			63	0						0	0	0	0	0	0																						
10250																														0	0	0	0	0	0		0	0	0	0	0	7691	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
10849																														694	0	0	694	0	0		0	0	0	0	0	1897	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://https://www.firststatebk.com	
11145																														-1235	0	13483	450	0	24727		0	0	0	0	0	5144	1	0	false	0	0	13483	11244	0	0	0	0	0	0	0	0	0	false	false		-1685	0					0	0	0	0	0	0																					www.losb.com	
11640																														0	0	23000	0	0	23000		0	0	0	0	0	9140	3	0			0	23000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.fnbclarksdale.com	
11837																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
12030																														0	1124	0	0	0	0		0	395	49	0	680	832	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.fnbsouth.net	
12142																														0	0	2500	0	0	2500		0	0	0	0	0	297	0	0			0	2500	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.clevelandstatebank.com	
12311	6033654	14092	1	5318529	546883	9475231		191895	4	547190	true	0	991798	1	1200000	1506655	758	0	991799	3978937	908723	888358	347000	0	168242	0			0						9475231		0	1399	12406	287	0																0		true	true								744	31630	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																														292	0	0	0	43	12850		0	0	0	0	0	1433	1	43			0	0	4000	3000	5850	0	0	0	0	0	0	0				249						0	0	0	0	0	0																						
12946																														37306	0	0	28251	0	55045		0	0	0	0	0	4386	4	0			30000	0	25000	45	0	0	30000	0	0	0	0	0			3639	9055						2	134	0	0	0	0																						
13103																														18326	0	149184	14250	0	186139		0	0	0	0	0	7823	2	0	false	0	30772	149184	3240	2280	663	0	30772	0	0	0	0	5763	false	false	164956	4076	0					7	267	0	0	0	0																					www.bristolcountysavings.com	
13251																														0	0	0	0	0	0		0	0	0	0	0	84	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						1	6	0	0	0	0																						
13457																														677	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	677						0	0	0	0	0	0																						
14155																														0	0	5000	0	0	5000		0	0	0	0	0	941	1	0			0	5000	0	0	0	0	0	0	0	0	0	0				0						2	11	0	0	0	0																					https://www.fandcbank.com	
14650																														0	0	0	0	0	0		0	0	0	0	0	3575	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
14753																														0	0	0	0	0	0		0	0	0	0	0	2757	2	0			0	0	0	0	0	0	0	0	0	0	0	0			4	0						1	2	0	0	0	0																						
14865																														882	0	0	0	0	0		0	0	0	0	0	1276	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	882						1	22	0	0	0	0																						
14977																														0	0	0	0	0	0		0	0	0	0	0	230	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					http://firstfedlfd.com	
16551																														4669	46	9000	2433	2236	15000		46	0	0	0	0	297	0	2236			0	9000	0	6000	0	15000	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
17110																														0	0	0	0	0	0		0	0	0	0	0	3615	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	27898	0	0					0	0	0	0	0	0																					http://www.haverfordquality.com	
17147																														748738	6480	125000	711554	7903	721890	true	0	0	624	5856	0	1757	1	11593	true	0	1175	125000	105000	465000	18384	0	1175	0	0	7331	0	0	true	false		29281	0					43	3021	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																														0	0	0	0	0	0		0	0	0	0	0	390	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
17950																														4938	0	15400	3677	0	15400		0	0	0	0	0	2386	1	0			0	15400	0	0	0	0	0	0	0	0	0	0				1261						3	15	0	0	0	0																						
17978																														0	469	0	0	0	0		411	0	58	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0				2	true	0	0	0	0	0	0																						
18050																														0	0	20000	0	0	20000		0	0	0	0	0	7778	2	0			0	20000	0	0	0	0	0	0	0	0	0	0			0	0						1	3	0	0	0	0																						
18827																														9303	36	101000	9122	0	151000		0	0	36	0	0	32791	4	0			0	101000	50000	0	0	0	0	0	0	0	0	0				181						8	318	0	0	0	0																						
18836																														0	0	0	0	0	0		0	0	0	0	0	606	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
18854																														8554	0	0	7447	0	0		0	0	0	0	0	500	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	1107	0					1	1999	0	0	0	0																					www.bank7.com	
19356																														784	318	0	762	0	0		0	0	257	0	61	229	0	0			0	0	0	0	0	0	0	0	0	0	0	0				22						0	0	0	0	0	0																					https://www.sbtmiami.com	
19936																														0	0	5099	0	0	5289		0	0	0	0	0	794	0	0			0	5099	190	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
19972																														0	0	0	0	0	0		0	0	0	0	0	607	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
20053																														0	0	0	0	0	7000		0	0	0	0	0	0	0	0			0	0	0	7000	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
20633																														0	381	24050	0	0	29842		194	0	187	0	0	2732	1	0			0	24050	4685	1107	0	0	0	0	0	0	0	0			0	0						1	155	0	0	0	0																						
20857																														5487	0	5750	5247	0	12869		0	0	0	0	0	750	1	0			10	5750	0	912	5180	2558	10	91	108	818	0	0				240						0	0	0	0	0	0																						
21256																														0	0	0	0	0	0		0	0	0	0	0	109	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
21359																														0	99	0	0	0	0		0	0	0	0	99	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																														0	50	0	0	0	10229		0	0	0	0	50	847	0	0	true	0	0	0	229	10000	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.alliancebank.us	
22048																														0	0	3003	0	0	13535		0	0	0	0	0	10081	4	0			10000	3003	45	0	487	0	10000	0	0	0	200	10000				0						0	0	0	0	0	0																					http://www.unionbnk.com	
22543																														4037	0	0	0	4037	0		0	0	0	0	0	2124	1	4037			0	0	0	0	0	0	0	0	0	0	0	0			36	0						0	0	0	0	0	0																						
22552																														0	433	35	0	0	5886		0	0	0	0	433	920	1	0			0	2535	2571	75	519	0	0	0	0	186	11400	0				0						1	34	0	0	0	0																						
22730																														0	0	0	0	0	236		0	0	0	0	0	866	1	0			0	0	0	0	236	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					http://www.westunionbank.com	
23456																														0	0	4000	0	0	22310		0	0	0	0	0	437	0	0			18000	4000	0	0	0	0	18000	0	310	0	0	0				0						0	0	0	0	0	0																						
23504																														159895	0	1075000	151668	2818	1308620		0	0	0	0	0	4787	5	3312	true	0	185620	1075000	0	48000	0	0	185620	0	0	0	0	0	true	false		5409	0					12	1277	0	0	0	0																					http://www.dime.com	
23643																														0	23	0	0	0	7000		23	0	0	0	0	2872	2	0			5000	0	1000	1000	0	0	5000	0	0	0	0	5000				0						1	8	0	0	0	0																					http://www.commercial-bank.net	
23755																														1392	0	0	0	1392	30000		0	0	0	0	0	3030	2	3146			30000	0	0	0	0	0	30000	0	0	0	0	30000			313	0						0	0	0	0	0	0																						
24006																														105385	0	23000	80794	0	44011		0	0	0	0	0	50	0	0			0	23000	3001	0	0	0	0	0	0	18010	0	18010				24591						2	218	0	0	0	0																						
24378																														0	0	2600	0	0	7600		0	0	0	0	0	768	0	0			0	2600	0	5000	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
24659																														1345	299	0	1193	0	0		0	299	0	0	0	125	0	0			0	0	0	0	0	0	0	0	0	0	0	0			2	152						0	0	0	0	0	0																						
24949																														907	0	0	0	907	5000		0	0	0	0	0	455	0	1411			0	0	5000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
25357																														551	96	0	551	0	0		0	0	0	0	96	2072	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
25647																														0	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					4	357	0	0	0	0																					www.firstsecurebank.com	
26765																														6075	0	0	3454	0	150000		0	0	0	0	0	88952	4	0			150000	0	0	0	0	0	150000	0	0	0	0	150000				2621						6	592	0	0	0	0																						
27070																														16902	0	6000	15394	362	108250		0	0	0	0	0	1598	0	362			0	6000	25750	49500	27000	0	0	0	0	0	0	0			0	1146						1	91	0	0	0	0																						
27548																														90879	0	0	50097	7056	0		0	0	0	0	0	167	0	7056			0	0	0	0	0	0	0	0	0	0	0	0			3736	33726						0	0	0	0	0	0																						
27614																														2654	0	0	2654	0	0		0	0	0	0	0	1420	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
27847																														0	0	0	0	0	0		0	0	0	0	0	320	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.diamond.bank	
28013																														41385	0	50765	41012	188	954682		0	0	0	0	0	1024	0	188	true	0	167057	50765	305500	377288	0	0	167057	3322	4376	46374	0	203315	true	false	0	185	0			1	true	3	325	0	0	0	0																					www.enorthfield.com	
28152																														0	0	0	0	0	5000		0	0	0	0	0	127	0	0	true	0	5000	0	0	0	0	0	5000	0	0	0	0	5000	true	false	0	0	0					0	0	0	0	0	0					www.facebook.com/harvestbankmn																www.harvestbankmn.com	
28675																														549	0	1000	0	549	14000		0	0	0	0	0	353	0	549	false	0	0	13000	1000	0	0	9000	0	0	0	0	0	0	true	false		0	0			1	true	0	0	0	0	0	0																					www.cumberlandfederal.com	
28732																														0	0	0	0	0	0		0	0	0	0	0	2435	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
29476																														199	0	316	199	0	392		0	0	0	0	0	2391	1	0			0	316	76	0	0	0	0	0	0	0	0	0				0						1	74	0	0	0	0																						
29636																														13359	974	0	13030	0	0		60	0	0	0	914	1423	1	0			0	0	0	0	0	0	0	0	0	0	0	0			500	329						1	47	0	0	0	0																						
29878																														0	2222	0	0	0	0		0	0	782	1440	0	1992	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0			1	true	0	0	0	0	0	0																					www.maspethfederal.com	
30052																														0	0	0	0	0	0		0	0	0	0	0	274	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.amistadbank.com	
30502																														10425	0	28600	9934	491	138600		0	0	0	0	0	1268	2	946			50000	28600	35000	25000	0	40000	50000	0	0	0	0	50000			3501	0						6	151	0	0	0	0																						
30650																														5763	0	0	5449	0	14000		0	0	0	0	0	0	0	0			14000	0	0	0	0	0	14000	0	0	0	0	0			0	314						0	0	0	0	0	0					www.lcbankmn.com																	
30810	0	122	525000	0	0	15485364		328	0	0	false	0	3227281	525000	0	0	523000	0	3296740	9747378	896204	497042	10889066	39349	0	0											0	0	122	0	0																0		true	false								0	0	0	0	0	0					www.discover.com/		www.mydiscoverbank.com/		aaa.discoverbank.com/		aaii.discoverbank.com/		www.discoverbank.com/		bank.discover.com/						www.discover.com	
31134																														0	0	0	0	0	0		0	0	0	0	0	7532	4	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.fnbwaynesboro.com	
31255																														933	1900	0	933	0	0		0	0	0	0	1900	972	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.centralbankhouston.com	
31657																														0	0	0	0	0	0		0	0	0	0	0	311	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
31826																														868	28	0	865	3	0		0	0	28	0	0	4941	1	3	true	34878	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.powellvalleybank.com	
31835																														0	24	0	0	0	0		0	0	24	0	0	5825	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
32234																														6560	0	10000	5724	0	10000		0	0	0	0	0	1830	0	0			0	10000	0	0	0	0	0	0	0	0	0	0			0	836						0	0	0	0	0	0																						
32766																														2012	0	0	1062	0	47000		0	0	0	0	0	0	0	0			0	0	0	47000	0	0	0	0	0	0	0	0				950						0	0	0	0	0	0																						
32971																														436	251	7500	0	436	17500		0	0	251	0	0	1034	0	436			0	7500	0	10000	0	10000	0	0	0	0	0	0			61	0				1	true	0	0	0	0	0	0																						
33147																														0	41	0	0	0	0		0	0	41	0	0	2063	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
33259																														0	667	0	0	0	48000		0	0	0	0	667	1584	1	0			30000	0	18000	0	0	0	30000	0	0	0	0	30000				0						1	82	0	0	0	0																						
33370																														0	0	1750	0	0	4955		0	0	0	0	0	660	0	0			0	1750	0	0	3205	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																						
33839																														0	0	0	0	0	2000		0	0	0	0	0	699	1	0			2000	0	0	0	0	0	2000	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.psbofcolfax.com	
33857																														15213	0	66422	15213	0	168537		0	0	0	0	0	5595	2	0	false	0	0	66422	14005	68690	19420	0	0	0	0	0	0	0	true	true		0	0					2	197	0	0	0	0																					www.frontier.bank	
34434																														603	1004	0	603	0	0		334	0	87	0	583	1352	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						4	183	0	0	0	0																						
34537																														835679	7216	0	735590	1563	110000		0	0	0	0	7216	2480	1	1563	true	0	0	0	0	60000	50000	0	0	0	0	0	0	0	true	true		98526	0					39	4102	0	0	0	0																					www.seacoastbank.com	
34555																														1273	0	167	764	509	1633		0	0	0	0	0	1881	2	509	true	0	0	167	333	433	700	0	0	0	0	0	0	0	true	true		0	0					2	17	0	0	0	0					www.mabank.com/investments/products-and-services		www.mabank.com/investments/our-team														www.mabank.com	
34742																														570	0	27000	570	0	27000		0	0	0	0	0	3138	2	0			0	27000	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
