"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				437350	0				12.2632%			52140		425174	-5707	0						0	0	0	0	50540	425174	0	0.0000%	23332	0	115	23447	5.3612%	0	0	0	0	1		1600		1	0	46433	0	0	0	-5707	0	0	0		0	52140	0	0	52140	0	0	0	0	0	0						0	0	0		
1856																																																																																				51455	0				13.6284%			6700		49162	-159	0						0	0	0	0	566	49260	0	0.0000%	1931	0	0	1931	3.7528%	0	0	0	0	1		6232		1	0	6639	98	0	0	-159	0	0	0		0	6700	0	0	6700	0	0	0	0	0	0						98	0	0		
2161																																																																																				375567	0				9.6114%			37128		386290	-11474	0						0	0	0	0	15652	386290	0	0.0000%	29611	0	303	29914	7.9650%	0	0	0	0	1		21476		1	0	25654	0	0	0	-11726	252	0	0		0	37128	0	0	37128	0	0	0	0	0	0						0	0	0		
2732																																																																																				708541	0				15.9333%			115242		723279	-708	0						0	0	0	0	110565	724391	0	0.0000%	71456	0	2017	73473	10.3696%	0	0	0	0	1		5789		1	0	115646	0	1112	0	-708	0	0	0		0	115242	0	0	115242	0	0	0	0	0	0						1112	0	4013		
2750																																																																																						8902	522	522	11.7359%	16.6986%	15.7194%	8380	53310	71405	-1069	0			8.6986%			0				769	71405								0	0	0		0		7611	15.7194%	1	0	7311	0	0	0	-1069	0	0	0		0	8380	0	0	8380	0	0	0	0	0	0	0	0	0	522	0	0	0			
3252																																																																																						42461	1806	1806	11.7288%	29.7631%	28.4972%	40655	142663	346626	-3630	0			21.7631%			0				40155	346626								0	0	0		0		500	28.4972%	1	0	37025	0	0	0	-3630	0	0	0		0	40655	0	0	40655	0	0	0	0	0	0	0	0	0	1806	0	0	0			
3458																																																																																						6680	608	608	7.7263%	11.7498%	10.6804%	6072	56852	78589	-1776	0			3.7498%			0				4871	78589								0	0	0		0		1201	10.6804%	1	0	4296	0	0	0	-1776	0	0	0		0	6072	0	0	6072	0	0	0	0	0	0	0	0	0	608	0	0	0			
3720																																																																																				386742	0				12.1074%			47540		392652	-7445	0						0	0	0	0	31767	392652	0	0.0000%	20509	0	193	20702	5.3529%	0	0	0	0	1		15773		1	0	40095	0	0	0	-7445	0	0	0		0	47540	0	0	47540	0	0	0	0	0	0						0	0	0		
3971																																																																																						143241	12703	12703	10.9053%	14.1114%	12.8599%	130538	1015074	1197011	-14642	0			6.1114%			0				21322	1203724								0	0	0		0		115929	12.8599%	1	0	122609	4296	2417	0	-14642	0	0	0		0	130538	0	0	130538	0	0	0	0	0	0	0	0	0	12703	0	6713	0			
4156																																																																																						27359	2550	2550	8.9951%	13.4272%	12.1757%	24809	203758	275807	-5392	0			5.4272%			0				18735	277590								0	0	0		0		7857	12.1757%	1	0	21200	1783	0	0	-5392	0	0	0		0	24809	0	0	24809	0	0	0	0	0	0	0	0	0	2550	0	1783	0			
4231																																																																																				166135	0				13.9443%			22619		162210	-4298	0						0	0	0	0	10022	162213	0	0.0000%	7258	0	0	7258	4.3687%	0	0	0	0	1		12600		1	0	18324	0	0	3	-4298	0	0	0		0	22619	0	0	22619	0	0	0	0	0	0						3	0	1572		
5069																																																																																						236746	7358	7358	39.0562%	40.7035%	39.4385%	229388	581635	587328	331	0			32.7035%			0				220759	587328								0	0	0		0		8629	39.4385%	1	0	229719	0	0	0	331	0	0	0		0	229388	0	0	229388	0	0	0	0	0	0	0	0	0	7358	0	0	0			
5135																																																																																				619466	0				17.1788%			105934		616657	-591	0						0	0	0	0	81934	617699	0	0.0000%	82309	0	2152	84461	13.6345%	0	0	0	0	1		25042		1	0	106385	1042	0	0	-591	0	0	0		0	105934	0	0	105934	0	0	0	0	0	0						1042	0	2210		
5210																																																																																						293284	20891	20891	11.2598%	16.2434%	15.0864%	272393	1805558	2419154	-46824	-3942			8.2434%			1				196266	2452222								0	0	0		0		113138	15.0864%	1	0	262580	35800	1211	0	-42882	0	-3942	0		0	272393	0	0	272393	0	0	0	0	0	0	0	0	0	20891	0	37010	0			
5461																																																																																						90284	6471	6471	9.9493%	17.4574%	16.2061%	83813	517168	842399	-23352	0			9.4574%			0				77560	842446								0	0	0		0		6300	16.2061%	1	0	60508	0	47	0	-4548	0	0	-18804		0	83813	0	0	83813	0	0	0	0	0	0	0	0	0	6471	0	47	0			
5751																																																																																				310886	0				13.0649%			40508		310052	-7576	0						0	0	0	0	32245	311141	0	0.0000%	41405	0	1278	42683	13.7295%	0	0	0	0	1		9352		1	0	34021	1089	0	0	-7576	0	0	0		0	40508	0	0	40508	0	0	0	0	0	0						1089	0	100		
6039																																																																																				469875	0				9.6926%			44084		454820	-384	0						0	0	0	0	13047	454820	0	0.0000%	44364	0	243	44607	9.4934%	0	0	0	0	1		31037		1	0	43700	0	0	0	-384	0	0	0		0	44084	0	0	44084	0	0	0	0	0	0						0	0	0		
6329																																																																																						185300	18483	18483	9.2116%	12.5816%	11.3267%	166817	1472782	1810936	-17642	0			4.5816%			0				127579	1813698								0	0	0		0		42000	11.3267%	1	0	151937	0	0	2762	-17642	0	0	0		0	166817	0	0	166817	0	0	0	0	0	0	0	0	0	18483	0	2762	0			
7009																																																																																						112286	0	0	19.9226%	31.9069%	31.9069%	112286	351918	563612	-1100	0			23.9069%			0				111234	563612								0	0	0		0		1052	31.9069%	1	0	111186	0	0	0	-1100	0	0	0		0	112286	0	0	112286	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						27824	1129	1129	9.2410%	21.1061%	20.2497%	26695	131829	288876	-12589	0			13.1061%			0				24270	288876								0	0	0		0		2425	20.2497%	1	0	14106	0	0	0	-12589	0	0	0		0	26695	0	0	26695	0	0	0	0	0	0	0	0	0	1129	0	0	0			
7072																																																																																						41705	3116	3116	8.8689%	13.9469%	12.9048%	38589	299028	435104	-3742	0			5.9469%			0				40754	441329								0	0	0		0		4060	12.9048%	1	0	41072	5478	747	0	-3814	0	72	0		0	38589	0	0	38589	0	0	0	0	0	0	0	0	0	3116	0	6225	0			
7456																																																																																						13058	930	930	9.2381%	12.9815%	12.0570%	12128	100589	131282	-1774	0			4.9815%			0				5128	131282								0	0	0		0		7000	12.0570%	1	0	10354	0	0	0	-1774	0	0	0		0	12128	0	0	12128	0	0	0	0	0	0	0	0	0	930	0	0	0			
7634																																																																																				85904	0				12.9042%			11077		85840	-1651	0						0	0	0	0	2817	85840	0	0.0000%	1022	0	0	1022	1.1897%	0	0	0	0	1		8260		1	0	9426	0	0	0	-1651	0	0	0		0	11077	0	0	11077	0	0	0	0	0	0						0	0	1453		
8462																																																																																				197646	0				15.5199%			30340		195491	-7756	0						0	0	0	0	29640	195491	0	0.0000%	2128	0	475	2603	1.3170%	0	0	0	0	1		700		1	0	22584	0	0	0	-7756	0	0	0		0	30340	0	0	30340	0	0	0	0	0	0						0	0	5810		
8631																																																																																				75656	0				9.8239%			7397		75296	-1395	0						0	0	0	0	6097	75296	0	0.0000%	1750	0	210	1960	2.5907%	0	0	0	0	1		1300		1	0	6002	0	0	0	-1395	0	0	0		0	7397	0	0	7397	0	0	0	0	0	0						0	0	0		
9357																																																																																				540159	0				15.2300%			77930		511686	-1888	0						0	0	0	0	52314	542730	0	0.0000%	16257	0	1119	17376	3.2168%	0	0	0	0	1		56660		1	0	107086	28667	2377	0	-1888	0	0	0		0	77930	0	0	77930	0	0	0	0	0	0						31044	0	376861		
9553																																																																																						24863	1202	1202	10.3786%	14.9174%	14.1962%	23661	166671	227978	-5374	0			6.9174%			0				21561	227978								0	0	0		0		2100	14.1962%	1	0	18287	0	0	0	-5374	0	0	0		0	23661	0	0	23661	0	0	0	0	0	0	0	0	0	1202	0	0	0			
9807																																																																																						376523	27994	27994	13.1318%	16.8264%	15.5754%	348529	2237687	2654086	-6454	0			8.8264%			0				216257	2654086								0	0	0		0		132272	15.5754%	1	0	342075	0	0	0	-6454	0	0	0		0	348529	0	0	348529	0	0	0	0	0	0	0	0	0	27994	0	0	0			
9955																																																																																				242096	0				11.7590%			27963		237801	-3691	0						0	0	0	0	24830	237801	0	0.0000%	3278	0	15	3293	1.3602%	0	0	0	0	1		3133		1	0	24272	0	0	0	-3691	0	0	0		0	27963	0	0	27963	0	0	0	0	0	0						0	0	18908		
10250																																																																																						62771	4438	4438	8.4756%	15.1364%	14.0662%	58333	414702	688244	-28716	0			7.1364%			0				19583	688244								0	0	0		0		38750	14.0662%	1	0	29617	0	0	0	-18665	0	0	-10051		0	58333	0	0	58333	0	0	0	0	0	0	0	0	0	4438	0	0	0			
10849																																																																																				281254	0				11.1957%			31688		283038	-5444	0						0	0	0	0	16991	283732	0	0.0000%	23777	0	0	23777	8.4539%	0	0	0	0	1		15391		1	0	26938	694	0	0	-5444	0	0	0		0	31688	0	0	31688	0	0	0	0	0	0						694	0	0		
11145																																																																																						54082	3835	3835	11.3266%	16.9624%	15.7596%	50247	318834	443620	-14150	0			8.9624%			0				24697	444070								0	0	0		0		26000	15.7596%	1	0	36547	450	0	0	-14150	0	0	0		0	50247	0	0	50247	0	0	0	0	0	0	0	0	0	3835	0	450	0			
11640																																																																																				385159	0				12.3380%			48032		389302	-12112	0						0	0	0	0	3987	389302	0	0.0000%	77249	0	202	77451	20.1088%	0	0	0	0	1		44045		1	0	35920	0	0	0	-12112	0	0	0		0	48032	0	0	48032	0	0	0	0	0	0						0	0	0		
11837																																																																																						17174	1012	1012	9.8154%	19.7793%	18.6138%	16162	86828	164660	-5498	0			11.7793%			0				4162	164660								0	0	0		0		12000	18.6138%	1	0	10664	0	0	0	-5498	0	0	0		0	16162	0	0	16162	0	0	0	0	0	0	0	0	0	1012	0	0	0			
12030																																																																																						101731	5242	5242	16.2005%	24.6336%	23.3643%	96489	412977	595593	-657	0			16.6336%			0				95889	595593								0	0	0		0		600	23.3643%	1	0	95832	0	0	0	-657	0	0	0		0	96489	0	0	96489	0	0	0	0	0	0	0	0	0	5242	0	0	0			
12142																																																																																				324738	0				10.7007%			34137		319017	-16541	0						0	0	0	0	9938	319017	0	0.0000%	3633	0	323	3956	1.2182%	0	0	0	0	1		24200		1	0	17597	0	0	0	-9465	0	-767	-6308		0	34137	0	0	34137	0	0	0	0	0	0						0	0	24020		
12311			17908373	1746332	2231175	8.3385%	12.8551%	11.2535%	15677198	139309856	188010688	-2858821	0			4.8551%						3315043	193385703								0	0	0		16523024	10.3819%	0	16979246	5221830	117721	35465	-2759069	148839	-192808	-55783		0	14463051	0	0	14463051	780000	0	434147	1214147	0	1214147	484843	0	0	2231175	0	5375015	0																																						2																	0				1																															
12647																																																																																				211509	0				9.9758%			21270		213215	0	0						0	0	0	0	4154	213405	0	0.0000%	22649	0	100	22749	10.7556%	0	0	0	0	1		17306		1	0	21460	0	190	0	0	0	0	0		0	21270	0	0	21270	0	0	0	0	0	0						190	0	0		
12946																																																																																						278382	29459	29459	8.5909%	11.8200%	10.5692%	248923	2355177	2897533	-70805	0			3.8200%			0				186906	2930700								0	0	0		0		95184	10.5692%	1	0	211285	24548	8619	0	-70805	0	0	0		0	248923	0	0	248923	0	0	0	0	0	0	0	0	0	29459	0	33167	0			
13103																																																																																						449441	21914	21914	13.7935%	19.5727%	18.6184%	427527	2296260	3099482	-36777	-13545			11.5727%			0				411077	3104006								0	0	0		0		34519	18.6184%	1	0	408819	14250	3819	0	-50322	0	13545	0		0	427527	0	0	427527	0	0	0	0	0	0	0	0	0	21914	0	18069	0			
13251																																																																																						8438	664	664	12.4255%	15.9007%	14.6494%	7774	53067	62565	-271	0			7.9007%			0				3774	62565								0	0	0		0		4000	14.6494%	1	0	7503	0	0	0	-271	0	0	0		0	7774	0	0	7774	0	0	0	0	0	0	0	0	0	664	0	0	0			
13457																																																																																				47958	0				32.6691%			13738		42052	-17	0						0	0	0	0	-120	42694	0	0.0000%	11399	0	0	11399	23.7687%	0	0	0	0	1		14500		1	0	14363	0	642	0	-17	0	0	0		0	13738	0	0	13738	0	0	0	0	0	0						642	0	0		
14155																																																																																				373911	0				10.8480%			40060		369283	-954	0						0	0	0	0	39724	369283	0	0.0000%	2765	0	824	3589	0.9599%	0	0	0	0	1		336		1	0	39106	0	0	0	-954	0	0	0		0	40060	0	0	40060	0	0	0	0	0	0						0	0	18625		
14650																																																																																				93973	0				11.0126%			9175		83314	0	0						0	0	0	0	5835	83314	0	0.0000%	9140	0	0	9140	9.7262%	0	0	0	0	1		3340		1	0	9175	0	0	0	0	0	0	0		0	9175	0	0	9175	0	0	0	0	0	0						0	0	0		
14753																																																																																				57523	0				10.0624%			5937		59002	-755	0						0	0	0	0	4360	59002	0	0.0000%	8448	0	0	8448	14.6863%	0	0	0	0	1		1577		1	0	5182	0	0	0	-755	0	0	0		0	5937	0	0	5937	0	0	0	0	0	0						0	0	0		
14865																																																																																				850416	0				9.8689%			83261		843667	-6228	0						0	500	0	0	67634	844679	0	0.0000%	202568	0	4028	206596	24.2935%	0	0	0	0	1		16639		1	0	78045	0	787	225	-6228	0	0	0		0	83261	0	0	83261	0	0	0	0	0	0						1012	0	0		
14977																																																																																				57497	0				19.3153%			11154		57747	-5	0						0	0	0	0	11153	57747	0	0.0000%	9046	0	0	9046	15.7330%	0	0	0	0	1		0		1	0	11148	0	0	0	-6	0	0	0		0	11154	0	0	11154	0	0	0	0	0	0						0	0	0		
16551																																																																																				442896	0				9.4646%			41703		440623	-6333	0						0	0	0	0	24136	443056	0	0.0000%	32482	0	43	32525	7.3437%	0	0	0	0	1		20000		1	0	37803	2433	0	0	-6333	0	0	0		0	41703	0	0	41703	0	0	0	0	0	0						2433	0	0		
17110																																																																																				168541	0				19.5055%			33210		170260	0	0						0	0	0	0	25924	170260	0	0.0000%	0	0	2318	2318	1.3753%	0	0	0	0	1		7286		0	0	33210	0	0	0					0	0	33210	0	0	33210	0	0	0	0	0	0						0	0	118509		
17147																																																																																						1909328	185810	185810	9.7425%	12.8724%	11.6197%	1723518	14832683	17690630	-196163	0			4.8724%			0				762263	18420259								0	0	0		0		1690884	11.6197%	1	0	2256984	709869	19417	343	-195714	0	-449	0		0	1723518	0	0	1723518	0	0	0	0	0	0	0	0	0	185810	0	729629	0			
