"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
5210		25667	85969																																	85388	0	35858								
5461		0	3575																																	14682	0	15768								
5751		487	2475																																	15115	0	21709								
6039	0	7298	25597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8476	0	1455								
6329	0	45312	70721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																22795	0	20304								
7009		0	0																																	0	0	0								
7045	0	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1230	0	5059								
7072		1859	911																																	6374	0	5898								
7456		673	105																																	5204	0	28139								
7634		1022	0																																	159	0	1294								
8462		599	1529																																	1974	0	3836								
8631		769	661																																	208	0	112								
9357		0	7482																																	153806	222609	6244								
9553		391	0																																	1124	0	38466								
9807	0	50924	314072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18982	0	5557	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955		0	1995																																	6366	0	12441								
10250		1070	20604																																	36529	0	9073								
10849		4032	5947																																	4155	0	9295								
11145	0	2317	13475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8221	0	65								
11640		4653	5786																																	5232	0	61578								
11837		2021	4374																																	121	0	1940								
12030		1175	20334																																	7872	0	14518								
12142		1198	2435																																	11310	0	10815								
12311																																														
12647		415	164																																	4005	0	14991								
12946		98949	183221																																	122201	0	73050								
13103	0	12484	77078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17047	0	67576								
13251		0	0																																	1107	0	988								
13457		3267	1075																																	739	0	5973								
14155		13040	5000																																	4372	0	13365								
14650		1200	4033																																	1482	0	1894								
14753		0	10																																	186	0	8052								
14865		3090	18087																																	62249	0	111054								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																64	0	8982								
16551		1582	4651																																	10960	0	658								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7683	0	113144								
17147	0	124818	468511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3183432	0	323404								
17259		21	969																																	317	0	474								
17950		1267	8671																																	12396	0	27671								
17978		10844	8																																	0	0	55				Commit's to Originate Single Family Mortgages	Commit's to Originate Non-Residential Mortgages			
18050		3390	28624																																	6224	0	5385								
18827		22178	197933																																	91824	9966	22763								
18836		4163	3449																																	703	0	6786								
18854	400	34180	95718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																157491	0	15879								
19356		824	7205																																	4510	0	857								
19936		1091	10896																																	11824	0	9366								
19972		2630	0																																	0	0	0								
20053		1110	0																																	8362	0	7992								
20633		80	3092																																	1081	0	1744								
20857		1024	12318																																	25173	0	119954								
21256		0	0																																	19	0	18								
21359		35	17																																	897	0	1501								
21658	0	1635	6095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5213	0	6559								
22048		919	12418																																	4996	0	9459								
22543		6057	6796																																	23598	0	2162								
22552		74	1017																																	7626	0	9517								
22730		929	2062																																	1983	0	2865								
23456		5998	2971																																	4438	0	7677								
23504	1507159	3031	250857	0	0	93726	0	0	0	0	0	0	83498	10228	0	0	0	0	0	0	133558	0	132900	0	0	0	0	0	0	0	132900	0				835260	133805	3896								
23643		1649	5497																																	5185	0	869								
23755		5285	7929																																	7598	0	595								
24006		27	36485																																	66570	0	6439								
24378		1071	1131																																	14	0	27								
24659		0	153																																	900	0	3951								
24949		1400	22478																																	14896	0	8440								
25357		5832	22487																																	10897	0	30903								
25647	0	2729	16723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3931	0	1437								
26765		39086	375247																																	372431	0	52031								
27070		835	21187																																	20419	0	21258								
27614		572	2586																																	6712	0	8272								
27847		6031	25413																																	6738	0	767								
28013	0	1549	45059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																107515	0	1404								
28152	0	103	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14282	0	9708								
28675	0	3630	4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9026	0	5230								
28732		4790	2712																																	3929	0	2503								
29476		232	4043																																	8148	0	0								
29636		16506	82488																																	12349	0	1394								
29878	0	1369	52814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2981								
30052		1338	246																																	176	0	0								
30502		3226	7799																																	15239	0	33846								
30810																																														
31134	0	2886	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1113	0	10396								
31255	174567	19893	37269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34965	7118	4037								
31657		1358	0																																	2393	0	904								
31826	0	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																759	0	54899								
31835		0	967																																	2900	0	7250								
32234		0	385																																	12913	0	7545								
32766		8632	1430																																	12783	0	1607								
32971		15572	9078																																	4536	0	3218								
33147		2546	11339																																	13045	0	33140								
33259		17962	72381																																	54611	0	20204								
33370		196	650																																	0	0	0								
33839		0	0																																	600	0	1509								
33857	0	31770	40324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																75590	0	96953								
34434		7103	16762																																	2554	0	5331								
34537	0	564343	104409	0	0	0	0	9432	0	0	0	0	0	0	0	0	0	0	9432	0	32957	2259	0	0	0	0	0	0	0	0	0	0				588430	0	626792								
34555	0	3794	17039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4413	0	6884								
34742		62225	20989																																	12969	0	11932								
35057	6200	1857	2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2374	0	14203								
35301																																														
35646		641	0																																	4868	0	16								
35879		8346	506																																	0	0	4217								
36456		31	0																																	1082	0	8677								
36933		19390	11373																																	1458	0	3249								
37051		187	41																																	2276	0	8630								
37341		0	0																																	1081	0	2182								
37435		39869	86843																																	12727	0	7665								
37640	0	25600	161128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																367695	0	286609								
37659	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1403	0	600								
37949		0	0																																	0	0	27448								
38740		2255	9590																																	4052	0	1999								
39327		9286	30117																																	22060	0	21366								
39756	2000	12877	5123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																106122	0	45252								
40033		0	23																																	10	0	176								
40499	203050	9848	283842	0	0	116172	86794	0	0	65743	50429	0	0	0	0	30028	56766	0	0	0																196886	0	52918								
40855		814	1066																																	850	0	3616								
41553		0	82																																	259	0	1394								
41629		514	7597																																	2883	14295	1834								
41825	0	22137	17972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																135805	0	2114								
42037		10	292																																	1555	0	891								
42354		7588	5552																																	7328	0	2480								
42372		20621	922																																	690	0	5863								
42420	514400	49180	429546	0	0	180388	0	152857	0	0	0	22148	132029	26211	0	0	0	0	58897	93960	1717	47581	0	0	0	0	0	0	0	956268	0	956268				833152	0	124674								
42448		63576	66302																																	43872	0	106342				POTENTIAL RECOURSE ON SOLD LOANS				
42457		1	1607																																	1182	0	11204								
43052		243	0																																	25030	0	1358								
43351		9946	11908																																	17808	0	14150			0					
43856		18	0																																	1508	0	51								
43959		3424	7402																																	5335	0	2035								
44040		812	374																																	7728	0	28085								
44433	0	21977	5631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2545	0	15								
44741		17089	33483																																	5395	0	4306								
44750		5674	3614																																	1828	0	3								
44929	0	0	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4278	0	754								
45038	0	3378	3467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14744	0	9297								
45056		9	82																																	4563	0	9572								
45430		6669	505																																	803	0	409								
45458		4591	3025																																	8902	0	13026								
45551		0	31234																																	0	0	266345								
45560	0	57738	259062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																137665	0	52049								
45775		106	0																																	924	0	7688								
46053		347	0																																	5090	0	15039								
46941		1152	10256																																	389	0	8286								
47247	0	91296	7467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29245	0	5046								
47500		2906	5908																																	9634	0	6558								
48057		0	470																																	2177	0	8540								
48150		55	69																																	304	0	3006								
48374		5028	140598																																	36891	0	69752								
48440		1969	0																																	8919	0	6561				FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054		1102	6143																																	7827	0	5693								
49148		0	497																																	2507	0	1534								
49241		10053	81635																																	105817	0	76202								
49652		0	531																																	2732	0	6722								
49858		25240	826																																	2898	0	13								
49951		771	601																																	6086	0	2754	Federal Home Loan Bank							
50144		279	0																																	3483	0	24								
50461	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10163	0	192								
51253	0	3160	5856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3208	0	3220								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	763								
51459		161	1958																																	8765	0	30668								
51842	0	12050	53134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																28974	0	26174								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
52951		632	3012																																	10181	0	4600								
53051		0	445																																	1113	0	1321								
54058	0	15402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	34786								
54656	0	1453	7965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																23249	0	18855								
54973	0	53756	152958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																352507	0	94523								
55336		5703	18454																																	9861	0	905								
55635		3974	1353																																	234	0	296								
55653		1026	5482																																	8316	0	351								
55970		18569	18821																																	2852	0	1443								
56258		151	4935																																	20687	0	11281								
56351	0	69327	86443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																140675	5000	88721								
56548		19	2816																																	1045	0	5580								
56717		2268	39648																																	24180	0	8613								
57040	0	0	3733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	13176								
57451		2747	15730																																	46308	0	5354								
58225		681	7949																																	7757	0	1773								
58243	0	63094	405555	0	0	1419	0	0	1419	0	0	0	0	0	0	0	0	0	0	0																690762	20046	302280								
58355		1057	0																																	3447	0	1316								
58551		0	0																																	2064	0	14695								
58636		9734	15214																																	7007	0	6772								
58757		6582	11685																																	22807	0	25798								
58971	0	175307	461043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	69	0	0	0	0	0	0	0	0	0	0				1318925	28	466109								
59316		11285	71138																																	83173	0	11864								
59352		4374	22009																																	6105	0	11339								
59370		1346	1525																																	6038	0	3833								
59754		4294	364																																	3246	0	96								
60143																																														
60330	0	11589	17882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																39362	0	18676								
60545		476	0																																	9610	0	22300								
60554		0	44																																	2541	0	7772								
60648		1174	4365																																	5201	0	9066								
61122	2500	15527	29679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																120129	0	4232								
61355		10676	31183																																	88327	0	20035								
61476		5582	15892																																	5172	0	51682								
61757	0	972	11025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																21732	0	3033								
61832		1339	10633																																	10923	0	3070								
61953		2316	723																																	1263	0	2031								
62044		5688	19841																																	11052	0	7772								
62110		0	0																																	0	0	0								
62147		879	4476																																	432	0	2283								
63050		6195	8520																																	4123	0	2084								
63069																																														
63201		2395	1394																																	7981	0	1541								
63573		58275	31785																																	8031	0	19								
63733	0	25500	43850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19174	0	73562								
64150		3303	102																																	8356	0	10773								
64552	46075	4243	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5471	0	4662								
64730		4170	24694																																	805	0	1678								
65205		3113	41170																																	4873	0	2863								
65559	0	10656	9870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40390	0	41024								
65858		178562	129902																																	144750	0	96893	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154		6589	7183																																	26807	0	5154								
66275		3317	10617																																	29585	0	40969								
67142		4066	1173																																	3106	0	1866								
67151		45934	44365																																	56590	0	6484								
67209		75012	113680																																	52217	0	11787								
67254		0	0																																	0	0	0								
67656	0	7687	38706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17257	0	23499								
67870		5037	22173																																	12756	0	1465								
68671		884	0																																	0	0	0								
68756	0	22560	31548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																110017	0	38415								
68831		2551	3648																																	1992	0	3984								
69333	0	25664	50245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																108437	2809	6352								
69678		1739	13307																																	52638	0	28598								
70218	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																558	0	33								
70414		1887	4041																																	25532	0	13212								
70638		1758	1081																																	3071	0	25343								
70955		0	0																																	0	0	1013								
71073		7351	1204																																	1527	0	21727								
71457		0	22913																																	19652	0	88817								
71859		0	0																																	482	0	75								
72258		403	1012																																	11419	0	11973								
72351		11	0																																	1008	0	1290								
72454		477	1826																																	6239	0	5076								
72678		827	13041																																	230	0	1540								
73116		22090	47842																																	21412	0	533								
73152		0	535																																	598	0	4300								
73554		806	2920																																	11654	0	37333								
73956		0	87																																	1283	0	1894								
74056		0	54062																																	1461	0	38504								
74140	0	3550	37172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																147930	5000	58835								
74403	54950	17500	35279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																80478	0	15683								
74449		62	0																																	31	0	265								
75259		7024	23794																																	102989	0	49268								
75446		2212	2151																																	10044	0	19183								
75455		0	0																																	7	0	703								
75633																																														
75651		0	0																																	807	0	4108								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																569	0	10229								
76443		4215	1029																																	473	0	1649								
76854		5677	17467																																	41700	0	5232								
77150	0	751	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4653	0	6580								
77253		5161	4071																																	8271	0	17888								
77422		922	3672																																	0	7000	7257								
77851	0	23211	252856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																364729	8250	186509								
78157		121	750																																	36	0	1								
78241		1936	19																																	1593	0	7375								
78559		71	626																																	829	0	2699								
79042	0	16871	17073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1715	0	13								
79127		598	117																																	523	0	53								
79145		3340	15839																																	787	0	2920								
79257		0	0																																	1437	0	728								
79855		2461	9479																																	3454	0	6431								
80150		0	0																																	0	0	1719								
80374		1542	0																																	1135	0	1218								
80431		959	214																																	904	0	416								
81175		3982	9483																																	19190	0	34912								
82033		2240	1831																																	3718	0	6754								
82257		0	0																																	3119	0	3930								
82350		129	0																																	431	0	1130								
83151		2947	6823																																	26453	0	10309								
83375		9805	44625																																	201796	0	97658								
83638																																														
83834		3081	10762																																	6837	0	11285								
83852		0	0																																	1142	0	5966								
83955		951	4297																																	7942	0	4844								
84046		0	398																																	552	0	693								
84541		57596	69427																																	62148	0	101524								
85052		159	6487																																	6416	0	223								
85472	1450000	109132	353699	0	0	35000	0	40237	0	0	0	35000	0	0	0	0	0	0	33953	6284	107163	397	0	0	0	0	0	0	0	0	0	0				709592	0	91290								
85931		2278	1652																																	3479	0	2789								
86349		4882	2960																																	2761	0	6873								
86675		21043	12319																																	211	0	136								
87047		2178	1733																																	533	0	60								
87234		38646	29670																																	29219	0	53								
87476		0	485																																	0	0	0								
87579	0	28693	14774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1285	0	8878								
88231		81934	51740																																	17075	0	138								
88259	3000	249	37																																	1472	0	7753								
88352	0	727	1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4559	0	5644								
88455		12573	11291																																	38577	0	172524								
89032		2674	4370																																	2819	0	3357								
89135		2343	6																																	5671	0	0								
89854		2130	2849																																	5703	0	17924								
89957		4083	7225																																	4205	0	441								
90047		104	0																																	119	0	2207								
90177		0	0																																	0	0	5379								
90328		27347	60436																																	10870	0	23394								
90337	25000	9695	32203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																53118	0	10815								
90579		2018	17215																																	6695	0	0								
91615		0	0																																	0	0	14205								
91754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																24598	0	20896								
91950		0	0																																	0	0	7636								
92144		0	0																																	0	0	5538								
92676	0	4792	33858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																76667	0	20536								
92706		2474	308																																	3051	0	1221								
92902		0	0																																	0	0	0								
93244		3515	9452																																	14578	0	12097								
93543		4876	15031																																	22990	0	22633								
93619																																														
94139		16947	6455																																	23828	0	11542	FHLB FLUCTUATING BALANCE LETTER OF CREDIT							
94522		31008	33415																																	27532	0	9522								
94755		1501	1209																																	3455	0	10190								
94858		2767	116																																	2502	0	5725								
95051	2750	1421	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3295	0	4344								
95677		0	0																																	1325	0	220								
96553		206	1504																																	3107	0	14973								
97055		1	70																																	8592	0	42017								
97279		1534	710																																	2198	0	2550								
97457		2153	2035																																	1587	0	9934								
97804		741	112398																																	110485	0	8792								
97943		2751	1023																																	21647	0	19532								
98351		5373	4661																																	525	0	817								
98463		3416	5547																																	47709	0	33192								
98717	0	0	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143		1656	2719																																	7250	0	36978								
99376	24814	0	641059	0	0	33276	0	0	0	0	0	0	0	33276	0	0	0	0	0	0																203279	186286	14				Commitments to purchase loans	Recourse on loans			
99442		2735	10417																																	15257	0	47425								
99536		23950	68072																																	23124	0	1194								
99853		425	0																																	0	0	643								
100236		12553	13686																																	9413	0	9358								
100357		36687	27189																																	22282	0	83952								
100562	0	69666	570033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																609104	0	336978								
100777		12026	1283																																	12714	0	6460								
100843		3242	9429																																	9373	0	32467								
101037		26488	24947																																	19097	0	45009								
101439		3041	6869																																	762	0	7792								
101671	0	450	16614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																46697	0	10809								
101738		2481	509																																	11784	0	3781								
101952		2011	0																																	6061	0	1437								
102333		1364	711																																	86	0	0	LETTER OF CREDIT							
102342		7199	0																																	11207	0	28684								
102557		2176	458																																	9603	0	0								
102874	0	5447	2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2698	0	1215								
103134		2063	3287																																	1715	0	6858								
104234		621	1122																																	0	0	483								
104542		0	0																																	0	0	0								
104971		0	600																																	0	0	0								
105026		11368	2239																																	26455	0	3524								
105473		70589	69998																																	102591	0	89370								
105530		4252	0																																	868	0	3230								
106359	0	57436	143403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																112023	0	19187								
106452		15924	48709																																	43038	0	13237								
106676		522	1075																																	0	0	0								
107244	3498755	3686399	13136557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0				1382598	1404041	135665								
107570		2302	5981																																	35395	0	755								
107758		58	173																																	631	0	4606								
108072		459	0																																	5464	0	693								
108269		683	0																																	3	0	154								
108652		199	205																																	34	0	1								
108746		0	0																																	1	0	4768								
108951		2167	5268																																	60777	0	30850								
109136		34410	28659																																	2813	0	2521								
109154		5678	1535																																	2105	0	0								
109453		3675	2057																																	8849	0	17794								
109574		38364	8439																																	28314	0	8430								
109659		2348	13174																																	9649	0	7882								
110413	0	0	45965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66575	0	12520								
110936		0	28217																																	13436	0	25613								
110945		2237	5454																																	9847	0	14595								
110972		1675	3530																																	1755	0	1044								
111157	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5179	0	24711								
111205		17950	11942																																	16857	0	17524								
111942		11818	21463																																	42235	0	14438								
111979		3480	4987																																	14315	0	17119								
112163	0	60575	45764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																134345	0	50423								
112332		1881	1045																																	207	0	1376								
112510		645	632																																	1017	0	1710								
112556		0	0																																	302	0	3789								
112837																																														
113003	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2617								
113030		2318	1647																																	566	0	2848								
113441		2147	42110																																	36694	0	32236								
113601		83759	353647																																	671	0	30								
113740	0	2121	66719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																104576	0	9739								
114149		0	4892																																	14020	0	4366								
114260	0	22818	249485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																169791	0	16702								
114457		1070	5872																																	11354	0	13093								
114774		6423	0																																	0	0	3505								
114840		5857	19086																																	21671	0	7168								
114859		18	644																																	2147	0	2713								
115146		695	1203																																	4826	0	15769								
115575		28322	15522																																	26634	0	8358								
116358		192	1608																																	2210	0	348								
116554		0	0																																	0	0	0								
116741		0	0																																	2235	0	5782								
117038	7500	5202	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10371	0	13013								
117074		0	2036																																	0	0	0								
117458		314	37429																																	16003	0	84614								
117775	0	656	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																52959	0	290								
118156		1749	61238																																	83968	0	32419								
118660		0	0																																	3845	0	0								
118736		416	661																																	2276	0	7351								
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																26117	0	1904								
119779	0	12359	20489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																65924	0	4702								
119872		4440	40499																																	8835	0	2947								
120476		0	0																																	0	0	0								
120542		4609	13854																																	15578	0	236								
120609		28034	87328																																	104205	0	13820								
120953		0	0																																	5719	0	20028								
121642	461000	138451	374717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																262065	0	306802								
121651		0	66																																	444	0	151								
121914		915	16127																																	1909	0	4491								
122153		206	0																																	783	0	0								
122546		58	327																																	491	0	471								
122854	1564850	457185	1097913	0	0	1481	8734	0	0	1481	0	0	0	0	8734	0	0	0	0	0	10506	44	0	0	0	0	0	0	0	0	0	0				1153467	69028	228060								
123075		26	0																																	0	0	329								
123374		552	941																																	0	0	1231								
124344		5742	29368																																	13239	0	5009								
124830		1209	1494																																	132	0	19765								
125154	0	0	6268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	15147								
125855		9274	39643																																	88721	0	64418								
125873		982	263																																	2499	0	463								
126012		506	16311																																	24566	0	7205								
126049		3167	919																																	757	0	6209								
126375		0	0																																	0	0	0								
126553	0	8172	7767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19170	0	3274								
126834		16819	3315																																	12549	0	28833								
127055		0	1008																																	3194	0	61								
127224		376	3507																																	2995	0	3543								
128258		0	0																																	291	0	3907								
128904	0	22679	934367	0	0	209887	122301	0	0	0	0	49443	99977	60467	0	0	0	0	84566	37735	17002	4184	10810	0	0	0	0	0	0	0	10810	0				2081517	362821	545256								
129349		795	0																																	17682	0	1679								
129358		9688	5996																																	1662	0	1381								
129732	0	1101	536868	0	0	1181	2364	0	0	0	0	1181	0	0	0	0	0	0	2364	0																1225714	0	359944								
