"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								115	0	0	0							0	0		0		0			0					0																																																																		
1856																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
2161																																																																																																																																																								0	0	0	0							0	2156		303		0			0					0																																																																		
2732																																																																																																																																																								0	36000	0	0							6321	0		2017		0			0					0																																																																		
2750																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
3252																																																																																																																																																								0	82957	0	0							0	0		10		444			0					0																																																																		
3458																																																																																																																																																								0	1500	0	0							0	0		0		0			0					0																																																																		
3720																																																																																																																																																								0	5000	0	0							6318	0		193		0			0					0																																																																		
3971																																																																																																																																																								0	0	0	0							47925	0		867		0			0					0																																																																		
4156																																																																																																																																																								0	212	0	0							4856	0		300		0			0					0																																																																		
4231																																																																																																																																																								0	0	0	0							382	0		0		0			0					0																																																																		
5069																																																																																																																																																								0	0	0	0							48	0		50		0			0					0																																																																		
5135																																																																																																																																																								0	0	0	0							0	2210		2152		0			0					0																																																																		
5210																																																																																																																																																								0	0	0	0							158359	0		0		17886			0					0																																																																		
5461																																																																																																																																																								0	30000	0	0							11885	0		869		0			0					2250																																																																		
5751																																																																																																																																																								0	0	0	0							1719	0		1278		0			0					0																																																																		
6039																																																																																																																																																								173	0	0	0	0	0	0	0	0	0	1538	0	0	0		70		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	11254	0	0	1581	0	16995	0	0	0	0	0	0	0	0	0	0	0	0	8041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													6000																				0																	
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	550	2541	0	0		127		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	13000	0	0							11739	0		0		260			0					0																																																																		
7456																																																																																																																																																								0	0	0	0							0	0		0		220			0					0																																																																		
7634																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
8462																																																																																																																																																								0	0	0	0							0	0		231		244			0					0																																																																		
8631																																																																																																																																																								0	0	0	0							0	0		210		0			0					0																																																																		
9357																																																																																																																																																								0	0	0	0							2531	446		1120		390			0					0																																																																		
9553																																																																																																																																																								0	0	0	0							0	0		128		0			0					0																																																																		
9807																																																																																																																																																								0	135000	0	0	0	0	0	135000	0	0	69531	0	0	4387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0							1385	0		0		15			0					0																																																																		
10250																																																																																																																																																								0	0	0	0							18154	0		0		828			0					0																																																																		
10849																																																																																																																																																								0	0	0	0							348	0		0		0			0					0																																																																		
11145																																																																																																																																																								0	0	0	0	0	0	50000	0	0	0	10946	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	0	0	0	50000	0	0	0	0			0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0							0	0		202		0			0					0																																																																		
11837																																																																																																																																																								0	0	0	0							3091	324		22		0			0					0																																																																		
12030																																																																																																																																																								0	0	0	0							0	2989		1927		0			0					0																																																																		
12142																																																																																																																																																								323	0	0	0							1895	0		0		0			0					0																																																																		
12311	7350	0	0	0	0	0	74959505	0	0	0	14533118	4792385	0	708006	39825	75438	7342	0	0	0	0	0	0	301008	702500	0	0	14651	838552	4614052	0	0	0	0	0	0	0	0	0	0	8165788	127808	0	5674	7604698	127808	0	5674	725886	582292	0	608291	42958157	229949	725886	0	943987	47263	0	47433	907400	34242	0	45936	846733	0	0	0	614558	1555	2171	0	70741	49312886	4639719	11648925	0	52	2204	646			0	346284	0	0	0	0	1601275	2309682	0	341230	2237667	0	0	1601275	2655966	0	0	0	0	225766	1260259	115250	0	0	0	240640	1473613	941713	541392	0	0	74915	732754	0	0	2880	0	0	0	0	46962	0	0	0	2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782620	0	0	2880			27935793	680081	3863321																																																																																										
12647																																																																																																																																																								0	0	0	0							2088	986		50		50			0					0																																																																		
12946																																																																																																																																																								0	510210	0	0							0	20664		2708		0			0					0																													0																				0																	
13103																																																																																																																																																								0	0	0	0	0	0	222011	0	0	0	70931	0	0	1873	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222011	0	0	0	0	0	0	0	0	0	0	0	11601	0	0	0	11601	0	0	0	0	0	222011	0	0	0	0			0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0							95	0		0		0			0					0																													0																				991																	
13457																																																																																																																																																								0	0	0	0							345	0		0		0			0					0																																																																		
14155																																																																																																																																																								0	0	0	0							5360	0		737		0			0					0																																																																		
14650																																																																																																																																																								0	0	0	0							531	0		0		0			0					0																																																																		
14753																																																																																																																																																								0	0	0	0							200	0		0		0			0					0																																																																		
14865																																																																																																																																																								0	26500	0	0							578	7510		4028		0			0					0																																																																		
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	0	0	0							12765	1866		0		43			0					0																													10203																				0																	
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		2318		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
17147																																																																																																																																																								42	0	0	0	0	0	2698803	0	0	0	892912	0	0	32984	0	39930	1342	0	0	0	0	0	0	0	0	0	0	0	58624	0	0	0	0	0	0	0	0	0	0	0	45172	0	0	0	0	0	0	0	0	0	0	0	2802599	0	0	0	0	0	0	0	0	0	0	0	89743	0	0	0	89437	0	0	0	0	0	1349402	0	0	0	0			0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0							0	0		80		0			0					17																																																																		
17950																																																																																																																																																								0	0	0	0							6637	0		0		2813			0					0																																																																		
17978																																																																																																																																																								0	0	0	0							1621	0		0		0			2929					0																																																																		
18050																																																																																																																																																								0	0	0	0							1169	0		103		1105			0					0																																																																		
18827																																																																																																																																																								0	161246	0	0							92222	0		795		4558			0					0																													349327																				0																	
18836																																																																																																																																																								0	0	0	0							10230	0		0		74			0					0																																																																		
