"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	
1669																																																																																																																																																	0	0	58666	47545	43717	0	0	2000	1923	0	0	0	0	21608	20436	76199	68753		21608	20436	0	0	0	0	14187	4476	9710	28355	22526	6046	0	0	0	0	0	4354	11965	2929	0																									0	0	0	0									0	0	0	0	0	0	1428	1418	0	0	0	0	0	0	0	0						
1856																																																																																																																																																	0	0	5415	0	0	1000	802	2000	1975	0	0	0	0	1000	802	7912	7753		0	0	0	0	0	0	0	5059	1000	0	0	161	0	0	0	0	0	0	0	232	2300																									0	3084	0	3061									0	0	0	0	0	0	2629	2533	0	0	0	0	0	0	0	0						
2161																																																																																																																																																	0	0	46213	0	0	0	0	8119	6707	0	0	0	0	0	0	111446	96603		0	0	40826	34137	0	0	1317	0	0	5786	1098	17561	16399	8896	0	0	0	4785	8134	11769	22174																									0	0	0	0									0	0	0	0	0	0	6504	4880	0	0	0	0	0	0	17222	16326						
2732																																																																																																																																																	0	0	17268	8982	8968	0	0	0	0	0	0	300	300	0	0	35870	34821		0	0	20442	19742	0	0	19465	3990	15475	13934	1422	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
2750																																																																																																																																																	0	0	10912	499	495	0	0	0	0	0	0	0	0	0	0	16365	15296		0	0	8654	8175	500	485	564	531	69	5805	3101	5032	594	48	80	0	0	0	36	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3252																																																																																																																																																	0	0	175879	78120	77755	0	0	0	0	0	0	0	0	0	0	209708	206078		0	0	48811	47579	0	0	51277	27212	31193	53174	7212	26783	5186	390	109	1671	750	938	48	29269	22144																									0	0	0	0									0	0	0	0	0	0	35282	34502	0	0	0	0	0	0	27	23						
3458																																																																																																																																																	0	0	8727	345	329	0	0	1203	1143	0	0	0	0	798	773	19541	17293		798	773	9127	7999	0	0	221	0	221	2709	2178	6589	0	0	0	0	0	1136	3758	18	1481																									0	0	0	0									0	0	0	0	0	0	1687	1499	0	0	0	0	0	0	0	0						
3720																																																																																																																																																	0	0	54331	19622	19002	0	0	0	0	0	0	0	0	40027	35262	103225	93288		32276	28319	3144	3175	4500	4215	13645	0	13645	13038	11228	32952	4812	0	0	167	2716	19987	34770	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3971																																																																																																																																																	0	0	150358	59537	56717	0	0	45717	40479	0	0	0	0	0	0	209988	190018		0	0	11607	10000	7000	6482	7164	922	8358	61448	32921	55203	8264	0	0	211	0	6802	7145	335	8409																									0	0	0	0									0	0	0	0	0	0	9758	8743	0	0	0	0	0	0	0	0						
4156																																																																																																																																																	0	0	24395	5251	5042	0	0	0	0	0	0	0	0	0	0	60372	54733		0	0	39493	35860	1000	849	6936	1497	5365	12014	11793	16253	932	0	0	0	0	2739	1794	1130	1213																									0	0	0	0									0	0	0	0	0	0	2670	2343	0	0	0	0	0	0	0	0						
4231																																																																																																																																																	0	0	45455	10386	10270	1000	848	0	0	0	0	0	0	1000	848	74242	68375		0	0	25120	22046	2000	1928	8368	4461	3907	2881	5175	18300	3376	0	0	0	0	6772	24493	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5069																																																																																																																																																	0	0	0	0	0	0	0	5783	5886	0	0	3000	2999	0	0	10313	10656		0	0	1530	1771	0	0	4485	4422	1487	1004	0	3743	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5135																																																																																																																																																	0	0	92918	72664	72594	0	0	0	0	0	0	0	0	0	0	97871	97074		0	0	2098	2047	0	0	76467	72594	3873	9190	9950	1467	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5210																																																																																																																																																	0	0	186061	0	0	0	0	18109	15553	0	0	0	0	64594	58084	478106	425114		62310	55923	0	0	0	0	15265	0	15265	40435	88711	109315	41042	0	0	200	3847	75140	75677	570	39506																									0	0	0	0									0	0	0	0	0	0	43892	39506	0	0	0	0	0	0	0	0						
5461																																																																																																																																																	3881	3718	90911	988	990	0	0	0	0	0	0	0	0	234850	217456	77454	72741		94353	91153	4454	4303	2000	1921	15456	2749	15456	39846	21991	52510	60584	0	0	92	0	51718	53170	0	9474																									0	0	0	0									0	0	0	0	8797	7816	734	678	0	0	0	0	0	0	0	0						
5751																																																																																																																																																	0	0	48177	1938	1771	6250	4835	0	0	0	0	0	0	6250	4835	120427	112504		0	0	38738	31300	0	0	0	31933	0	4500	1771	30461	3832	13496	0	0	0	0	6	13789	18966																									0	22343	0	22359									0	0	0	0	0	0	18717	18509	0	0	0	0	0	0	8846	8868						
6039																																																																																																																																																	0	0	33470	23740	23529	0	0	0	0	0	0	0	0	0	0	35479	34995		0	0	1522	1446	500	450	18138	3973	14164	10176	3325	2927	215	0	0	0	0	0	0	0	214																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	214	0	0	0	0	0	0	0	0						
6329																																																																																																																																																	0	0	127981	0	0	0	0	0	0	0	0	0	0	0	0	201935	178550		0	0	14105	12480	31000	29149	7818	0	7818	24813	16585	19931	0	0	0	0	0	26841	79425	0	3136																									0	0	0	0	0	0	0	0	0	0	125253	106267	0	0	0	0	0	0	3924	3136	0	0	0	0	0	0	0	0						
7009																																																																																																																																																	0	0	125118	72808	72808	0	0	0	0	0	0	0	0	0	0	126246	125118		0	0	53438	52310	0	0	80470	73114	7356	12569	19264	12815	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
7045																																																																																																																																																	0	0	79057	0	0	0	0	0	0	0	0	0	0	312	300	161206	144449		312	300	61435	56616	0	0	166	9	157	1605	5479	42293	9474	0	0	0	311	46004	10093	4627	24709																									0	0	0	0	0	0	4491	4273	0	0	58865	52134	0	0	0	0	0	0	34183	29337	0	0	0	0	0	0	0	0						
7072																																																																																																																																																	1999	1988	26471	0	0	0	0	26753	23726	0	0	0	0	45116	38484	41247	36419		6604	5007	3310	2852	0	0	4295	202	2090	7197	2967	25148	7134	0	2002	50	97	12002	21405	0	1241																									0	0	0	0									0	0	0	0	0	0	1702	1241	0	0	0	0	0	0	0	0						
