"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
10849				false			false			false	false		false		false		false			false	false																	
11145	0	0																											0	0	0	0						
11640				false			false			false	false		false		false		false			false	false																	
11837				false			false			false	false		false		false		false			false	false																	
12030				false			false			false	false		false		false		false			false	false																	
12142				false			false			false	false		false		false		false			false	false																	
12311								1152398	532057																								0	0	6742	87603	0	
12647				false			false			false	false		false		true	6646	false			false	false																	
12656				false			false			false	false		false		false		false			false	false																	
12946	0	0		true	8149	0	true	10908	11308	false	false		false		true	6055	false			false	false																	
13103	221173	0						0	744																				0	0	0	0						
13251	0	380		true	0	0	false			false	true	7142	true	31509	true	38651	false			false	false																	
13457				false			false			false	false		false		false		false			false	false																	
14155				false			false			false	false		true	1663	true	1663	false			false	false																	
14650				false			false			false	false		false		false		false			false	false																	
14753				false			false			false	false		false		false		false			false	false																	
14865				false			false			false	false		false		false		false			false	false																	
14977	0	0						0	0																				0	0	0	0						
16551	1342	0		true	0	0	false			false	false		true	19082	true	313407	false			false	false																	
17110	0	0						0	0																				0	0	0	0						
17147	2433525	0						66297	6732																				0	0	0	0						
17259				false			false			false	false		false		false		false			false	false																	
17950				false			false			false	false		false		false		false			false	false																	
17978				false			false			false	false		false		false		false			false	false																	
18050				false			false			false	false		false		false		false			false	false																	
18827	231839	0		true	0	0	false			true	false		false		false		false			false	false						11973	10478								21	492	
18836				false			false			false	false		false		false		false			false	false																	
18854	0	0																											0	0	958	0						
19356				false			false			false	false		false		false		false			false	false																	
19936				false			false			false	false		false		false		false			false	false																	
19972				false			false			false	false		false		false		false			false	false																	
20053				false			false			false	false		true	7145	true	68376	false			false	false																	
20633				false			false			false	false		true	1665	true	40403	false			false	false																	
20857	6000	0		true	0	0	false			false	false		false		true	44879	false			false	false																	
21256				false			false			false	false		false		false		false			false	false																	
21359				false			false			false	false		false		false		false			false	false																	
21658	0	0																											0	0	0	0						
22048				false			false			false	false		false		false		false			false	false																	
22543	1337	0		true	0	0	false			true	false		false		true	297940	false			false	false						3871	0								550	0	
22552				false			false			false	false		false		false		false			false	false																	
22730				false			false			false	false		true	5963	false		false			false	false																	
23456				false			false			false	false		false		false		false			false	false																	
23504	150000	2547069						4112	0																				0	0	0	0						
23643				false			false			false	false		false		false		false			false	false																	
23755	12795	1145		true	0	0	false			false	false		true	143	true	225592	false			false	false																	
24006	0	277095		true	0	0	false			true	false		false		false		false			false	false						13600	13600								9776	-9776	
24378				false			false			false	false		false		false		false			false	false																	
24659				false			false			false	false		false		false		false			false	false																	
24949				false			false			false	false		true	7636	true	178375	false			false	false																	
25357				false			false			false	false		false		false		false			false	false																	
25647	0	0																											0	0	0	0						
26457	0	0																											0	0	0	0						
26765				false			false			false	false		true	72048	false		false			false	false																	
27070				false			false			false	true	37280	false		false		false			false	false																	
27548	4632	0		true	0	0	true	19612	2190	true	false		false		true	613781	false			false	false						5650	10								-153	22	
27614				false			false			false	false		false		true	26856	false			false	false																	
27847				false			false			false	false		false		false		false			false	false																	
28013	0	74018																											0	0	0	0						
28152	37952	0																											0	0	0	0						
28675	0	0																											0	0	0	0						
28732				false			false			false	false		false		false		false			false	false																	
29476				false			false			false	false		false		false		false			false	false																	
29636				false			false			false	false		false		false		false			false	false																	
29878	0	0																											0	0	0	0						
30052				false			false			false	false		true	6946	false		false			false	false																	
30502	120991	0		true	0	0	false			false	false		true	466	true	107849	false			false	false																	
30650				false			false			false	false		false		false		false			false	false																	
30810																																	476438	0	199000			
31134	0	0																											0	0	0	0						
31255	0	0						0	0																				0	0	0	0						
31657				false			false			false	false		false		false		false			false	false																	
31826	0	0																											0	0	0	0						
31835				false			false			false	false		false		false		false			false	false																	
32234	135000	0		true	0	0	false			false	false		false		false		false			false	false																	
32766				false			false			false	false		false		false		false			false	false																	
32971				false			false			false	false		false		true	117840	false			false	false																	
33147				false			false			false	false		false		false		false			false	false																	
33259				false			false			false	false		false		false		false			false	false																	
33370				false			false			false	false		false		false		false			false	false																	
33839				false			false			false	false		true	913	false		false			false	false																	
33857	5504	0						9858	1510																				0	0	0	0						
34434				false			false			false	false		false		false		false			false	false																	
34537	928721	0						7580	2391																				0	0	0	0				81	0	
34555	0	0						0	0																				0	0	0	0						
34742				false			true	6448	1679	false	false		true	6780	false		false			false	false																	
35057	648	0						0	11344																				0	0	0	0						
35301								0	0																													
35646				false			false			false	false		false		false		false			false	false																	
35879				false			false			false	false		false		true	57858	false			false	false																	
36456				false			false			false	false		false		false		false			false	false																	
36933				false			false			false	false		false		false		false			false	false																	
37051				false			false			false	false		false		false		false			false	false																	
37341				false			false			false	false		false		false		false			false	false																	
37435	8807	0		true	0	0	true	13915	906	false	false		true	13915	true	415644	false			false	false																	
37640	8265	269367						25856	8600																				0	0	0	0				-163	0	
37659	0	0						0	0																				0	0	0	0						
37949				false			false			false	false		false		false		false			false	false																	
38740				false			false			false	false		false		false		false			false	false																	
39327				false			false			false	false		false		false		false			false	false																	
39756	0	0																											0	0	0	0						
40033				false			false			false	false		false		false		false			false	false																	
40499	156935	772588						90387	18544																				0	0	0	0				22511	0	
40855				false			false			false	false		true	3782	false		false			false	false																	
41553				false			false			false	false		false		false		false			false	false																	
41629				false			false			false	false		false		false		false			false	false																	
41825	4725	0						5862	4725																				0	0	0	0						
42037				false			false			false	false		false		false		false			false	false																	
42354				false			false			false	false		false		false		false			false	false																	
42372				false			false			false	false		false		false		false			false	false																	
42420	2262887	0						35080	5911																				0	0	0	0						
42448	0	0						0	0																				0	0	0	0						
42457				false			false			false	false		false		false		false			false	false																	
43052				false			false			false	false		false		true	31252	false			false	false																	
43351				false			false			false	false		false		false		false			false	false																	
43856				false			false			false	false		true	15628	false		false			false	false																	
43959				false			false			false	false		false		false		false			false	false																	
44040				false			false			false	false		false		false		false			false	false																	
44433	0	0																											0	0	0	0						
44741				false			false			false	false		false		true	119845	false			false	false																	
44750				false			false			false	false		false		false		false			false	false																	
44929	0	0																											0	0	0	0						
45038	0	0						0	0																				0	0	0	0						
45047				false			false			false	false		false		false		false			false	false																	
45056				false			false			false	false		false		false		false			false	false																	
45430				false			false			false	false		false		false		false			false	false																	
45458				false			false			false	false		true	16214	true	16214	false			false	false																	
45551				false			false			false	false		true	10577	false		false			false	false																	
45560	2254	0						48715	695																				0	0	0	0						
45775				false			false			false	false		false		false		false			false	false																	
46053	0	4		true	0	0	false			false	false		true	38381	true	107820	false			false	false																	
46941				false			false			false	false		false		false		false			false	false																	
47247	29521	8452						52738	11864																				0	0	0	0				0	0	
47256				false			false			false	false		true	1504	true	40116	false			false	false																	
47452				false			false			false	false		false		false		false			false	false																	
47500				false			false			false	false		true	27101	true	27509	false			false	false																	
48057				false			false			false	false		true	9442	true	9442	false			false	false																	
48150				false			false			false	false		false		false		false			false	false																	
48374				false			true	15221	2376	false	false		false		true	969348	false			false	false																	
48440	210	0		true	0	0	false			false	false		true	84865	true	116623	false			false	false																	
49054				false			false			false	false		false		true	10943	false			false	false																	
49148				false			false			false	false		false		false		false			false	false																	
49241	10907	0		true	0	0	false			true	false		false		false		false			false	false						1758	1758								2657	-2657	
49652				false			false			false	false		false		true	15611	false			false	false																	
49858				false			false			false	false		false		false		false			false	false																	
49951				false			false			false	false		false		false		false			false	false																	
50144				false			false			false	false		false		false		false			false	false																	
50461	0	0																											0	0	0	0						
51253	0	0						0	0																				0	0	0	0						
51356	0	0																											0	0	0	0						
51459				false			false			true	false		false		false		false			false	false						2842	0								185	0	
51842	0	0																											0	0	0	0						
52719	0	0						0	0																				0	0	0	0						
52951				false			false			false	false		false		false		false			false	false																	
53051				false			false			false	false		false		false		false			false	false																	
54058	0	158																											0	0	0	0						
54656	0	0						0	0																				0	0	0	0						
54973	3220	0						10386	824																				0	0	0	0						
55336				false			false			false	false		false		false		false			false	false																	
55635				false			false			false	false		false		false		false			false	false																	
55653				false			false			false	false		false		false		false			false	false																	
55970				false			false			false	false		false		true	155392	false			false	false																	
56258				false			false			false	false		false		false		false			false	false																	
56351	0	0						1827	3																				0	0	0	0				-26667	0	
56548	365	0		true	0	0	false			false	false		false		true	205935	false			false	false																	
56717	9676	0		true	0	0	false			false	false		true	28815	true	125077	false			false	false																	
57040	0	0						0	0																				0	0	0	0						
57451				false			false			false	false		false		true	135460	false			false	false																	
58225				false			false			false	false		false		false		false			false	false																	
58243	1513970	0						26770	7648																				0	0	0	0						
58355				false			false			false	false		false		false		false			false	false																	
58551				false			false			false	false		false		false		false			false	false																	
58636				false			false			false	false		false		false		false			false	false																	
58757				false			false			false	false		false		false		false			false	false																	
58971	94861	0						12519	0																				0	0	0	0						
59316	10810	0		true	0	0	false			false	false		false		true	60037	false			false	false																	
59352				false			false			false	false		false		false		false			false	false																	
59370				false			false			false	false		false		false		false			false	false																	
59754				false			false			false	false		false		false		false			false	false																	
60143								11000	2000																													
60330	38878	0						0	0																				0	0	0	0						
60545				false			false			false	false		false		false		false			false	false																	
60554				false			false			false	false		false		false		false			false	false																	
60648				false			false			false	false		false		true	60670	false			false	false																	
61122	0	0						0	0																				0	0	0	0						
61355	12652	0		true	0	0	true	21699	2015	false	false		false		true	903982	false			false	false																	
61476				false			false			false	false		true	73564	true	122327	false			false	false																	
61757	0	0																											0	0	0	0						
61832				false			false			false	false		false		false		false			false	false																	
61953				false			false			false	false		false		false		false			false	false																	
62044				false			false			false	false		false		true	529	false			false	false																	
62110				false			false			false	false		false		false		false			false	false																	
62147				false			false			false	false		true	66	true	49340	false			false	false																	
63050				false			false			false	false		false		false		false			false	false																	
63069																																				-65517	0	
63201				false			false			false	false		false		false		false			false	false																	
63573				false			false			false	false		false		true	39850	false			false	false																	
63733	0	0						2738	220																				0	0	0	0						
63742	20614	0		true	0	0	true	4960	433	false	false		true	1853	true	376920	false			false	false																	
64150				false			true	10021	0	false	false		false		false		false			false	false																	
64552	38173	0						15190	22673																				0	0	0	0						
64730				false			false			false	false		false		false		false			false	false																	
65205	0	0		true	0	14662	false			false	false		true	102	true	102	false			false	false																	
65513																																						
65559	0	0						5287	193																				0	0	0	0						
65858				false			false			false	false		true	445	true	51	false			false	false																	
66154				false			false			false	false		false		false		false			false	false																	
66275				false			false			false	false		false		true	11	false			false	false																	
66677	16439	0						14915	3337																				0	0	0	0				867	0	
67142				false			false			false	false		false		false		false			false	false																	
67151	88808	0		true	0	0	false			false	false		false		false		false			false	false																	
67209	25000	183653		true	0	37456	false			true	false		true	61404	true	178144	false			false	false						1505	0								687	0	
67254				false			false			false	false		false		false		false			false	false																	
67656	0	0																											0	0	0	0						
67870				false			false			false	false		false		true	519	false			false	false																	
68671	15000	0		true	0	0	false			false	false		false		false		false			false	false																	
68756	0	0																											0	0	0	0						
68831				false			false			false	false		false		false		false			false	false																	
69333	974	0						3972	0																				0	0	0	0						
69678				false			false			true	false		false		true	86189	false			false	false						298	0								-22	0	
70218	0	0						0	0																				0	0	0	0						
70414				false			false			false	false		false		true	129056	false			false	false																	
70638				false			true	20876	2638	false	false		true	1431	false		false			false	false																	
70955				false			false			false	false		false		false		false			false	false																	
71073				false			true	27690	3433	false	false		false		false		false			false	false																	
71457	3128	0		true	0	0	false			false	false		true	83690	true	5948	false			false	false																	
71859				false			false			false	false		false		false		false			false	false																	
72258				false			true	2566	189	false	false		false		false		false			false	false																	
72351				false			false			false	false		false		false		false			false	false																	
72454				false			false			false	false		false		false		false			false	false																	
72678				false			false			false	false		false		false		false			false	false																	
73116				false			false			false	false		false		true	216	false			false	false																	
73152				false			false			false	false		false		false		false			false	false																	
73554				false			false			false	true	16950	true	250	true	17200	false			false	false																	
73956				false			false			false	false		false		false		false			false	false																	
74056				false			false			false	false		false		false		false			false	false																	
74140	1613	0						2372	379																				0	0	0	0						
74403	2421	0																											0	0	0	0						
74449				false			false			false	false		false		false		false			false	false																	
75259	984	0		true	0	0	true	14062	984	false	false		false		true	236198	false			false	false																	
75446	1542	0		true	0	0	false			false	false		true	22666	true	47480	false			false	false																	
75455				false			false			false	false		false		false		false			false	false																	
75633								39325	4813																								0	0	0	0	116257	
75651				false			false			false	false		true	7970	false		false			false	false																	
76153	0	0						0	0																				0	0	0	0						
76443				false			false			false	false		false		true	55711	false			false	false																	
76854				false			false			false	false		false		false		false			false	false																	
77150	0	0						0	0																				0	0	0	0						
77253				false			false			false	false		false		false		false			false	false																	
77422				false			false			false	false		false		false		false			false	false																	
77851	26572	0						18626	1567																				0	0	0	0						
78157				false			false			false	false		false		false		false			false	false																	
78241				false			false			false	false		false		false		false			false	false																	
78559				false			false			false	false		false		false		false			false	false																	
79042	0	0																											0	0	0	0						
79127				false			false			false	false		false		false		false			false	false																	
79145				false			false			false	false		true	27665	true	190558	false			false	false																	
79257				false			false			false	false		false		false		false			false	false																	
79855	5240	0		true	0	0	false			false	false		false		false		false			false	false																	
80150				false			false			false	false		false		false		false			false	false																	
80374				false			false			false	false		false		true	4194	false			false	false																	
80431				false			false			false	false		false		false		false			false	false																	
81175	3614	0		true	0	0	false			false	false		true	34613	true	166112	false			false	false																	
82033				false			false			false	false		false		false		false			false	false																	
82257				false			false			false	false		false		false		false			false	false																	
82350				false			false			false	false		false		false		false			false	false																	
83151	191	0		true	0	0	false			false	false		false		true	91431	false			false	false																	
83375				false			false			false	false		false		false		false			false	false																	
83638								26761	53014																											376	0	
83834				false			false			false	false		false		false		false			false	false																	
83852				false			false			false	false		false		false		false			false	false																	
83955				false			false			false	false		false		false		false			false	false																	
84046				false			false			false	false		false		false		false			false	false																	
84541	9597	0		true	0	0	true	9317	0	false	false		false		false		false			false	false																	
85052				false			false			false	false		false		false		false			false	false																	
85472	2836489	0						0	0																				0	0	0	0						
85931				false			false			false	false		false		false		false			false	false																	
86349				false			false			false	false		false		false		false			false	false																	
86675				false			false			false	false		false		false		false			false	false																	
87047				false			false			false	false		false		false		false			false	false																	
87159				false			false			false	false		false		false		false			false	false																	
87234	23156	8000		true	0	0	true	19121	3179	false	false		false		false		false			false	false																	
87476				false			false			false	false		false		true	27451	false			false	false																	
87579	0	0																											0	0	0	0						
88231	218217	0		true	0	0	true	244658	41323	true	false		false		true	1011221	false			false	false						41523	21								-2135	31	
88259				false			false			false	false		false		true	11617	false			false	false																	
88352	0	0																											0	0	0	0						
88455				false			false			false	false		true	2248	false		false			false	false																	
88950				false			false			false	false		false		false		false			false	false																	
89032				false			false			false	false		false		true	46	false			false	false																	
89135				false			false			false	false		false		false		false			false	false																	
89854				false			false			false	false		false		false		false			false	false																	
89957				false			false			false	false		false		false		false			false	false																	
90047				false			false			false	false		false		false		false			false	false																	
90177				false			false			false	false		true	17477	true	17477	false			false	false																	
90328				false			false			false	false		false		false		false			false	false																	
90337	0	0						0	0																				0	0	0	0						
90579				false			false			false	false		false		false		false			false	false																	
91615				false			false			false	false		false		false		false			false	false																	
91754	0	0						0	0																				0	0	0	0						
91950				false			false			false	false		false		false		false			false	false																	
92144				false			false			false	false		false		false		false			false	false																	
92676	0	0																											0	0	0	0						
92706				false			false			false	false		true	8977	true	28690	false			false	false																	
92902				false			false			false	false		false		false		false			false	false																	
93244	326	0		true	0	0	false			false	false		true	45531	true	108755	false			false	false																	
93543	20708	0		true	0	0	false			false	false		false		true	207827	false			false	false																	
93619																																						
94139				false			false			false	false		false		false		false			false	false																	
94522				false			true	5348	169	true	false		false		false		false			false	false						7639	0								587	0	
94755				false			false			false	false		false		false		false			false	false																	
94858				false			false			false	false		false		false		false			false	false																	
95051	261651	0						17229	151266																				0	0	0	0						
95677				false			false			false	false		true	7341	true	2908	false			false	false																	
96553				false			false			false	false		false		true	34976	false			false	false																	
97055				false			false			false	false		false		false		false			false	false																	
97279				false			false			false	false		false		false		false			false	false																	
97457				false			false			false	false		false		false		false			false	false																	
97804	57980	0		true	0	0	false			true	false		true	2179	true	48067	false			false	false						4797	4794								0	0	
97943	857	0		true	0	0	false			false	false		true	3915	false		false			false	false																	
98351				false			false			false	false		false		false		false			false	false																	
98463				false			false			false	false		false		false		false			false	false																	
98717	0	0						0	0																				0	0	0	0						
99143	6028	0		true	0	0	false			false	false		false		false		false			false	false																	
99376	274022	0						5182	870																				0	0	0	0				-3905	0	
99442				false			false			false	false		false		false		false			false	false																	
99536				false			false			false	false		false		false		false			false	false																	
99853				false			false			false	false		false		false		false			false	false																	
100236				false			false			false	false		false		false		false			false	false																	
100357				false			false			false	false		false		false		false			false	false																	
100562	0	0						7810	1846																				0	0	0	0						
100777				false			false			false	false		false		false		false			false	false																	
100843	30000	0		true	0	0	false			false	false		true	1931	true	8115	false			false	false																	
101037				false			false			false	false		false		false		false			false	false																	
101439	0	0																											0	0	0	0						
101671	0	0																											0	0	0	0						
101738				false			false			false	false		false		false		false			false	false																	
101952				false			false			false	false		false		false		false			false	false																	
102333				false			false			false	false		false		false		false			false	false																	
102342	330	0		true	0	0	false			false	false		true	25971	true	25971	false			false	false																	
102557				false			false			false	false		false		false		false			false	false																	
102874	0	0						1326	0																				0	0	0	0						
103134				false			false			false	false		false		false		false			false	false																	
104234				false			false			false	false		false		false		false			false	false																	
104542				false			false			false	false		false		false		false			false	false																	
104971				false			false			false	false		false		false		false			false	false																	
105026				false			false			false	false		false		false		false			false	false																	
105473				false			false			false	false		false		true	57	false			false	false																	
105530				false			false			false	false		false		false		false			false	false																	
106359	50000	24856																											0	0	0	0						
106452				false			false			false	false		false		false		false			false	false																	
106676				false			false			false	false		false		true	14498	false			false	false																	
107244	4474	0						0	0																				0	0	0	0						
107570				false			false			false	false		false		true	188059	false			false	false																	
107758				false			false			false	false		false		false		false			false	false																	
108072				false			false			false	false		false		false		false			false	false																	
108269				false			false			false	false		false		false		false			false	false																	
108652				false			false			false	false		false		false		false			false	false																	
108746				false			false			false	false		false		false		false			false	false																	
108951				false			true	14524	1125	false	false		true	7634	false		false			false	false																	
109136				false			false			false	false		false		false		false			false	false																	
109154				false			false			false	false		true	41	false		false			false	false																	
109453				false			false			false	false		false		false		false			false	false																	
109574				false			false			false	false		true	2473	true	3697	false			false	false																	
109659				false			false			false	false		false		true	91035	false			false	false																	
110413	0	0																											0	0	0	0						
110936				false			false			false	false		false		false		false			false	false																	
110945				false			false			false	false		false		false		false			false	false																	
110972				false			false			false	false		false		false		false			false	false																	
111157	0	0						0	0																				0	0	0	0						
111205	3037	0		true	0	0	false			false	false		true	17155	true	70386	false			false	false																	
111942	1504	0		true	0	0	true	3727	0	false	false		true	84677	true	305366	false			false	false																	
111979				false			false			false	false		false		false		false			false	false																	
112163	3156	0						22903	3156																				0	0	0	0						
112332				false			false			false	false		false		false		false			false	false																	
112510				false			false			false	false		false		false		false			false	false																	
112556				false			false			false	false		false		false		false			false	false																	
112837								0	0																								1013043	0	622281			
113003	0	0																											0	0	0	0						
113030				false			false			false	false		false		false		false			false	false																	
113441	100000	0		true	0	0	false			true	false		false		true	50219	false			false	false						475	0								170	0	
113601				false			false			false	false		false		false		false			false	false																	
113740	14866	0						9808	5802																				0	0	0	0						
114149				false			false			false	false		false		false		false			false	false																	
114260	2183	0						20041	1728																				0	0	0	0						
114457				false			false			false	false		false		false		false			false	false																	
114774	2157	0		true	0	0	true	9243	165	true	false		false		true	510004	false			false	false						1440	0								348	0	
114840	14553	0		true	0	0	false			false	false		false		false		false			false	false																	
114859				false			false			false	false		true	8735	true	9116	false			false	false																	
115146				false			false			false	false		false		false		false			false	false																	
115575				false			false			false	false		true	8924	true	99484	false			false	false																	
116358				false			false			false	false		false		false		false			false	false																	
116554				false			true	5948	3418	false	false		false		false		false			false	false																	
116741				false			false			false	false		false		false		false			false	false																	
117038	5313	0						0	0																				0	0	0	0						
117074				false			false			false	false		false		false		false			false	false																	
117458	0	3141		true	0	0	false			false	false		false		false		false			false	false																	
117775	0	0						0	0																				0	0	0	0						
118156				false			false			false	false		false		false		false			false	false																	
118660				false			false			false	false		false		true	5678	false			false	false																	
118736				false			false			false	false		false		false		false			false	false																	
119153	0	0																											0	0	0	0						
119528				false			false			false	false		false		true	30709	false			false	false																	
119779	0	64985						0	0																				0	0	0	0						
119872	10000	10000		true	0	0	false			false	false		false		true	35976	false			false	false																	
120476				false			false			false	false		false		false		false			false	false																	
120542				false			false			false	false		false		true	43590	false			false	false																	
120609				false			false			false	false		true	10735	true	177754	false			false	false																	
120953				false			false			false	false		false		false		false			false	false																	
121642	15733	0						60497	5373																				0	0	0	0						
121651				false			false			true	false		false		false		false			false	false						0	209648								0	3605	
121914				false			false			false	false		false		false		false			false	false																	
122153				false			false			false	false		false		false		false			false	false																	
122546				false			false			false	false		false		false		false			false	false																	
122854	501007	0						61976	11310																				0	0	0	0				-792	0	
123075				false			false			false	false		false		false		false			false	false																	
123374				false			false			false	false		false		false		false			false	false																	
124344	61970	0		true	0	0	false			false	false		false		true	234466	false			false	false																	
124830				false			false			false	false		false		false		false			false	false																	
125154	0	0																											0	0	0	0						
125855	5457	0		true	0	0	true	9243	1184	true	false		false		true	336064	false			false	false						2869	0								-13	0	
125873				false			false			false	false		false		true	27095	false			false	false																	
126012				false			false			false	false		false		false		false			false	false																	
126049				false			false			false	false		false		false		false			false	false																	
126375				false			false			false	false		false		false		false			false	false																	
126553	12262	0						63899	4532																				0	0	0	0						
126834	331	0		true	0	0	false			false	false		false		true	110255	false			false	false																	
127055				false			false			false	false		true	120	true	40277	false			false	false																	
127224				false			false			false	false		true	199	false		false			false	false																	
128258				false			false			false	false		false		false		false			false	false																	
128904	4822265	0						7035	4543																				0	0	0	0						
129349				false			false			false	false		true	9567	false		false			false	false																	
129358				false			true	17948	1405	false	false		false		false		false			false	false																	
129479				false			true	17963	1865	false	false		false		false		false			false	false																	
129732	550000	545346						0	0																				0	0	0	0				-11743	0	
129853				false			false			false	false		false		false		false			false	false																	
129910	1	0		true	0	0	true	6449	999	false	false		false		true	1426	false			false	false																	
130345				false			false			false	false		true	172	true	161521	false			false	false																	
130541	1067297	0						23032	5807																				0	0	0	0						
131436	0	0						0	0																				0	0	0	0						
131717	0	0						0	0																				0	0	0	0						
131940				false			false			false	false		false		false		false			false	false																	
132107	206912	0		true	0	40404	false			false	false		true	23045	true	216375	false			false	false																	
132451				false			false			false	false		false		false		false			false	false																	
132778				false			false			false	false		false		true	46846	false			false	false																	
132938				false			false			false	false		false		false		false			false	false																	
133579	0	0						0	0																				0	0	0	0						
133850				false			true	18837	283	false	false		false		false		false			false	false																	
133971				false			false			false	false		false		false		false			false	false																	
134156				false			false			false	false		false		false		false			false	false																	
134437	2457	0						3454	0																				0	0	0	0						
134455				false			false			false	false		false		false		false			false	false																	
134848				false			false			false	false		false		false		false			false	false																	
135836				false			false			false	false		false		false		false			false	false																	
135854				false			false			false	false		false		true	44978	false			false	false																	
136048				false			false			false	false		true	2096	false		false			false	false																	
136338	5000	0		true	0	0	false			false	false		false		false		false			false	false																	
136459				false			false			false	false		false		false		false			false	false																	
136655				false			false			false	false		true	19509	false		false			false	false																	
137205	25000	0		true	0	0	false			false	false		false		true	169248	false			false	false																	
