"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	12000	0	0	12000	true	0	0	0	0	0	5559	1	0	false	0	0	12000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0	0	0	64	469																	www.lnbparis.com	
1856																																		98	1100	0	98	0	0	true	0	0	0	1100	0	213	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.washitastatebank.com	
2161																																		0	0	7000	0	0	7000	true	0	0	0	0	0	5455	1	0	false	0	0	7000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2	1461	0	0	0	0	0	0			0																		http://www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0	true	0	0	0	0	0	31314	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true			0	1112																	0	0			0	0	0	0	0	0	0	0	0	0	515	2179		Albank															www.albanybank.com	
2750																																		0	0	2000	0	0	3090	true	0	0	0	0	0	1147	1	0	false	0	1090	2000	0	0	0	0	1090	0	0	0	0	1090	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.genoacb.com	
3252																																		0	0	2000	0	0	3000	true	0	0	0	0	0	2100	1	0	false	0	0	2000	1000	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																		https://www.fnbgordon.com	
3458																																		0	0	5000	0	0	5000	true	0	0	0	0	0	0	0	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			9																		www.farmbank.com	
3720																																		0	428	0	0	0	0	true	428	0	0	0	0	947	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.bankofclarendon.bank	
3971																																		4816	1197	59135	489	0	80774	true	0	0	424	0	773	0	0	0	true	0	0	59135	16139	5500	0	0	0	0	0	0	0	0	true	false			960	4327																	0	0			0	0	0	0	0	0	0	0	0	645	645	19109																	www.midcountrybank.com	
4156																																		1783	0	0	1783	0	1500	true	0	0	0	0	0	0	0	0	false	0	0	0	1000	500	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			93																		www.kanza.bank	
4231																																		0	0	0	0	0	0	true	0	0	0	0	0	45	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			1000	0																	0	0			0	0	0	0	0	0	0	0			0																			
5135																																		1042	864	12000	1042	0	23242	true	0	0	114	0	750	12192	3	0	false	0	0	12000	10000	0	1242	0	0	0	0	0	0	0	false	false			0	0																	0	0			1	34	0	0	0	0	0	0			40																		http://www.fsbanks.com	
5210																																		38158	474	0	35800	0	3162	true	0	0	0	0	474	5950	4	0	false	0	53	0	0	0	0	0	53	117	1171	1821	0	3162	false	false			1249	2358																	0	0			0	0	0	0	0	0	0	0			85		http://www.acnb.com	NWSB Bank, A Division of ACNB Bank	http://www.nwsbbank.com	FCB Bank, A Division of ACNB Bank	http://www.fcbmd.com												http://www.acnb.com	
5461																																		60	0	0	0	0	0	true	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	60																	0	0			2	54	0	0	0	0	0	0			36																		www.bankbac.com	
5751																																		1089	0	3000	1089	0	3000	true	0	0	0	0	0	18	0	0	false	0	0	3000	0	0	0	0	0	0	0	0	0	0	true	true			102	0																	0	0			0	0	0	0	0	0	0	0			31			Garden City State Bank															www.kcbks.bank	
6039																																		0	0	0	0	0	0	true	0	0	0	0	0	271	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0																	www.pineland.bank	
6329																																		0	799	0	0	0	0	true	659	0	65	0	75	237	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			9	1584	0	0	0	0	0	0			155																		www.abbank.com	
7009																																		0	0	0	0	0	0	true	0	0	0	0	0	30200	7	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			734	0																	0	0			0	0	0	0	0	0	0	0			480																		http://www.bessemertrust.com	
7045																																		0	0	0	0	0	0	true	0	0	0	0	0	2550	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			0																		http://www.banktpb.com	
7072																																		7201	0	23000	5478	777	23000	true	0	0	0	0	0	846	0	755	true	0	0	23000	0	0	0	0	0	0	0	0	0	0	true	false			0	946																	0	0	2	true	0	0	0	0	0	0	0	0			0																		www.wallkill.com	
7456																																		0	0	850	0	0	850	true	0	0	0	0	0	373	0	0	false	0	0	850	0	0	0	0	0	0	0	0	2298	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			35		www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	0	0	0	0	0	false	0	0	0	0	0	2835	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		THEFOURCOUNTYBANK.COM	
8033																																		0	363	0	0	0	0	true	127	0	236	0	0	3136	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			15																		www.thefriendlybank.com	
8462																																		0	0	0	0	0	0	true	0	0	0	0	0	3720	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			1	9	0	0	0	0	0	0			0																		http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0	true	0	0	0	0	0	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.pcbsm.com	
9357																																		31873	0	0	28667	0	0	true	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			970	3206																	0	0			1	120	0	0	0	0	0	0			0																		www.fidelitybankmn.com	
9553																																		0	0	7560	0	0	72202	true	0	0	0	0	0	271	0	0	false	0	541	7560	1619	4153	55889	19542	541	295	1700	445	80	2981	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			18																		http://www.adamscountybank.net	
9807																																		0	3831	0	0	0	0	true	2599	0	1232	0	0	19106	3	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			6	1876	0	0	0	0	0	0			0																		www.amboybank.com	
9955																																		0	0	9100	0	0	21861	true	0	0	0	0	0	333	0	0	false	0	0	9100	6755	6006	0	0	0	0	0	0	0	0	true	false			63	0																	0	0			0	0	0	0	0	0	0	0			0																		www.fusion.bank	
10250																																		0	521	0	0	0	0	true	0	0	0	0	521	3179	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			7	0																	0	0			0	0	0	0	0	0	0	0			74																		www.thebankofelkriver.com	
10849																																		694	0	0	694	0	0	true	0	0	0	0	0	3151	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																		http://https://www.firststatebk.com	
11145																																		450	470	7223	450	0	19507	false	0	0	220	0	250	4113	1	0	false	0	0	7223	12284	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			0																		www.losb.com	
11640																																		0	0	0	0	0	0	true	0	0	0	0	0	4414	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		http://www.fnbclarksdale.com	
11837																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.farmbk.com	
12030																																		0	1124	0	0	0	0	true	0	395	49	0	680	966	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																		http://www.fnbsouth.net	
12142																																		0	0	0	0	0	7000	true	0	0	0	0	0	628	1	0	false	0	0	0	7000	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			77																		www.clevelandstatebank.com	
12311	6037835	11493	1700962	5328529	494748	7561899	true	179160	5	495055	true	0	978731	1700962	200003	9135	785	0	978731	2828129	145321	1698833	374997	0	0	0	214558	0	0	0	0	0	0						7561899		0	1206	10287	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						1090	90252	0	0	0	0	0	0	0	0	3280	95281	apply.huntington.com																www.huntington.com	
12647																																		394	0	0	0	58	7000	true	0	0	0	0	0	1787	1	58	false	0	0	0	0	3000	4000	0	0	0	0	0	0	0	true	false				336																	0	0			0	0	0	0	0	0	0	0			0																		http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0	true	0	0	0	0	0	89	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			15	0																	0	0			0	0	0	0	0	0	0	0			0																		http://www.mybankathome.com	
12946																																		38371	0	23101	28560	0	23163	true	0	0	0	0	0	4699	4	0	true	0	0	23101	0	62	0	0	0	0	0	0	0	0	true	false			3715	9811																	0	0			2	166	0	0	0	0	0	0			201																		www.myfarmers.bank	
13103																																		15533	0	257030	11072	0	263867	true	0	0	0	0	0	8160	2	0	false	0	0	257030	4632	533	1672	0	0	0	0	0	0	0	false	false	0	0	161440	4461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			10	389	0	0	0	0	0	0			0																		www.bristolcountysavings.com	
13251																																		0	0	1400	0	0	1400	true	0	0	0	0	0	70	0	0	false	0	0	1400	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			1	8	0	0	0	0	0	0			0																		www.elysianbank.net	
13457																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.bankoflewellen.com	
14155																																		0	0	0	0	0	0	true	0	0	0	0	0	1038	1	0	false	0	0	0	0	0	0	0	0	0	0	0	6000	0	false	false				0																	0	0			2	15	0	0	0	0	0	0			89																		https://www.fandcbank.com	
14650																																		90	0	0	90	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.banklg.com	
14753																																		0	0	0	0	0	0	true	0	0	0	0	0	2478	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			4	0																	0	0			1	3	0	0	0	0	0	0			0																		www.fsbbucklin.com	
14865																																		1024	0	0	0	0	0	true	0	0	0	0	0	871	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	1024																	0	0			1	28	0	0	0	0	0	0			118			Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	0	0	0	0	true	0	0	0	0	0	751	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			0																		http://firstfedlfd.com	
16551																																		4849	0	4500	2433	2416	4500	true	0	0	0	0	0	301	0	2416	false	0	0	4500	0	0	0	4500	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			0		www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																																		0	0	0	0	0	0	false	0	0	0	0	0	6150	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	21025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			0																		http://www.haverfordquality.com	
17147																																		755450	6431	460000	711554	8055	824856	true	0	0	575	5856	0	12534	3	12238	true	0	1182	460000	85000	210000	68674	0	1182	0	0	0	0	0	true	false	0	0		35841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			61	4722	0	0	0	0	0	0	673	673	673	8883		First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0	true	0	0	0	0	0	409	1	0	false	0	0	0	0	0	0	0	0	0	0	0	9925	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0			THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		5153	0	12000	3676	0	12000	true	0	0	0	0	0	2067	1	0	false	0	0	12000	0	0	0	0	0	0	0	0	0	0	true	false				1477																	0	0			5	20	0	0	0	0	0	0			167		www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																																		0	411	4000	0	0	4000	true	411	0	0	0	0	0	0	0	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0	2	true	0	0	0	0	0	0	0	0			0																		www.elizfed.com	
18050																																		0	0	30008	0	0	30008	true	0	0	0	0	0	9317	3	0	true	0	0	30008	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			1	3	0	0	0	0	0	0			117																		www.fnbbastrop.bank	
18827																																		9517	105	0	9122	0	0	true	0	0	105	0	0	22633	4	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				395																	0	0			8	430	0	0	0	0	0	0	0	0	518	9010																	http://www.nextierbank.com	
18836																																		0	4	0	0	0	0	true	0	0	4	0	0	794	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			12																		www.caponvalleybank.com	
18854																																		8928	0	0	7592	0	0	true	0	0	0	0	0	132	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			2	2636	0	0	0	0	0	0			0																		www.bank7.com	
19356																																		788	318	5000	762	0	5000	true	0	0	257	0	61	136	0	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false				26																	0	0			0	0	0	0	0	0	0	0			3																		https://www.sbtmiami.com	
19936																																		0	0	99	0	0	5364	true	0	0	0	0	0	1042	1	0	false	0	0	99	5198	67	0	0	0	0	0	0	0	0	true	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.cbkamericus.com	
19972																																		0	0	0	0	0	0	false	0	0	0	0	0	636	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false				0																	0	0			0	0	0	0	0	0	0	0			0																			
20053																																		0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			0																		www.securityonlinebank.com	
20633																																		0	917	10062	0	0	16336	true	594	0	323	0	0	2961	1	0	false	0	0	10062	5000	0	1274	0	0	0	0	0	0	0	false	false			0	0																	0	0			2	210	0	0	0	0	0	0			36																		www.mcnbbanks.com	
20857																																		444	43	9006	444	0	15989	true	0	0	0	0	43	0	0	0	false	0	62	9006	0	159	6259	2692	62	252	251	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			147		fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																																		0	0	0	0	0	0	true	0	0	0	0	0	135	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false			0	0																	0	0			0	0	0	0	0	0	0	0			0																		www.statebankofburrtononline.com	
21359																																		28	0	0	0	0	0	true	0	0	0	0	0	152	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false				28																	0	0			0	0	0	0	0	0	0	0			19																		http://www.asbgrygla.com	
21658																																		0	144	0	0	0	5300	true	0	0	0	0	144	1002	0	0	true	0	0	0	0	300	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0			6																		www.alliancebank.us	
22048																																		0	0	5001	0	0	5579	true	0	0	0	0	0	9003	3	0	false	0	0	5001	68	0	510	0	0	0	0	0	0	0	true	false				0																	0	0			0	0	0	0	0	0	0	0			123																		http://www.unionbnk.com	
