"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
1669																								0	0	4004	3720	0	0	22117	18441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1856																								0	0	222	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161																								0	0	0	0					0	0	0	0	0	0	3844	3666	0	0	0	0	0	0	0	0	0	0	18173	16210		
2732																								0	0	12280	11487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																								0	0	7572	6857	0	0	213	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																								0	0	7486	7418	0	0	7829	7331	0	0	0	0	0	0	11734	11304	0	0	0	0	0	0	14613	14065	0	0	0	0		
3458																								0	0	2322	2232	0	0	5429	4608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720																								7754	6818	10062	9572	0	0	67640	58529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3971																								0	0	46003	37385	0	0	9685	8626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4156																								0	0	8108	6975	0	0	6259	5592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231																								0	0	2000	1879	0	0	18109	15568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5069																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																								0	0	86182	84856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																								0	0	241467	210999	3279	3085	211607	187844	0	0	0	0	0	0	56063	52598	0	0	0	0	0	0	2876	2557	0	0	0	0		
5461																								26651	24734	81532	75326	110226	99143	6700	6140	0	0	0	0	494	461	4431	4256	0	0	0	0	0	0	0	0	0	0	0	0		
5751																								0	0	2721	2702	0	0	12490	12184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	209	0	0	2459	2332		
6039																								0	0	9500	9302					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																								0	0	43000	40031					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7009																								0	0	45628	45628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																								0	0	1011	907					0	0	0	0	0	0	418	383	0	0	0	0	0	0	0	0	0	0	0	0		
7072																								0	0	9000	7938	41671	36970	631	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456																								0	0	3470	3119	0	0	289	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634																								0	0	1318	1224	0	0	6023	5401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8033																								0	0	13415	12808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462																								0	0	29193	26436	0	0	39586	36013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631																								0	0	13617	12436	0	0	8242	7182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9357																								0	0	17918	16835	0	0	9942	9403	0	0	0	0	0	0	7592	7302	0	0	0	0	0	0	1592	1567	0	0	0	0		
9553																								0	0	114	113	0	0	18270	16444	0	0	0	0	0	0	39	37	0	0	0	0	0	0	0	0	0	0	0	0		
9807																								27495	26905	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9955																								0	0	15425	13852	0	0	438	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250																								0	0	19587	17097	0	0	124795	109801	0	0	0	0	0	0	668	632	0	0	0	0	0	0	0	0	0	0	0	0		
10849																								0	0	8809	8274	0	0	11653	10590	0	0	0	0	0	0	7043	6523	0	0	0	0	0	0	0	0	0	0	0	0		
11145																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33780	31247		
11640																								0	0	22058	19034	0	0	12901	10510	0	0	0	0	0	0	12291	11082	0	0	0	0	0	0	0	0	0	0	0	0		
11837																								0	0	29034	27964	0	0	38082	32794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12030																								0	0	4233	4202	0	0	0	0	0	0	0	0	226	219	2662	2733	0	0	0	0	0	0	0	0	0	0	0	0		
12142																								9963	9162	12	12	35593	32762	13261	12170	0	0	0	0	5050	4686	4774	4364	0	0	0	0	2275	2085	1914	1796	0	0	0	0		
12311																																																					
12647																								24031	21001	0	0	6898	5846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	204	0	0	0	0	0	0		
12656																								400	347	0	0	349	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946																								0	0	168572	148502	0	0	102789	89607	0	0	63	53	0	0	7599	6067	0	0	0	0	0	0	0	0	0	0	0	0		
13103																								27630	27630	2007	1991					0	0	67552	61826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13251																								0	0	0	0	0	0	1648	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457																								0	0	1412	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650																								0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																								0	0	4395	3959	106	103	484	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865																								0	0	126890	120994	1311	1215	9343	9074	0	0	1478	1441	0	0	45176	43841	0	0	0	0	0	0	3335	3207	0	0	0	0		
14977																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
16551																								0	0	2014	1928	0	0	627	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392246	323099	118291	101120					0	0	0	0	11431	11029	57109	50398	0	0	0	0	0	0	2104	1948	0	0	0	0		
17259																								0	0	1748	1638	0	0	6600	5636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950																								0	0	7047	6490	0	0	142161	126442	0	0	0	0	0	0	21368	19388	0	0	0	0	0	0	850	773	0	0	0	0		
17978																								90912	80418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050																								0	0	0	0	0	0	182994	160987	0	0	22614	20105	0	0	0	0	0	0	0	0	0	0	1720	1559	0	0	0	0		
18827																								0	0	36088	31968	0	0	7783	7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18836																								0	0	5992	5571	0	0	6823	6119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854																								0	0	194	187					0	0	0	0	0	0	12297	11127	0	0	0	0	0	0	2750	2512	0	0	0	0		
19356																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936																								0	0	17828	15205	101	99	29859	26686	0	0	0	0	0	0	1710	1701	0	0	0	0	0	0	0	0	0	0	0	0		
19972																								0	0	0	0	47	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																								0	0	1355	1272	0	0	1469	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633																								0	0	12304	11113	0	0	14403	13039	0	0	0	0	0	0	7133	6214	0	0	0	0	0	0	0	0	0	0	0	0		
20857																								2500	2257	0	0	0	0	2245	2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21256																								0	0	3299	3047	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																								0	0	1842	1630	0	0	11112	9534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658																								0	0	20269	18447					0	0	0	0	0	0	1783	1655	0	0	0	0	0	0	0	0	0	0	0	0		
22048																								0	0	4826	4342	0	0	30495	26045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22552																								0	0	0	0	0	0	12623	11061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730																								0	0	3455	3170	0	0	51350	46328	0	0	882	764	0	0	6417	6018	0	0	0	0	0	0	1843	1686	0	0	0	0		
23456																								0	0	0	0	0	0	57854	50532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10714	8689	56198	52297	89157	75062	0	0					10714	8689	56198	52297	64793	54515	21188	18810	0	0	0	0	166697	147159	114068	100070	0	0	0	0		
23643																								0	0	2040	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755																								0	0	7265	6444	0	0	1540	1378	0	0	0	0	0	0	3933	3497	0	0	0	0	0	0	0	0	0	0	0	0		
24006																								56829	51967	10947	9476	86344	74390	12633	10608	0	0	0	0	22086	18577	3021	2891	0	0	0	0	58082	47158	0	0	0	0	0	0		
24378																								2000	1939	0	0	9836	8980	6546	6279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949																								14440	13324	5808	5488	23443	22404	7079	6869	0	0	0	0	16806	16267	14800	14548	0	0	0	0	13844	13168	4129	3760	0	0	0	0		
25357																								0	0	0	0	661	657	8761	8717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647																								0	0	12430	11365					0	0	0	0	0	0	435	435	0	0	0	0	0	0	301	260	0	0	0	0		
26457																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
26765																								0	0	0	0	0	0	195863	174872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27070																								0	0	10275	9419	0	0	31267	28404	0	0	0	0	0	0	5885	5286	0	0	0	0	0	0	6068	5486	0	0	4255	4071		
27548																								0	0	14767	14735	0	0	20474	18748	0	0	3187	2748	0	0	5135	5076	0	0	0	0	0	0	2624	2265	0	0	76102	69413		
27614																								0	0	0	0	0	0	136223	116459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847																								0	0	0	0	47	47	29720	26398	0	0	0	0	0	0	8084	6756	0	0	0	0	0	0	0	0	0	0	0	0		
28013																								0	0	76150	72076					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28152																								2335	2316	6627	6051					0	0	0	0	0	0	1625	1496	0	0	0	0	0	0	0	0	0	0	0	0		
28675																								0	0	4857	4623					0	0	0	0	0	0	2802	2678	0	0	0	0	0	0	0	0	0	0	0	0		
28732																								6892	6736	6471	5856	1372	1354	7607	6871	0	0	0	0	0	0	478	480	0	0	0	0	0	0	0	0	0	0	0	0		
29476																								0	0	1750	1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29636																								4002	3635	0	0	223331	205525	69719	61309	0	0	9372	9267	5976	5528	1540	1376	0	0	0	0	55641	51081	1916	1846	0	0	0	0		
29878																								0	0	45092	41272					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30052																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502																								0	0	73268	63397	0	0	234941	196498	0	0	0	0	0	0	6318	5660	0	0	0	0	0	0	286	279	0	0	0	0	0	
30650																								0	0	5294	4888	0	0	6922	6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30810																																																					
31134																								0	0	2000	1782					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31255																								0	0	320	314					0	0	0	0	0	0	957	923	0	0	0	0	0	0	0	0	0	0	0	0		
31657																								0	0	0	0	107516	92256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826																								0	0	9598	8283					0	0	0	0	0	0	87	87	0	0	0	0	0	0	0	0	0	0	0	0		
31835																								0	0	17506	15124	0	0	1853	1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234																								0	0	10678	9684	11648	10766	0	0	0	0	2970	2952	3811	3464	0	0	0	0	0	0	0	0	31	1	944	872	2813	2742		
32766																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971																								0	0	1000	988	1	1	4298	4162	0	0	627	611	0	0	2877	2753	0	0	0	0	0	0	2530	2391	0	0	0	0		
33147																								0	0	2647	2366	0	0	4745	4234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	220	0	0	0	0		
33259																								0	0	32023	27765	0	0	29323	25283	0	0	0	0	0	0	961	901	0	0	0	0	0	0	0	0	0	0	0	0		
33370																								0	0	0	0	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839																								0	0	9505	8746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857																								0	0	0	0					0	0	1163	919	0	0	0	0	0	0	0	0	0	0	1371	1294	0	0	0	0		
34434																								0	0	14875	13821	0	0	25522	22723	0	0	0	0	0	0	504	485	0	0	0	0	0	0	6596	5817	0	0	0	0		
34537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313155	302904	0	0	13613	13462					0	0	313155	302904	107852	95610	298278	277585	0	0	0	0	5256	4478	90287	84335	0	0	19625	18618		
34555																								0	0	9587	9074					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34742																								0	0	28972	26231	0	0	10487	9558	0	0	994	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35057																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35301																																																					
35646																								0	0	10600	9509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879																								27317	27317	8912	8909	0	0	8875	7762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	662	0	0	0	0		
36456																								0	0	20114	17526	0	0	7520	6496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933																								0	0	4865	4339	0	0	39998	34056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37051																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341																								0	0	938	913	0	0	407	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435																								34822	31374	30565	29504	9596	8550	157634	138806	0	0	13928	13586	9485	8684	33380	29129	0	0	0	0	0	0	20874	19305	0	0	0	0		
37640																								0	0	32336	29736					0	0	13482	13316	0	0	257473	215572	0	0	0	0	0	0	4536	3791	0	0	0	0		
37659																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37949																								0	0	4088	4033	0	0	1103	1050	0	0	5720	5651	0	0	216	217	0	0	0	0	0	0	1309	1175	0	0	0	0		
38740																								0	0	404	380	0	0	53652	45257	0	0	0	0	0	0	24122	20800	0	0	0	0	0	0	1093	903	0	0	0	0		
39327																								18425	17471	43171	39369	0	0	85623	76793	0	0	0	0	0	0	26005	23125	0	0	0	0	0	0	12410	11643	0	0	0	0		
39756																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	751	0	0	0	0		
40033																								0	0	7175	6384	2	2	2215	2016	0	0	254	242	0	0	418	411	0	0	0	0	0	0	119	110	0	0	0	0		
40499																								19949	19273	49827	40988					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40855																								0	0	5045	5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553																								0	0	61806	49992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629																								0	0	29986	26356	0	0	2088	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41825																								1893	1715	3513	3058					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42037																								0	0	2007	1926	0	0	12915	11444	0	0	466	451	0	0	216	200	0	0	0	0	0	0	0	0	0	0	0	0		
42354																								0	0	3018	2956	0	0	24538	20970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372																								0	0	4016	3991	0	0	9367	8659	0	0	32443	28056	0	0	781	790	0	0	0	0	0	0	0	0	0	0	0	0		
42420																								22221	17720	1000	882					4794	4665	0	0	0	0	0	0	0	0	0	0	36694	30878	137384	118096	0	0	0	0		
42448																								0	0	22581	19833					0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	690	0	0	0	0		
42457																								0	0	2000	1926	0	0	8354	7213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052																								0	0	3270	3124	0	0	9837	9290	0	0	0	0	0	0	912	840	0	0	0	0	0	0	0	0	0	0	0	0		
43351																								0	0	0	0	0	0	625	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856																								0	0	1853	1726	0	0	3038	2818	0	0	0	0	0	0	4655	4443	0	0	0	0	0	0	0	0	0	0	0	0		
43959																								0	0	21865	17229	0	0	24414	21186	0	0	0	0	0	0	951	867	0	0	0	0	0	0	0	0	0	0	0	0		
44040																								0	0	17409	15864	0	0	64337	57328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433																								0	0	5837	5215					0	0	0	0	0	0	17370	15331	0	0	0	0	0	0	0	0	0	0	4215	3606		
44741																								0	0	47315	43812	0	0	2016	1757	0	0	0	0	0	0	0	0	0	0	2660	2657	0	0	0	0	0	0	0	0		
44750																								0	0	39940	28478	0	0	402	374	0	0	0	0	0	0	251	231	0	0	0	0	0	0	0	0	0	0	0	0		
44929																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45038																								0	0	22347	19588					0	0	1076	961	0	0	4398	3816	0	0	0	0	0	0	709	643	0	0	0	0		
45047																								0	0	10033	9344	0	0	7407	6652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45056																								0	0	8370	7711	0	0	4259	3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430																								0	0	2000	1727	0	0	33514	28981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458																								0	0	6084	5404	0	0	26809	23199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	349	0	0	0	0		
45551																								0	0	18431	16803	0	0	74069	65468	0	0	9706	9044	0	0	6247	5718	0	0	0	0	0	0	2018	1706	0	0	0	0		
45560																								0	0	24545	20005					0	0	0	0	0	0	0	0	0	0	0	0	0	0	29520	28690	0	0	0	0		
45775																								0	0	17481	14207	0	0	15567	13054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053																								0	0	23378	20093	0	0	33829	29692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941																								0	0	16226	14820	0	0	25377	21861	0	0	0	0	0	0	795	705	0	0	0	0	0	0	0	0	0	0	0	0		
47247																								0	0	570	535					0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	131	0	0	0	0		
47256																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47452																								0	0	0	0	0	0	219	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47500																								0	0	10015	9164	0	0	42853	35930	0	0	0	0	0	0	1933	1647	0	0	0	0	0	0	0	0	0	0	0	0		
48057																								0	0	10839	9537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150																								0	0	0	0	0	0	1624	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374																								0	0	50435	48108	0	0	16647	14398	0	0	5114	4385	0	0	0	0	0	0	0	0	0	0	6959	6008	0	0	0	0		
48440																								0	0	10972	9034	0	0	11097	9732	0	0	0	0	0	0	8974	7570	0	0	0	0	0	0	0	0	0	0	0	0		
49054																								0	0	22782	19668	0	0	1448	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148																								0	0	0	0	0	0	40516	35712	0	0	0	0	0	0	537	502	0	0	0	0	0	0	0	0	0	0	0	0		
49241																								1920	1743	20234	18060	4968	4242	4397	3764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652																								0	0	13350	12408	0	0	7988	7135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858																								0	0	0	0	0	0	1446	1329	0	0	0	0	0	0	1004	953	0	0	0	0	0	0	0	0	0	0	0	0		
49951																								0	0	8438	7249	0	0	15038	12915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144																								0	0	0	0	46199	40328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51253																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51356																								0	0	27989	26389					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51459																								0	0	34034	31253	0	0	80553	71284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51842																								0	0	34600	29327					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
