"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1669																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		225				
2750																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3458																																																																																																																									false	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3971																																																																																																																									false	false	false																																																																																																																		0				
4156																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true	82709	0	126	0	1292	0	1	0	0	0	0	0	70939	1283	267	6	640	113	121928	392	0	0	0	0	295181	14021	825	21	1441	3	3	1377	0															0	0	1	8	10637	6	17673	1988	38	1	70939	1283	267	6	0	0	24	14638	4288	790	2951	1132	434	18214	326	139	30147	6343	1285	29079	11030	3693	85399	44992	11329	0	0	0	0	0	0	3321	1229	364	0	0	0	9224	2891	0	0	0	255	3320	0	0	8344	0	0	204637	72231	18313	0	0	0	0	2684	9	0	3	
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true	13627	0	11	0	6845	0	4	0	0	0	0	0	17534	2564	159	7	0	0	25969	59	0	0	0	0	63975	2564	233	7	15298	16	0	0	0															0	0	0	0	0	0	0	0	0	0	17534	2564	159	7	7	19	0	253	426	0	892	658	0	3720	179	0	2198	1527	0	6770	9583	0	5825	5482	0	0	0	0	0	0	0	3417	1944	0	0	0	0	6759	4445	0	0	0	0	9371	0	0	386	116	0	39598	24379	0	0	0	0	0	501				
6039																																																																																																																									false	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
7009																																																																																																																									true	true	true	11095726	9629	2736	7	510772	0	9	0	203351	0	3	0	0	0	0	0	0	0	715038	275	0	0	0	0	12667600	9629	3045	7	22113894	6589	0	0	0															3	187524	0	0	0	0	142713	0	22	0	0	0	0	0	0	0	0	199377	3138	768	140453	0	12812	258686	0	0	129061	34855	1005	2394205	354730	39647	717671	95879	12630	0	73990	0	0	0	44	55734	4205	10284	394064	147326	8857	4667291	0	22376	0	0	0	312878	0	33055	2541343	0	1235	11810763	714123	142713	3623690	2186	0	0	100051	0	0	9	
7045																																																																																																																									true	true	true	118	0	19	0	0	0	0	0	0	3607	0	1	0	0	0	0	1923	0	0	0	0	0	0	0	2041	3607	25	1	0	0	0	0	0															0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	532	118	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	1923	0	0	0	0	7				
7072																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8033																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	0	60136	0	73	0	4406	0	17	0	0	0	0	0	35492	0	113	0	260577	0	0	0	0	0	0	0	363270	0	323	15271	5	9	643075	0															0	0	0	117	0	0	0	2659	0	3	0	31993	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	209	0	0	
9955																																																																																																																									false	false	false																																																																																																																		0				
10250																																																																																																																									false	false	false																																																																																																																		0				
10849																																																																																																																									false	false	false																																																																																																																		0				
11145																																																																																																																									false	false	false																																																																																																																		0				
11640																																																																																																																									true	true	true	3656	1	16	1	0	0	0	0	0	0	0	0	162	3242	1	13	12432	6147	0	0	0	0	0	0	16250	9390	22	21	0	0	9	34723	106															0	0	5	7	0	0	0	0	0	0	162	3242	1	13	0	0	0	1260	0	4570	0	0	0	0	0	7862	0	0	0	0	0	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	162	0	0	0	0	3656	162	12432	0	0	0	0	283				
11837																																																																																																																									false	false	false																																																																																																																		0				
12030																																																																																																																									false	false	false																																																																																																																		0				
12142																																																																																																																									false	false	false																																																																																																																		0				
12311	true	true	true	4963235	682857	4466	190	213692	1666095	127	560	804081	1276528	91	107	2214432	812609	4778	472	27441	24519881	11968962	6343	410588	429137	163	86	21721465	29860422	16479	7245	90818112	1330	1116	26815332	3852															0	0	40	5650	279677	171	1119034	193638	471	9	2168218	79087	4721	177	5182	1830	907	1159377	152155	90060	1833605	300230	159873	796184	571	2751	226811	44387	7513	3648341	796255	360504	2037852	482750	237713	0	0	0	0	0	140	925995	491657	171874	0	0	0	5911180	961663	523257	30010	85	2	156277	0	331	201382	621	2136	16932196	3232204	1557061	0	0	17	101415	0	0	0	0																																																																																																																					183356	8846	3211	585	
12647																																																																																																																									false	false	false																																																																																																																		0				
12656																																																																																																																									false	false	false																																																																																																																		0				
12946																																																																																																																									true	true	true	28720	0	97	0	0	0	0	0	0	0	0	0	6569	19661	25	53	8308	267	11737	30	0	0	0	0	80715	39087	207	63	6074	8	42	228820	2															0	0	36	2	19159	8	25381	0	19	0	6569	19661	25	53	3	0	-687	4266	1086	11413	616	25	75	10328	1506	7627	0	0	0	0	0	0	3006	916	9662	0	0	0	0	0	0	2503	1263	2630	0	0	0	9556	1576	2853	0	0	0	6254	196	1	3925	0	115	40457	6568	33689	0	0	0	0	792				
13103																																																																																																																									true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
13251																																																																																																																									false	false	false																																																																																																																		0				
13457																																																																																																																									false	false	false																																																																																																																		0				
14155																																																																																																																									false	false	false																																																																																																																		0				
14650																																																																																																																									false	false	false																																																																																																																		0				
14753																																																																																																																									false	false	false																																																																																																																		0				
14865																																																																																																																									false	false	false																																																																																																																		0				
14977																																																																																																																									false	false	false																																																																																																																		0				
16551																																																																																																																									false	false	false																																																																																																																		0				
