"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							82	3131	321	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0				0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	62	0	1979	152	0	0	0	0	61	11				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
1856																																																																																																								0	0	0							0	1205	0	0	72	0	297	0	0	0	0	0	0	0	0	0	0	0				0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0				390	220	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2161																																																																																																								0	0	0							4013	1685	0	0	0	0	268	0	0	3	0	3970	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1128	0	0	0	0	0	3537	0				0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2732																																																																																																								0	0	0							0	1080	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3252																																																																																																								0	0	0							1032	1939	148	714	1151	27	23	120	82	400	0	47	0	0	0	0	0	0				0	0	0	1151	27	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	49	0	0	0	100	0	0	0	0	0	0	192	0	47	182	0	43	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3458																																																																																																								0	0	0							1102	276	88	0	0	0	90	0	27	0	88	141	0	0	0	0	0	0				0	0	0	179	0	533	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1069	1				0	0	0	0	0	0	0	0	0	0	353	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3720																																																																																																								0	0	0							106	104	17	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	58	13	0	0	0	0	52	0				0	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3971																																																																																																								366	0	0							2086	9347	408	0	0	0	2653	0	0	316	0	0	0	0	0	0	0	0				112	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1095	102	259	195	0	0	0	0	948	0				4018	0	213	0	152	0	0	0	0	0	0	0	0	0	392	0	0	392	316	0	83	285	0	83	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4156																																																																																																								0	0	0							186	25	1				0	0	0	0	1	57	0	0	0	0	0	0				0	0	85	0	0	39	0	0	0	0	0	0	0	0	0	0	5	0	24	0	0	0	0	0	108	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	40	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4231																																																																																																								0	0	0							222	337	0				23	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	298	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	190	0	134	0	0	134	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5069																																																																																																								0	0	0							6474	27178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2214	0	15635	0	0	0	0	0	0	0				0	0	0	0	0	0	6	11537	0	0	4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5135																																																																																																								0	0	0							680	454	112	118	38	0	146	25	12	0	0	0	0	0	0	0	0	0				0	0	0	38	0	118	0	0	0	19	0	7	0	0	0	0	41	6	188	73	0	0	0	0	246	0				0	0	0	0	0	0	0	0	0	12	484	0	0	34	0	0	34	9	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5210																																																																																																								0	0	0							2654	7066	1203	0	0	0	258	0	781	217	0	165	0	0	0	0	0	0				555	498	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3911	705	28	0	0	0	605	0				24	0	0	0	0	0	298	1511	0	0	1607	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
