"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				405738	0				12.7764%			51661		404348	-6082	0						0	0	0	0	50061	404348	0	0.0000%	26665	0	115	26780	6.6003%	0	0	0	0	1		1600		1	0	45579	0	0	0	-6082	0	0	0		0	51661	0	0	51661	0	0	0	0	0	0						0	0	0		
1856																																																																																				43217	0				17.2034%			7442		43259	-227	0						0	0	0	0	1308	43357	0	0.0000%	1259	0	0	1259	2.9132%	0	0	0	0	1		6232		1	0	7313	98	0	0	-227	0	0	0		0	7442	0	0	7442	0	0	0	0	0	0						98	0	0		
2161																																																																																				372382	0				9.7835%			37479		383082	-12608	0						0	0	0	0	16003	383082	0	0.0000%	21833	0	303	22136	5.9444%	0	0	0	0	1		21476		1	0	24871	0	0	0	-12608	0	0	0		0	37479	0	0	37479	0	0	0	0	0	0						0	0	0		
2732																																																																																				700624	0				15.7219%			111502		709215	-1158	0						0	0	0	0	106825	710327	0	0.0000%	92370	0	1840	94210	13.4466%	0	0	0	0	1		5789		1	0	111456	0	1112	0	-1158	0	0	0		0	111502	0	0	111502	0	0	0	0	0	0						1112	0	4664		
2750																																																																																						8688	520	520	12.1034%	17.0721%	16.0503%	8168	50890	67485	-1214	0			9.0721%			0				557	67485								0	0	0		0		7611	16.0503%	1	0	6954	0	0	0	-1214	0	0	0		0	8168	0	0	8168	0	0	0	0	0	0	0	0	0	520	0	0	0			
3252																																																																																						37931	1701	1701	11.5085%	28.3154%	27.0456%	36230	133959	314812	-4152	0			20.3154%			0				35730	314812								0	0	0		0		500	27.0456%	1	0	32078	0	0	0	-4152	0	0	0		0	36230	0	0	36230	0	0	0	0	0	0	0	0	0	1701	0	0	0			
3458																																																																																						6767	715	715	7.6891%	11.8346%	10.5841%	6052	57180	78709	-1793	0			3.8346%			0				4851	78709								0	0	0		0		1201	10.5841%	1	0	4259	0	0	0	-1793	0	0	0		0	6052	0	0	6052	0	0	0	0	0	0	0	0	0	715	0	0	0			
3720																																																																																				394429	0				11.4040%			45025		394817	-6852	0						0	0	0	0	28780	394817	0	0.0000%	14688	0	168	14856	3.7665%	0	0	0	0	1		16245		1	0	38173	0	0	0	-6852	0	0	0		0	45025	0	0	45025	0	0	0	0	0	0						0	0	0		
3971																																																																																						118811	12373	12373	9.5519%	12.0134%	10.7624%	106438	988984	1114317	-13167	0			4.0134%			0				16377	1117680								0	0	0		0		93425	10.7624%	1	0	96635	352	2922	90	-13167	0	0	0		0	106438	0	0	106438	0	0	0	0	0	0	0	0	0	12373	0	3363	0			
4156																																																																																						26767	2401	2401	8.7277%	13.9630%	12.7105%	24366	191700	279179	-5749	0			5.9630%			0				18292	280962								0	0	0		0		7857	12.7105%	1	0	20400	1783	0	0	-5749	0	0	0		0	24366	0	0	24366	0	0	0	0	0	0	0	0	0	2401	0	1783	0			
4231																																																																																				156596	0				13.3191%			20911		157000	-4665	0						0	0	0	0	8314	157003	0	0.0000%	1427	0	0	1427	0.9113%	0	0	0	0	1		12600		1	0	16249	0	0	3	-4665	0	0	0		0	20911	0	0	20911	0	0	0	0	0	0						3	0	1646		
5069																																																																																						217934	6992	6992	35.9404%	39.4789%	38.2123%	210942	552027	586921	254	0			31.4789%			0				202313	586921								0	0	0		0		8629	38.2123%	1	0	211196	0	0	0	254	0	0	0		0	210942	0	0	210942	0	0	0	0	0	0	0	0	0	6992	0	0	0			
5135																																																																																				586876	0				15.9689%			95208		596208	-802	0						0	0	0	0	71208	597250	0	0.0000%	72389	0	2032	74421	12.6809%	0	0	0	0	1		25042		1	0	95448	1042	0	0	-802	0	0	0		0	95208	0	0	95208	0	0	0	0	0	0						1042	0	2083		
5210																																																																																						271684	19011	19011	10.3211%	15.9579%	14.8413%	252673	1702503	2448113	-51960	-5230			7.9579%			1				177007	2480355								0	0	0		0		113138	14.8413%	1	0	238185	35800	1672	0	-46730	0	-5230	0		0	252673	0	0	252673	0	0	0	0	0	0	0	0	0	19011	0	37472	0			
5461																																																																																						88414	6511	6511	9.6975%	16.9809%	15.7304%	81903	520667	844581	-27538	0			8.9809%			0				75661	844639								0	0	0		0		6300	15.7304%	1	0	54423	0	58	0	-5766	0	0	-21772		0	81903	0	0	81903	0	0	0	0	0	0	0	0	0	6511	0	58	0			
5751																																																																																				273604	0				14.7752%			40013		270811	-8923	0						0	0	0	0	31750	271900	0	0.0000%	32335	0	655	32990	12.0576%	0	0	0	0	1		9352		1	0	32179	1089	0	0	-8923	0	0	0		0	40013	0	0	40013	0	0	0	0	0	0						1089	0	103		
6039																																																																																				403632	0				9.6296%			39027		405280	-603	0						0	0	0	0	7990	405280	0	0.0000%	43078	0	488	43566	10.7935%	0	0	0	0	1		31037		1	0	38424	0	0	0	-603	0	0	0		0	39027	0	0	39027	0	0	0	0	0	0						0	0	0		
6329																																																																																						167974	16431	16431	9.3619%	12.8351%	11.5796%	151543	1308708	1618721	-16128	0			4.8351%			0				113100	1620278								0	0	0		0		40000	11.5796%	1	0	136972	0	0	1557	-16128	0	0	0		0	151543	0	0	151543	0	0	0	0	0	0	0	0	0	16431	0	1557	0			
7009																																																																																						112821	0	0	14.9359%	31.0756%	31.0756%	112821	363053	755369	-1581	0			23.0756%			0				111769	755369								0	0	0		0		1052	31.0756%	1	0	111240	0	0	0	-1581	0	0	0		0	112821	0	0	112821	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						26300	1140	1140	9.2009%	20.8024%	19.9007%	25160	126428	273451	-13284	0			12.8024%			0				22735	273451								0	0	0		0		2425	19.9007%	1	0	11876	0	0	0	-13284	0	0	0		0	25160	0	0	25160	0	0	0	0	0	0	0	0	0	1140	0	0	0			
7072																																																																																						40550	2960	2960	8.5701%	13.6047%	12.6116%	37590	298059	438618	-3795	0			5.6047%			0				39914	445002								0	0	0		0		4060	12.6116%	1	0	40179	5478	906	0	-3883	0	88	0		0	37590	0	0	37590	0	0	0	0	0	0	0	0	0	2960	0	6384	0			
7456																																																																																						12246	910	910	8.5812%	14.3320%	13.2670%	11336	85445	132103	-1891	0			6.3320%			0				4336	132103								0	0	0		0		7000	13.2670%	1	0	9445	0	0	0	-1891	0	0	0		0	11336	0	0	11336	0	0	0	0	0	0	0	0	0	910	0	0	0			
7634																																																																																				88239	0				12.3421%			10708		86760	-1703	0						0	0	0	0	2448	86760	0	0.0000%	1243	0	0	1243	1.4087%	0	0	0	0	1		8260		1	0	9005	0	0	0	-1703	0	0	0		0	10708	0	0	10708	0	0	0	0	0	0						0	0	742		
8033																																																																																				326907	0				18.6428%			61287		328743	-514	0						0	0	0	0	53287	328743	0	0.0000%	35162	0	898	36060	11.0307%	0	0	0	0	1		8000		1	0	60773	0	0	0	-514	0	0	0		0	61287	0	0	61287	0	0	0	0	0	0						0	0	0		
8462																																																																																				188685	0				16.1591%			29309		181378	-8334	0						0	0	0	0	28333	181378	0	0.0000%	134	0	567	701	0.3715%	0	0	0	0	1		700		1	0	20699	0	0	0	-8610	0	0	0		0	29309	0	0	29309	0	0	0	0	0	0						0	0	6692		
8631																																																																																				78667	0				9.4160%			7368		78250	-1454	0						0	0	0	0	6068	78250	0	0.0000%	1532	0	210	1742	2.2144%	0	0	0	0	1		1300		1	0	5914	0	0	0	-1454	0	0	0		0	7368	0	0	7368	0	0	0	0	0	0						0	0	0		
9357																																																																																				568737	0				12.7129%			74731		587836	-1865	0						0	0	0	0	49778	619543	0	0.0000%	17698	0	492	18190	3.1983%	0	0	0	0	1		56660		1	0	104573	28667	3040	0	-1865	0	0	0		0	74731	0	0	74731	0	0	0	0	0	0						31707	0	432128		
9553																																																																																						22836	1212	1212	9.4360%	15.2085%	14.4013%	21624	150153	229166	-5586	0			7.2085%			0				19524	229166								0	0	0		0		2100	14.4013%	1	0	16038	0	0	0	-5586	0	0	0		0	21624	0	0	21624	0	0	0	0	0	0	0	0	0	1212	0	0	0			
9807																																																																																						340594	26371	26371	11.7242%	16.1657%	14.9141%	314223	2106887	2680128	-5403	0			8.1657%			0				181951	2680128								0	0	0		0		132272	14.9141%	1	0	308820	0	0	0	-5403	0	0	0		0	314223	0	0	314223	0	0	0	0	0	0	0	0	0	26371	0	0	0			
9955																																																																																				197526	0				12.8945%			25375		196790	-4404	0						0	0	0	0	22242	196790	0	0.0000%	30054	0	11	30065	15.2208%	0	0	0	0	1		3133		1	0	20971	0	0	0	-4404	0	0	0		0	25375	0	0	25375	0	0	0	0	0	0						0	0	0		
10250																																																																																						59373	4226	4226	8.2776%	15.4598%	14.3594%	55147	384048	666223	-32033	0			7.4598%			0				17647	666223								0	0	0		0		37500	14.3594%	1	0	23114	0	0	0	-19783	0	0	-12250		0	55147	0	0	55147	0	0	0	0	0	0	0	0	0	4226	0	0	0			
10849																																																																																				295068	0				9.9342%			29242		294356	-5003	0						0	0	0	0	15975	296480	0	0.0000%	22542	0	0	22542	7.6396%	0	0	0	0	1		15391		1	0	26363	694	0	1430	-5003	0	0	0		0	29242	0	0	29242	0	0	0	0	0	0						2124	0	0		
11145																																																																																						50167	3513	3513	11.4090%	17.0870%	15.8904%	46654	293598	408921	-14392	0			9.0870%			0				21104	409371								0	0	0		0		26000	15.8904%	1	0	32712	450	0	0	-14392	0	0	0		0	46654	0	0	46654	0	0	0	0	0	0	0	0	0	3513	0	450	0			
11640																																																																																				390453	0				11.8528%			47507		400807	-12034	0						0	0	0	0	3812	400807	0	0.0000%	82554	0	453	83007	21.2592%	0	0	0	0	1		43695		1	0	35473	0	0	0	-12034	0	0	0		0	47507	0	0	47507	0	0	0	0	0	0						0	0	0		
11837																																																																																						17002	986	986	10.8654%	21.5545%	20.3045%	16016	78879	147404	-4973	0			13.5545%			0				4016	147404								0	0	0		0		12000	20.3045%	1	0	11043	0	0	0	-4973	0	0	0		0	16016	0	0	16016	0	0	0	0	0	0	0	0	0	986	0	0	0			
12030																																																																																						93443	4508	4508	16.6920%	26.5358%	25.2556%	88935	352140	532799	-311	0			18.5358%			0				88335	532799								0	0	0		0		600	25.2556%	1	0	88624	0	0	0	-311	0	0	0		0	88935	0	0	88935	0	0	0	0	0	0	0	0	0	4508	0	0	0			
12142																																																																																						33805	2031	2031	10.3472%	18.1844%	17.0919%	31774	185901	307077	-17617	0			10.1844%			0				9574	307077								0	0	0		0		22200	17.0919%	1	0	14157	0	0	0	-9602	0	-866	-7149		0	31774	0	0	31774	0	0	0	0	0	0	0	0	0	2031	0	0	0			
12311			18133642	1775871	2377732	8.6305%	12.7710%	11.0964%	15755910	141991273	182561526	-2736329	0			4.7710%						3527410	187979508								0	0	0		16430764	10.2402%	0	17221845	5231280	164215	13683	-2643942	163282	-191333	-64336		8804	14540192	0	0	14540192	780000	0	435718	1215718	0	1215718	601861	0	0	2377732	0	5417982	0																																						2																	0				1																															
12647																																																																																				201164	0				10.0518%			20473		203674	0	0						0	0	0	0	3474	203981	0	0.0000%	20835	0	660	21495	10.6853%	0	0	0	0	1		17306		1	0	20780	0	307	0	0	0	0	0		0	20473	0	0	20473	0	0	0	0	0	0						307	0	0		
12656																																																																																						2461	129	129	10.4691%	24.0449%	22.7846%	2332	10235	22275	0	0			16.0449%							1872	22275								0	0	0		0		460	22.7846%	1	0	2332	0	0	0	0	0	0	0		0	2332	0	0	2332	0	0	0	0	0	0	0	0	0	129	0	0	0			
12946																																																																																						255937	26148	26148	8.8412%	12.2564%	11.0042%	229789	2088193	2599066	-72297	0			4.2564%			0				170029	2633410								0	0	0		0		94104	11.0042%	1	0	191836	24788	9556	0	-72297	0	0	0		0	229789	0	0	229789	0	0	0	0	0	0	0	0	0	26148	0	34344	0			
13103																																																																																						422523	22042	22042	13.0529%	14.5448%	13.7860%	400481	2904983	3068149	-42762	-10632			6.5448%							384295	3076100								0	0	0		0		34769	13.7860%	1	0	376302	14250	4333	0	-53394	0	10632	0		0	400481	0	0	400481	0	0	0	0	0	0	0	0	0	22042	0	18583	0			
13251																																																																																						7889	603	603	11.3691%	16.3795%	15.1275%	7286	48164	64086	-367	0			8.3795%			0				3286	64086								0	0	0		0		4000	15.1275%	1	0	6919	0	0	0	-367	0	0	0		0	7286	0	0	7286	0	0	0	0	0	0	0	0	0	603	0	0	0			
13457																																																																																				27079	0				16.8788%			4614		27336	-199	0						0	0	0	0	421	27336	0	0.0000%	2906	0	0	2906	10.7316%	0	0	0	0	1		4193		1	0	4415	0	0	0	-199	0	0	0		0	4614	0	0	4614	0	0	0	0	0	0						0	0	0		
14155																																																																																				333391	0				10.8665%			35725		328764	-971	0						0	0	0	0	35389	328764	0	0.0000%	1156	0	824	1980	0.5939%	0	0	0	0	1		336		1	0	34754	0	0	0	-971	0	0	0		0	35725	0	0	35725	0	0	0	0	0	0						0	0	11412		
14650																																																																																				53066	0				16.3998%			8235		50214	0	0						0	0	0	0	4895	50214	3007	5.6665%	234	0	0	234	0.4410%	0	0	0	0	1		3340		1	0	8235	0	0	0	0	0	0	0		0	8235	0	0	8235	0	0	0	0	0	0						0	0	0		
14753																																																																																						6645	385	1362	8.1566%	21.6810%	17.2371%	5283	30649	64770	-887	0			11.2371%			0				3706	64770								0	0	0		0		1577	17.2371%	1	0	4396	0	0	0	-887	0	0	0		0	5283	0	0	5283	0	0	0	0	0	0	977	0	0	1362	0	0	0			
14865																																																																																						77461	5475	5475	8.6956%	12.9674%	12.0508%	71986	597353	827844	-5508	0			4.9674%			0				54566	829063								0	0	0		0		18639	12.0508%	1	0	67697	0	976	243	-5508	0	0	0		0	71986	0	0	71986	0	0	0	0	0	0	0	0	0	5475	0	1219	0			
14977																																																																																				54465	0				19.0822%			10824		56723	56	0						0	0	0	0	10839	56723	0	0.0000%	11529	0	0	11529	21.1677%	0	0	0	0	1		0		1	0	10895	0	0	0	71	0	0	0		0	10824	0	0	10824	0	0	0	0	0	0						0	0	0		
16551																																																																																				426362	0				10.0948%			43138		427330	-7321	0						0	0	0	0	25571	429763	0	0.0000%	23829	0	284	24113	5.6555%	0	0	0	0	1		20000		1	0	38250	2433	0	0	-7321	0	0	0		0	43138	0	0	43138	0	0	0	0	0	0						2433	0	0		
