"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
1669																																																																																																																																																								115	0	0	0							0	0		0		0			0					0																																																																		
1856																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
2161																																																																																																																																																								0	14260	0	0	0	0	0	0	0	0	0	2123	0	303		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
2732																																																																																																																																																								0	36000	0	0							8439	0		1840		0			0					0																																																																		
2750																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
3252																																																																																																																																																								0	87408	0	0							0	0		10		377			0					0																																																																		
3458																																																																																																																																																								0	1500	0	0							0	0		0		0			0					0																																																																		
3720																																																																																																																																																								0	5000	0	0							5634	0		168		0			0					0																													219																				0																	
3971																																																																																																																																																								0	0	0	0							44205	0		5423		0			0					0																																																																		
4156																																																																																																																																																								0	212	0	0							4532	0		297		0			0					0																																																																		
4231																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
5069																																																																																																																																																								0	0	0	0							16	0		475		0			0					0																																																																		
5135																																																																																																																																																								0	0	0	0							0	2083		2032		0			10154					0																																																																		
5210																																																																																																																																																								0	0	0	0							161023	0		0		15992			0					0																																																																		
5461																																																																																																																																																								0	50000	0	0							11765	0		170		0			0					3250																																																																		
5751																																																																																																																																																								0	0	0	0							2122	0		655		0			0					0																																																																		
6039																																																																																																																																																								428	0	0	0	0	0	0	0	0	0	116	2042	0	0		60		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
6329																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	9165	0	0	972	0	11241	0	0	0	0	0	0	0	0	0	0	0	0	16683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7009																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													6000																				0																	
7045																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	588	2450	0	0		113		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
7072																																																																																																																																																								0	13000	0	0							10453	0		0		272			0					0																																																																		
7456																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
7634																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
8033																																																																																																																																																								0	0	0	0							0	0		0		898			0					0																																																																		
8462																																																																																																																																																								0	0	0	0							0	0		223		344			0					0																																																																		
8631																																																																																																																																																								0	0	0	0							0	0		210		0			0					0																																																																		
9357																																																																																																																																																								0	0	0	0							3774	0		492		259			0					0																																																																		
9553																																																																																																																																																								0	0	0	0							0	0		79		0			0					0																																																																		
9807																																																																																																																																																								0	40000	0	0	0	0	0	40000	0	0	74849	0	0	6884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
9955																																																																																																																																																								0	0	0	0							1305	0		0		11			0					0																																																																		
10250																																																																																																																																																								0	0	0	0							15446	730		0		1373			0					0																																																																		
10849																																																																																																																																																								0	0	0	0							500	0		0		0			0					0																																																																		
11145																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	10066	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
11640																																																																																																																																																								0	0	0	0							0	0		453		0			0					0																																																																		
11837																																																																																																																																																								0	0	0	0							1551	308		20		0			0					0																																																																		
12030																																																																																																																																																								0	0	0	0							0	2599		1480		0			0					0																																																																		
12142																																																																																																																																																								253	0	0	0							2506	0		0		0			0					0																																																																		
12311	50530	0	0	0	0	0	75818713	0	0	0	14284589	4300029	0	642224	40573	107912	13463	0	0	0	0	0	0	205884	535000	0	0	2559	1196902	5358393	0	0	0	0	0	0	0	0	0	0	6804432	233341	0	11145	6129544	233341	0	11145	596500	827291	596500	852140	46554827	203951	0	0	873780	64830	0	111354	891492	67807	2158	108357	1037046	3878	0	0	504130	0	0	0	35781	43929764	5621125	11960654	0	51	41	602			0	0	0	0	0	0	1661700	2285233	0	342719	3199059	0	0	1661700	2285233	0	0	0	0	161603	1315717	184380	0	0	0	136134	1262584	886515	457283	0	0	130059	929027	0	0	1500	0	0	0	0	0	0	0	0	145268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074295	0	0	1500			29068285	524670	3390150																																																																																										
12647																																																																																																																																																								0	0	0	0							2152	949		580		80			0					0																																																																		
12656																																																																																																																																																								75	0	0	0							0	0		0		0			0					0																																																																		
12946																																																																																																																																																								0	474975	0	0							0	16182		3325		0			0					0																													0																				0																	
13103																																																																																																																																																								0	0	0	0	0	0	219215	0	0	0	68409	0	0	2162	11	313	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219215	0	0	0	0	0	0	0	0	0	0	0	11221	0	0	0	11221	0	0	0	0	0	219215	0	0	0	0			0	0	0	0	0	0	0	0	
13251																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																													0																				608																	
13457																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14155																																																																																																																																																								0	824	0	0							2239	0		36		0			0					0																																																																		
14650																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14753																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
14865																																																																																																																																																								0	24000	0	0							509	6728		3935		0			0					0																																																																		
14977																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
16551																																																																																																																																																								0	0	0	0							11980	1852		0		284			0					0																													905																				0																	
17110																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		2318		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
17147																																																																																																																																																								181	0	0	0	0	0	2568451	0	0	0	832316	0	0	24927	0	17790	771	0	0	0	0	0	0	0	0	0	0	0	7356	0	0	0	0	0	0	0	0	0	0	0	24980	0	0	0	0	0	0	0	0	0	0	0	2600786	0	0	0	0	0	0	0	0	0	0	0	74345	0	0	0	73914	0	0	0	0	0	1298737	0	0	0	0			0	0	0	0	0	0	0	0	
17259																																																																																																																																																								0	0	0	0							0	0		30		0			0					1																																																																		
17950																																																																																																																																																								0	0	0	0							5854	0		0		2818			0					0																																																																		
