"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	5609	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
1856																																		98	0	0	98	0	0		0	0	0	0	0	210	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
2161																																		0	0	5000	0	0	5000		0	0	0	0	0	373	0	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2	1310	0	0	0	0	0	0																					www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0		0	0	0	0	0	31144	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					0	0	0	0	0	0	0	0																						
2750																																		0	0	0	0	0	920		0	0	0	0	0	1134	1	0			920	0	0	0	0	0	920	0	0	0	0	920					0	0																					0	0	0	0	0	0	0	0																						
3252																																		0	0	0	0	0	1000		0	0	0	0	0	2200	1	0			0	0	1000	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																																		0	19	3500	0	0	3500		0	0	19	0	0	0	0	0			0	3500	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
3720																																		0	428	0	0	0	0		428	0	0	0	0	887	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
3971																																		4553	1197	68151	489	0	119792		0	0	424	0	773	0	0	0			30000	68151	16141	5500	0	0	30000	0	0	0	0	0					960	4064																					0	0	0	0	0	0	0	0																						
4156																																		1783	0	0	1783	0	1500		0	0	0	0	0	0	0	0			0	0	1000	500	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
4231																																		0	0	0	0	0	0		0	0	0	0	0	47	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					1000	0																					0	0	0	0	0	0	0	0																						
5135																																		1042	829	12000	1042	0	23228		0	0	104	0	725	2	0	0			0	12000	10000	0	1228	0	0	0	0	0	0	0						0																					1	34	0	0	0	0	0	0																					http://www.fsbanks.com	
5210																																		37990	474	0	35800	0	27994		0	0	0	0	474	5335	3	0			10	0	0	25000	0	0	10	331	898	1755	0	2994					1209	2190																					0	0	0	0	0	0	0	0																					http://www.acnb.com	
5461																																		58	0	0	0	0	50000		0	0	0	0	0	0	0	0			10000	0	40000	0	0	0	10000	0	0	0	0	10000					0	58																					2	51	0	0	0	0	0	0																						
5751																																		1089	0	0	1089	0	0		0	0	0	0	0	15	0	0			0	0	0	0	0	0	0	0	0	0	0	0					102	0																					0	0	0	0	0	0	0	0																						
6039																																		0	0	0	0	0	0		0	0	0	0	0	675	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.pineland.bank	
6329																																		0	789	5000	0	0	5000		659	0	55	0	75	237	0	0	true	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					9	1500	0	0	0	0	0	0																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	30200	7	0			0	0	0	0	0	0	0	0	0	0	0	0					723	0																					0	0	0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																																		0	0	0	0	0	0		0	0	0	0	0	2558	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.banktpb.com	
7072																																		7116	206	28000	5478	732	28000		0	0	206	0	0	842	0	710			0	28000	0	0	0	0	0	0	0	0	0	0					0	906																			2	true	0	0	0	0	0	0	0	0																						
7456																																		0	0	0	0	0	0		0	0	0	0	0	496	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.bankofhartington.com	
7634																																		0	0	0	0	0	0		0	0	0	0	0	2890	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
8033																																		0	363	0	0	0	0		127	0	236	0	0	3114	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	3780	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	8	0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0		0	0	0	0	0	1063	0	0			0	0	0	0	0	0	0	0	0	0	0	0					267	0																					0	0	0	0	0	0	0	0																						
9357																																		31707	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					970	3040																					1	97	0	0	0	0	0	0																						
9553																																		0	0	127	0	0	61807		0	0	0	0	0	222	0	0			0	127	1619	5258	54103	19542	0	0	500	200	0	700						0																					0	0	0	0	0	0	0	0																					http://www.adamscountybank.net	
9807																																		0	2199	35000	0	0	85000		2199	0	0	0	0	18981	3	0	true	0	0	35000	50000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					6	1702	0	0	0	0	0	0																					www.amboybank.com	
9955																																		0	0	3000	0	0	21322		0	0	0	0	0	558	0	0			0	3000	9141	9181	0	0	0	0	0	0	0	0					63	0																					0	0	0	0	0	0	0	0																						
10250																																		0	521	0	0	0	0		0	0	0	0	521	6759	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
10849																																		694	0	0	694	0	0		0	0	0	0	0	2051	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://https://www.firststatebk.com	
11145																																		450	0	7768	450	0	19214		0	0	0	0	0	4083	1	0	false	0	0	7768	11446	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	11111	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbclarksdale.com	
11837																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
12030																																		0	1124	0	0	0	0		0	395	49	0	680	926	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbsouth.net	
12142																																		0	0	5500	0	0	5500		0	0	0	0	0	659	1	0			0	5500	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
12311	6001162	19527	6450000	5318529	485450	16302932		179221	5	485745	true	0	928136	6450000	2200002	1508309	776	0	928136	3333034	158006	1724669	370438	0	0	0	197183	0	0			0	0						16302932		0	1163	18364	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						956	57812	0	0	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																																		360	0	0	0	53	7000		0	0	0	0	0	1790	1	53			0	0	0	3000	4000	0	0	0	0	0	0	0						307																					0	0	0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0		0	0	0	0	0	110	0	0			0	0	0	0	0	0	0	0	0	0	0	0					15	0																					0	0	0	0	0	0	0	0																					http://www.mybankathome.com	
12946																																		37807	0	8100	28251	0	8157		0	0	0	0	0	4446	4	0			0	8100	0	57	0	0	0	0	0	0	0	0					3978	9556																					2	162	0	0	0	0	0	0																						
13103																																		18583	0	163195	14250	0	173377		0	0	0	0	0	8015	2	0	false	0	2309	163195	4632	2572	669	0	2309	0	0	0	0	2065	false	false	0	0	166726	4333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					8	344	0	0	0	0	0	0																					www.bristolcountysavings.com	
13251																																		0	0	0	0	0	0		0	0	0	0	0	69	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	7	0	0	0	0	0	0																						
13457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
14155																																		0	0	0	0	0	0		0	0	0	0	0	982	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					2	14	0	0	0	0	0	0																					https://www.fandcbank.com	
14650																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
14753																																		0	0	0	0	0	0		0	0	0	0	0	2765	2	0			0	0	0	0	0	0	0	0	0	0	0	0					4	0																					1	2	0	0	0	0	0	0																						
14865																																		976	0	0	0	0	0		0	0	0	0	0	2246	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	976																					1	26	0	0	0	0	0	0																						
14977																																		0	0	0	0	0	0		0	0	0	0	0	841	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://firstfedlfd.com	
16551																																		4779	0	6000	2433	2346	6000		0	0	0	0	0	300	0	2346			0	6000	0	0	0	6000	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
17110																																		0	0	0	0	0	0		0	0	0	0	0	5450	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	29428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					https://haverfordquality.com	
17147																																		752485	7777	335000	711554	7285	824759	true	0	0	1921	5856	0	4956	2	11407	true	0	1182	335000	105000	305000	78577	0	1182	0	0	0	0	0	true	false	0	0		33646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					47	3576	0	0	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants Bank															http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0		0	0	0	0	0	392	1	0			0	0	0	0	0	0	0	0	0	0	6142	0					0	0																					0	0	0	0	0	0	0	0																						
17950																																		5082	0	15900	3677	0	15900		0	0	0	0	0	1865	1	0			0	15900	0	0	0	0	0	0	0	0	0	0						1405																					5	18	0	0	0	0	0	0																						
17978																																		0	411	4000	0	0	4000		411	0	0	0	0	0	0	0			0	4000	0	0	0	0	0	0	0	0	0	0						0																			2	true	0	0	0	0	0	0	0	0																						
18050																																		0	0	2500	0	0	2500		0	0	0	0	0	8652	3	0			0	2500	0	0	0	0	0	0	0	0	0	0					0	0																					1	3	0	0	0	0	0	0																						
18827																																		9445	105	85600	9122	0	85600		0	0	105	0	0	26662	4	0			0	85600	0	0	0	0	0	0	0	0	0	0						323																					8	388	0	0	0	0	0	0																					https://www.nextierbank.com	
18836																																		0	0	5208	0	0	5208		0	0	0	0	0	735	1	0			0	5208	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
18854																																		8707	0	0	7447	0	0		0	0	0	0	0	129	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2	2636	0	0	0	0	0	0																					www.bank7.com	
19356																																		787	318	4000	762	0	4000		0	0	257	0	61	0	0	0			0	4000	0	0	0	0	0	0	0	0	0	0						25																					0	0	0	0	0	0	0	0																					https://www.sbtmiami.com	
19936																																		0	0	99	0	0	5338		0	0	0	0	0	974	0	0			0	99	5198	41	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
19972																																		0	0	0	0	0	0		0	0	0	0	0	627	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20053																																		0	0	0	0	0	2000		0	0	0	0	0	0	0	0			0	0	0	2000	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20633																																		0	697	15937	0	0	17156		594	0	103	0	0	2728	1	0			0	15937	0	1219	0	0	0	0	0	0	0	0					0	0																					1	186	0	0	0	0	0	0																						
20857																																		5545	43	6003	5247	0	12994		0	0	0	0	43	825	1	0			48	6003	0	249	5990	2653	48	95	116	493	0	0						298																					0	0	0	0	0	0	0	0																						
21256																																		0	0	0	0	0	0		0	0	0	0	0	119	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
21359																																		18	101	0	0	0	0		0	0	0	0	101	37	0	0			0	0	0	0	0	0	0	0	0	0	0	0						18																					0	0	0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																																		0	50	0	0	0	10276		0	0	0	0	50	963	0	0	true	0	0	0	276	5000	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.alliancebank.us	
22048																																		0	0	4000	0	0	14563		0	0	0	0	0	8946	3	0			10000	4000	61	0	502	0	10000	0	0	0	0	10000						0																					0	0	0	0	0	0	0	0																					http://www.unionbnk.com	
22543																																		3971	0	0	0	3971	0		0	0	0	0	0	3571	1	3971			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
22552																																		0	519	35	0	0	5906		0	0	0	0	519	970	2	0			0	35	5071	75	519	0	0	0	0	206	6825	0					0	0																					1	37	0	0	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																																		0	15	4795	0	0	5049		0	0	15	0	0	905	1	0			0	4795	0	0	254	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					http://www.westunionbank.com	
23456																																		0	0	16000	0	0	16341		0	0	0	0	0	392	0	0			0	16000	0	0	0	0	0	0	341	0	0	0						0																					0	0	0	0	0	0	0	0																						
23504																																		160824	0	800000	151668	3049	1618680		0	0	0	0	0	4939	4	3411	true	0	120680	1300000	150000	36000	12000	0	120680	0	0	0	0	0	true	false	0	0		6107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					20	2070	0	0	0	0	0	0																					http://www.dime.com	
23643																																		0	80	0	0	0	3000		33	0	47	0	0	2847	2	0			3000	0	0	0	0	0	3000	0	0	0	0	3000						0																					1	10	0	0	0	0	0	0																					http://www.commercial-bank.net	
23755																																		1482	0	0	0	1482	25000		0	0	0	0	0	2066	2	3080			25000	0	0	0	0	0	25000	0	0	0	0	25000					313	0																					0	0	0	0	0	0	0	0																						
24006																																		109167	0	23000	80794	0	26007		0	0	0	0	0	0	0	0			0	23000	3007	0	0	0	0	0	0	0	0	0						28373																					2	282	0	0	0	0	0	0																						
24378																																		0	0	2500	0	0	2500		0	0	0	0	0	795	0	0			0	2500	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
24659																																		1464	0	0	1288	0	0		0	0	0	0	0	128	0	0			0	0	0	0	0	0	0	0	0	0	0	0					2	176																					0	0	0	0	0	0	0	0																						
24949																																		995	0	0	0	995	5000		0	0	0	0	0	30	0	1411			0	0	5000	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.baraboobank.com	
25357																																		708	246	0	708	0	0		0	150	0	0	96	2064	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://https://www.allamerica.bank	
25647																																		0	0	17000	0	0	17000		0	0	0	0	0	0	0	0	false	0	0	17000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					8	807	0	0	0	0	0	0																					www.firstsecurebank.com	
26765																																		6949	0	250000	3454	0	250000		0	0	0	0	0	79960	3	0			0	250000	0	0	0	0	0	0	0	0	0	0					0	3495																					8	784	0	0	0	0	0	0																						
27070																																		29820	0	0	28268	312	98150		0	0	0	0	0	1601	0	312			0	0	21750	30400	46000	0	0	0	0	0	0	0					0	1240																					1	119	0	0	0	0	0	0																					prevail.bank	
27548																																		15053	0	34500	10228	3847	34500		0	0	0	0	0	26356	5	6688			0	34500	0	0	0	0	0	0	0	0	0	0					0	978																					4	635	0	0	0	0	0	0																						
27614																																		2677	49	4000	2654	0	4000		0	0	49	0	0	1543	0	0			0	4000	0	0	0	0	0	0	0	0	0	0					0	23																					0	0	0	0	0	0	0	0																						
27847																																		0	49	0	0	0	5000		0	0	49	0	0	231	0	0			0	0	0	0	5000	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.diamond.bank	
28013																																		41444	70	50000	41012	185	984496		0	0	0	0	70	1082	0	185	true	0	145876	50000	310500	372288	50000	0	145876	2275	5408	48149	0	183894	true	false	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	5	5080	0	0	0	0	0	0																					www.enorthfield.com	
28152																																		0	0	0	0	0	0		0	0	0	0	0	143	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0					www.facebook.com/harvestbankmn																www.harvestbankmn.com	
28675																																		573	0	3000	0	573	16000		0	0	0	0	0	246	0	573	false	0	0	14000	2000	0	0	13000	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	0	0	0	0	0	0	0	0																					www.cumberlandfederal.com	
