"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							73	2004	351	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0				0	0	0	183	94	0	0	0	0	0	0	0	0	0	0		62	0	763	185	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
1856																																																																																																								0	0	0							0	2174	0	0	62	0	240	0	0	0	0	0	0	0	0	0	0	0				0	0	0	62	0	0	0	0	0	0	0	0	0	0	0		0	0	67	0	0	0								0	1778	0	0	0	0	0	7	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2161																																																																																																								0	0	0	0	0	0	0	0	0	4013	660	0	0	0	0	91	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	540	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																								0	0	0							356	721	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	356				0	0	0	0	0	0	0	0	0	0	0	0																																																				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3252																																																																																																								0	0	0							1021	2633	221	308	1128	221	698	0	81	596	0	47	0	0	0	0	0	0				0	0	0	1128	221	308	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	473				0	0	0	60	0	47	57	0	43	0	0	0																																																				
3458																																																																																																								0	0	0							1342	25	0	0	0	0	11	0	18	0	0	419	0	0	0	0	0	0				0	0	0	13	0	525	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	351	29				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3720																																																																																																								0	0	0							97	604	2	0	0	0	85	0	2	0	0	0	0	0	0	0	0	0				23	0	0	0	0	0	0	0	0	0	0	0	0	0	0		70	0	17	0	0	0								0	0	0	0	0	10	449	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
3971																																																																																																								0	0	30							4177	6575	543	0	0	0	3492	0	965	0	0	0	0	0	0	0	0	0				46	0	32	0	0	0	0	0	0	0	0	0	0	0	0		868	150	616	0	3	0								1201	0	543	0	146	0	203	0	0	0	982	0				0	0	438	203	0	95	183	0	95	0	0	0																																																				
4156																																																																																																								0	0	0							173	0	0				0	0	0	0	0	49	0	0	0	0	0	0				0	0	82	0	0	39	0	0	0	0	0	0	0	0	0		3	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	40	0	0	40	0	0	0																																																				
4231																																																																																																								0	0	0							212	331	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30	0	219	0	0	0								0	0	0	0	0	0	65	0	0	0	182	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5069																																																																																																								0	0	0							6376	9217	6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2136	0	4979	3481	0	0								0	4238	0	0	0	0	0	0	2595	0	4240	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5135																																																																																																								0	0	0							676	1260	123	118	121	29	232	70	12	223	0	0	0	0	0	0	0	0				0	0	0	121	29	118	0	0	0	14	1	3	0	0	0		41	5	509	21	69	0								0	0	0	0	0	0	0	0	0	0	487	0				79	0	47	0	0	0	0	0	0	0	0	0																																																				
5210																																																																																																								0	0	0							2978	4186	860	0	0	0	54	0	806	0	0	367	0	0	0	0	0	0				1311	398	207	26	0	0	0	0	0	0	0	0	0	0	0		193	0	2394	462	42	0								0	0	0	0	0	0	165	124	0	0	1307	98				0	0	0	0	0	0	0	0	0	0	0	0																																																				
5461																																																																																																								0	0	0							4560	28	0	0	0	0	28	0	0	0	0	3977	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		131	452	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	4138	0	0	0	0	0	0	0	0	0																																																				
5751																																																																																																								0	0	0							6	463	584	0	7	0	2	0	0	0	584	0	0	0	0	0	0	0				0	0	0	7	0	0	0	0	0	0	0	0	0	0	0		0	0	299	0	0	0								0	0	0	0	0	0	105	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
6039																																																																																																								0	0	0	0	0	0	0	0	0	789	930	16	0	0	0	277	0	98	331	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	6	0	142	0	0	0	0	0			0	0	0	0	19	0	0	0	0	114	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																								0	0	0	0	0	0	0	0	0	5423	19722	5	0	0	0	745	0	21	199	0	86	0	0	0	0	0	0	0	0	0	88	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	1487	0	12	0	0	0			0	0	0	0	160	0	0	0	0	96	393	0	0	791	22	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	
7009																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
