"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		405738	4787																																																																																																														
1856																																																																																																																																		43217	279																																																																																																														
2161																																																																																																																																		372382	2739																																																																																																														
2732																																																																																																																																		700624	5022																																																																																																														
2750																																																																																																																																		64957	510	0	0	50890																																																																												50890																															
3252																																																																																																																																		298323	3818	0	2117	136076																																																																												133959																															
3458																																																																																																																																		80531	760	0	45	57225																																																																												57180																															
3720																																																																																																																																		394429	1671																																																																																																														
3971																																																																																																																																		1109375	13020	0	882	989866																																																																												988984																															
4156																																																																																																																																		273546	2547	0	358	192058																																																																												191700																															
4231																																																																																																																																		156596	884																																																																																																														
5069																																																																																																																																		595459	13762	0	7359	559386																																																																												552027																															
5135																																																																																																																																		586876	4865																																																																																																														
5210																																																																																																																																		2391538	19485	0	0	1702503																																																																												1702503																															
5461																																																																																																																																		836487	6550	0	220	520887																																																																												520667																															
5751																																																																																																																																		273604	2411																																																																																																														
6039																																																																																																																																		403632	4435																																																																																																														
6329																																																																																																																																		1666605	21062	0	5848	1314556	161440	87427	74013	0	0	0	0	0	0	0	189964	494	0	1	0	1	0	0	0	0	0	0	78089	2	1438	0	72206	105313	265416	268278	1053034	972	972	0	0	0	972	11241	5621	0	0	0	5621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73833	36917	0	0	9985	26932	105313	265416	282574	1098446	0	53083	141287	1098446	1308708	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		692193	0	0	0	363053																																																																												363053																															
7045																																																																																																																																		271430	1140	0	0	126428	18872	18731	141	0	900	0	900	0	0	12202	102060	41355	0	0	0	0	0	0	0	0	0	0	8324	0	0	0	8324	30933	103101	101303	54545	0	0	0	0	0	0	113	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30933	103101	101303	54602	0	20620	50652	54602	126428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		458158	2929	0	0	298059																																																																												298059																															
7456																																																																																																																																		136523	910	0	0	85445																																																																												85445																															
7634																																																																																																																																		88239	1204																																																																																																														
8033																																																																																																																																		326907	2643																																																																																																														
8462																																																																																																																																		188685	1996																																																																																																														
8631																																																																																																																																		78667	401																																																																																																														
9357																																																																																																																																		568737	3416																																																																																																														
9553																																																																																																																																		229248	1212	0	0	150153																																																																												150153																															
9807																																																																																																																																		2633528	28458	0	2825	2109712	50625	34940	15685	0	191096	0	158197	0	32899	72659	488245	7421	20750	0	0	0	0	0	0	0	0	0	190584	3968	5355	0	86538	113483	667482	189002	1595580	6684	6684	0	0	0	6684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138478	69239	0	0	0	69239	141738	667482	189002	1700837	0	133496	94501	1700837	2106887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		197526	1816																																																																																																														
10250																																																																																																																																		636854	4076	0	0	384048																																																																												384048																															
10849																																																																																																																																		295068	2900																																																																																																														
11145																																																																																																																																		414628	3513	0	0	293598	23579	15430	8149	0	0	0	0	0	0	13175	55717	33224	10950	0	0	0	0	0	0	0	0	0	26078	55	1590	383	15623	29052	66646	97237	199216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29052	66646	97237	208392	0	13329	48619	208392	293598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		390453	2859																																																																																																														
11837																																																																																																																																		134735	996	0	36	78915																																																																												78879																															
12030																																																																																																																																		524858	13084	0	8576	360716																																																																												352140																															
12142																																																																																																																																		322705	2031	0	0	185901																																																																												185901																															
12311	153444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1601404	731582	388061	0	0	0	0	0	0	0	0	170392	170392	169489	0	0	0	0	903	0	0	8354280	1670856	0	0	0	1669231	1625	22754	21249817	0	1378690	0	0	338241	0	1040449	0	1641318	0	1641318	0	0	0	0	0	1641318	0	0	755961	388061	0	0	0	0	0	0	32826	0	0	1133942	970153	0	0	0	0	0	0	142069679	23826	9146390	21830316	9153545	4817664	809851	0	0	0	0	297737	2578301	1070894	0	596500	0	0	0	0	530734	232858	0	2433832	30510346	10605730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76962	441	0																			0	0	0	0																																																																																										
12647																																																																																																																																		201164	1101																																																																																																														
12656																																																																																																																																		22240	190	0	61	10296																																																																												10235																															
12946																																																																																																																																		2570867	29817	0	3669	2091862																																																																												2088193																															
13103																																																																																																																																		3094653	22027	0	0	2904983	44808	19440	25368	0	27361	0	27361	0	0	51494	325755	1940	93588	0	0	0	0	0	0	0	0	0	102785	0	7099	0	77062	71278	398829	825694	1632005	2162	2162	0	0	0	2162	313	157	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227438	113719	0	0	39847	73872	71278	398829	865698	1738392	0	79766	432849	1738392	2904983	11221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		68985	709	0	106	48270																																																																												48164																															
13457																																																																																																																																		27079	103																																																																																																														
14155																																																																																																																																		333391	4005																																																																																																														
14650																																																																																																																																		53066	481																																																																																																														
14753																																																																																																																																		58597	558	0	173	30822																																																																												30649																															
14865																																																																																																																																		853324	5449	0	0	597353																																																																												597353																															
14977																																																																																																																																		54465	621																																																																																																														
16551																																																																																																																																		426362	4732																																																																																																														
17110																																																																																																																																		181371	279																																																																																																														
17147																																																																																																																																		18164976	223052	0	64082	14595699	477815	421091	56724	0	2263181	359091	1209345	693245	1500	113116	1002890	905339	12991	0	0	0	0	0	0	0	0	0	1607323	2483	8999	23553	625843	899357	2332341	3882528	10524062	24927	24927	0	0	0	24927	17790	8895	0	0	0	8895	181	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1681015	840508	0	0	2655	837852	899357	2526197	3885420	11763362	0	505239	1942710	11763362	14531617	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		72169	188	0	0	50998																																																																												50998																															
17950																																																																																																																																		762861	5879	0	1237	384224																																																																												382987																															
17978																																																																																																																																		326301	1437																																																																																																														
18050																																																																																																																																		970489	6410	0	0	599949																																																																												599949																															
18827																																																																																																																																		2048904	17618	0	0	1548106																																																																												1548106																															
18836																																																																																																																																		208754	1644																																																																																																														
18854																																																																																																																																		1659568	15452	0	0	1337689	182365	162542	19823	0	0	0	0	0	0	107078	62771	7461	5500	0	0	0	0	0	0	0	0	0	40322	512	765	379	38666	277912	97037	99580	1210332	768	768	710	0	0	58	1288	644	435	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	600	600	0	0	0	600	62937	31469	1533	148	43	29746	280799	97209	99897	1268298	0	19442	49949	1268298	1337689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		132803	1109																																																																																																														
19936																																																																																																																																		424579	4229	0	1284	261588																																																																												260304																															
19972																																																																																																																																		119154	367	0	0	46805																																																																												46805																															
20053																																																																																																																																		166601	1655																																																																																																														
20633																																																																																																																																		361605	2419																																																																																																														
20857																																																																																																																																		598748	2060	0	0	368060																																																																												368060																															
21256																																																																																																																																		12646	71																																																																																																														
21359																																																																																																																																		74684	474	0	0	38784																																																																												38784																															
21658																																																																																																																																		216931	2396																																																																																																														
22048																																																																																																																																		293863	3393																																																																																																														
22543																																																																																																																																		348968	2193	0	0	258866																																																																												258866																															
22552																																																																																																																																		120300	772	0	0	84005																																																																												84005																															
22730																																																																																																																																		269858	1447	0	0	150803																																																																												150803																															
23456																																																																																																																																		307971	2892	0	111	222515																																																																												222404																															
23504																																																																																																																																		13826566	78335	0	0	10868083	659764	634607	25157	0	605642	123128	491194	0	9000	433361	399700	25571	169626	0	0	0	0	118010	0	0	0	0	863147	25708	101399	23348	495013	1218874	1023085	2657128	8763005	18079	18079	0	0	0	18079	11292	5646	0	0	0	5646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403083	201542	0	0	0	201542	1220512	1164488	2657328	9179333	0	232898	1328664	9179333	10868083	133587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		246964	1416																																																																																																														
23755																																																																																																																																		316261	2171	0	0	206905																																																																												206905																															
24006																																																																																																																																		2004733	13971	0	0	1244832																																																																												1244832																															
24378																																																																																																																																		75464	257																																																																																																														
24659																																																																																																																																		118937	545	0	0	49649																																																																												49649																															
24949																																																																																																																																		503941	6367	0	2378	319124																																																																												316746																															
25357																																																																																																																																		574398	5590	0	0	516915																																																																												516915																															
