"IDRSSD"	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	RCONMG95	
1669																								0	0	4003	3767	0	0	21657	18282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1856																								0	0	222	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2161																								0	0	0	0					0	0	0	0	0	0	3880	3760	0	0	0	0	0	0	0	0	0	0	1001	834		
2732																								0	0	14252	13603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																								0	0	7572	7003	0	0	206	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																								0	0	11027	10957	0	0	7115	6708	0	0	0	0	0	0	12483	12120	0	0	0	0	0	0	14117	13629	0	0	0	0		
3458																								0	0	2722	2646	0	0	5291	4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720																								7754	6938	9963	9611	0	0	65978	57556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3971																								0	0	52441	45104	0	0	9335	8413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4156																								0	0	9108	8139	0	0	6044	5429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
4231																								0	0	3919	3824	0	0	17658	15302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5069																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																								0	0	87822	86803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																								0	0	235018	208104	3076	2915	193655	172577	0	0	0	0	0	0	46965	43254	0	0	0	0	0	0	847	807	0	0	0	0		
5461																								26744	25196	81117	75922	108286	98701	6386	5914	0	0	0	0	495	467	4168	4021	0	0	0	0	0	0	0	0	0	0	0	0		
5751																								0	0	4546	4519	0	0	12297	12239	0	0	0	0	0	0	2130	2245	0	0	0	0	0	0	191	189	0	0	3450	3315		
6039																								0	0	9500	9310					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																								0	0	49000	46664					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7009																								0	0	45859	45859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																								0	0	1008	906					0	0	0	0	0	0	408	375	0	0	0	0	0	0	0	0	0	0	0	0		
7072																								0	0	9000	7876	40704	36335	602	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456																								0	0	3456	3152	0	0	272	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7634																								0	0	1469	1383	0	0	5788	5226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8033																								0	0	13170	12615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8462																								0	0	30049	27478	0	0	41542	37871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631																								0	0	14359	13299	0	0	8037	7050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9357																								0	0	15899	15063	0	0	11820	11538	0	0	0	0	0	0	7574	7366	0	0	0	0	0	0	1544	1537	0	0	0	0		
9553																								0	0	108	107	0	0	17575	15712	0	0	0	0	0	0	37	35	0	0	0	0	0	0	0	0	0	0	0	0		
9807																								27495	27040	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9955																								0	0	15412	14059	0	0	421	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250																								0	0	19581	17280	0	0	121455	107725	0	0	0	0	0	0	627	599	0	0	0	0	0	0	0	0	0	0	0	0		
10849																								0	0	8492	8094	0	0	11356	10416	0	0	31	26	0	0	6695	6266	0	0	0	0	0	0	0	0	0	0	0	0		
11145																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33397	30994		
11640																								0	0	22069	19239	0	0	12676	10467	0	0	0	0	0	0	12213	11164	0	0	0	0	0	0	0	0	0	0	0	0		
11837																								0	0	23708	22653	0	0	37106	31753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12030																								0	0	3886	3945	0	0	0	0	0	0	0	0	222	221	2519	2646	0	0	0	0	0	0	0	0	0	0	0	0		
12142																								10005	9338	1	1	35085	32695	13847	12864	0	0	0	0	5002	4714	4585	4246	0	0	0	0	2277	2058	1895	1783	0	0	0	0		
12311																																																					
12647																								24020	21263	0	0	6734	5752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	202	0	0	0	0	0	0		
12656																								400	354	0	0	349	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946																								0	0	168587	149959	0	0	100658	87816	0	0	62	52	0	0	7595	6127	0	0	0	0	0	0	0	0	0	0	0	0		
13103																								27361	27361	0	0					0	0	73564	68921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13251																								0	0	0	0	0	0	1601	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457																								0	0	1412	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650																								0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																								0	0	4945	4575	97	96	470	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865																								0	0	136680	131029	1306	1209	9848	9598	0	0	2898	2873	0	0	44682	43529	0	0	0	0	0	0	4466	4362	0	0	0	0		
14977																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
16551																								0	0	1997	1924	0	0	606	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388273	326460	116456	101321					0	0	0	0	11432	11118	47190	41461	0	0	0	0	0	0	2092	1954	0	0	0	0		
17259																								0	0	2999	2914	0	0	6443	5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950																								0	0	6316	5889	0	0	138470	124562	0	0	0	0	0	0	20991	19304	0	0	0	0	0	0	837	770	0	0	0	0		
17978																								94039	84639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050																								0	0	0	0	0	0	178251	158542	0	0	22537	20326	0	0	0	0	0	0	0	0	0	0	1697	1558	0	0	0	0		
18827																								0	0	35166	31642	0	0	7415	6703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18836																								0	0	5491	5128	0	0	6586	5814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854																								0	0	168	163					0	0	0	0	0	0	12211	11317	0	0	0	0	0	0	2240	2046	0	0	0	0		
19356																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936																								0	0	17754	15556	66	65	28406	25475	0	0	0	0	0	0	1722	1713	0	0	0	0	0	0	0	0	0	0	0	0		
19972																								0	0	0	0	46	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																								0	0	1331	1262	0	0	1412	1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20633																								0	0	12255	11239	0	0	12622	11474	0	0	0	0	0	0	7097	6338	0	0	0	0	0	0	0	0	0	0	0	0		
20857																								2500	2287	0	0	0	0	2238	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21256																								0	0	3399	3188	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																								0	0	1799	1608	0	0	11587	10110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658																								0	0	20269	18680					0	0	0	0	0	0	1636	1527	0	0	0	0	0	0	0	0	0	0	0	0		
22048																								0	0	5678	5286	0	0	29710	25918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22552																								0	0	0	0	0	0	12354	10928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730																								0	0	3312	3062	0	0	49818	44632	0	0	878	767	0	0	6327	5954	0	0	0	0	0	0	1828	1652	0	0	0	0		
23456																								0	0	0	0	0	0	56208	49598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10707	8882	54798	51432	89258	77639	0	0					10707	8882	54798	51432	79441	70183	21069	18944	0	0	0	0	174608	156364	111668	97939	0	0	0	0		
23643																								0	0	2040	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755																								0	0	7265	6468	20204	19821	22046	19650	0	0	0	0	0	0	3815	3386	0	0	0	0	0	0	0	0	0	0	0	0		
24006																								0	0	38613	38900	0	0	0	0	0	0	0	0	0	0	1667	1672	0	0	0	0	0	0	42577	41987	0	0	0	0		
24378																								2000	1956	0	0	9475	8745	6074	5849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659																								516	514	999	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949																								14366	13458	6311	6023	22868	22063	6885	6730	0	0	0	0	16749	16298	13410	13244	0	0	0	0	14620	13853	5952	5565	0	0	0	0		
25357																								0	0	0	0	647	646	8287	8281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647																								0	0	12387	11506					0	0	0	0	0	0	426	425	0	0	0	0	0	0	298	258	0	0	0	0		
26765																								0	0	0	0	0	0	190664	167480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27070																								0	0	11180	10359	0	0	29844	27049	0	0	0	0	0	0	5740	5171	0	0	0	0	0	0	6000	5464	0	0	4199	4037		
27548																								0	0	13780	13749	0	0	34704	31491	0	0	0	0	0	0	5002	4962	0	0	0	0	0	0	5608	4902	0	0	75121	68776		
27614																								0	0	0	0	0	0	138840	120650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847																								0	0	0	0	40	40	28972	25914	0	0	0	0	0	0	7935	6751	0	0	0	0	0	0	0	0	0	0	0	0		
28013																								0	0	75958	72743					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28152																								3431	3414	7623	7120					0	0	0	0	0	0	1623	1508	0	0	0	0	0	0	0	0	0	0	0	0		
28675																								0	0	5086	4905					0	0	0	0	0	0	2900	2787	0	0	0	0	0	0	0	0	0	0	0	0		
28732																								7391	7262	6473	5963	1322	1291	7343	6563	0	0	0	0	0	0	479	485	0	0	0	0	0	0	0	0	0	0	0	0		
29476																								0	0	1750	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29636																								4017	3654	0	0	219743	204601	68078	60435	0	0	9379	9323	5964	5645	1355	1218	0	0	0	0	55448	51323	1917	1851	0	0	0	0		
29878																								0	0	50074	46773					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30052																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502																								0	0	73265	64699	0	0	231540	197100	0	0	0	0	0	0	6139	5563	0	0	0	0	0	0	174	171	0	0	0	0	0	
30650																								0	0	5307	4917	0	0	6717	5995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30810																																																					
31134																								0	0	2000	1819					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31255																								0	0	282	281					0	0	0	0	0	0	953	928	0	0	0	0	0	0	0	0	0	0	0	0		
31657																								0	0	0	0	104997	91141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826																								0	0	9598	8437					0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	0	0	0	0	0		
31835																								0	0	17504	15520	0	0	1810	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234																								0	0	5440	5093	11397	10659	0	0	0	0	2887	2867	3816	3517	0	0	0	0	0	0	0	0	25	1	946	887	2470	2403		
32766																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971																								0	0	1000	995	1	1	4186	4084	0	0	616	607	0	0	2878	2758	0	0	0	0	0	0	2526	2391	0	0	0	0		
33147																								0	0	2576	2336	0	0	4605	4067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	217	0	0	0	0		
33259																								0	0	32022	28030	0	0	28526	24929	0	0	0	0	0	0	956	911	0	0	0	0	0	0	0	0	0	0	0	0		
33370																								0	0	0	0	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839																								0	0	9505	8843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857																								0	0	0	0					0	0	1161	932	0	0	0	0	0	0	0	0	0	0	1360	1288	0	0	0	0		
34434																								0	0	14669	13763	0	0	24544	22036	0	0	0	0	0	0	503	488	0	0	0	0	0	0	6576	5847	0	0	0	0		
34537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	875	396307	384677	0	0	43249	43196					1016	875	396307	384677	103795	93178	277269	260699	0	0	0	0	3984	3411	28944	28445	2477	2340	19426	18632		
34555																								0	0	7579	7146					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34742																								0	0	28970	26439	0	0	10075	9114	0	0	994	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35057																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35301																																																					
35646																								0	0	10300	9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879																								27555	27555	5991	5987	0	0	8684	7738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	663	0	0	0	0		
36456																								0	0	19987	17648	0	0	7331	6441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933																								0	0	5266	4811	0	0	39534	34107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37051																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341																								0	0	860	838	0	0	398	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435																								34823	31790	30176	29159	9537	8596	159157	142083	0	0	10874	10589	9444	8787	30687	26796	0	0	0	0	0	0	20752	19343	0	0	0	0		
37640																								0	0	21300	19418					0	0	0	0	0	0	253534	216515	0	0	0	0	0	0	4517	3740	0	0	0	0		
37659																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37949																								0	0	3875	3832	0	0	30331	27885	0	0	5276	5238	0	0	216	218	0	0	0	0	0	0	1244	1137	0	0	0	0		
38740																								0	0	351	332	0	0	52479	44897	0	0	0	0	0	0	23664	20715	0	0	0	0	0	0	1086	891	0	0	0	0		
39327																								19373	18599	46338	43468	0	0	84503	76287	0	0	0	0	0	0	27011	24696	0	0	0	0	0	0	14275	13764	0	0	0	0		
39756																								0	0	4911	5129					0	0	0	0	0	0	5113	5453	0	0	0	0	0	0	918	737	0	0	0	0		
40033																								0	0	6937	6236	2	2	2108	1935	0	0	254	223	0	0	0	0	0	0	0	0	0	0	119	111	0	0	0	0		
40499																								19838	19275	49347	41945					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40855																								0	0	6545	6514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553																								0	0	63029	51972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629																								0	0	29987	26671	0	0	2027	1735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41825																								1901	1750	3512	3093					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42037																								0	0	1000	964	0	0	12446	10951	0	0	442	429	0	0	184	170	0	0	0	0	0	0	0	0	0	0	0	0		
42354																								0	0	3013	2972	0	0	23951	20721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372																								0	0	3741	3717	0	0	14753	13808	0	0	0	0	0	0	765	775	0	0	0	0	0	0	31843	27955	0	0	0	0		
42420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4137	4048	0	0	22301	18063	1000	893					4137	4048	0	0	0	0	0	0	0	0	0	0	36412	30510	135255	115807	0	0	0	0		
42448																								0	0	23582	21271					0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	659	0	0	0	0		
42457																								0	0	2000	1931	0	0	9204	8153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052																								0	0	3124	3005	0	0	9560	9124	0	0	0	0	0	0	909	850	0	0	0	0	0	0	0	0	0	0	0	0		
43351																								0	0	0	0	0	0	601	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856																								0	0	1856	1750	0	0	2919	2728	0	0	0	0	0	0	4620	4440	0	0	0	0	0	0	0	0	0	0	0	0		
43959																								0	0	21733	17646	0	0	23816	21086	0	0	0	0	0	0	947	845	0	0	0	0	0	0	0	0	0	0	0	0		
44040																								0	0	17434	15933	0	0	62379	55242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433																								0	0	5598	5088					0	0	0	0	0	0	17248	15443	0	0	0	0	0	0	0	0	0	0	4210	3601		
44741																								0	0	47298	44304	0	0	1974	1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44750																								0	0	37941	28184	0	0	381	359	0	0	0	0	0	0	251	234	0	0	0	0	0	0	0	0	0	0	0	0		
44929																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45038																								0	0	23021	20308					0	0	1032	925	0	0	3548	3103	0	0	0	0	0	0	708	647	0	0	0	0		
45047																								0	0	10030	9515	0	0	7090	6471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45056																								0	0	8592	8062	0	0	4705	4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430																								0	0	2000	1757	0	0	32799	28652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458																								0	0	6066	5457	0	0	26080	22769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	344	0	0	0	0		
45551																								0	0	16417	14970	0	0	71434	62813	0	0	7837	7257	0	0	6214	5725	0	0	0	0	0	0	2016	1708	0	0	0	0		
45560																								0	0	24513	20938					0	0	14349	14041	0	0	0	0	0	0	0	0	0	0	15078	14776	0	0	0	0		
45775																								0	0	17482	14620	0	0	15200	12860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053																								0	0	25573	22599	0	0	32920	29102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941																								0	0	16192	15081	0	0	24751	21708	0	0	0	0	0	0	791	712	0	0	0	0	0	0	0	0	0	0	0	0		
47247																								0	0	560	535					0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	127	0	0	0	0		
47256																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47500																								0	0	9971	9309	0	0	42334	36352	0	0	0	0	0	0	1925	1684	0	0	0	0	0	0	0	0	0	0	0	0		
48057																								0	0	10839	9629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150																								0	0	0	0	0	0	1551	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374																								0	0	50397	48675	0	0	16176	14137	0	0	5109	4463	0	0	0	0	0	0	0	0	0	0	6933	5946	0	0	0	0		
48440																								0	0	11374	9620	0	0	10882	9635	0	0	0	0	0	0	8927	7620	0	0	0	0	0	0	0	0	0	0	0	0		
49054																								0	0	22783	20097	0	0	1430	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148																								0	0	0	0	0	0	39437	34565	0	0	0	0	0	0	499	468	0	0	0	0	0	0	0	0	0	0	0	0		
49241																								0	0	22235	20395	4862	4222	4298	3724	0	0	0	0	1874	1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652																								0	0	9982	9274	0	0	7706	6861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858																								0	0	0	0	0	0	1375	1265	0	0	0	0	0	0	1000	962	0	0	0	0	0	0	0	0	0	0	0	0		
49951																								0	0	8439	7334	0	0	14731	12794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144																								0	0	0	0	45085	39683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50461																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51253																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51356																								0	0	26991	25734					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51459																								0	0	34022	31687	0	0	77937	69594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51842																								0	0	34600	29689					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52719																								0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52951																								0	0	13656	13345	0	0	54760	52297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
