"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
1669	0	0	0	0	0	0	12	0				0	71	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				42	7	29	5	
1856	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	2	2		0		0	101	90		0		0	0	0	0	0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	0	
2732	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2750	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
3252	0	10	0	0	0	0	358	24				277	187	15		54				54		277	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				20	8	98	39	
3458	0	0	0	0	0	0	7	0				0	0	0		0				0		0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3720	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3971	0	0	0	0	0	0	15	1				0	983	107		0				0		0	0	0	0	0			0	0	1	6	0	0			0	0	0	0	0	0	0	0				0	0	876	7	
4156	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
4231	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
5069	0	0	0	0	0	0	5	5				0	5	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	10	0	0	0	0	0	0	0				0	31	14		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
5210	0	0	0	0	0	0	26	0				25	117	29		67				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	21	1	
5461	0	125	0	0	0	0	338	0				0	2	0		0				0		0	0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	201	0	9				0	0	2	0	
5751	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
6039	0	0	0	0	0	0	0	0		0		0	11	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11	0	
6329	0	8	0	0	0	0	892	38		0		0	2956	57		0		0	0	0	0	0	0	0	0	0			0	0	3	0	8	0			0	0	0	0	0	0	0	0	0	0		1967	703	924	140	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	2	0				0	12	0		0				0		0	0	0	0	0			5	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	2	
7072	0	0	0	0	0	0	5	5				0	45	44		0				0		0	0	2	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	0				0	0	0	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	13	8				0	21	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	21	5	
8033	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
8462	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
8631	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9357	0	0	0	0	0	0	264	264				0	10	10		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	19	0	0	462	5		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	31	0	0	0			0	0	0	0	0	0	0	407	0	0		0	0	0	0	
9955	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
10250	0	0	0	0	0	0	5	2				3	21	0		21				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
10849	0	0	0	0	0	0	1	0				1	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	8	0		0		0	26	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	26	6	
11640	0	0	0	0	0	0	10	0				9	123	50		13				0		0	0	0	0	0			0	0	0	0	0	0			5	0	21	0	0	0	0	0				9	0	25	1	
11837	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	27	305	0	0	0	0	1543	282				20	420	15		47				31		3	0	0	0	0			1	0	306	0	65	0			0	0	9	90	103	296	2	110				107	82	44	52	
12142	0	0	0	0	0	0	15	1				13	34	0		23				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	1	
12311	0	0	3147	6			42014		10611	0	0	321	98634		0	5136	26307	0	0	48	0	36	955	205	1776	2157	0	0	6506	2352	1373	604	1834	264	0	995	0	183	0	27	4029	3760	12273	2268	0	0	5778	12446	7571	23873	4967	
12647	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12656	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	0	1	0	0	0	0	135	13				0	429	55		6				6		0	0	0	0	0			50	0	2	0	24	0			0	0	0	1	57	0	0	15				0	0	237	103	
13103	0	0	0	0	0	0	11	0		0		0	57	36		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		14	9	7	2	
13251	0	0	0	0	0	0	5	2				0	19	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	0	0	3	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14650	0	0	0	0	0	0	22	0				0	63	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	4	53	18	
14753	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
14865	0	0	0	0	0	0	15	11				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0				0	0	0	0	
14977	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16551	0	0	0	0	0	0	2	1				0	12	0		0				0		0	0	0	0	1			2	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	0	46	0	0	844	530		0		0	1069	243		0		0	0	0	0	0	0	0	234	39			0	0	101	12	131	0			0	0	0	0	2	10	2	0	0	0		206	76	251	30	
17259	0	0	0	0	0	0	0	0				0	9	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	0	0	
17950	0	0	0	0	0	0	3	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	10	0				0	71	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	70	10	
18827	0	0	0	0	0	0	45	26				1	13	0		0				0		0	0	0	0	0			0	0	17	0	11	0			0	0	0	0	0	0	0	0				0	0	2	1	
18836	0	0	0	0	0	0	42	0				0	21	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	21	41	
18854	0	0	0	0	0	0	5	0		0		2	12	0		0		0	0	0	0	2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	12	3	
19356	0	0	0	0	0	0	0	0				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	4	0	
19936	0	0	0	0	0	0	8	0				1	8	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	7	0	0	0	0				0	0	6	0	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	1	0				0	9	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				5	0	4	0	
20633	0	0	0	0	0	0	0	0				0	484	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	481	0				0	0	2	0	
20857	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	1	0				1	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	7	2				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	5	6	0	
22543	0	0	0	0	0	0	5	0				0	149	140		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	9	4	
22552	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	36	0				0	62	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	62	34	
23456	0	0	0	0	0	0	10	2				2	6	0		0				0		2	0	0	0	0			1	0	2	0	0	0			0	0	0	0	0	0	0	0				1	0	4	4	
23504	0	0	0	0	0	0	489	487		0		0	2030	2029		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1	2	
23643	0	0	0	0	0	0	25	0				0	47	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				43	22	4	3	
23755	0	0	0	0	0	0	12	0				0	42	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				34	10	8	2	
24006	0	0	0	0	0	0	14	7				0	5	5		0				0		0	0	0	0	1			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24378	0	0	0	0	0	0	4	0				0	0	0		0							0	0	0	0			0	0	3	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	12	10				0	1	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
24949	0	0	0	0	0	0	56	0				0	1	0		0				0		0	0	0	0	1			0	0	2	0	0	0			0	0	0	0	0	52	0	0				0	0	1	1	
25357	203	0	0	0	0	0	10	0				0	1432	82		1073				937		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	0	49	10	
25647	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
26765	0	0	0	0	0	0	24	6				0	48	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	2	0	0				0	0	48	11	
27070	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
27548	0	0	0	0	0	0	67	0				0	134	0		0				0		0	0	0	0	0			0	0	17	0	0	0			0	0	0	0	40	0	0	0				2	0	92	50	
27614	0	0	0	0	0	0	1	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	1	
27847	0	0	0	0	0	0	446	13				233	93	41		6				6		233	0	0	0	0			0	0	96	0	0	0			0	0	0	0	0	88	0	0				32	3	14	13	
28013	0	0	0	4	0	0	19	14		0		0	2064	2056		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	8			0	0	0	0	0	1	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
29476	0	0	0	0	0	0	2	0				2	13	0		0				0		0	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	105	6				1	34	0		0				0		1	0	0	0	0			26	17	21	0	0	0			0	0	0	1	0	4	1	0				0	1	7	54	
29878	0	0	0	0	0	0	0	0		0		0	10	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	54	10				9	80	8		14				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	19	1	0	0				30	27	9	6	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			216021		106	0	0	0	966414		0	0	1028	0	0	0	0	0	0	0	0	0			878441	195332	2	27	10	243	185568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86692	20554	
31134	0	0	0	0	0	0	30	8				3	45	0		43				43		3	0	0	0	0			2	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	18	
31255	0	0	0	0	0	0	32	31		0		1	6	0		6		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	16	15				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
31826	0	0	0	0	0	0	10	0		0		0	1	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	2	1	8	
31835	0	0	0	0	0	0	9	2				0	33	4		0				0		0	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				0	6	18	1	
32234	0	0	0	0	0	0	14	0				0	19	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	14	
32766	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	43	7				0	45	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	45	35	
33147	0	0	0	0	0	0	1	0				1	5	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	2	0	
33259	0	0	0	0	0	0	0	0				0	1	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	6	0		0		1	1	0		0		0	0	0	0	1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	1	1	4	
34434	0	2	0	0	0	0	185	0				43	95	66		0				0		43	0	0	0	0			16	0	0	0	0	0			0	0	0	0	0	135	0	0				0	0	13	5	
34537	0	0	0	0	0	0	417	193		0		0	3605	2662		0		0	0	0	0	0	0	0	6	118			0	0	32	0	153	0			0	0	0	2	0	0	109	65	0	0		50	0	625	7	
34555	0	0	0	0	0	0	4	0		0		4	1	0		1		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
34742	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35057	0	0	0	0	0	0	18	0				0	6	0		0							0	0	0	0			0	0	13	0	0	0			0	0	0	0	0	0	0	0				0	0	6	5	
35301	0	0	0	0			0		0	0	0	0	3000		0	0	2000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
35879	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
36456	0	0	0	0	0	0	3	3				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
36933	0	0	0	0	0	0	0	0				0	7	6		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
37051	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
37341	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
37435	0	0	0	0	0	0	154	38				0	168	30		0				0		0	0	0	0	0			26	6	21	1	0	0			0	0	0	9	0	0	0	18				58	44	54	17	
37640	0	0	0	0	0	0	285	55		0		129	1238	733		303		0	0	0	0	0	0	0	14	31			120	1	2	0	26	0			0	0	0	0	0	58	0	5	0	0		7	0	35	4	
37659	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
37949	0	0	0	0	0	0	331	7				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	324				0	0	0	0	
38740	0	0	0	0	0	0	2	0				1	56	41		3				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	12	0	
39327	0	0	0	0	0	0	11	0				11	42	0		42				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
39756	0	0	0	0	0	0	1	1		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
40033	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
40499	0	0	0	0	0	0	25	0		0		0	14	7		0		0	0	0	0	0	0	0	0	3			0	0	1	4	0	0			0	0	0	0	0	1	0	0	0	0		4	2	3	14	
40855	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41629	0	0	0	0	0	0	67	0				0	102	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	3	0	0				99	52	2	12	
41825	0	0	0	0	0	0	3	3		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037	0	0	0	0	0	0	37	21				0	22	20		0				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	1	16	
42354	0	0	0	0	0	0	1	0				0	3	0		0				0			0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
42372	0	0	0	0	0	0	5	4				0	3	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
42420	0	0	0	0	45	0	710	118		0		41	1883	281		337		0	0	0	0	0	0	0	63	8			66	17	26	4	16	0			0	0	0	0	0	4	0	38	0	0		802	390	273	64	
42448	0	0	0	1	0	0	205	9		0		159	312	0		189		0	0	0	0	47	0	0	17	1			30	2	15	0	32	0			0	0	0	0	0	0	0	0	0	0		6	7	38	11	
42457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	4	0				0	123	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	1	2	122	2				0	0	0	0	
43351	0	0	0	0	0	0	9	1				3	7	0		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	7	4	
43856	0	0	0	0	0	0	0	0				0	33	0		0							0	0	0	0			0	0	0	0	33	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	1	1				0	50	50		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
