"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1669																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		235				
2750																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3458																																																																																																																									false	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3971																																																																																																																									false	false	false																																																																																																																		0				
4156																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true	75952	0	126	0	0	0	0	0	0	0	0	0	84614	0	293	0	0	281	198388	463	0	0	0	0	371049	281	910	10	12797	28	4	2749	0															0	0	0	10	0	0	12095	0	28	0	84614	0	293	0	1	0	0	32673	10628	732	4377	959	335	22873	332	106	40056	7158	472	13	0	0	130604	61716	9918	0	0	0	0	0	0	3788	1037	282	0	0	0	26903	2784	0	0	0	0	3404	0	0	9648	0	250	274340	84614	12095	0	0	0	0	2989	15	0	5	
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true	13873	0	11	0	7448	0	4	0	0	0	0	0	20373	3026	161	7	0	0	26993	57	0	0	0	0	68687	3026	233	7	18108	16	0	0	0															0	0	0	0	0	0	0	0	0	0	20373	3026	161	7	102	20	0	241	163	0	1853	1660	0	4120	717	0	1310	1924	0	8036	11584	0	2625	3573	0	0	0	0	0	0	0	4731	2741	0	0	0	0	8000	5341	0	0	0	0	9372	0	0	476	98	0	40866	27821	0	0	0	0	0	513				
6039																																																																																																																									false	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
7009																																																																																																																									true	true	true	11604295	11395	2791	7	616188	0	8	0	224125	0	3	0	0	0	0	0	0	0	743814	270	0	0	0	0	13355325	12689	3096	8	20989235	7170	0	0	0															3	196005	0	0	0	0	166903	1294	24	1	0	0	0	0	0	0	0	153882	3557	842	127111	0	14583	281761	0	0	176742	41644	212	2943300	576845	48651	802913	103310	9992	64842	81154	2520	0	0	0	28438	0	11488	177408	29598	6155	956836	0	33435	0	0	0	326216	0	36296	6308660	4205	2729	12348109	840313	166903	4168036	2159	0	0	106177	0	0	16	
7045																																																																																																																									true	true	true	93	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	17048	0	0	0	0	0	0	0	17141	0	23	0	0	0	0	0	0															0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	851	93	0	16197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	17048	0	0	0	0	13				
7072																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	0	75635	0	76	0	3618	0	11	0	0	0	0	0	40190	0	112	0	909264	0	0	0	0	0	0	0	1031668	0	337	15981	5	7	990910	0															0	0	0	135	0	0	0	2961	0	3	0	34039	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	256	0	0	
9955																																																																																																																									false	false	false																																																																																																																		0				
10250																																																																																																																									false	false	false																																																																																																																		0				
10849																																																																																																																									false	false	false																																																																																																																		0				
11145																																																																																																																									false	false	false																																																																																																																		0				
11640																																																																																																																									true	true	true	3771	1	14	1	0	0	0	0	0	0	0	0	162	3231	1	13	3158	5821	0	0	0	0	0	0	7091	9053	21	22	0	0	9	32282	102															0	0	6	8	0	0	0	0	0	0	162	3231	1	13	0	0	0	1326	0	3158	0	0	0	0	0	0	0	0	0	0	0	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	162	0	0	0	0	3771	162	3158	0	0	0	0	259				
11837																																																																																																																									false	false	false																																																																																																																		0				
12030																																																																																																																									false	false	false																																																																																																																		0				
12142																																																																																																																									false	false	false																																																																																																																		0				
12311	true	true	true	5421282	791751	4354	154	3586	170230	26	129	0	603283	0	115	2686192	589973	5199	368	27031	24088399	13848201	6618	496137	463474	278	85	23763226	27207711	17006	6844	121274424	1149	1165	26818267	3848															0	0	53	5833	297116	154	1280797	203485	478	6	2647422	66545	5141	95	0	0	0	1330537	145057	115095	2564016	168513	196129	844294	506	3041	262520	8456	24077	3915383	715714	403409	2054872	499078	250592	0	0	0	0	0	0	1084999	197362	204458	0	0	0	6822432	954996	604355	28012	0	29	166031	0	331	196387	96	2450	19269483	2689778	1803966	0	0	13	106240	0	0	0	0																																																																																																																					184881	10298	3402	40	
12647																																																																																																																									false	false	false																																																																																																																		0				
12946																																																																																																																									true	true	true	260416	2281	439	6	888	9142	14	3	0	0	0	0	49698	25840	192	62	11954	4210	69042	160	0	0	0	0	420591	61794	884	85	21158	43	51	249627	2															0	0	61	3	20321	11	28593	0	18	0	0	0	0	0	-52	12	-745	46993	4037	11406	3766	0	2371	9348	1220	5576	0	0	0	0	0	0	111942	35166	10346	0	0	0	0	0	0	10477	2576	3197	0	0	0	67172	6773	8299	1704	0	0	29614	175	1	48495	627	96	329459	50586	40547	0	0	0	0	3912				
13103																																																																																																																									true	true	true	451	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	1	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	451	0	0	0	0	0	0	0				
13251																																																																																																																									false	false	false																																																																																																																		0				
13457																																																																																																																									false	false	false																																																																																																																		0				
14155																																																																																																																									false	false	false																																																																																																																		0				
14650																																																																																																																									false	false	false																																																																																																																		0				
14753																																																																																																																									false	false	false																																																																																																																		0				
14865																																																																																																																									false	false	false																																																																																																																		0				
14977																																																																																																																									false	false	false																																																																																																																		0				
16551																																																																																																																									false	false	false																																																																																																																		0				
