"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONHK18	RCONHK19	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
9553				false			false			false	false		true	508	true	508	false			false								
9807	0	0																										
9955				false			false			false	false		true	533	true	533	false			false								
10250				false			false			false	false		true	37240	false		false			false								
10849				false			false			false	false		false		false		false			false								
11145	50000	0																										
11640				false			false			false	false		false		false		false			false								
11837				false			false			false	false		false		false		false			false								
12030				false			false			false	false		false		false		false			false								
12142				false			false			false	false		false		false		false			false								
12311								1065670	514250														0	0	6251	16214	0	
12647				false			false			false	false		false		false		false			false								
12946	0	0		true	8504	0	true	6668	3248	false	false		false		true	5708	false			false								
13103	223861	0						180	0																			
13251	0	838		true	0	0	false			false	true	13162	true	28389	true	41551	false			false								
13457				false			false			false	false		false		false		false			false								
14155				false			false			false	false		true	824	true	824	false			false								
14650				false			false			false	false		false		false		false			false								
14753				false			false			false	false		false		false		false			false								
14865				false			false			false	false		false		false		false			false								
14977	0	0																										
16551	5348	0		true	0	0	false			false	false		true	29725	true	300132	false			false								
17110	0	0						0	0																			
17147	2776075	0						151712	15019																			
17259				false			false			false	false		false		false		false			false								
17950				false			false			false	false		false		false		false			false								
17978				false			false			false	false		false		false		false			false								
18050				false			false			false	false		false		false		false			false								
18827	324405	0		true	0	0	false			true	false		false		false		false			false	14524	13167				245	-239	
18836				false			false			false	false		false		false		false			false								
18854	0	0																										
19356				false			false			false	false		false		false		false			false								
19936				false			false			false	false		false		false		false			false								
19972				false			false			false	false		false		false		false			false								
20053				false			false			false	false		true	6948	true	67067	false			false								
20633				false			false			false	false		true	1459	true	38176	false			false								
20857				false			false			false	false		false		true	41789	false			false								
21256				false			false			false	false		false		false		false			false								
21359				false			false			false	false		false		false		false			false								
21658	0	0																										
22048				false			false			false	false		false		false		false			false								
22543	135	0		true	0	0	false			true	false		false		true	292131	false			false	4005	0				133	0	
22552				false			false			false	false		false		false		false			false								
22730				false			false			false	false		true	5163	false		false			false								
23456				false			false			false	false		false		false		false			false								
23504	850000	3225280						1745	325																			
23643				false			false			false	false		false		false		false			false								
23755	2300	2139		true	0	0	false			false	false		true	121	true	218903	false			false								
24006	0	311038		true	0	0	false			false	false		false		true	78675	false			false								
24378				false			false			false	false		false		false		false			false								
24659				false			false			false	false		false		false		false			false								
24949				false			false			false	false		true	7351	true	164124	false			false								
25357				false			false			false	false		false		false		false			false								
25647	0	0																										
26765				false			false			false	false		true	63196	false		false			false								
27070	70000	0		true	0	0	false			false	false		true	40103	true	55795	false			false								
27614				false			false			false	false		false		true	27763	false			false								
27847				false			false			false	false		false		false		false			false								
28013	0	145450																										
28152	37334	0																										
28675	0	0																										
28732				false			false			false	false		false		false		false			false								
29476				false			false			false	false		false		false		false			false								
29636	66600	0		true	0	0	false			false	false		false		false		false			false								
29878	0	0																										
30052				false			false			false	false		false		false		false			false								
30502	143387	0		true	0	0	false			false	false		true	427	true	109296	false			false								
30650				false			false			false	false		false		false		false			false								
30810																							930289	0	1242000			
31134	0	0																										
31255	0	0																										
31657				false			false			false	false		false		false		false			false								
31826	0	0																										
31835				false			false			false	false		false		false		false			false								
32234	95000	0		true	0	0	false			false	false		false		false		false			false								
32766				false			false			false	false		false		false		false			false								
32971				false			false			false	false		false		true	111378	false			false								
33147				false			false			false	false		false		false		false			false								
33259				false			false			false	false		false		false		false			false								
33370				false			false			false	false		false		false		false			false								
33839				false			false			false	false		true	797	false		false			false								
33857	3445	0						4947	420																			
34434				false			false			false	false		false		false		false			false								
34537	1796674	0						12357	3020																	162	0	
34555	0	0																										
34742				false			true	9416	1854	false	false		true	10147	false		false			false								
35057	995	0						0	1747																			
35301								0	0																			
35646				false			false			false	false		false		false		false			false								
35879	25000	0		true	0	0	false			false	false		false		true	62446	false			false								
36456				false			false			false	false		false		false		false			false								
36933				false			false			false	false		false		false		false			false								
37051				false			false			false	false		false		false		false			false								
37341				false			false			false	false		false		false		false			false								
37435	3925	0		true	0	0	true	4670	791	false	false		true	4670	true	406176	false			false								
37640	287788	0						27032	5226																	-25	0	
37659	0	0						0	0																			
37949				false			false			false	false		false		false		false			false								
38740				false			false			false	false		false		false		false			false								
39327				false			false			false	false		false		false		false			false								
39756	0	0																										
40033				false			false			false	false		false		false		false			false								
40499	260165	863348						100359	19686																	7035	0	
40855				false			false			false	false		true	3261	false		false			false								
41553				false			false			false	false		false		false		false			false								
41629				false			false			false	false		false		false		false			false								
41825	1651	0						5950	1651																			
42037				false			false			false	false		false		false		false			false								
42354				false			false			false	false		false		false		false			false								
42372				false			false			false	false		false		false		false			false								
42420	2614297	0						43702	4739																			
42448	1482	0						0	0																			
42457				false			false			false	false		false		false		false			false								
43052				false			false			false	false		false		true	29493	false			false								
43351				false			false			false	false		false		false		false			false								
43856				false			false			false	false		true	19531	false		false			false								
43959				false			false			false	false		false		false		false			false								
44040				false			false			false	false		false		false		false			false								
44433	30000	0																										
44741				false			false			false	false		false		true	118894	false			false								
44750				false			false			false	false		false		false		false			false								
44929	0	0																										
45038	0	0						0	0																			
45047				false			false			false	false		false		false		false			false								
45056				false			false			false	false		false		false		false			false								
45430				false			false			false	false		false		false		false			false								
45458				false			false			false	false		true	16608	true	16608	false			false								
45551				false			false			false	false		true	13201	false		false			false								
45560	3394	0						39555	2006																			
45775				false			false			false	false		false		false		false			false								
46053	0	4		true	0	0	false			false	false		true	44405	true	110282	false			false								
46941				false			false			false	false		false		false		false			false								
47247	44225	8107						72469	10928																	0	0	
47500				false			false			false	false		true	30260	true	30482	false			false								
48057				false			false			false	false		true	9229	true	9229	false			false								
48150				false			false			false	false		false		false		false			false								
48374				false			true	19083	3650	false	false		false		true	925760	false			false								
48440	428	0		true	0	0	false			false	false		true	83188	true	111622	false			false								
49054				false			false			false	false		false		true	13081	false			false								
49148				false			false			false	false		false		false		false			false								
49241	20000	0		true	0	0	false			true	false		false		false		false			false	0	449				0	0	
49652				false			false			false	false		false		true	16171	false			false								
49858				false			false			false	false		false		false		false			false								
49951				false			false			false	false		false		false		false			false								
50144				false			false			false	false		false		false		false			false								
50461	0	0																										
51253	0	0						0	0																			
51356	0	0																										
51459				false			false			true	false		false		false		false			false	3145	0				328	0	
51842	0	0																										
52719	0	0						0	0																			
52951				false			false			false	false		false		false		false			false								
53051				false			false			false	false		false		false		false			false								
54058	0	0																										
54656	0	0																										
54973	11746	0						13059	3900																			
55336				false			false			false	false		false		false		false			false								
55635				false			false			false	false		false		false		false			false								
55653				false			false			false	false		false		false		false			false								
55970				false			false			false	false		false		true	143613	false			false								
56258				false			false			false	false		false		false		false			false								
56351	0	0																								-19886	0	
56548	1769	0		true	0	0	false			false	false		false		true	193547	false			false								
56717	6669	0		true	0	0	false			false	false		true	29160	true	141960	false			false								
57040	0	0																										
57451				false			false			false	false		false		true	129713	false			false								
58225				false			false			false	false		false		false		false			false								
58243	1623813	0						80998	5325																			
58355				false			false			false	false		false		false		false			false								
58551				false			false			false	false		false		false		false			false								
58636				false			false			false	false		false		false		false			false								
58757				false			false			false	false		false		false		false			false								
58971	104704	0						16002	4727																			
59316	10177	0		true	0	0	false			false	false		false		true	59582	false			false								
59352				false			false			false	false		false		false		false			false								
59370				false			false			false	false		false		false		false			false								
59754				false			false			false	false		false		false		false			false								
60143								12000	1000																			
60330	40671	0						0	0																			
60545				false			false			false	false		false		false		false			false								
60554				false			false			false	false		false		false		false			false								
60648				false			false			false	false		false		true	56521	false			false								
61122	0	0						0	0																			
61355	8433	0		true	0	0	true	21207	1886	false	false		false		true	888781	false			false								
61476				false			false			false	false		true	65340	true	111595	false			false								
61757	0	0																										
61832				false			false			false	false		false		false		false			false								
61953				false			false			false	false		false		false		false			false								
62044				false			false			false	false		false		true	495	false			false								
62110				false			false			false	false		false		false		false			false								
62147				false			false			false	false		true	57	true	45223	false			false								
63050				false			false			false	false		false		false		false			false								
63069																										14851	0	
63201				false			false			false	false		false		false		false			false								
63573				false			false			false	false		false		true	37299	false			false								
63733	0	0						3454	142																			
64150				false			true	7481	295	false	false		false		false		false			false								
64552	21519	0						30783	10019																			
64730				false			false			false	false		false		false		false			false								
65205	0	0		true	0	14389	false			false	false		true	98	true	98	false			false								
65559	0	0						5415	989																			
65858	75000	0		true	0	0	false			false	false		true	373	true	4	false			false								
66154				false			false			false	false		false		false		false			false								
66275				false			false			false	false		false		true	8	false			false								
67142				false			false			false	false		false		true	5492	false			false								
67151	159477	0		true	0	0	false			false	false		false		false		false			false								
67209	170000	183489		true	0	71200	false			true	false		true	62962	true	176755	false			false	1657	0				-73	0	
67254				false			false			false	false		false		false		false			false								
67656	0	0																										
67870				false			false			false	false		false		true	451	false			false								
68671	35000	0		true	0	0	false			false	false		false		false		false			false								
68756	0	0																										
68831				false			false			false	false		false		false		false			false								
69333	688	0						4819	0																			
69678				false			false			true	false		false		true	82060	false			false	262	0				-36	0	
70218	0	0						0	0																			
70414				false			false			false	false		false		true	120856	false			false								
70638				false			true	17406	1881	false	false		true	1613	false		false			false								
70955				false			false			false	false		false		false		false			false								
71073				false			true	32357	4229	false	false		false		false		false			false								
71457	3919	0		true	0	0	false			false	false		true	80733	true	5406	false			false								
71859				false			false			false	false		false		false		false			false								
72258				false			false			false	false		false		false		false			false								
72351				false			false			false	false		false		false		false			false								
72454				false			false			false	false		false		false		false			false								
72678				false			false			false	false		false		false		false			false								
73116				false			false			false	false		false		true	10738	false			false								
73152				false			false			false	false		false		false		false			false								
73554	20000	0		true	0	0	false			false	true	17718	true	212	true	17930	false			false								
73956				false			false			false	false		false		false		false			false								
74056				false			false			false	false		false		false		false			false								
74140	1426	0						3089	0																			
74403	16462	0																										
74449				false			false			false	false		false		false		false			false								
75259				false			false			false	false		false		true	191501	false			false								
75446	6721	0		true	0	0	false			false	false		true	24962	true	47000	false			false								
75455				false			false			false	false		false		false		false			false								
75633								91740	28648														5130	0	0	0	-148366	
75651				false			false			false	false		true	7442	false		false			false								
76153	0	0						0	0																			
76443				false			false			false	false		false		true	55357	false			false								
76854	40000	0		true	0	0	false			false	false		false		false		false			false								
77150	0	0																										
77253				false			false			false	false		false		false		false			false								
77422				false			false			false	false		false		false		false			false								
77851	31635	0						30878	5908																			
78157				false			false			false	false		false		false		false			false								
78241				false			false			false	false		false		false		false			false								
78559				false			false			false	false		false		false		false			false								
79042	0	0																										
79127				false			false			false	false		false		false		false			false								
79145	1371	0		true	0	0	false			false	false		true	24727	true	181377	false			false								
79257				false			false			false	false		false		false		false			false								
79855	4980	0		true	0	0	false			false	false		false		false		false			false								
80150				false			false			false	false		false		false		false			false								
80374				false			false			false	false		false		true	4366	false			false								
80431				false			false			false	false		false		false		false			false								
81175	1397	0		true	0	0	false			false	false		true	31827	true	154445	false			false								
82033				false			false			false	false		false		false		false			false								
82257				false			false			false	false		false		false		false			false								
82350				false			false			false	false		false		false		false			false								
83151	5	0		true	0	0	false			false	false		false		true	101380	false			false								
83375				false			false			false	false		false		false		false			false								
83638								71102	13422																	370	0	
83834				false			false			false	false		false		false		false			false								
83852				false			false			false	false		false		false		false			false								
83955				false			false			false	false		false		false		false			false								
84046				false			false			false	false		false		false		false			false								
84541	8670	0		true	0	0	true	8013	761	false	false		false		false		false			false								
85052				false			false			false	false		false		false		false			false								
85472	2936552	0						20138	5166																			
85931				false			false			false	false		false		false		false			false								
86349				false			false			false	false		false		false		false			false								
86675				false			false			false	false		false		false		false			false								
87047				false			false			false	false		false		false		false			false								
87234	21370	5000		true	0	0	true	12832	3897	false	false		false		false		false			false								
87476				false			false			false	false		false		true	41282	false			false								
87579	0	0																										
88231	132872	0		true	0	0	true	190322	44215	true	false		false		true	1117149	false			false	44257	62				1524	-40	
88259				false			false			false	false		false		true	11160	false			false								
88352	0	0																										
88455				false			false			false	false		true	1983	false		false			false								
88950				false			false			false	false		false		false		false			false								
89032				false			false			false	false		false		true	45	false			false								
89135				false			false			false	false		false		false		false			false								
89854				false			false			false	false		false		false		false			false								
89957				false			false			false	false		false		false		false			false								
90047				false			false			false	false		false		false		false			false								
90177				false			false			false	false		true	16032	true	16032	false			false								
90328				false			false			false	false		false		false		false			false								
90337	0	0																										
90579				false			false			false	false		false		false		false			false								
91615				false			false			false	false		false		false		false			false								
91754	0	0																										
91950				false			false			false	false		false		false		false			false								
92144				false			false			false	false		false		false		false			false								
92676	0	0																										
92706				false			false			false	false		true	7865	true	25321	false			false								
92902				false			false			false	false		false		false		false			false								
93244	492	0		true	0	0	false			false	false		true	47673	true	106276	false			false								
93543	11005	0		true	0	0	false			false	false		false		true	226995	false			false								
93619																												
94139				false			false			false	false		false		false		false			false								
94522				false			true	863	0	true	false		false		false		false			false	8164	0				-296	0	
94755				false			false			false	false		false		false		false			false								
94858				false			false			false	false		false		false		false			false								
95051	8592	0						0	0																			
95677				false			false			false	false		true	6977	true	2611	false			false								
96553				false			false			false	false		false		true	32610	false			false								
97055				false			false			false	false		false		false		false			false								
97279				false			false			false	false		false		false		false			false								
97457				false			false			false	false		false		false		false			false								
97804	50000	0		true	0	0	false			true	false		true	1697	true	67411	false			false	4903	4884				0	0	
97943	1816	0		true	0	0	false			false	false		true	5609	false		false			false								
98351				false			false			false	false		false		false		false			false								
98463				false			false			false	false		false		false		false			false								
98717	0	0						0	0																			
99143	5540	0		true	0	0	false			false	false		false		false		false			false								
99376	478155	0						6199	2003																	4558	0	
99442				false			false			false	false		false		false		false			false								
99536				false			false			false	false		false		false		false			false								
99853				false			false			false	false		false		false		false			false								
100236				false			false			false	false		false		false		false			false								
100357				false			false			false	false		false		false		false			false								
100562	0	0						10111	458																			
100777				false			false			false	false		false		false		false			false								
100843	1	0		true	0	0	false			false	false		true	1642	true	6978	false			false								
101037				false			false			false	false		false		false		false			false								
101439				false			false			false	false		false		false		false			false								
101671	0	0																										
101738				false			false			false	false		false		false		false			false								
101952				false			false			false	false		false		false		false			false								
102333				false			false			false	false		false		false		false			false								
102342	1368	0		true	0	0	false			false	false		true	28244	true	28244	false			false								
102557				false			false			false	false		false		false		false			false								
102874	0	0																										
103134				false			false			false	false		false		false		false			false								
104234				false			false			false	false		false		false		false			false								
104542				false			false			false	false		false		false		false			false								
104971				false			false			false	false		false		false		false			false								
105026				false			false			false	false		false		false		false			false								
105473				false			false			false	false		false		true	36	false			false								
105530				false			false			false	false		false		false		false			false								
106359	50000	23809																										
106452				false			false			false	false		false		false		false			false								
106676				false			false			false	false		false		true	13424	false			false								
107244	3735	0						0	0																			
107570				false			false			false	false		false		true	179769	false			false								
107758				false			false			false	false		false		false		false			false								
108072				false			false			false	false		false		false		false			false								
108269				false			false			false	false		false		false		false			false								
108652				false			false			false	false		false		false		false			false								
108746				false			false			false	false		false		false		false			false								
108951	15000	0		true	0	0	true	10985	2152	false	false		true	6359	false		false			false								
109136				false			false			false	false		false		false		false			false								
109154				false			false			false	false		true	34	false		false			false								
109453				false			false			false	false		false		false		false			false								
109574				false			false			false	false		true	2342	true	3491	false			false								
109659				false			false			false	false		false		true	94536	false			false								
110413	0	0																										
110936				false			false			false	false		false		false		false			false								
110945				false			false			false	false		false		false		false			false								
110972				false			false			false	false		false		false		false			false								
111157	0	0						0	0																			
111205	52778	0		true	900	-2	false			false	false		true	14957	true	68087	false			false								
111942	2628	0		true	0	0	false			false	false		true	92290	true	297114	false			false								
111979				false			false			false	false		false		false		false			false								
112163	976	0						8241	976																			
112332				false			false			false	false		false		false		false			false								
112510				false			false			false	false		false		false		false			false								
112556				false			false			false	false		false		false		false			false								
112837								0	0														1902744	0	724738			
113003	0	0																										
113030				false			false			false	false		false		false		false			false								
113441	100000	0		true	0	0	false			true	false		false		true	46773	false			false	470	0				-5	0	
113601				false			false			false	false		false		false		false			false								
113740	32426	0						50318	5782																			
114149				false			false			false	false		false		false		false			false								
114260	7810	0						14535	5429																			
114457				false			false			false	false		false		false		false			false								
114774	1948	0		true	0	0	true	4316	123	true	false		false		true	495247	false			false	1369	0				-71	0	
114840	6624	0		true	0	0	false			false	false		false		false		false			false								
114859				false			false			false	false		true	8982	true	9357	false			false								
115146				false			false			false	false		false		false		false			false								
115575	40000	0		true	0	0	false			false	false		true	8266	true	92968	false			false								
116358				false			false			false	false		false		false		false			false								
116554				false			true	0	1633	false	false		false		false		false			false								
116741				false			false			false	false		false		false		false			false								
117038	4570	0						0	0																			
117074				false			false			false	false		false		false		false			false								
117458	0	2897		true	0	0	false			false	false		false		false		false			false								
117775	0	0						0	0																			
118156				false			false			false	false		false		false		false			false								
118660				false			false			false	false		false		true	5342	false			false								
118736				false			false			false	false		false		false		false			false								
119153	0	0																										
119779	0	63699																										
119872	64766	64766		true	0	0	false			false	false		false		true	33850	false			false								
120476				false			false			false	false		false		false		false			false								
120542				false			false			false	false		false		true	43257	false			false								
120609				false			false			false	false		true	9635	true	162195	false			false								
120953				false			false			false	false		false		false		false			false								
121642	31710	0						54663	6525																			
121651				false			false			true	false		false		false		false			false	0	328108				0	-292	
121914				false			false			false	false		false		false		false			false								
122153				false			false			false	false		false		false		false			false								
122546				false			false			false	false		false		false		false			false								
122854	542729	0						53578	16420																	-13	0	
123075				false			false			false	false		false		false		false			false								
123374				false			false			false	false		false		false		false			false								
124344	117128	0		true	0	0	false			false	false		false		true	228799	false			false								
124830				false			false			false	false		false		false		false			false								
125154	0	0																										
125855	3250	0		true	0	0	true	5867	1940	true	false		false		true	323738	false			false	2851	0				-18	0	
125873				false			false			false	false		false		true	26399	false			false								
126012				false			false			false	false		false		false		false			false								
126049				false			false			false	false		false		false		false			false								
126375				false			false			false	false		false		false		false			false								
126553	5015	0						14583	1752																			
126834	240	0		true	0	0	false			false	false		false		true	104210	false			false								
127055				false			false			false	false		true	88	true	37770	false			false								
127224				false			false			false	false		true	185	false		false			false								
128258				false			false			false	false		false		false		false			false								
128904	4825487	0						15022	1124																			
129349				false			false			false	false		true	8915	false		false			false								
129358				false			true	15456	2438	false	false		true	1278	true	16067	false			false								
129479				false			true	30072	3198	false	false		false		false		false			false								
129732	650000	706126						0	0																	-5089	0	
129853				false			false			false	false		false		false		false			false								
129910	4	0		true	0	0	true	9616	505	false	false		false		true	1177	false			false								
130345	897	0		true	0	0	false			false	false		true	163	true	157475	false			false								
130541	1079462	0						37891	1418																			
131436	0	0						0	0																			
131717	0	0						0	0																			
131940				false			false			false	false		false		false		false			false								
132107	215220	0		true	0	39276	false			false	false		true	53289	true	248750	false			false								
132451				false			false			false	false		false		false		false			false								
132778				false			false			false	false		false		true	42672	false			false								
132938				false			false			false	false		false		false		false			false								
133579	0	0						0	0																			
133850				false			true	20066	2826	false	false		false		false		false			false								
133971				false			false			false	false		false		false		false			false								
134156				false			false			false	false		false		false		false			false								
134437	268	0		true	0	0	false			true	false		false		true	73746	false			false	26144	0				541	0	
134455				false			false			false	false		false		false		false			false								
134848				false			false			false	false		false		false		false			false								
135836				false			false			false	false		false		false		false			false								
135854				false			false			false	false		false		true	45018	false			false								
136048				false			false			false	false		true	2118	false		false			false								
136338				false			false			false	false		false		false		false			false								
136655				false			false			false	false		true	19509	false		false			false								
137205	100000	41251		true	0	0	false			false	false		false		true	169451	false			false								
137447				false			false			false	false		false		false		false			false								
137456				false			false			false	false		false		false		false			false								
137559				false			false			false	false		false		false		false			false								
137643				false			false			false	false		false		false		false			false								
137652	193170	0						254201	47079																	-247	0	
137915	1260	14899						2348	594																	11877	0	
138051				false			false			false	false		false		false		false			false								
138257				false			false			false	false		false		false		false			false								
138556				false			false			false	false		false		false		false			false								
139133	0	0																										
139478				false			false			true	false		true	17196	true	17196	false			false	182	0				77	0	
139553				false			false			false	false		false		false		false			false								
139656	455114	0						4836	476																			
139740	699126	0																										
139843	232262	230088						10649	3606																			
140157				false			false			false	false		false		false		false			false								
140362	306328	0						0	0																			
140634				false			false			false	false		false		false		false			false								
141350				false			false			false	false		false		false		false			false								
141556																												
141677				false			false			false	false		false		false		false			false								
141958				false			false			false	false		false		false		false			false								
142049				false			false			false	false		false		false		false			false								
142179				false			false			false	false		false		false		false			false								
142955				false			false			false	false		true	6196	false		false			false								
143372				false			false			false	false		false		true	13188	false			false								
143662	9219997	0						87922	30715																	-21527	-9290	
143859				false			false			false	false		false		false		false			false								
143952				false			false			false	false		false		false		false			false								
144034				false			true	7294	391	false	false		false		false		false			false								
144052				false			false			false	true	33	true	1894	true	33	false			false								
144155	0	0																										
144678				false			false			false	false		false		true	53957	false			false								
144856				false			false			false	false		true	79923	true	13623	false			false								
144913				false			false			false	false		false		false		false			false								
145059				false			false			false	false		false		false		false			false								
145545				false			false			false	false		false		true	261912	false			false								
145554				false			false			false	false		false		false		false			false								
145741				false			false			false	false		false		false		false			false								
145844	50000	0		true	0	0	false			false	false		false		true	148663	false			false								
146056				false			false			false	false		false		false		false			false								
146663	250	0		true	0	0	false			false	false		false		true	222185	false			false								
147651				false			false			false	false		false		false		false			false								
147679				false			false			false	false		false		false		false			false								
147857	20	0						0	0																			
147923				false			false			false	false		false		false		false			false								
148171	83	0		true	0	0	true	1330	83	false	false		true	70445	true	209501	false			false								
148238				false			false			false	false		false		false		false			false								
148340	482	0		true	0	0	false			false	false		true	23299	true	23299	false			false								
148470				false			false			false	false		false		false		false			false								
148715				false			false			false	false		false		false		false			false								
148920				false			false			false	false		false		false		false			false								
149150				false			false			false	false		false		true	151231	false			false								
150035	0	0						1024	470																			
150044	2766	7570		true	0	0	true	4356	0	false	false		true	438	true	378634	false			false						3	0	
150727	83613	0		true	0	0	false			false	true	95101	false		true	95101	false			false								
151546	0	0																										
151957	408	0		true	0	0	true	1325	318	false	false		true	160512	false		false			false								
152057				false			false			false	false		false		false		false			false								
152253				false			false			false	false		false		false		false			false								
152440				false			false			false	false		true	914	true	38665	false			false								
153054				false			false			false	false		false		true	106830	false			false								
153353	26425	0		true	0	0	false			false	false		true	147779	true	316041	false			false								
154154	20000	0		true	0	0	false			false	false		true	30885	true	30885	false			false								
154770				false			false			false	false		false		true	27456	false			false								
155759				false			false			false	false		false		false		false			false								
156457				false			false			false	false		false		false		false			false								
156970	0	0																										
157155				false			false			false	false		true	788	true	788	false			false								
157379				false			false			false	false		false		true	2847	false			false								
157650	0	0						0	0																			
157744	0	243		true	0	0	false			false	false		false		false		false			false								
157856				false			false			false	false		false		false		false			false								
158376				false			false			false	false		false		false		false			false								
158741				false			false			false	false		false		false		false			false								
159636	4765	0						11952	2294																			
159645	31410	0		true	0	0	false			false	false		false		false		false			false								
159953				false			false			false	false		false		false		false			false								
159971				false			false			false	false		false		false		false			false								
160360				false			false			false	false		false		false		false			false								
160454				false			false			false	false		false		false		false			false								
160959	0	0						0	0																			
161273				false			false			false	false		true	6856	true	76243	false			false								
161602	0	656228		true	0	0	true	25140	4182	false	false		false		true	725044	false			false								
162337	823	0		true	0	0	false			false	false		false		false		false			false								
163343				false			false			false	false		false		true	71529	false			false								
163549	109383	0						13850	1590																			
163857	237	0		true	0	0	true	0	1545	false	false		true	14522	false		false			false								
164153	1628	0		true	0	0	false			false	false		false		true	65659	false			false								
164331				false			false			false	false		false		false		false			false								
164377				false			false			false	false		false		false		false			false								
164957				false			false			false	false		false		false		false			false								
164975				false			false			false	false		true	17159	true	18296	false			false								
165628	5396096	0						77462	9213																	433	0	
165758	2898	0		true	0	0	false			false	false		true	5285	true	27686	false			false								
166111				false			false			false	false		false		false		false			false								
166531				false			false			false	false		false		false		false			false								
166652	0	0						0	0																			
166849				false			false			false	false		true	35909	false		false			false								
167453				false			false			false	false		true	1063	true	74931	false			false								
167752				false			false			false	false		false		false		false			false								
168357	0	0	0																				0	0	0			
168571				false			false			false	false		false		false		false			false								
169354				false			false			false	false		false		false		false			false								
169653	1156007	0						67516	13431																	-910	0	
169756				false			false			false	false		false		false		false			false								
170257				false			false			false	false		false		false		false			false								
170275				false			false			false	false		false		false		false			false								
170332	0	0						0	0																			
171133																												
171656	0	0																										
171759				false			false			false	false		true	42252	true	78434	false			false								
171768	2778	0		true	0	0	false			false	false		true	9650	false		false			false								
172251				false			false			false	false		false		false		false			false								
172457				false			false			false	false		false		false		false			false								
172475				false			false			false	true	6226	false		true	19104	false			false								
172859				false			false			false	false		false		false		false			false								
173306	0	0																										
173342				false			false			false	false		false		false		false			false								
173557				false			false			false	false		false		false		false			false								
173575	0	0																										
