"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
3720	0	0	0	0	0	0	3	2				0	6	1		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
3971	0	0	0	0	30	17	94	16				0	6703	2213		0				0		0	0	0	0	0			0	0	26	14	0	0			0	0	0	0	87	0	1789	0				0	0	2584	21	
4156	0	0	0	0	0	0	11	0				0	0	0		0							0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
4231	0	0	0	0	0	0	2	0				0	9	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	2	
5069	0	0	0	0	0	0	5	5				0	5	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	238	58	0	0	0	0	75	11				0	480	14		69				69		0	0	0	0	0			0	0	0	2	91	0			0	0	0	0	40	0	0	0				9	0	19	4	
5210	0	0	0	0	0	0	136	64				55	506	110		203				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	193	17	
5461	0	125	0	0	0	0	643	0				0	25	0		0				0		0	0	0	0	0			0	0	0	282	17	0			0	0	0	0	0	201	0	35				0	0	8	0	
5751	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
6039	0	0	0	0	0	0	29	0		0		0	15	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	21	0	0		0	0	15	8	
6329	0	8	0	0	0	0	2850	337		0		0	16033	643		0		0	0	0	0	0	0	0	0	0			0	3	24	0	8	0			0	0	0	0	0	0	0	0	0	0		11809	2107	3573	371	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	6	0				0	39	0		0				0		0	0	0	0	0			19	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	20	6	
7072	0	0	0	0	0	0	241	49				0	62	44		0				0		0	0	5	0	13			0	0	0	1	0	0			0	0	1	0	0	0	0	178				0	0	17	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	82	22				0	60	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	35	0	0	0	0				0	0	60	25	
8462	0	0	0	0	0	0	1	0				0	42	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	42	1	
8631	0	0	0	0	0	0	6	6				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9357	0	0	0	0	0	0	268	268				0	94	93		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
9553	0	0	0	0	0	0	6	0				0	22	0		0				0		0	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0				12	6	0	0	
9807	0	0	0	77	0	0	870	112		0		0	9	9		0		0	0	0	0	0	0	0	0	0			0	0	97	0	0	0			0	0	0	0	0	0	0	584	0	0		0	0	0	0	
9955	0	0	0	0	0	0	4	0				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	4	
10250	0	0	0	0	0	0	95	7				12	116	0		60				0		0	0	0	0	0			2	1	2	54	0	0			0	0	0	0	0	0	0	0				3	17	51	2	
10849	0	0	0	0	0	0	20	15				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	5	0	0	
11145	0	0	0	0	0	0	56	0		0		0	61	0		0		0	0	0	0	0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0	0	0		0	2	61	47	
11640	0	0	0	0	0	0	67	0				40	169	50		56				0		0	0	0	0	0			0	0	0	0	0	0			5	5	21	21	0	0	0	0				9	0	28	1	
11837	0	0	0	0	0	0	0	0				0	9	0		8							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	466	993	0	0	0	0	6173	734				145	7527	995		129				37		63	0	0	0	0			12	3	1320	1	1004	0			0	0	9	179	1296	1570	2538	635				579	357	499	236	
12142	0	0	0	0	0	0	40	1				32	114	1		86				0		0	0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	0				0	0	26	6	
12311	223	102	38853	18			180743		60522	0	0	3520	454575		0	13112	139458	0	0	927	0	266	1116	502	7640	7839	0	0	28694	8603	4505	1978	5940	932	0	8165	0	579	656	143	7449	4582	60814	26846	0	0	14266	50048	29171	91664	17803	
12647	0	0	0	0	0	0	6	0				0	0	0		0				0		0	0	0	0	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	4	
12946	79	1	0	0	0	0	480	72				0	2094	545		6				6		0	0	0	0	0			222	0	10	1	52	0			0	0	0	4	0	0	0	28				141	22	1049	342	
13103	0	0	0	0	0	0	48	17		0		0	205	80		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		46	12	79	19	
13251	0	0	0	0	0	0	75	6				0	125	69		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	53	0	0				19	4	37	12	
13457	0	0	0	0	0	0	0	0				0	31	0		31				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	13	0				12	76	4		41				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				30	1	1	0	
14650	0	0	0	0	0	0	46	1				0	214	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				21	5	188	40	
14753	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
14865	0	0	0	0	0	0	77	47				0	9	0		0				0		0	0	0	0	0			4	0	0	0	0	0			0	0	0	0	0	30	0	0				0	0	5	0	
14977	0	0	0	0	0	0	8	8				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
16551	0	0	0	0	0	0	20	2				0	29	0		0				0		0	0	0	0	5			9	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	20	12	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	0	46	0	0	2396	995		0		0	28039	23264		0		0	0	0	0	0	0	0	2418	516			0	0	190	72	661	26			0	0	0	0	50	14	66	0	0	0		744	354	810	209	
17259	0	0	0	0	0	0	3	0				1	31	0		17							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	2	0	0	
17950	0	0	0	0	0	0	13	6				0	118	1		0				0		0	0	0	111	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	7	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	79	31				0	345	110		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				29	1	206	47	
18827	0	0	0	0	0	0	109	60				6	280	236		0				0		0	0	0	0	12			0	0	27	0	23	0			0	0	0	0	0	0	0	0				0	1	21	3	
18836	59	0	0	0	0	0	67	0				0	147	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	3	82	64	
18854	0	0	0	0	0	0	50	40		0		2	16524	16500		7		0	0	7	0	2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	17	8	
19356	0	0	0	0	0	0	0	0				0	15	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	9	0	
19936	0	0	0	0	0	0	37	1				4	61	12		10				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	28	0	2	0	0				1	0	38	2	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	12	0				0	77	33		0							0	0	0	0			0	5	5	0	0	0			0	0	0	0	0	0	0	0				7	0	37	2	
20633	0	0	0	0	0	0	12	0				1	492	0		5				0		0	0	0	0	4			0	0	0	0	0	0			0	0	0	0	0	0	481	7				0	0	6	0	
20857	0	0	0	0	0	0	0	0				0	2	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
21359	0	0	0	0	0	0	0	0				0	9	9		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	5	0				5	28	0		6				0		0	0	0	0	0			0	0	0	0	0	0			22	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	20	5				0	286	80		0							0	0	11	0			0	0	0	0	49	0			50	0	0	0	0	0	0	0				8	7	88	8	
22543	0	0	0	0	0	0	25	0				0	377	210		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0				1	0	166	19	
22552	0	0	0	0	0	0	3	2				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	1	0	
22730	0	0	0	0	0	0	182	0				0	374	0		0							0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	374	177	
23456	0	0	0	0	0	0	34	14				3	9	0		0				0		3	0	0	0	0			1	1	2	0	0	0			0	0	0	0	0	0	0	1				2	5	6	8	
23504	0	0	2	0	0	0	1041	1024		0		0	15680	15364		0		0	0	0	0	0	0	0	14	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	300	17	
23643	0	0	0	0	0	0	79	0				0	568	392		0							0	0	0	0			0	0	1	0	24	0			0	0	0	0	0	0	0	0				81	48	71	30	
23755	0	0	0	0	0	0	166	6				0	129	4		0							0	0	0	0			0	0	0	0	8	0			0	0	0	0	0	104	0	0				67	46	50	10	
24006	0	0	0	0	0	0	80	62				0	61	58		0				0		0	0	0	0	9			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	3	3	
24378	0	0	0	0	0	0	12	0				0	0	0		0							0	0	0	0			0	0	6	6	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	22	14				0	1	0		0				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
24949	0	0	0	0	0	0	65	0				0	9	0		0				0		0	0	0	0	2			1	0	9	0	0	0			0	0	0	0	0	53	0	0				0	0	8	1	
25357	204	198	0	0	0	0	1054	378				401	4223	932		2720				2720		401	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				57	4	310	73	
25647	0	0	0	0	0	0	22	0		0		0	52	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	52	22	
26765	0	0	0	0	0	0	652	552				45	3944	3765		159				0		0	0	0	0	0			0	0	30	0	0	0			0	0	0	0	0	12	0	0				0	1	20	12	
27070	0	0	0	0	0	0	1	0				0	31	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	31	1	
27614	0	0	0	0	0	0	6	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	6	
27847	3	0	0	0	0	0	570	35				240	520	197		7				7		240	0	0	0	0			0	0	134	0	4	0			0	0	0	0	142	101	35	0				64	40	68	20	
28013	0	0	0	41	0	0	145	71		0		2	6580	6572		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	8			0	0	0	0	0	30	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	8	0				0	33	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	33	8	
28732	0	0	0	0	0	0	7	5				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
29476	0	0	0	0	0	0	5	0				5	25	0		0				0		0	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	0				0	0	12	0	
29636	0	0	0	0	0	0	444	37				2	256	72		0				0		2	0	0	1	1			99	42	105	0	8	0			0	0	2	8	23	105	1	0				0	5	50	139	
29878	0	0	0	0	0	0	0	0		0		0	24	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	24	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
30502	0	0	0	0	0	0	144	23				29	161	9		55				0		0	0	0	0	0			0	0	4	2	3	0			0	0	0	0	19	5	0	0				30	32	45	49	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			885673		448	0	0	0	4928114		0	0	4410	0	0	0	0	0	0	0	0	0			4476698	806884	43	275	38	1245	930289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445723	78023	
31134	0	0	0	0	0	0	76	23				6	123	10		43				43		6	0	0	0	0			5	1	0	0	0	0			0	0	0	0	0	0	0	0				20	7	45	39	
31255	0	0	0	0	0	0	122	121		0		1	39	16		23		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	24	15				0	44	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	44	9	
31826	0	0	0	0	0	0	42	9		0		0	171	95		0		0	0	0	0	0	0	9	0	0			0	0	0	0	17	0			0	0	0	0	0	0	7	0	0	0		9	12	43	21	
31835	0	0	0	0	0	0	67	17				0	90	7		0				0		0	0	0	0	0			0	0	11	0	11	0			0	0	0	0	0	0	0	0				5	19	67	20	
32234	0	0	0	0	0	0	43	0				0	66	0		0				0		0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	63	43	
32766	0	0	0	0	0	0	16	0				0	79	26		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	37	0				0	0	16	16	
32971	0	0	0	0	0	0	44	20				0	102	93		0				0		0	0	0	0	2			0	0	22	0	9	0			0	0	0	0	0	0	0	0				0	0	0	0	
33147	0	0	0	0	0	0	41	0				1	483	416		0				0		1	0	0	0	0			0	0	3	0	40	0			0	0	0	36	0	0	0	0				13	0	14	1	
33259	0	0	0	0	0	0	172	0				0	4	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	171	0	0	0	0				0	0	2	1	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	32	8		0		1	1	0		0		0	0	0	0	1	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0		0	6	1	16	
34434	0	4	0	0	0	0	312	64				43	745	403		0				0		43	0	0	26	0			28	2	18	0	0	0			241	0	0	0	0	162	0	0				2	0	45	19	
34537	0	0	0	0	0	0	3434	2081		0		0	24795	18585		0		0	0	0	0	0	0	0	159	223			14	0	253	0	197	0			0	0	11	23	0	0	109	207	0	0		308	78	5412	569	
34555	0	10	0	0	0	0	39	3		0		16	129	0		0		0	0	0	0	0	0	0	0	0			2	1	0	0	0	0			0	0	0	0	0	0	0	0	0	0		20	0	107	9	
34742	0	0	0	0	0	0	7	7				0	8	0		0				0		0	0	0	0	0			0	0	0	0	4	0			0	0	0	0	0	0	0	0				0	0	4	0	
35057	0	0	0	0	0	0	27	0				0	26	0		0							0	0	0	0			0	0	15	0	0	0			0	0	0	0	0	0	0	0				0	0	26	12	
35301	0	0	0	0			0		0	0	0	0	17000		0	0	15000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	3	0	
35879	0	0	0	0	0	0	25	0				0	22	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	25	
36456	0	0	0	0	0	0	13	10				3	4	0		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
36933	0	0	0	0	0	0	35	34				0	51	38		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	0				1	0	11	1	
37051	0	0	0	0	0	0	0	0				0	18	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	18	0	
37341	0	0	0	0	0	0	43	33				1	78	48		9				8		1	0	0	0	0			0	0	6	0	1	0			0	0	0	0	0	0	0	0				3	1	17	2	
37435	0	0	0	0	0	0	773	334				0	2936	1162		0				0		0	0	0	0	0			127	24	66	3	23	0			0	0	0	37	0	15	382	52				733	130	509	112	
37640	0	0	0	0	0	0	838	154		0		521	3791	1792		1177		0	0	0	0	0	0	0	95	33			455	18	3	3	58	3			0	0	0	0	56	58	0	18	0	0		31	4	124	26	
37659	0	0	0	0	0	0	2	1				0	16	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	1	
37949	0	0	0	0	0	0	438	38				76	66	0		44				0		0	0	0	0	0			22	0	0	0	0	0			0	0	0	0	0	0	0	324				0	0	0	0	
38740	0	0	0	0	0	0	7	0				4	122	41		22				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				34	1	25	2	
39327	0	0	0	0	0	0	99	0				27	127	0		106				0		0	0	0	0	0			0	0	2	61	1	0			0	0	0	0	0	0	0	0				0	0	20	9	
39756	0	0	0	0	0	0	357	234		0		6	695	695		0		0	0	0	0	6	0	0	0	0			0	0	0	0	0	0			0	0	0	116	0	0	0	0	0	0		0	0	0	1	
40033	0	0	0	0	0	0	4	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	4	
40499	0	0	0	0	0	0	473	309		0		0	4426	162		0		0	0	0	0	0	0	0	0	71			0	0	1	17	0	0			0	0	0	0	5	4	4171	0	0	0		14	42	74	29	
40855	0	0	0	0	0	0	0	0				0	13	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	0	0	0	
41553	0	0	0	0	0	0	3	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	1	3	2	
41629	0	0	0	0	0	0	290	0				0	1034	0		0							0	0	0	0			3	2	0	0	5	0			0	0	4	0	0	4	0	0				257	255	765	29	
41825	0	0	0	0	0	0	12	12		0		0	20	20		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
42037	0	0	0	0	0	0	54	21				0	91	46		0				0		0	0	0	0	0			0	0	2	0	3	0			0	0	0	0	0	0	0	0				0	0	42	31	
42354	0	0	0	0	0	0	2	0				0	24	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	24	2	
42372	0	0	0	0	0	0	23	14				0	12	0		0				0		0	0	0	0	2			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	7	
42420	0	0	0	0	67	0	3115	273		0		225	33267	16722		2410		0	0	0	0	0	0	0	315	60			290	87	177	10	246	0			0	0	0	0	1572	24	4705	127	0	0		5411	1786	1529	346	
42448	0	0	0	0	0	0	590	29		0		362	6724	5534		767		0	0	0	0	47	0	0	17	15			69	12	105	0	45	0			128	1	0	0	0	0	0	0	0	0		62	24	102	42	
42457	0	0	0	0	0	0	0	0				0	361	0		361				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
43052	0	0	0	0	0	0	9	0				0	125	0		0							0	0	0	0			1	0	0	0	0	0			0	0	0	0	2	2	122	7				0	0	0	0	
43351	30	0	0	20	0	0	150	17				84	502	324		0				0		84	0	0	0	0			0	0	0	0	14	0			50	0	0	0	0	0	0	18				41	2	43	9	
43856	0	0	0	0	0	0	21	0				0	33	0		0							0	0	0	0			0	0	21	0	33	0			0	0	0	0	0	0	0	0				0	0	0	0	
43959	0	0	0	0	0	0	3	2				0	90	79		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	5	1	
44040	0	0	0	0	0	0	38	1				0	9	5		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	31	0	0				0	4	4	1	
44433	0	0	0	0	0	0	4	0		0		0	12	0		0		0	0	0	0	0	0	0	0	0			0	0	0	4	0	0			0	0	0	0	0	0	0	0	0	0		12	0	0	0	
