"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		413559	5090																																																																																																														
1856																																																																																																																																		44850	359																																																																																																														
2161																																																																																																																																		375484	2935																																																																																																														
2732																																																																																																																																		742330	5022																																																																																																														
2750																																																																																																																																		74858	511	0	0	59746	2034	802	1232	0	0	0	0	0	0	558	15481	955	0	21	0	21	0	0	0	0	0	0	5112	1	611	4	4496	1521	17345	2327	55098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1521	17345	2327	55098	0	3469	1164	55098	59746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	15	0	0	
3252																																																																																																																																		322304	3747	0	1939	144672	9415	4846	4569	0	0	0	0	0	0	100602	66977	11909	255	13000	0	13000	0	0	0	0	0	0	6185	295	706	88	5096	107715	89114	11997	119315	10	10	0	0	0	10	391	196	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107715	89114	11997	119521	0	17823	5999	119521	142733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		77776	592	0	0	53295	6096	6014	82	0	975	0	975	0	0	1470	6695	9144	953	2069	0	2069	0	0	0	0	0	0	5194	2526	71	51	2399	10010	9892	22046	37943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10010	9892	22046	39106	0	1978	11023	39106	53295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		382016	1667																																																																																																														
3971																																																																																																																																		1052891	10667	0	0	909709	42183	36423	5760	0	0	0	0	0	0	52602	63761	4516	45801	3124	0	3124	0	0	0	0	0	0	52463	344	2698	432	46273	89495	84799	135464	761602	1993	1993	0	0	0	1993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	104452	52226	0	104	12005	40118	89495	84903	147478	808958	0	16981	73739	808958	909709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		274229	2615	0	216	208885	7145	0	7145	0	0	0	0	0	0	6377	47203	6668	2075	140	0	140	0	0	0	0	0	0	17450	0	991	0	13556	6377	56312	77513	138985	300	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22255	11128	0	0	0	11128	6377	56312	77513	158258	0	11262	38757	158258	208669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																		165476	954																																																																																																														
5069																																																																																																																																		578104	13701	0	7467	574890	63582	62315	1267	0	0	0	0	0	0	0	0	1531	10662	0	0	0	0	0	0	0	0	0	37832	0	0	0	37195	62315	1267	1531	450186	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14498	7249	0	0	0	7249	62315	1267	1531	459674	0	253	766	459674	567423	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		597183	5133																																																																																																														
5210																																																																																																																																		2397993	19969	0	0	1805776	65908	50723	15185	0	64600	0	55962	8638	0	37193	432393	0	33254	0	0	0	0	0	0	0	0	0	206565	0	9407	0	153438	88576	560497	432339	1340563	0	0	0	0	0	0	21029	10515	0	0	0	10515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126923	63462	0	0	0	63462	88576	560497	432339	1467177	0	112099	216170	1467177	1805776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		816593	6831	0	583	514430	50501	43644	6857	0	237738	7789	247256	2937	0	6332	75126	673	0	0	0	0	0	0	0	0	0	0	33426	75	6138	175	26989	57876	335377	48515	404410	869	869	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23529	11765	0	0	0	11765	57876	335377	48515	419996	0	67075	24258	419996	513847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																																																																		297967	2512																																																																																																														
6039																																																																																																																																		442525	4950																																																																																																														
6329																																																																																																																																		1752391	23044	0	6324	1434955	111069	76208	34861	0	0	0	0	0	0	0	184407	14572	0	1	0	1	0	0	0	0	0	0	88164	0	0	0	80294	77299	219269	294861	1185009	1535	1535	0	0	0	1535	11827	5914	0	0	0	5914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77299	219269	294861	1212499	0	43854	147431	1212499	1428631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		582363	0	0	0	293111	149988	147488	2500	0	0	0	0	0	0	72528	63224	7360	0	0	0	0	0	0	0	0	0	0	13460	0	0	0	12484	220016	86720	7360	267864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220016	86720	7843	267864	0	17344	3922	267864	293111	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	48	0	0	
7045																																																																																																																																		287213	1132	0	0	131389	26622	26508	114	0	331	0	331	0	0	15844	97757	41037	0	0	0	0	0	0	0	0	0	0	8084	0	669	0	7415	42352	98871	102993	59149	0	0	0	0	0	0	127	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42352	98871	102993	59213	0	19774	51497	59213	131389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		441631	3104	0	0	296800	8319	2540	5779	0	46076	1998	37471	6607	0	0	11235	3312	26504	4256	0	4256	0	0	0	0	0	0	40849	30	2998	693	29614	4994	61739	207908	167048	0	0	0	0	0	0	260	130	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23514	11757	0	0	0	11757	4994	61739	207908	178935	0	12348	103954	178935	296800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		135392	910	0	0	102156	6260	2756	3504	0	0	0	0	0	0	435	25753	9278	0	0	0	0	0	0	0	0	0	0	6038	213	925	56	4844	3404	31914	13883	88721	0	0	0	0	0	0	220	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3404	31914	13883	88831	0	6383	6942	88831	102156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		87235	1344																																																																																																														
8462																																																																																																																																		185009	1955																																																																																																														
8631																																																																																																																																		75369	407																																																																																																														
9357																																																																																																																																		564564	3405																																																																																																														
9553																																																																																																																																		231458	1126	0	0	169939	8333	5163	3170	0	31565	161	29704	1564	206	7189	32757	913	2812	0	0	0	0	0	0	0	0	0	13116	0	3438	0	8636	12513	69069	14005	141203	79	79	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	0	0	0	20	12513	69069	14005	148005	0	13814	7003	148005	169939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																		2638667	28857	0	1996	2207888	176588	161908	14680	0	187830	0	155060	0	32770	72468	278180	5943	20778	0	0	0	0	0	0	0	0	0	180765	3968	4182	0	75805	239504	452102	178312	1698841	5271	5271	0	0	0	5271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237853	118927	0	0	0	118927	277389	452102	178312	1847174	0	90420	89156	1847174	2205892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		221819	1812																																																																																																														
