"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				413559	0				12.3396%			51259		415402	-5528	0						0	0	0	0	49659	415402	0	0.0000%	23670	0	115	23785	5.7513%	0	0	0	0	1		1600		1	0	45731	0	0	0	-5528	0	0	0		0	51259	0	0	51259	0	0	0	0	0	0						0	0	0		
1856																																																																																				44850	0				14.5397%			6478		44554	-185	0						0	0	0	0	344	44652	0	0.0000%	1850	0	0	1850	4.1249%	0	0	0	0	1		6232		1	0	6391	98	0	0	-185	0	0	0		0	6478	0	0	6478	0	0	0	0	0	0						98	0	0		
2161																																																																																				375484	0				9.6917%			37256		384412	-11677	0						0	0	0	0	15780	384412	0	0.0000%	25846	0	303	26149	6.9641%	0	0	0	0	1		21476		1	0	25579	0	0	0	-11677	0	0	0		0	37256	0	0	37256	0	0	0	0	0	0						0	0	0		
2732																																																																																				742330	0				15.3895%			114530		744210	-689	0						0	0	0	0	109853	745322	0	0.0000%	75144	0	2027	77171	10.3958%	0	0	0	0	1		5789		1	0	114953	0	1112	0	-689	0	0	0		0	114530	0	0	114530	0	0	0	0	0	0						1112	0	3999		
2750																																																																																						8816	521	521	11.7655%	14.7558%	13.8838%	8295	59746	70503	-995	0			6.7558%			0				684	70503								0	0	0		0		7611	13.8838%	1	0	7300	0	0	0	-995	0	0	0		0	8295	0	0	8295	0	0	0	0	0	0	0	0	0	521	0	0	0			
3252																																																																																						40935	1808	1808	12.0529%	28.6794%	27.4127%	39127	142733	324628	-2976	0			20.6794%			0				38627	324628								0	0	0		0		500	27.4127%	1	0	36151	0	0	0	-2976	0	0	0		0	39127	0	0	39127	0	0	0	0	0	0	0	0	0	1808	0	0	0			
3458																																																																																						6738	592	592	7.6799%	12.6428%	11.5320%	6146	53295	80027	-1636	0			4.6428%			0				4945	80027								0	0	0		0		1201	11.5320%	1	0	4510	0	0	0	-1636	0	0	0		0	6146	0	0	6146	0	0	0	0	0	0	0	0	0	592	0	0	0			
3720																																																																																				382016	0				12.4217%			46679		375787	-6773	0						0	0	0	0	30819	375787	0	0.0000%	18464	0	193	18657	4.8838%	0	0	0	0	1		15860		1	0	39906	0	0	0	-6773	0	0	0		0	46679	0	0	46679	0	0	0	0	0	0						0	0	0		
3971																																																																																						122097	10775	10775	10.3477%	13.4215%	12.2371%	111322	909709	1075815	-12522	0			5.4215%			0				20613	1078531								0	0	0		0		93425	12.2371%	1	0	101516	352	2364	0	-12522	0	0	0		0	111322	0	0	111322	0	0	0	0	0	0	0	0	0	10775	0	2716	0			
4156																																																																																						27273	2611	2611	8.9090%	13.0700%	11.8187%	24662	208669	276821	-5101	0			5.0700%			0				18588	278604								0	0	0		0		7857	11.8187%	1	0	21344	1783	0	0	-5101	0	0	0		0	24662	0	0	24662	0	0	0	0	0	0	0	0	0	2611	0	1783	0			
4231																																																																																				165476	0				14.0537%			21977		156379	-4013	0						0	0	0	0	9380	156382	0	0.0000%	1641	0	0	1641	0.9917%	0	0	0	0	1		12600		1	0	17967	0	0	3	-4013	0	0	0		0	21977	0	0	21977	0	0	0	0	0	0						3	0	3321		
5069																																																																																						228233	7186	7186	38.8259%	40.2227%	38.9563%	221047	567423	569328	362	0			32.2227%			0				212418	569328								0	0	0		0		8629	38.9563%	1	0	221409	0	0	0	362	0	0	0		0	221047	0	0	221047	0	0	0	0	0	0	0	0	0	7186	0	0	0			
5135																																																																																				597183	0				17.2102%			102898		597891	-638	0						0	0	0	0	78898	598933	0	0.0000%	77421	0	2248	79669	13.3408%	0	0	0	0	1		25042		1	0	103302	1042	0	0	-638	0	0	0		0	102898	0	0	102898	0	0	0	0	0	0						1042	0	0		
5210																																																																																						288743	20429	20429	11.1225%	15.9900%	14.8587%	268314	1805776	2412355	-44909	-3957			7.9900%			1				192295	2445517								0	0	0		0		113138	14.8587%	1	0	260524	35800	1319	0	-40952	0	-3957	0		0	268314	0	0	268314	0	0	0	0	0	0	0	0	0	20429	0	37119	0			
5461																																																																																						89814	6430	6430	9.8713%	17.4787%	16.2274%	83384	513847	844709	-24000	0			9.4787%			0				77133	844758								0	0	0		0		6300	16.2274%	1	0	59433	0	49	0	-4464	0	0	-19536		0	83384	0	0	83384	0	0	0	0	0	0	0	0	0	6430	0	49	0			
5751																																																																																				297967	0				14.5907%			41643		285407	-8280	0						0	0	0	0	33380	286496	0	0.0000%	44584	0	1278	45862	15.3916%	0	0	0	0	1		9352		1	0	34452	1089	0	0	-8280	0	0	0		0	41643	0	0	41643	0	0	0	0	0	0						1089	0	99		
6039																																																																																				442525	0				9.7289%			42527		437122	-385	0						0	0	0	0	11490	437122	0	0.0000%	53019	0	265	53284	12.0409%	0	0	0	0	1		31037		1	0	42142	0	0	0	-385	0	0	0		0	42527	0	0	42527	0	0	0	0	0	0						0	0	0		
6329																																																																																						182204	17936	17936	9.2311%	12.7537%	11.4983%	164268	1428631	1779504	-16510	0			4.7537%			0				124732	1781968								0	0	0		0		42000	11.4983%	1	0	150222	0	0	2464	-16510	0	0	0		0	164268	0	0	164268	0	0	0	0	0	0	0	0	0	17936	0	2464	0			
7009																																																																																						107551	0	0	18.2302%	36.6929%	36.6929%	107551	293111	589960	-1276	0			28.6929%			0				106499	589960								0	0	0		0		1052	36.6929%	1	0	106275	0	0	0	-1276	0	0	0		0	107551	0	0	107551	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						27343	1132	1132	9.0511%	20.8107%	19.9492%	26211	131389	289590	-11737	0			12.8107%			0				23786	289590								0	0	0		0		2425	19.9492%	1	0	14474	0	0	0	-11737	0	0	0		0	26211	0	0	26211	0	0	0	0	0	0	0	0	0	1132	0	0	0			
7072																																																																																						41531	3135	3135	8.8022%	13.9929%	12.9367%	38396	296800	436209	-3457	0			5.9929%			0				40600	442473								0	0	0		0		4060	12.9367%	1	0	41203	5478	786	0	-3530	0	73	0		0	38396	0	0	38396	0	0	0	0	0	0	0	0	0	3135	0	6264	0			
7456																																																																																						12582	910	910	8.7684%	12.3165%	11.4257%	11672	102156	133114	-1620	0			4.3165%			0				4672	133114								0	0	0		0		7000	11.4257%	1	0	10052	0	0	0	-1620	0	0	0		0	11672	0	0	11672	0	0	0	0	0	0	0	0	0	910	0	0	0			
7634																																																																																				87235	0				13.4069%			11882		88626	-1525	0						0	0	0	0	3622	88626	0	0.0000%	1263	0	0	1263	1.4478%	0	0	0	0	1		8260		1	0	10357	0	0	0	-1525	0	0	0		0	11882	0	0	11882	0	0	0	0	0	0						0	0	521		
8462																																																																																				185009	0				16.4169%			29923		182270	-6953	0						0	0	0	0	29223	182270	0	0.0000%	1119	0	450	1569	0.8481%	0	0	0	0	1		700		1	0	22970	0	0	0	-6953	0	0	0		0	29923	0	0	29923	0	0	0	0	0	0						0	0	7307		
8631																																																																																				75369	0				9.8818%			7371		74592	-1335	0						0	0	0	0	6071	74592	0	0.0000%	1908	0	210	2118	2.8102%	0	0	0	0	1		1300		1	0	6036	0	0	0	-1335	0	0	0		0	7371	0	0	7371	0	0	0	0	0	0						0	0	0		
9357																																																																																				564564	0				14.3227%			76267		532491	-1738	0						0	0	0	0	50817	563701	0	0.0000%	16242	0	1042	17284	3.0615%	0	0	0	0	1		56660		1	0	105739	28667	2543	0	-1738	0	0	0		0	76267	0	0	76267	0	0	0	0	0	0						31210	0	387190		
9553																																																																																						24951	1196	1196	10.5217%	14.6823%	13.9785%	23755	169939	225771	-5178	0			6.6823%			0				21655	225771								0	0	0		0		2100	13.9785%	1	0	18577	0	0	0	-5178	0	0	0		0	23755	0	0	23755	0	0	0	0	0	0	0	0	0	1196	0	0	0			
9807																																																																																						363677	27599	27599	12.5827%	16.4866%	15.2355%	336078	2205892	2670954	-4948	0			8.4866%			0				203806	2670954								0	0	0		0		132272	15.2355%	1	0	331130	0	0	0	-4948	0	0	0		0	336078	0	0	336078	0	0	0	0	0	0	0	0	0	27599	0	0	0			
9955																																																																																				221819	0				12.0428%			27495		228310	-3661	0						0	0	0	0	24362	228310	0	0.0000%	4557	0	15	4572	2.0611%	0	0	0	0	1		3133		1	0	23834	0	0	0	-3661	0	0	0		0	27495	0	0	27495	0	0	0	0	0	0						0	0	20215		
10250																																																																																						62193	4323	4323	8.4761%	14.9940%	13.9518%	57870	414786	682745	-27589	0			6.9940%			0				20370	682745								0	0	0		0		37500	13.9518%	1	0	30281	0	0	0	-17002	0	0	-10587		0	57870	0	0	57870	0	0	0	0	0	0	0	0	0	4323	0	0	0			
10849																																																																																				285820	0				10.8420%			31434		289929	-5097	0						0	0	0	0	16737	290623	0	0.0000%	17936	0	0	17936	6.2753%	0	0	0	0	1		15391		1	0	27031	694	0	0	-5097	0	0	0		0	31434	0	0	31434	0	0	0	0	0	0						694	0	0		
11145																																																																																						52581	3830	3830	11.1265%	16.5809%	15.3731%	48751	317118	438154	-14308	0			8.5809%			0				23210	438613								0	0	0		0		26000	15.3731%	1	0	34902	450	9	0	-14308	0	0	0		0	48751	0	0	48751	0	0	0	0	0	0	0	0	0	3830	0	459	0			
11640																																																																																				387256	0				12.5030%			47167		377246	-11411	0						0	0	0	0	3122	377246	0	0.0000%	35543	0	202	35745	9.2303%	0	0	0	0	1		44045		1	0	35756	0	0	0	-11411	0	0	0		0	47167	0	0	47167	0	0	0	0	0	0						0	0	0		
11837																																																																																						17031	996	996	11.4365%	21.3780%	20.1278%	16035	79666	140209	-5061	0			13.3780%			0				4035	140209								0	0	0		0		12000	20.1278%	1	0	10974	0	0	0	-5061	0	0	0		0	16035	0	0	16035	0	0	0	0	0	0	0	0	0	996	0	0	0			
12030																																																																																						96158	4841	4841	15.7611%	25.2050%	23.9361%	91317	381504	579382	-507	0			17.2050%			0				90717	579382								0	0	0		0		600	23.9361%	1	0	90810	0	0	0	-507	0	0	0		0	91317	0	0	91317	0	0	0	0	0	0	0	0	0	4841	0	0	0			
12142																																																																																				314841	0				10.8856%			33223		305200	-16057	0						0	0	0	0	9023	305200	0	0.0000%	4536	0	253	4789	1.5211%	0	0	0	0	1		24200		1	0	17166	0	0	0	-8676	0	-866	-6515		0	33223	0	0	33223	0	0	0	0	0	0						0	0	26673		
12311			18126238	1734114	2246933	8.5091%	13.0911%	11.4684%	15879305	138461921	186615664	-2655463	0			5.0911%						3553767	191998690								0	0	0		16500225	10.5957%	0	17398529	5224655	129095	29277	-2572551	168278	-193267	-57923		0	14670965	0	0	14670965	780000	0	428340	1208340	0	1208340	512819	0	0	2246933	0	5383026	0																																						2																	0				1																															
12647																																																																																				222026	0				9.5404%			20827		218303	0	0						0	0	0	0	3741	218523	0	0.0000%	23450	0	100	23550	10.6069%	0	0	0	0	1		17306		1	0	21047	0	220	0	0	0	0	0		0	20827	0	0	20827	0	0	0	0	0	0						220	0	0		
12946																																																																																						270805	28876	28876	8.4452%	11.7311%	10.4802%	241929	2308429	2864685	-65262	0			3.7311%			0				180129	2898069								0	0	0		0		95184	10.4802%	1	0	210051	24548	8836	0	-65262	0	0	0		0	241929	0	0	241929	0	0	0	0	0	0	0	0	0	28876	0	33384	0			
13103																																																																																						440555	22412	22412	13.3639%	15.0920%	14.3242%	418143	2919134	3128907	-35829	-13545			7.0920%			0				401822	3133560								0	0	0		0		34519	14.3242%	1	0	400512	14250	3948	0	-49374	0	13545	0		0	418143	0	0	418143	0	0	0	0	0	0	0	0	0	22412	0	18198	0			
13251																																																																																						8376	659	659	12.1095%	15.8886%	14.6385%	7717	52717	63727	-278	0			7.8886%			0				3717	63727								0	0	0		0		4000	14.6385%	1	0	7439	0	0	0	-278	0	0	0		0	7717	0	0	7717	0	0	0	0	0	0	0	0	0	659	0	0	0			
13457																																																																																				37254	0				39.4907%			13616		34479	51	0						0	0	0	0	-224	35139	0	0.0000%	12079	0	0	12079	32.4234%	0	0	0	0	1		14500		1	0	14327	0	660	0	51	0	0	0		0	13616	0	0	13616	0	0	0	0	0	0						660	0	0		
14155																																																																																				367752	0				10.6239%			37968		357384	-821	0						0	0	0	0	37632	357384	0	0.0000%	2597	0	824	3421	0.9302%	0	0	0	0	1		336		1	0	37147	0	0	0	-821	0	0	0		0	37968	0	0	37968	0	0	0	0	0	0						0	0	16006		
14650																																																																																				81120	0				11.7593%			8678		73797	0	0						0	0	0	0	5338	73797	0	0.0000%	14465	0	0	14465	17.8316%	0	0	0	0	1		3340		1	0	8678	0	0	0	0	0	0	0		0	8678	0	0	8678	0	0	0	0	0	0						0	0	0		
14753																																																																																				61694	0				9.5251%			5755		60419	-746	0						0	0	0	0	4178	60419	0	0.0000%	7080	0	0	7080	11.4760%	0	0	0	0	1		1577		1	0	5009	0	0	0	-746	0	0	0		0	5755	0	0	5755	0	0	0	0	0	0						0	0	0		
14865																																																																																				860734	0				9.5803%			80197		837101	-5523	0						0	500	0	0	64622	838165	0	0.0000%	190585	0	3771	194356	22.5803%	0	0	0	0	1		16639		1	0	75738	0	834	230	-5523	0	0	0		0	80197	0	0	80197	0	0	0	0	0	0						1064	0	0		
14977																																																																																				55863	0				20.3967%			11096		54401	26	0						0	0	0	0	11102	54401	0	0.0000%	4220	0	0	4220	7.5542%	0	0	0	0	1		0		1	0	11128	0	0	0	32	0	0	0		0	11096	0	0	11096	0	0	0	0	0	0						0	0	0		
16551																																																																																				448379	0				10.2879%			44996		437370	-6113	0						0	0	0	0	27429	439803	0	0.0000%	31101	0	237	31338	6.9892%	0	0	0	0	1		20000		1	0	41316	2433	0	0	-6113	0	0	0		0	44996	0	0	44996	0	0	0	0	0	0						2433	0	0		
17110																																																																																				174636	0				20.2188%			35295		174565	0	0						0	0	0	0	28009	174565	0	0.0000%	0	0	2318	2318	1.3273%	0	0	0	0	1		7286		0	0	35295	0	0	0					0	0	35295	0	0	35295	0	0	0	0	0	0						0	0	138056		
17147																																																																																						1931810	185511	185511	9.8894%	13.0561%	11.8024%	1746299	14796189	17658269	-174103	0			5.0561%			1				792812	18394746								0	0	5496		0		1689964	11.8024%	1	0	2308673	709916	20951	114	-173654	0	-449	0		0	1751795	0	5496	1746299	0	0	0	0	0	0	0	0	0	185511	0	736477	0			
