"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TRADING ASSETS E WEIGHT CATEGORY	TRADING ASSETS E WEIGHT CATEGORY	TRADING ASSETS E WEIGHT CATEGORY	ALL OTHER ASSETS - 250 PCT RISK WGT	ALL OTHER ASSETS - OTH RISK WEIG	ALL OTHER ASSETS - APPRO RISK WEIG	OTHR ASSETS BK-OWND LIFE INSRNCE	OTHR ASSETS BK-OWND LIFE INSRNCE	EF FUND CONTRBTNS CNTRL CNTRPRTIES	EF FUND CONTRBTNS CNTRL CNTRPRTIES	EF FUND CONTRBTNS CNTRL CNTRPRTIES	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	SECURITIES, HELD-TO-MATURITY SECURIT	SECURITIES, HELD-TO-MATURITY SECURIT	SECURITIES, AVAILABLE-FOR-SALE DEBT	SECURITIES, AVAILABLE-FOR-SALE DEBT	LOANS AND LEASES HELD FOR SALE, EXPO	LOANS AND LEASES HELD FOR SALE, EXPO	LOANS AND LEASES HELD FOR SALE, ALL	LOANS AND LEASES HELD FOR SALE, ALL	LOANS AND LEASES, NET OF UNEARNED IN	LOANS AND LEASES, NET OF UNEARNED IN	LOANS AND LEASES, NET OF UNEARNED IN	LOANS AND LEASES, NET OF UNEARNED IN	TRADING ASSETS, ALLOCATION BY RISK W	TRADING ASSETS, ALLOCATION BY RISK W	ALL OTHER ASSETS, ALLOCATION BY RISK	ALL OTHER ASSETS, ALLOCATION BY RISK	TOTAL BALANCE SHEET ASSETS, ALLOCATI	TOTAL BALANCE SHEET ASSETS, ALLOCATI	FINANCIAL STANDBY LETTERS OF CREDIT,	FINANCIAL STANDBY LETTERS OF CREDIT,	COMMERCIAL AND SIMILAR LETTERS OF CR	COMMERCIAL AND SIMILAR LETTERS OF CR	UNUSED COMMITMENTS WITH AN ORIGINAL	UNUSED COMMITMENTS WITH AN ORIGINAL	UNUSED COMMITMENTS WITH AN ORIGINAL	UNUSED COMMITMENTS WITH AN ORIGINAL	OVER-THE-COUNTER DERIVATIVES, ALLOCA	OVER-THE-COUNTER DERIVATIVES, ALLOCA	Available-for-sale debt securities a	Amount of allowances for credit loss	Amount of allowances for credit loss	Amount of allowances for credit loss	CASH AND BALANCERTED IN COLUMN A	CASH AND BALANCE WEIGHT CATEGORY	CASH AND BALANCE WEIGHT CATEGORY	HELD-TO-MATURITYRTED IN COLUMN A	HELD-TO-MATURITY WEIGHT CATEGORY	AVAILABLE-FOR-SARTED IN COLUMN A	AVAILABLE-FOR-SA WEIGHT CATEGORY	TOTAL AVAILABLE-FOR-SALE SECURITIES	TOTAL AVAILABLE-FOR-SALE SECURITIES	FEDERAL FUNDS SOLD	FEDERAL FUNDS SOLD	TOTAL LOANS AND TGAGE EXPOSURES	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND STATE EXPOSURES	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND R ON NONACCRUAL	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND OTHER EXPOSURES	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND TGAGE EXPOSURES	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND STATE EXPOSURES	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND R ON NONACCRUAL	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TOTAL LOANS AND OTHER EXPOSURES	LOANS AND LEASESRTED IN COLUMN A	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	LOANS AND LEASES WEIGHT CATEGORY	TRADING ASSETS	TRADING ASSETS	ALL OTHER ASSETSRTED IN COLUMN A	ALL OTHER ASSETS WEIGHT CATEGORY	ALL OTHER ASSETS WEIGHT CATEGORY	TOTAL ON BALANCE SCTY HTM SCTY	ON-BALANCE SHEETRTED IN COLUMN A	ON-BALANCE SHEETTION METHODOLOGY	ON-BALANCE SHEETTION METHODOLOGY	ON-BALANCE SHEETTION METHODOLOGY	TOTAL ON-BALANCE-SALE SECURITIES	ON-BALANCE SHEETRTED IN COLUMN A	ON-BALANCE SHEETTION METHODOLOGY	ON-BALANCE SHEETTION METHODOLOGY	ON-BALANCE SHEETTION METHODOLOGY	TOTAL ON-BALANCEDARDIZED CHARGES	ON-BALANCE SHEETRTED IN COLUMN A	ON-BALANCE SHEETLCULATION METHOD	ON-BALANCE SHEETLCULATION METHOD	ON-BALANCE SHEETLCULATION METHOD	TOTAL ON-BALANCEZATION EXPOSURES	ON-BALANCE SHEETRTED IN COLUMN A	ON-BALANCE SHEETLCULATION METHOD	ON-BALANCE SHEETLCULATION METHOD	ON-BALANCE SHEETLCULATION METHOD	TOTAL OFF-BALANCZATION EXPOSURES	OFF-BALANCE SHEERTED IN COLUMN A	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - ARTED I	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	FINANCIAL STANDB WEIGHT CATEGORY	PERFORMANCE STAN WEIGHT CATEGORY	COMMERCIAL AND S WEIGHT CATEGORY	RETAINED RESOURC WEIGHT CATEGORY	REPO-STYLE TRANS OR OTHER AMOUNT	REPO-STYLE TRANSQUIVALENT AMOUNT	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	REPO-STYLE TRANS WEIGHT CATEGORY	ALL OTHER OFF- B WEIGHT CATEGORY	UNUSED COMMITMEN OR OTHER AMOUNT	UNUSED COMMITMENQUIVALENT AMOUNT	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNUSED COMMITMEN WEIGHT CATEGORY	UNCONDITIONALLY  OR OTHER AMOUNT	UNCONDITIONALLY QUIVALENT AMOUNT	OVER-THE-COUNTERQUIVALENT AMOUNT	OVER-THE-COUNTER WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	OVER-THE-COUNTER WEIGHT CATEGORY	CENTRALLY CLEAREQUIVALENT AMOUNT	CENTRALLY CLEARE WEIGHT CATEGORY	CENTRALLY CLEARE WEIGHT CATEGORY	CENTRALLY CLEARE WEIGHT CATEGORY	CENTRALLY CLEARE WEIGHT CATEGORY	CENTRALLY CLEARE WEIGHT CATEGORY	CENTRALLY CLEARE WEIGHT CATEGORY	CENTRALLY CLEARE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	TOTAL ASSETS, DE WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RWA ALLL THRESHOLD	STANDARDIZED MARISK CAPITAL RULE	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	NOTIONAL PRINCIP OVER FIVE YEARS	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	NOTIONAL PRINCIP OVER FIVE YEARS	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	NOTIONAL PRINCIP OVER FIVE YEARS	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	NOTIONAL PRINCIP OVER FIVE YEARS	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	NOTIONAL PRINCIP OVER FIVE YEARS	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	NOTIONAL PRINCIP OVER FIVE YEARS	NOTIONAL PRINCIPONE YEAR OR LESS	NOTIONAL PRINCIPROUGH FIVE YEARS	
37																																																																																																																																																																																																																																																	
242																																																																																																																																																																																																																																																	
279																																																																																																																																																																																																																																																	
354																																																																																																																																																																																																																																																	
457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27114	0	0	24344	2770	0	0	0	858	0	0	0	0	0	858	43998	0	0	0	0	43998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-842	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4457	891	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	1287	0	0	0	0	0	0	0	64900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63670	0	0	0	0	0	0	0	0	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324851	0	0	318763	6088	5466	0	5466	1258	0	0	0	0	1258	0	377294	0	19	12232	0	365043	0	0	0	1186	0	0	0	0	0	0	0	65	65	0	0	98	0	0	0	0	0	1	1	0	0	1	3637	3637	0	0	29135	-7324	5466	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20955	4191	0	0	1894	2297	0	0	15339	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5466	139	0	0	0	0	0	0	0	0	0	8199	348	0	0	0	0	0	0	633437	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1155																																																																																																																																																																																																																																																	
1351																																																																																																																																																																																																																																																	
1454																																																																																																																																																																																																																																																	
