"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	5374	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.lnbparis.com	
1856																																		98	0	0	98	0	0		0	0	0	0	0	208	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.washitastatebank.com	
2161																																		0	0	0	0	0	21000		0	0	0	0	0	369	0	0	false	0	21000	0	0	0	0	0	21000	0	0	0	0	21000	true	false	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2	1158	0	0	0	0	0	0																					www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0		0	0	0	0	0	31693	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					0	0	0	0	0	0	0	0						Albank															www.albanybank.com	
2750																																		0	0	1400	0	0	2780		0	0	0	0	0	1267	1	0			1380	1400	0	0	0	0	1380	0	0	0	0	1380					0	0																					0	0	0	0	0	0	0	0																					www.genoacb.com	
3252																																		0	0	1000	0	0	1000		0	0	0	0	0	2200	1	0			0	1000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.fnbgordon.com	
3458																																		0	0	1000	0	0	1000		0	0	0	0	0	0	0	0			0	1000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.farmbank.com	
3720																																		0	428	0	0	0	0		428	0	0	0	0	669	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.bankofclarendon.bank	
3971																																		4290	1318	43160	489	0	114802		0	0	424	0	894	0	0	0			50000	43160	16142	5500	0	0	50000	0	0	0	0	50000					960	3801																					0	0	0	0	0	0	0	0																					www.midcountrybank.com	
4156																																		1783	0	8500	1783	0	10000		0	0	0	0	0	0	0	0			0	8500	1000	500	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.kanza.bank	
4231																																		0	0	0	0	0	0		0	0	0	0	0	39	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					1000	0																					0	0	0	0	0	0	0	0																						
5135																																		1042	0	7000	1042	0	18213		0	0	0	0	0	11104	3	0			0	7000	10000	0	1213	0	0	0	0	0	0	0						0																					1	33	0	0	0	0	0	0																					http://www.fsbanks.com	
5210																																		37821	467	25000	35800	0	87952		0	0	0	0	467	5269	2	0			0	25000	0	60000	0	0	0	639	623	1690	0	2952					1044	2021																					0	0	0	0	0	0	0	0																					http://www.acnb.com	
5461																																		55	0	0	0	0	40000		0	0	0	0	0	0	0	0			10000	0	30000	0	0	0	10000	0	0	0	0	10000					0	55																					2	46	0	0	0	0	0	0																					www.bankbac.com	
5751																																		1089	0	4000	1089	0	4000		0	0	0	0	0	13	0	0			0	4000	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.kcbks.bank	
6039																																		0	0	0	0	0	0		0	0	0	0	0	396	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.pineland.bank	
6329																																		0	739	10000	0	0	10000		546	0	55	0	138	237	0	0	true	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					9	1340	0	0	0	0	0	0																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	30200	7	0			0	0	0	0	0	0	0	0	0	0	0	0					727	0																					0	0	0	0	0	0	0	0																					http://www.bessemertrust.com	
7045																																		0	0	0	0	0	0		0	0	0	0	0	2285	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.banktpb.com	
7072																																		7041	69	11000	5478	697	19000		0	0	69	0	0	533	0	1269			8000	11000	0	0	0	0	8000	0	0	0	0	8000					0	866																			2	true	0	0	0	0	0	0	0	0																					www.wallkill.com	
7456																																		0	0	0	0	0	0		0	0	0	0	0	385	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.bankofhartington.com	
7634																																		0	0	0	0	0	0		0	0	0	0	0	2865	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					THEFOURCOUNTYBANK.COM	
8033																																		0	236	0	0	0	0		0	0	236	0	0	2820	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	3714	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	7	0	0	0	0	0	0																					http://www.perrytonbank.com	
8631																																		0	0	0	0	0	0		0	0	0	0	0	1005	0	0			0	0	0	0	0	0	0	0	0	0	0	0					267	0																					0	0	0	0	0	0	0	0																					www.pcbsm.com	
9357																																		31541	0	0	28667	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					970	2874																					1	101	0	0	0	0	0	0																					www.fidelitybankmn.com	
9553																																		0	0	147	0	0	61592		0	0	0	0	0	241	0	0			1	147	1870	5408	54106	20282	1	0	0	60	0	61						0																					0	0	0	0	0	0	0	0																					http://www.adamscountybank.net	
9807																																		0	2662	0	0	0	50000		2662	0	0	0	0	18955	3	0	true	0	0	0	50000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					5	1444	0	0	0	0	0	0																					www.amboybank.com	
9955																																		0	0	3075	0	0	21751		0	0	0	0	0	524	0	0			0	3075	8041	10635	0	0	0	0	0	0	0	0					63	0																					0	0	0	0	0	0	0	0																					www.fusion.bank	
10250																																		0	0	0	0	0	0		0	0	0	0	0	8155	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.thebankofelkriver.com	
10849																																		694	0	0	694	0	0		0	0	0	0	0	1998	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://https://www.firststatebk.com	
11145																																		-382	22	14251	450	0	25495		0	0	22	0	0	4278	1	0	false	0	0	14251	11244	0	0	0	0	0	0	0	0	0	false	false	0	0		-832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.losb.com	
11640																																		0	0	10000	0	0	10000		0	0	0	0	0	9244	3	0			0	10000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbclarksdale.com	
11837																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.farmbk.com	
12030																																		0	1124	0	0	0	0		0	395	49	680	0	880	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fnbsouth.net	
12142																																		0	0	4000	0	0	4000		0	0	0	0	0	344	0	0			0	4000	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.clevelandstatebank.com	
12311	6006529	17607	1000000	5318529	505737	12210003		177480	5	506049	true	0	951906	1000000	3700001	2007486	767	0	951906	2732976	897611	919256	344732	0	0	0	182263	0	0			0	0						12210003		0	1302	16018	287	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						910	43762	0	0	0	0	0	0					apply.huntington.com																www.huntington.com	
12647																																		326	0	0	0	48	11000		0	0	0	0	0	1790	1	48			0	0	4000	3000	4000	0	0	0	0	0	0	0						278																					0	0	0	0	0	0	0	0																					http://www.PORTAGECOUNTYBANK.COM	
12946																																		37551	0	0	28251	0	55051		0	0	0	0	0	4417	4	0			30000	0	25000	51	0	0	30000	0	0	0	0	0					3953	9300																					2	146	0	0	0	0	0	0																					www.myfarmers.bank	
13103																																		18455	0	202208	14250	0	211171		0	0	0	0	0	8015	2	0	false	0	2406	202208	3612	2280	665	0	2406	0	0	0	0	2286	false	false	0	0	170574	4205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					8	309	0	0	0	0	0	0																					www.bristolcountysavings.com	
13251																																		0	0	0	0	0	0		0	0	0	0	0	195	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	7	0	0	0	0	0	0																					www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.bankoflewellen.com	
14155																																		0	0	0	0	0	0		0	0	0	0	0	1006	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					2	12	0	0	0	0	0	0																					https://www.fandcbank.com	
14650																																		0	0	0	0	0	0		0	0	0	0	0	2005	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	2712	2	0			0	0	0	0	0	0	0	0	0	0	0	0					4	0																					1	2	0	0	0	0	0	0																					www.fsbbucklin.com	
14865																																		929	0	0	0	0	0		0	0	0	0	0	1380	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	929																					1	23	0	0	0	0	0	0						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	0	0	0	0		0	0	0	0	0	436	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://firstfedlfd.com	
16551																																		4705	46	9000	2433	2272	18000		46	0	0	0	0	299	0	2272			0	9000	3000	6000	0	18000	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0					www.vacationpropertyloans.com																http://www.northviewbank.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	4265	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	24864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					https://haverfordquality.com	
17147																																		750376	7685	135000	711554	7359	724660	true	0	0	1829	5856	0	4886	2	11072	true	0	1180	135000	105000	465000	18480	0	1180	0	0	0	0	0	true	false	0	0		31463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					46	3373	0	0	0	0	0	0						First Merchants Private Wealth Advisors, A Division of First Merchants Bank															http://www.firstmerchants.com	
17259																																		0	0	0	0	0	0		0	0	0	0	0	398	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		5010	0	35400	3677	0	35400		0	0	0	0	0	2101	1	0			0	35400	0	0	0	0	0	0	0	0	0	0						1333																					4	16	0	0	0	0	0	0					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																																		0	411	0	0	0	0		411	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																			2	true	0	0	0	0	0	0	0	0																					www.elizfed.com	
18050																																		0	0	45000	0	0	45000		0	0	0	0	0	7835	2	0			0	45000	0	0	0	0	0	0	0	0	0	0					0	0																					1	3	0	0	0	0	0	0																					www.fnbbastrop.bank	
18827																																		9374	0	194000	9122	0	194000		0	0	0	0	0	25345	4	0			0	194000	0	0	0	0	0	0	0	0	0	0						252																					8	356	0	0	0	0	0	0																					https://www.nextierbank.com	
18836																																		0	0	0	0	0	0		0	0	0	0	0	675	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.caponvalleybank.com	
18854																																		8631	0	0	7447	0	0		0	0	0	0	0	500	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1	1999	0	0	0	0	0	0																					www.bank7.com	
19356																																		785	318	4000	762	0	4000		0	0	257	0	61	235	0	0			0	4000	0	0	0	0	0	0	0	0	0	0						23																					0	0	0	0	0	0	0	0																					https://www.sbtmiami.com	
19936																																		0	0	5099	0	0	5314		0	0	0	0	0	836	0	0			0	5099	198	17	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	617	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
20053																																		0	0	0	0	0	7000		0	0	0	0	0	0	0	0			0	0	0	7000	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.securityonlinebank.com	
20633																																		0	646	15548	0	0	21396		594	0	52	0	0	2640	1	0			0	15548	4685	1163	0	0	0	0	0	0	0	0					0	0																					1	172	0	0	0	0	0	0						MCNB BANKS															www.mcnbbanks.com	
20857																																		5515	0	0	5247	0	7123		0	0	0	0	0	750	1	0			18	0	0	765	5377	2578	18	131	123	709	0	0						268																					0	0	0	0	0	0	0	0					fmbankminnesota.com		granitefallsbank.com														mybankfm.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	114	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.statebankofburrtononline.com	
21359																																		7	99	0	0	0	0		0	0	0	0	99	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						7																					0	0	0	0	0	0	0	0																					http://www.asbgrygla.com	
21658																																		0	50	0	0	0	10253		0	0	0	0	50	1087	0	0	true	0	0	0	253	5000	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.alliancebank.us	
22048																																		0	0	11004	0	0	21549		0	0	0	0	0	10454	4	0			10000	11004	51	0	494	0	10000	0	0	0	0	10000						0																					0	0	0	0	0	0	0	0																					http://www.unionbnk.com	
22543																																		3997	0	0	0	3997	0		0	0	0	0	0	3548	1	3997			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.ssbankmi.com	
22552																																		0	389	35	0	0	5906		0	0	0	0	389	905	1	0			0	2535	2571	74	520	0	0	0	0	206	4900	0					0	0																					1	36	0	0	0	0	0	0																					http://www.firstsoutheastbank.com	
22730																																		0	0	10450	0	0	10695		0	0	0	0	0	885	1	0			0	10450	0	0	245	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					http://www.westunionbank.com	
23456																																		0	0	6000	0	0	24341		0	0	0	0	0	283	0	0			18000	6000	0	0	0	0	18000	0	341	0	0	0						0																					0	0	0	0	0	0	0	0																					www.fnbhenning.com	
23504																																		160400	0	1400000	151668	2974	1588160		0	0	0	0	0	4946	5	3407	true	0	140160	1400000	0	48000	0	0	140160	0	0	0	0	0	true	false	0	0		5758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					12	1461	0	0	0	0	0	0																					http://www.dime.com	
23643																																		0	74	0	0	0	9675		27	0	47	0	0	693	1	0			7675	0	1000	1000	0	0	7675	0	0	0	0	7675						0																					0	0	0	0	0	0	0	0																					http://www.commercial-bank.net	
23755																																		1398	0	0	0	1398	30000		0	0	0	0	0	3019	2	3046			30000	0	0	0	0	0	30000	0	0	0	0	30000					313	0																					0	0	0	0	0	0	0	0					cm.netteller.com		www.airteller.com/fn-cb														www.fnc.bank	
24006																																		107276	0	23000	80794	0	26004		0	0	0	0	0	50	0	0			0	23000	3004	0	0	0	0	0	0	0	0	0						26482																					2	249	0	0	0	0	0	0																					www.PCSB.com	
24378																																		0	0	0	0	0	5000		0	0	0	0	0	791	0	0			0	0	0	5000	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.gblbank.com	
24659																																		1404	503	0	1240	0	0		0	299	0	0	204	127	0	0			0	0	0	0	0	0	0	0	0	0	0	0					2	164																					0	0	0	0	0	0	0	0																					www.producestatebank.com	
24949																																		951	0	0	0	951	5000		0	0	0	0	0	29	0	1411			0	0	5000	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.baraboobank.com	
25357																																		630	96	0	630	0	0		0	0	0	0	96	2047	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0					https://www.redneck.bank																https://www.allamerica.bank	
25647																																		0	0	5000	0	0	5000		0	0	0	0	0	0	0	0	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					7	754	0	0	0	0	0	0																					www.firstsecurebank.com	
26765																																		6512	0	185000	3454	0	335000		0	0	0	0	0	89365	4	0			150000	185000	0	0	0	0	150000	0	0	0	0	150000					0	3058																					6	663	0	0	0	0	0	0																					www.vantage.bank	
