"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
1669	0	0	0	0	0	0	20	0				0	95	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				51	8	44	12	
1856	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	8	3		0		0	101	90		0		0	0	0	0	0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	5	
2732	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2750	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
3252	0	20	0	0	0	0	527	28				391	306	19		54				54		391	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				27	12	206	76	
3458	0	0	0	0	0	0	7	0				0	10	0		6				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	4	1	
3720	0	0	0	0	0	0	3	2				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3971	0	0	0	0	30	0	27	2				0	1955	365		0				0		0	0	0	0	0			0	0	3	13	0	0			0	0	0	0	87	0	0	0				0	0	1473	9	
4156	0	0	0	0	0	0	6	0				0	0	0		0							0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
4231	0	0	0	0	0	0	1	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
5069	0	0	0	0	0	0	5	5				0	5	5		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	73	0	0	0	0	0	2	2				0	106	14		0				0		0	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0				0	0	9	0	
5210	0	0	0	0	0	0	44	10				31	199	29		106				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	64	3	
5461	0	125	0	0	0	0	382	0				0	3	0		0				0		0	0	0	0	0			0	0	0	39	0	0			0	0	0	0	0	201	0	17				0	0	3	0	
5751	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
6039	0	0	0	0	0	0	2	0		0		0	13	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	13	2	
6329	0	8	0	0	0	0	1479	109		0		0	6367	119		0		0	0	0	0	0	0	0	0	0			0	3	6	0	8	0			0	0	0	0	0	0	0	0	0	0		4616	1131	1624	222	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	5	0				0	12	0		0				0		0	0	0	0	0			5	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	5	
7072	0	0	0	0	0	0	29	18				0	45	44		0				0		0	0	3	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	11				0	0	0	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	72	17				0	32	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	35	0	0	0	0				0	0	32	20	
8033	0	0	0	0	0	0	1	0				1	2	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
8462	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
8631	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9357	0	0	0	0	0	0	264	264				0	16	16		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	11	0		0				0		0	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	39	0	0	567	9		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	54	0	0	0			0	0	0	0	0	0	0	465	0	0		0	0	0	0	
9955	0	0	0	0	0	0	2	0				0	8	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	2	
10250	0	0	0	0	0	0	67	3				6	41	0		32				0		0	0	0	0	0			2	1	2	55	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
10849	0	0	0	0	0	0	10	10				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	0	0	0	
11145	0	0	0	0	0	0	19	0		0		0	38	0		0		0	0	0	0	0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	38	15	
11640	0	0	0	0	0	0	47	0				20	133	50		23				0		0	0	0	0	0			0	0	0	0	0	0			5	5	21	21	0	0	0	0				9	0	25	1	
11837	0	0	0	0	0	0	0	0				0	2	0		1							0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	40	537	0	0	0	0	2940	385				74	962	66		60				31		24	0	0	0	0			6	0	643	1	243	0			0	0	9	143	105	705	88	150				234	180	111	122	
12142	0	0	0	0	0	0	22	1				20	59	0		44				0		0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	14	1	
12311	222	1	6514	8			85152		27781	0	0	1155	190826		0	6031	61427	0	0	87	0	61	1116	458	3663	4276	0	0	13139	4524	2491	1162	3178	411	0	2805	0	487	22	86	5381	3870	21447	7083	0	0	7576	23105	15190	43394	9401	
12647	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	79	1	0	0	0	0	266	24				0	890	122		6				6		0	0	0	0	0			72	0	3	0	32	0			0	0	0	2	0	0	0	26				88	20	491	190	
13103	0	0	0	0	0	0	12	0		0		0	81	36		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		17	10	28	2	
13251	0	0	0	0	0	0	13	4				0	28	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	4	9	5	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	2	0				2	5	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14650	0	0	0	0	0	0	40	0				0	119	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	4	104	36	
14753	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
14865	0	0	0	0	0	0	51	21				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	30	0	0				0	0	5	0	
14977	0	0	0	0	0	0	4	4				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16551	0	0	0	0	0	0	10	1				0	21	0		0				0		0	0	0	0	3			9	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	6	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	0	46	0	0	1289	596		0		0	3419	879		0		0	0	0	0	0	0	0	1482	141			0	0	152	29	233	0			0	0	0	0	2	10	2	0	0	0		369	233	452	82	
17259	0	0	0	0	0	0	2	0				1	18	0		10							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	1	0	0	
17950	0	0	0	0	0	0	7	1				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	6	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	41	27				0	211	78		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	132	14	
18827	0	0	0	0	0	0	66	43				3	18	0		0				0		0	0	0	0	0			0	0	17	0	11	0			0	0	0	0	0	0	0	0				0	1	7	2	
18836	0	0	0	0	0	0	48	0				0	40	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	40	47	
18854	0	0	0	0	0	0	7	0		0		2	23	0		7		0	0	7	0	2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	16	5	
19356	0	0	0	0	0	0	0	0				0	8	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	6	0	
19936	0	0	0	0	0	0	19	0				2	28	0		6				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	15	0	0	0	0				1	0	21	2	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	9	0				0	20	0		0							0	0	0	0			0	4	5	0	0	0			0	0	0	0	0	0	0	0				5	0	15	0	
20633	0	0	0	0	0	0	8	0				1	488	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	481	7				0	0	5	0	
20857	0	0	0	0	0	0	0	0				0	2	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	1	0				1	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	9	2				0	143	37		0				0		0	0	0	0	0			0	0	0	0	0	0			50	0	0	0	0	0	0	0				3	6	53	1	
22543	0	0	0	0	0	0	16	0				0	179	140		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	6	0	0				1	0	38	10	
22552	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	73	0				0	137	0		0							0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	137	70	
23456	0	0	0	0	0	0	14	3				3	7	0		0				0		3	0	0	0	0			1	1	2	0	0	0			0	0	0	0	0	0	0	1				2	0	4	4	
23504	0	0	0	0	0	0	602	595		0		0	5822	5774		0		0	0	0	0	0	0	0	14	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	34	7	
23643	0	0	0	0	0	0	56	0				0	64	9		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				46	43	9	13	
23755	0	0	0	0	0	0	143	0				0	60	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	104	0	0				34	26	26	13	
24006	0	0	0	0	0	0	62	52				0	6	6		0				0		0	0	0	0	4			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24378	0	0	0	0	0	0	8	0				0	0	0		0							0	0	0	0			0	0	5	3	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24659	0	0	0	0	0	0	13	10				0	1	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
24949	0	0	0	0	0	0	59	0				0	5	0		0				0		0	0	0	0	1			1	0	5	0	0	0			0	0	0	0	0	52	0	0				0	0	4	1	
25357	203	0	0	0	0	0	407	0				378	1556	82		1162				1139		378	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	0	84	29	
25647	0	0	0	0	0	0	0	0		0		0	15	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	15	0	
26765	0	0	0	0	0	0	119	67				23	3749	3675		74				0		0	0	0	0	0			0	0	24	0	0	0			0	0	0	0	0	5	0	0				0	0	0	0	
27070	0	0	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
27548	0	0	0	0	0	0	127	0				0	519	5		0				0		0	0	0	0	0			0	0	30	0	0	0			0	0	0	0	300	1	0	0				11	0	203	96	
27614	0	0	0	0	0	0	4	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	4	
27847	3	0	0	0	0	0	506	31				234	379	107		6				6		234	0	0	0	0			0	0	98	0	3	0			0	0	0	0	142	91	35	0				44	38	39	14	
28013	0	0	0	23	0	0	62	27		0		0	2419	2411		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	8			0	0	0	0	0	11	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	33	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	33	0	
28732	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
29476	0	0	0	0	0	0	3	0				3	13	0		0				0		0	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	217	11				1	166	68		0				0		1	0	0	0	0			51	29	39	0	5	0			0	0	2	4	23	30	1	0				0	2	16	101	
29878	0	0	0	0	0	0	0	0		0		0	10	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	78	14				17	93	9		26				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	19	3	0	0				30	32	9	11	
30650	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			445467		228	0	0	0	2119883		0	0	2286	0	0	0	0	0	0	0	0	0			1928165	404180	9	86	36	260	402531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189136	40964	
31134	0	0	0	0	0	0	38	11				3	93	4		43				43		3	0	0	0	0			3	1	0	0	0	0			0	0	0	0	0	0	0	0				20	0	23	23	
31255	0	0	0	0	0	0	53	52		0		1	14	8		6		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	17	15				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
31826	0	0	0	0	0	0	14	0		0		0	38	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	6	0	0	0		9	2	23	12	
31835	0	0	0	0	0	0	25	2				0	58	5		0				0		0	0	0	0	0			0	0	11	0	11	0			0	0	0	0	0	0	0	0				0	8	42	4	
32234	0	0	0	0	0	0	27	0				0	32	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	32	27	
32766	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	16	13				0	0	0		0				0		0	0	0	0	1			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33147	0	0	0	0	0	0	2	0				1	12	0		0				0		1	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				3	0	9	0	
33259	0	0	0	0	0	0	138	0				0	1	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	138	0	0	0	0				0	0	0	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	17	2		0		1	1	0		0		0	0	0	0	1	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0	0	0		0	2	1	11	
34434	0	3	0	0	0	0	200	0				43	693	403		0				0		43	0	0	0	0			22	2	0	0	0	0			241	0	0	0	0	145	0	0				0	0	27	7	
34537	0	0	0	0	0	0	2452	1843		0		0	6345	3389		0		0	0	0	0	0	0	0	115	204			0	0	119	0	153	0			0	0	0	5	0	0	109	171	0	0		58	21	2521	89	
34555	0	10	0	0	0	0	18	1		0		0	41	0		0		0	0	0	0	0	0	0	0	0			3	1	0	0	0	0			0	0	0	0	0	0	0	0	0	0		1	2	37	4	
34742	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35057	0	0	0	0	0	0	22	0				0	12	0		0							0	0	0	0			0	0	14	0	0	0			0	0	0	0	0	0	0	0				0	0	12	8	
35301	0	0	0	0			0		0	0	0	0	11000		0	0	10000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35646	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
35879	0	0	0	0	0	0	1	0				0	22	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	1	
36456	0	0	0	0	0	0	8	5				3	4	0		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
36933	0	0	0	0	0	0	34	34				0	24	13		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
37051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37341	0	0	0	0	0	0	10	4				0	17	0		0				0		0	0	0	0	0			0	0	5	0	1	0			0	0	0	0	0	0	0	0				0	0	16	1	
37435	0	0	0	0	0	0	453	239				0	675	223		0				0		0	0	0	0	0			62	8	35	1	0	0			0	0	0	21	0	1	0	36				259	61	131	51	
37640	0	0	0	0	0	0	535	149		0		247	2087	1077		577		0	0	0	0	0	0	0	39	32			261	11	2	3	57	3			0	0	0	0	0	58	0	9	0	0		22	1	51	23	
37659	0	0	0	0	0	0	1	0				0	14	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	1	
37949	0	0	0	0	0	0	414	14				76	1	0		0				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	324				0	0	0	0	
38740	0	0	0	0	0	0	4	0				2	66	41		10				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				1	0	14	1	
39327	0	0	0	0	0	0	20	0				16	64	0		62				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	2	3	
39756	0	0	0	0	0	0	140	134		0		6	259	259		0		0	0	0	0	6	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
