"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
1669																																																																																																								0	0	0							66	1546	476	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0				0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	62	0	676	347	36	0	0	0	0	7				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
1856																																																																																																								0	0	0							0	543	164	0	308	0	72	164	0	0	0	0	0	0	0	0	0	0				0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2161																																																																																																								0	0	0	0	0	0	0	0	0	4013	1791	0	0	0	0	453	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																								0	0	0							356	700	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0				0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
2750																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3252																																																																																																								0	0	0							909	992	12	208	199	0	160	0	81	0	0	47	425	0	0	0	0	0				0	0	0	199	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	47	0	0	43	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3458																																																																																																								0	0	0							1069	722	0	0	0	0	132	0	16	326	0	141	0	0	0	0	0	0				0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	18				0	0	0	0	0	0	0	0	0	0	348	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3720																																																																																																								0	0	0							89	227	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0				33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	47	0	0	0	0	0	0	0				0	0	0	0	0	7	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
3971																																																																																																								403	0	0							4046	8737	182	0	0	0	3835	0	1889	0	0	0	0	0	0	0	0	0				0	46	32	0	0	0	0	0	0	0	0	0	0	0	0	0	868	150	458	136	1	0	0	0	2616	0				3109	154	0	0	0	0	0	0	0	0	0	0	58	0	438	58	0	438	0	0	96	0	0	96	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4156																																																																																																								0	0	0							90	368	0				339	0	0	0	0	49	0	0	0	0	0	0				6	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	2	0	23	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	39	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
4231																																																																																																								0	0	0							214	555	0				10	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	527	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5069																																																																																																								0	0	0							14793	1141	0	0	0	0	1141	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10576	0	0	0	0	0	0	0	8459	0				0	0	0	0	0	0	0	0	0	0	4217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5135																																																																																																								0	0	0							4794	730	416	89	17	123	207	83	12	150	154	3315	0	0	0	0	0	0				0	0	0	17	123	89	0	0	0	9	9	4	0	0	0	0	871	2	199	21	69	0	0	0	4164	0				0	14	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
5210																																																																																																								0	0	0							2890	1308	769	0	0	0	94	0	744	0	0	346	199	0	0	0	0	0				517	124	202	11	0	0	0	0	0	0	0	0	0	0	0	0	343	0	47	645	0	0	0	0	837	0				0	130	0	0	0	0	0	220	0	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
