"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
2161	14260	1697	11221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														2222	0	4734	0	2058								
2732	36000	37	35413																																	32508	0	2775								
2750	0	55	1122																																	2393	0	13819								
3252	22000	0	221																																	4394	0	11939								
3458	1500	392	244																																	641	0	736								
3720	5000	1834	1756																																	3025	0	2537								
3971	0	4610	35707																																	50284	0	7799								
4156	0	3206	10274																																	4449	0	6815								
4231	0	977	0																																	640	0	4220								
5069	0	5922	12823																																	1940	0	14								
5135	0	2222	12584																																	9530	0	40884								
5210	0	34151	100979																																	95280	0	43623								
5461	30000	0	6715																																	16368	0	16815								
5751	0	540	1211																																	14000	0	14389								
6039	0	9304	11671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														2188	0	6355	0	16883								
6329	0	43041	69705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	23366	0	26332								
7009	0	0	0																																	0	0	0								
7045	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1202	0	3195								
7072	13000	2597	2626																																	7172	0	6135								
7456	0	1673	266																																	5484	0	29605								
7634	0	692	50																																	318	0	490								
8033	0	6217	6077																																	4752	0	11979								
8462	0	0	92																																	3153	0	5438								
8631	0	774	845																																	396	0	108								
9357	0	0	8193																																	154863	243214	5640								
9553	0	599	31																																	3173	0	38548								
9807	0	73770	328464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	13679	0	5864	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955	0	0	3352																																	9005	0	16198								
10250	0	1679	23752																																	36730	0	9090								
10849	0	3601	6716																																	3723	0	4387								
11145	0	3252	24125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	11321	0	906								
11640	0	1870	4426																																	5860	0	49245								
11837	0	1003	5222																																	101	0	969								
12030	0	1710	17238																																	9334	0	19650								
12142	0	1367	2677																																	12080	0	10621								
12311																																														
12647	0	458	279																																	4373	0	12877								
12946	466690	25725	251294																																	96866	0	72082								
13103	0	27041	111514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	44422	0	99704								
13251	0	0	0																																	1142	0	778								
13457	0	0	0																																	416	0	2522								
14155	0	14462	2440																																	5394	10278	0								
14650	0	0	203																																	112	0	5158								
14753	0	0	7																																	145	0	6630								
14865	24000	5389	6368																																	62268	0	98707								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																316	0	8200								
16551	0	2550	3906																																	7784	0	649								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11805	0	138692								
17147	0	123387	543083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3147068	0	373209								
17259	0	399	1096																																	343	0	552								
17950	0	2328	13007																																	9488	0	20897								
17978	0	14622	252																																	0	0	51				Commit's to Originate Single Family Mortgages	Commit's to Originate Non-Residential Mortgages			
18050	0	1796	32112																																	7840	0	6511								
18827	82000	14143	187494																																	122695	0	11759								
18836	0	6046	3859																																	907	0	5559								
18854	600	30445	54333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	133201	0	16743								
19356	0	758	5578																																	4890	0	2535								
19936	0	886	4870																																	13635	0	10545								
19972	0	4109	0																																	0	0	0								
20053	6800	3131	0																																	6034	0	9550								
20633	13500	89	6677																																	1575	0	1673								
20857	0	359	4106																																	23414	0	100798								
21256	0	0	0																																	75	0	13								
21359	0	2	328																																	1649	0	2234								
21658	0	2015	4851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4123	0	7086								
22048	0	1003	16735																																	9462	0	4439								
22543	0	6790	9440																																	21593	0	3228								
22552	0	140	4317																																	7432	0	9483								
22730	0	742	2703																																	1262	0	2932								
23456	0	3185	5217																																	4236	0	3896								
23504	1481955	10792	206638	0	0	94148	0	0	0	0	0	0	83743	10405	0	0	0	0	0	0	142165	0	140160	0	0	0	0	0	0	0	140160	0		0	0	780771	145578	5541								
23643	0	2769	11595																																	7281	0	664								
23755	0	8669	19516																																	5053	0	1646								
24006	0	926	75291																																	66780	0	3613								
24378	0	30	931																																	13	0	28								
24659	0	0	1037																																	2237	0	4809								
24949	0	4973	9678																																	18684	0	11755								
25357	1350	4620	35042																																	3665	0	21777								
25647	0	1515	16145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	17983	0	1627								
26765	251450	73222	454363																																	456843	0	52234								
27070	0	226	27374																																	19169	0	9812								
27548	0	9000	37088																																	94820	0	40525								
27614	0	592	2245																																	6017	0	9650								
27847	0	5476	15892																																	5163	0	651								
28013	0	2082	46557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	115610	0	3375								
28152	0	573	2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13333	0	11474								
28675	0	3984	3851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9224	0	6493								
28732	0	8848	965																																	2644	0	2605								
29476	11200	3934	3891																																	6752	0	568								
29636	0	8952	36612																																	12251	0	944								
29878	0	1242	49980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	5751								
30052	0	2031	255																																	442	0	0								
30502	0	8124	21754																																	17272	0	53397								
30650	0	5911	5429																																	8024	0	1603								
30810																																														
31134	0	4473	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3139	0	7398								
31255	240793	22733	41852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	31005	19791	2448								
31657	0	1632	0																																	2733	0	1655								
31826	0	3342	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	51034								
31835	0	0	0																																	1458	0	20137								
32234	0	356	1154																																	13302	0	6801								
32766	0	16654	8043																																	20447	0	3398								
32971	0	18118	7417																																	5379	0	4135								
33147	45420	4926	10842																																	25045	0	24540								
33259	0	22099	72422																																	53718	0	20075								
33370	0	102	500																																	0	0	0								
33839	0	0	0																																	697	0	2100								
33857	0	42407	43435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	60200	0	87730								
34434	40000	5096	6066																																	5469	0	21606								
34537	0	829815	111519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2173	0	839188	0	1662507								
34555	0	1683	16350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														1860	575	3756	0	6586								
34742	52800	55928	30456																																	9593	0	7237								
35057	4700	2983	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1704	0	12076								
35301																																														
35646	0	476	0																																	5464	0	0								
35879	0	1842	780																																	0	0	5712								
36456	0	177	0																																	609	0	7709								
36933	0	20234	9101																																	1723	0	3911								
37051	1000	57	818																																	2541	0	9752								
37341	0	0	0																																	1290	0	1322								
37435	0	45089	75743																																	11878	0	6589								
37640	0	35914	274566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														29294	50484	360109	0	255128								
37659	0	219	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																900	0	621								
37949	0	0	0																																	0	0	29237								
38740	0	1962	16441																																	3986	0	2095								
39327	0	14529	46367																																	18718	0	24189								
39756	2000	26958	7136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	103578	0	48978								
40033	0	0	256																																	50	0	224								
40499	0	12659	455541	0	0	106313	75991	0	0	42045	64268	0	0	0	0	15135	60856	0	0	0														0	0	211166	0	70545								
40855	0	1053	744																																	982	0	2047								
41553	0	165	700																																	94	0	1868								
41629	7500	1221	7586																																	4724	10000	2236								
41825	0	38630	28520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	129852	0	1633								
42037	0	0	0																																	1305	0	0								
42354	13000	6581	12472																																	3906	0	1743								
42372	0	27622	877																																	756	0	3546								
42420	659250	64062	572240	0	0	200932	0	98738	0	0	0	32465	117267	51200	0	0	0	0	52943	45795	0	0	0	0	0	0	0	0	0	0	0	0		50437	68215	827435	0	127783								
42448	163300	58590	70600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														7299	3083	49879	0	62614				POTENTIAL RECOURSE ON SOLD LOANS				
42457	0	1	2408																																	1199	0	8114								
43052	0	804	0																																	14940	0	1234								
43351	0	17542	16649																																	18020	0	13482			0					
43856	5000	618	0																																	1339	0	52								
43959	0	5929	4587																																	4402	0	1861								
44040	0	801	214																																	7265	0	27160								
44433	0	29256	14607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	3176	5869	0	204								
44741	0	13328	36422																																	5930	0	4364								
44750	0	4991	4859																																	2396	0	1								
44929	0	0	2589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3975	0	1678								
45038	0	11	2327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12650	0	8587								
45047	0	3185	2137																																	1145	0	5189								
45056	0	9	69																																	4491	0	10091								
45430	0	5020	509																																	2	0	599								
45458	0	1611	3584																																	7162	0	21198								
45551	0	0	53778																																	0	0	276952								
45560	0	59791	270741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	109549	0	61577								
45775	0	858	0																																	531	0	8382								
46053	0	11	1483																																	5503	0	17198								
46941	0	1289	3785																																	2622	0	7122								
47247	0	65130	7626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														1293	3839	28313	0	4973								
47500	0	0	8107																																	8873	0	7947								
48057	2200	1110	1340																																	4053	0	8168								
48150	0	49	67																																	177	0	3207								
48374	0	2665	118211																																	38044	0	46637								
48440	0	2573	0																																	7337	0	0				FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054	0	4373	12604																																	13137	0	5705								
49148	0	56	0																																	3044	0	1722								
49241	92500	19418	75487																																	106914	0	44889								
49652	0	24	1976																																	2873	0	6567								
49858	0	32840	1615																																	3090	0	13								
49951	0	71	1499																																	7453	0	0	Federal Home Loan Bank							
50144	0	457	0																																	2058	0	639								
50461	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																21275	0	192								
51253	0	2440	5042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	1320	0	2475								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	1158								
51459	0	36	2798																																	8457	0	29296								
51842	0	1045	41799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	28757	0	22836								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	0								
52951	3432	986	1414																																	10770	0	3787								
53051	0	0	0																																	2508	0	1366								
54058	0	5486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	31553								
54656	0	2328	10176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	43895	0	17654								
54973	0	81525	151917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	355886	0	74041								
55336	0	4744	27101																																	9939	0	667								
55635	0	4219	4870																																	242	0	171								
55653	0	560	3000																																	8685	0	327								
55970	0	18631	27044																																	3309	0	569								
56258	0	2074	8348																																	15014	0	10794								
56351	0	94069	103097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	141917	5000	85784								
56548	12750	1429	6243																																	1175	0	6833								
56717	0	3392	32912																																	30822	0	13071								
57040	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	12949								
57451	0	7279	44232																																	53688	0	2151								
58225	0	1716	6905																																	8605	0	1473								
58243	0	66950	210876	0	0	1538	0	0	1538	0	0	0	0	0	0	0	0	0	0	0														64954	24114	663928	20814	303442								
58355	0	2784	0																																	3059	0	1245								
58551	0	0	0																																	2089	0	10388								
58636	25000	14615	12650																																	10845	0	9160								
58757	0	7456	8652																																	22474	0	23056								
58971	0	191169	412515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	13	0	0	0	0	0	0	0	0	0	0		76580	84010	1323207	0	477267								
59316	61500	13103	84410																																	89141	0	14191								
59352	0	5737	10504																																	5440	0	9761								
59370	0	3078	1871																																	6913	0	2752								
59754	0	52	754																																	2354	0	52								
60143																																														
60330	0	9808	30823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	56807	0	17884								
60545	0	1356	275																																	10657	0	24554								
60554	0	0	9																																	2872	0	5109								
60648	0	499	5223																																	4879	0	7764								
61122	2500	23277	40224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	125339	0	4267								
61355	0	11079	38223																																	95968	0	22868								
61476	0	17487	25373																																	5311	0	86975								
61757	0	5396	41084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	27548	0	3197								
61832	0	4383	3369																																	10164	0	3297								
61953	0	1387	2097																																	970	0	0								
62044	0	13251	3831																																	6099	0	126								
62110	0	0	0																																	0	0	0								
62147	0	1043	1592																																	539	0	2371								
63050	0	10995	12048																																	4144	0	1894								
63069																																														
63201	0	3834	840																																	7455	0	3143								
63573	0	46016	45131																																	8284	0	696								
63733	0	35694	38475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	17877	0	67685								
64150	0	1784	335																																	7609	0	10710								
64552	80825	7351	10954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	4386	0	4275								
64730	0	3168	29893																																	1014	0	1812								
65205	0	2081	38214																																	5727	0	4423								
65513																																														
65559	0	12375	8728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	39419	0	35974								
65858	0	180640	187188																																	143909	0	94686	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154	8500	8794	7719																																	20447	0	5482								
66275	12500	6869	20471																																	37065	0	38648								
66677	0	3679	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	12847								
67142	0	2723	4199																																	1647	0	1945								
67151	0	49729	84280																																	50995	0	5633								
67209	0	53610	93846																																	43747	0	16639								
67254	0	0	0																																	0	0	0								
67656	0	7418	86690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														150368	1006	16342	0	23950								
67870	0	9294	7719																																	11102	0	1507								
68671	0	1649	0																																	0	0	0								
68756	0	25066	34300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	110723	0	44577								
68831	0	2563	5195																																	3151	0	4975								
69333	0	22236	33309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	154781	5212	8794								
69678	0	2869	14940																																	51876	0	23759								
70218	0	0	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1308	0	70								
70414	0	1140	8555																																	37437	0	40802								
70638	52500	1573	946																																	2449	0	34980								
70955	0	0	0																																	0	0	582								
71073	0	5203	422																																	1945	0	18317								
71457	21300	0	27142																																	20810	0	76340								
71859	0	0	0																																	588	0	0								
72258	0	237	1950																																	20257	0	14198								
72351	0	1	325																																	1483	0	749								
72454	0	221	77																																	5601	0	6542								
72678	0	1270	4310																																	5308	0	2788								
73116	0	15877	39667																																	19966	0	476								
73152	0	0	207																																	457	0	4104								
73554	0	1690	8256																																	7057	0	36057								
73956	0	0	97																																	1608	0	913								
74056	0	0	59504																																	1613	0	36001								
74140	0	5697	33377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	5155	140020	0	41124								
74403	50000	24961	40206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	77700	0	20252								
74449	0	319	215																																	30	0	0								
75259	10670	8247	20385																																	119730	0	76742								
75446	0	2268	1562																																	9635	0	19324								
75455	0	0	0																																	228	0	391								
75633																																														
75651	0	0	0																																	1221	0	2663								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																576	0	8099								
76443	0	5909	2096																																	341	0	2081								
76854	4550	9628	13063																																	21959	0	4736								
77150	0	78	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3813	0	9541								
77253	0	5426	3286																																	665	0	22715								
77422	0	20	6082																																	1000	8400	6592								
77851	0	25727	212978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														5204390	58283	317377	7650	210138								
78157	0	1352	750																																	54	0	1								
78241	0	3563	14																																	547	0	5023								
78559	0	722	604																																	908	0	2345								
79042	0	15813	25089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	1958	0	77								
79127	0	972	128																																	341	0	58								
79145	17550	3953	11085																																	752	0	2285								
79257	0	0	0																																	87	0	668								
79855	0	4010	10544																																	5430	0	6166								
80150	0	0	0																																	0	0	1911								
80374	0	1145	0																																	954	0	1203								
80431	0	1027	0																																	1354	0	500								
81175	0	5917	9112																																	18536	0	32414								
82033	0	4743	8262																																	4555	0	5463								
82257	0	0	0																																	1543	0	2918								
82350	0	79	0																																	475	0	446								
83151	0	8506	11423																																	21258	0	6859								
83375	0	19030	88594																																	207826	0	54795								
83638																																														
83834	0	701	8043																																	6745	0	4804								
83852	0	0	0																																	27	0	10920								
83955	0	1014	1198																																	8048	0	0								
84046	0	0	531																																	180	0	1531								
84541	0	20999	93745																																	62657	0	104476								
85052	0	473	6265																																	4861	0	108								
85472	2020000	130765	563288	0	0	48835	0	26179	0	0	0	13835	35000	0	0	0	0	0	19757	6422	111909	752	0	0	0	0	0	0	0	0	0	0		0	0	672387	0	119396								
85931	0	6957	1208																																	4693	0	3303								
86349	13500	2552	2881																																	4897	0	1833								
86675	0	21104	23204																																	156	0	111								
87047	0	170	2041																																	559	0	839								
87234	0	60818	44020																																	34930	0	0								
87476	41887	0	355																																	0	0	154								
87579	0	19170	16170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	743	0	10899								
88231	37500	174967	51497																																	23864	0	19288								
88259	0	1232	145																																	1360	0	7680								
88352	0	831	5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6480	0	4379								
88455	920	4111	10957																																	27477	0	162401								
88950	1750	150	5268																																	9801	0	2736								
89032	11500	5094	1779																																	2937	0	2784								
89135	0	4228	79																																	3428	0	1976								
89854	11000	6111	4879																																	9828	0	14932								
89957	20004	8917	6050																																	2140	0	2061								
90047	0	233	0																																	127	0	2556								
90177	0	0	0																																	0	0	6573								
90328	0	17209	50325																																	12123	0	21955								
90337	25000	7641	31940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														260	386	52553	0	8817								
90579	0	1745	21589																																	6549	0	0								
91615	7750	0	0																																	0	0	12550	FHLB							
91754	0	4187	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	18854	0	21877								
91950	0	0	0																																	0	0	6794								
92144	0	0	0																																	0	0	6857								
92676	0	4950	21226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	73391	0	10725								
92706	0	2642	450																																	3635	0	1408								
92902	0	0	0																																	0	0	0								
93244	0	3619	10243																																	16180	0	12028								
93543	0	6038	19189																																	25687	0	19265								
93619																																														
94139	30000	10603	27985																																	32480	0	14572								
94522	45000	34352	33376																																	35188	0	16214								
94755	0	1359	1775																																	2373	0	5848								
94858	0	1660	309																																	2221	0	6971								
95051	0	4322	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														10041	172	3953	0	5650								
95677	0	0	0																																	379	0	229								
96553	2000	105	1591																																	1628	0	13030								
97055	25000	122	204																																	7589	0	43956								
97279	0	1695	473																																	1846	0	836								
97457	4240	2380	4328																																	1281	0	11062								
97804	0	1218	100670																																	92239	0	12987								
97943	0	3430	1241																																	19383	0	19141								
98351	0	4213	5907																																	147	0	519								
98463	0	945	10809																																	47138	0	34760								
98717	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143	17000	1410	2333																																	9729	0	25933								
99376	3391	0	586957	0	0	27672	0	0	0	0	0	0	0	27672	0	0	0	0	0	0														0	0	322552	154618	20				Commitments to purchase loans	Recourse on loans			
99442	0	4482	6804																																	13807	0	37721								
99536	0	34746	59461																																	24023	0	1200								
99853	0	0	286																																	165	0	8								
100236	0	16499	11137																																	6475	0	8076								
100357	0	21235	20137																																	19592	0	82929								
100562	0	52793	652861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		208	54789	623727	0	355350								
100777	0	9980	226																																	14454	0	3304								
100843	0	1339	21509																																	3800	0	29047								
101037	0	28256	13554																																	18924	0	57414								
101439	0	1727	5568																																	5866	0	6023								
101671	0	0	20567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	66166	0	11367								
101738	0	2877	460																																	11164	0	3829								
101952	0	63	0																																	9438	0	2850								
102333	0	799	232																																	50	0	0								
102342	0	6964	0																																	10043	0	39524								
102557	8078	2577	2649																																	10519	0	0								
102874	0	2247	6894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																630	0	1874								
103134	5000	3262	3175																																	2479	0	5715								
104234	0	984	1835																																	9	0	330								
104542	0	0	0																																	0	0	0								
104971	0	0	0																																	0	0	0								
105026	0	14992	2638																																	21133	0	5492								
105473	0	77829	93977																																	106295	2500	84282								
105530	0	4014	0																																	680	0	6488								
106359	0	74405	146855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														3983	3735	122738	0	21932								
106452	0	27917	61729																																	34315	0	13656								
106676	0	3056	570																																	0	0	0								
107244	2410195	2664094	14756613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	0	0	0	0		0	0	1188554	1205680	172210								
107570	0	735	11899																																	33876	0	977								
107758	0	193	440																																	1112	0	3375								
108072	0	1191	265																																	3787	0	1449								
108269	0	1211	0																																	50	0	63								
108652	0	25	285																																	45	0	4								
108746	0	0	0																																	14	0	5128								
108951	0	4936	3294																																	60219	0	30747								
109136	0	24209	10343																																	2514	0	2823								
109154	0	6199	669																																	1689	0	0								
109453	5500	6486	4481																																	6553	0	17905	forward starting balance - sept							
109574	0	30182	9222																																	26434	0	9540								
109659	32050	6074	14742																																	9897	0	10007								
110413	0	8	40632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														5627	5263	82084	0	14353								
110936	0	0	5689																																	16456	0	34687								
110945	0	3171	4008																																	11526	0	12955								
110972	0	363	2560																																	1301	0	1765								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5778	0	26370								
111205	0	25621	17720																																	21309	0	24993								
111942	0	10110	19272																																	35936	0	5489								
111979	0	5246	5927																																	17573	0	17807								
112163	0	83527	114219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	163233	0	46511								
112332	0	2039	1671																																	581	0	1479								
112510	0	1053	651																																	871	0	1898								
112556	0	0	222																																	409	0	3121								
112837																																														
113003	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	2435								
113030	0	1783	1201																																	1112	0	3965								
113441	0	6141	47060																																	33603	0	32135								
113601	0	71577	249818																																	679	0	31								
113740	0	3736	37562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	84952	0	7434								
114149	0	0	2917																																	12841	0	4462								
114260	0	23281	307349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											0			16203	61633	154752	0	42888								
114457	0	526	689																																	13422	0	12758								
114774	0	6796	0																																	0	0	2930								
114840	0	11101	17928																																	25645	0	6233								
114859	0	87	264																																	726	0	4276								
115146	0	63	2578																																	4232	0	14121								
115575	0	23326	36235																																	41671	0	8136								
