"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	
1669																																																																																																																																																	0	0	51984	47532	42966	0	0	2000	1791	0	0	0	0	25645	24351	74674	66307	0	25645	24351	0	0	0	0	7875	2232	5642	26857	31949	7480	0	0	0	0	0	4806	12986	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1856																																																																																																																																																	0	0	6135	0	0	1000	805	2000	1982	0	0	0	0	1000	805	8730	8485	0	0	0	0	0	0	0	0	6616	0	0	0	165	0	0	0	0	0	0	0	333	2375																									0	3632	0	3679									0	0	0	0	0	0	2829	2707	0	0	0	0	0	0	0	0						
2161																																																																																																																																																	0	0	63300	19598	19547	0	0	8139	6651	0	0	0	0	0	0	140321	123311	0	0	0	43554	35847	0	0	20826	3743	19547	69	0	23949	18481	5100	0	0	0	5306	8912	9026	29180																									0	0	0	0	0	0	6487	6037	0	0	15364	13281	0	0	0	0	0	0	6971	5335	0	0	0	0	0	0	35268	32050						
2732																																																																																																																																																	0	0	15754	15967	15806	0	0	0	0	0	0	300	300	0	0	57637	55821	0	0	0	27147	26144	0	0	29179	6987	22192	17805	7947	890	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
2750																																																																																																																																																	0	0	11053	498	482	0	0	0	0	0	0	0	0	0	0	17443	16181	0	0	0	9177	8627	1500	1439	582	68	582	2913	6614	4993	825	0	149	0	0	0	37	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3252																																																																																																																																																	0	0	132517	43817	43195	0	0	0	0	0	0	0	0	0	0	157992	152965	0	0	0	53368	51550	0	0	22812	15267	13355	46667	11065	28817	4697	391	67	2448	1049	1371	649	16914	10206																									0	0	0	0									0	0	0	0	0	0	14820	13873	0	0	0	0	0	0	27	25						
3458																																																																																																																																																	0	0	8292	591	566	0	0	1054	987	0	0	0	0	980	954	20582	18199	0	980	954	9523	8278	0	0	763	244	519	2134	1751	8801	0	0	0	0	0	1331	3033	20	1347																									0	0	0	0									0	0	0	0	0	0	1570	1367	0	0	0	0	0	0	0	0						
3720																																																																																																																																																	0	0	86810	18588	17703	0	0	0	0	0	0	0	0	41531	36266	95841	85035	0	33778	29432	3135	3149	4500	4122	42	0	42	17204	15111	33641	5843	0	0	0	905	20196	33626	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3971																																																																																																																																																	0	0	86265	43376	40327	0	0	47348	39621	0	0	0	0	0	0	159452	138020	0	0	0	7275	5631	7000	6359	8800	1474	10478	25650	29293	56217	6930	1	12	65	246	4954	2664	36	0																									0	0	0	0									0	0	0	0	0	0	37	36	0	0	0	0	0	0	0	0						
4156																																																																																																																																																	0	0	45298	5494	5207	0	0	0	0	0	0	0	0	0	0	65717	59287	0	0	0	42256	38129	1000	837	5982	1149	4833	11944	10339	21738	1437	0	0	0	0	3193	1958	1247	1449																									0	0	0	0									0	0	0	0	0	0	3080	2697	0	0	0	0	0	0	0	0						
4231																																																																																																																																																	2965	2954	39824	10872	10629	1000	931	0	0	0	0	0	0	3965	3885	64430	57957	0	0	0	30959	27494	2000	1883	11768	2969	8799	2779	4501	23190	4118	0	0	0	0	5498	10068	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5069																																																																																																																																																	0	0	0	0	0	0	0	7758	7805	0	0	3000	2969	0	0	12290	12487	0	0	0	1532	1713	0	0	2997	6409	987	1475	0	3616	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5135																																																																																																																																																	0	0	85036	65904	65857	0	0	0	0	0	0	0	0	0	0	92625	91349	0	0	0	2114	2044	0	0	72781	72294	487	12681	4425	609	853	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5210																																																																																																																																																	0	0	247854	0	0	0	0	18120	15132	0	0	0	0	64926	58133	518307	452252	0	62062	55455	0	0	0	0	285	0	285	53077	93728	115627	46332	0	0	335	3962	82757	77438	638	42999																									0	0	0	0									0	0	0	0	0	0	48020	42999	0	0	0	0	0	0	0	0						
5461																																																																																																																																																	4822	4596	107635	0	0	0	0	0	0	0	0	0	0	242422	224672	96607	89932	0	94601	91100	4690	4517	12000	11086	16805	5126	14814	35139	38495	52067	64773	0	0	153	0	56045	55488	0	10254																									0	0	0	0									0	0	0	0	9527	8618	787	727	0	0	0	0	0	0	0	0						
5751																																																																																																																																																	0	0	38013	1924	1734	6250	4876	0	0	0	0	0	0	6250	4876	101000	91556	0	0	0	46869	38605	0	0	17	23686	0	1000	5234	29103	11226	11936	1	0	0	0	17	5037	10566																									0	17450	0	17737									0	0	0	0	0	0	12458	12120	0	0	0	0	0	0	0	0						
6039																																																																																																																																																	0	0	26358	24350	23792	0	0	0	0	0	0	0	0	0	0	35621	34713	0	0	0	1535	1451	500	445	16114	2983	13130	11645	3586	2720	418	0	0	0	0	0	0	231	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	231	0	0	0	0	0	0	0	0						
6329																																																																																																																																																	0	0	141564	0	0	0	0	0	0	0	0	0	0	0	0	196342	171724	0	0	0	14608	12762	35000	32329	8790	0	8790	17223	21204	16539	0	0	0	0	0	29516	75118	0	3334																									0	0	0	0	0	0	0	0	0	0	123555	104634	0	0	0	0	0	0	4079	3334	0	0	0	0	0	0	0	0						
7009																																																																																																																																																	0	0	176707	104464	104464	0	0	0	0	0	0	0	0	0	0	186395	184209	0	0	0	81931	79745	0	0	125745	68025	57720	12634	21924	23906	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
7045																																																																																																																																																	0	0	75068	0	0	0	0	0	0	0	0	0	0	900	884	152262	133755	0	900	884	63632	57451	0	0	608	569	39	1133	3282	41932	12632	0	0	0	89	46892	9559	0	18527																									0	0	0	0	0	0	1972	1736	0	0	61708	54805	0	0	0	0	0	0	23577	18527	0	0	0	0	0	0	0	0						
