"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		403217	4890																																																																																																														
1856																																																																																																																																		42656	299																																																																																																														
2161																																																																																																																																		378494	2745																																																																																																														
2732																																																																																																																																		695949	5022																																																																																																														
2750																																																																																																																																		67958	510	0	0	53293	1372	713	658	0	0	0	0	0	0	586	15899	958	0	0	0	0	0	0	0	0	0	0	4210	0	278	4	3928	1644	16835	2561	48634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644	16835	2561	48634	0	3367	1281	48634	53293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	11	0	0	
3252																																																																																																																																		289449	3868	0	2057	144855	6005	4057	1948	0	0	0	0	0	0	68555	75201	13202	1034	9000	0	9000	0	0	0	0	0	0	5541	307	742	92	4400	74101	91746	13307	118269	10	10	0	0	0	10	382	191	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74101	91746	13307	118470	0	18349	6654	118470	142798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																		76022	751	0	50	56055	2230	1701	529	0	980	0	980	0	0	1255	8750	9523	1054	107	0	107	0	0	0	0	0	0	5299	2573	135	45	2399	5529	10501	22458	39453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5529	10501	22458	40534	0	2100	11229	40534	56005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																		390857	1673																																																																																																														
3971																																																																																																																																		1104501	13225	0	1303	969747	61814	55107	6707	0	0	0	0	0	0	44404	64070	4506	47348	2516	0	2516	0	0	0	0	0	0	55760	242	4190	367	47787	99874	86419	124378	822133	5014	5014	0	0	0	5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	119233	59617	0	263	11202	48152	99874	86682	135589	879849	0	17336	67795	879849	968444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																		270856	2550	0	194	205475	5226	0	5226	0	0	0	0	0	0	6421	50499	6718	2200	0	0	0	0	0	0	0	0	0	16972	0	478	0	13601	6421	56203	77554	136673	250	250	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	212	0	0	0	212	18782	9391	0	0	0	9391	6421	56203	77554	154850	0	11241	38777	154850	205281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																		153285	904																																																																																																														
5069																																																																																																																																		560270	13289	0	6831	563049	56616	56132	484	0	0	0	0	0	0	0	0	1532	11636	0	0	0	0	0	0	0	0	0	38579	0	0	0	38160	56132	484	1532	434677	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8331	4166	0	0	0	4166	56132	484	1532	441380	0	97	766	441380	556218	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																		585256	4943																																																																																																														
5210																																																																																																																																		2358620	19148	0	0	1732212	83993	63466	20527	0	64926	0	57181	7745	0	37583	462604	0	19035	0	0	0	0	0	0	0	0	0	201865	0	4607	0	153358	102649	600359	408452	1286118	0	0	0	0	0	0	17997	8999	0	0	0	8999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135129	67565	0	0	0	67565	102649	600359	408452	1397840	0	120072	204226	1397840	1732212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																		833027	6592	0	212	524992	47507	40526	6981	0	242422	7952	253293	2969	0	6973	88972	662	0	0	0	0	0	0	0	0	0	0	34570	55	6155	164	28141	55552	355401	47192	405229	869	869	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27838	13919	0	0	0	13919	55552	355401	47192	423330	0	71080	23596	423330	524780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																																																																		284589	2371																																																																																																														
6039																																																																																																																																		423327	4480																																																																																																														
6329																																																																																																																																		1704692	21438	0	5361	1383523	123976	37368	86608	0	0	0	0	0	0	0	195849	493	0	1	0	1	0	0	0	0	0	0	87334	1	1839	0	80787	54387	284297	285072	1108820	1015	1015	0	0	0	1015	10594	5297	0	0	0	5297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66378	33189	0	0	7611	25578	54387	284297	296829	1155144	0	56859	148415	1155144	1378162	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		789258	0	0	0	318981	286228	283728	2500	0	0	0	0	0	0	104464	72039	9891	0	0	0	0	0	0	0	0	0	0	18433	0	0	0	18433	388192	100627	9891	292029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388192	100627	10544	292029	0	20125	5272	292029	318981	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	40	0	0	
7045																																																																																																																																		271720	1143	0	0	128431	20598	20538	60	0	900	0	900	0	0	11873	99139	41250	0	0	0	0	0	0	0	0	0	0	8734	0	0	0	8734	32411	100099	101851	56234	0	0	0	0	0	0	179	90	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32411	100099	101851	56324	0	20020	50926	56324	128431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		452073	3043	0	0	297327	7094	2311	4783	0	47786	1996	39678	6112	0	0	11376	3420	26494	15947	0	15947	0	0	0	0	0	0	40858	0	3196	613	29311	4732	74980	207611	165433	0	0	0	0	0	0	296	148	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22401	11201	0	0	0	11201	4732	74980	207611	176782	0	14996	103806	176782	297327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																		135072	910	0	0	87987	9852	8373	1479	0	0	0	0	0	0	4601	34897	8706	0	0	0	0	0	0	0	0	0	0	5023	223	522	52	4226	13197	38680	12612	73835	0	0	0	0	0	0	220	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13197	38680	12612	73945	0	7736	6306	73945	87987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																		89096	1282																																																																																																														
8033																																																																																																																																		319736	3242																																																																																																														
8462																																																																																																																																		181060	1995																																																																																																														
8631																																																																																																																																		75716	401																																																																																																														
9357																																																																																																																																		560678	3454																																																																																																														
9553																																																																																																																																		220703	1201	0	0	156794	7623	6016	1607	0	31118	161	28542	2208	207	7268	34858	1169	2828	5900	0	5900	0	0	0	0	0	0	10867	0	2973	0	6865	13445	73880	14678	124835	79	79	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	318	0	0	0	318	13445	73880	14678	133575	0	14776	7339	133575	156794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																		2574719	28563	0	2511	2143234	70963	53762	17201	0	190049	0	157192	0	32857	72675	393751	7408	20759	0	0	0	0	0	0	0	0	0	182568	3968	4063	0	78999	131979	572207	184809	1620280	6776	6776	0	0	0	6776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186388	93194	0	0	0	93194	167771	572207	184809	1750338	0	114441	92405	1750338	2140723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		202153	1813																																																																																																														
