"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				403217	0				12.9937%			52734		405844	-6434	0						0	0	0	0	51134	405844	0	0.0000%	26929	0	115	27044	6.7071%	0	0	0	0	1		1600		1	0	46300	0	0	0	-6434	0	0	0		0	52734	0	0	52734	0	0	0	0	0	0						0	0	0		
1856																																																																																				42656	0				17.8746%			7643		42759	-241	0						0	0	0	0	1509	42857	0	0.0000%	1061	0	0	1061	2.4873%	0	0	0	0	1		6232		1	0	7500	98	0	0	-241	0	0	0		0	7643	0	0	7643	0	0	0	0	0	0						98	0	0		
2161																																																																																				378494	0				9.7688%			37881		387774	-13437	0						0	0	0	0	16405	387774	0	0.0000%	21932	0	303	22235	5.8746%	0	0	0	0	1		21476		1	0	24444	0	0	0	-13437	0	0	0		0	37881	0	0	37881	0	0	0	0	0	0						0	0	0		
2732																																																																																				695949	0				16.0863%			112417		698839	-1270	0						0	0	0	0	107740	699951	0	0.0000%	73478	0	1845	75323	10.8231%	0	0	0	0	1		5789		1	0	112259	0	1112	0	-1270	0	0	0		0	112417	0	0	112417	0	0	0	0	0	0						1112	0	4662		
2750																																																																																						8799	520	520	12.3794%	16.5106%	15.5349%	8279	53293	66877	-1262	0			8.5106%			0				668	66877								0	0	0		0		7611	15.5349%	1	0	7017	0	0	0	-1262	0	0	0		0	8279	0	0	8279	0	0	0	0	0	0	0	0	0	520	0	0	0			
3252																																																																																						39156	1811	1811	12.6807%	27.4206%	26.1523%	37345	142798	294503	-5027	0			19.4206%			0				36845	294503								0	0	0		0		500	26.1523%	1	0	32318	0	0	0	-5027	0	0	0		0	37345	0	0	37345	0	0	0	0	0	0	0	0	0	1811	0	0	0			
3458																																																																																						6824	700	700	7.7302%	12.1846%	10.9347%	6124	56005	79222	-1883	0			4.1846%			0				4923	79222								0	0	0		0		1201	10.9347%	1	0	4241	0	0	0	-1883	0	0	0		0	6124	0	0	6124	0	0	0	0	0	0	0	0	0	700	0	0	0			
3720																																																																																				390857	0				11.8330%			46017		388888	-8057	0						0	0	0	0	29903	388888	0	0.0000%	15548	0	168	15716	4.0209%	0	0	0	0	1		16114		1	0	37960	0	0	0	-8057	0	0	0		0	46017	0	0	46017	0	0	0	0	0	0						0	0	0		
3971																																																																																						119895	12122	12122	9.6657%	12.3802%	11.1285%	107773	968444	1115009	-14490	0			4.3802%			0				17523	1118183								0	0	0		0		93425	11.1285%	1	0	96458	352	2733	90	-14490	0	0	0		0	107773	0	0	107773	0	0	0	0	0	0	0	0	0	12122	0	3174	0			
4156																																																																																						26870	2568	2568	8.7654%	13.0894%	11.8384%	24302	205281	277250	-6147	0			5.0894%			0				18228	279033								0	0	0		0		7857	11.8384%	1	0	19938	1783	0	0	-6147	0	0	0		0	24302	0	0	24302	0	0	0	0	0	0	0	0	0	2568	0	1783	0			
4231																																																																																				153285	0				14.0185%			21611		154161	-4742	0						0	0	0	0	9014	154164	0	0.0000%	4490	0	0	4490	2.9292%	0	0	0	0	1		12600		1	0	16872	0	0	3	-4742	0	0	0		0	21611	0	0	21611	0	0	0	0	0	0						3	0	1639		
5069																																																																																						219397	7038	7038	36.1954%	39.4444%	38.1791%	212359	556218	586702	190	0			31.4444%			0				203730	586702								0	0	0		0		8629	38.1791%	1	0	212549	0	0	0	190	0	0	0		0	212359	0	0	212359	0	0	0	0	0	0	0	0	0	7038	0	0	0			
5135																																																																																				585256	0				16.6431%			97918		588339	-947	0						0	0	0	0	73917	589381	0	0.0000%	65220	0	2356	67576	11.5464%	0	0	0	0	1		25042		1	0	98012	1042	0	0	-948	0	0	0		0	97918	0	0	97918	0	0	0	0	0	0						1042	0	2136		
5210																																																																																						278401	18795	18795	10.9305%	16.0720%	14.9870%	259606	1732212	2375066	-58052	-5107			8.0720%			1				183812	2407303								0	0	0		0		113138	14.9870%	1	0	238898	35800	1544	0	-52945	0	-5107	0		0	259606	0	0	259606	0	0	0	0	0	0	0	0	0	18795	0	37344	0			
5461																																																																																						88595	6562	6562	9.6473%	16.8823%	15.6319%	82033	524780	850317	-27470	0			8.8823%			0				75788	850372								0	0	0		0		6300	15.6319%	1	0	54618	0	55	0	-6441	0	0	-21029		0	82033	0	0	82033	0	0	0	0	0	0	0	0	0	6562	0	55	0			
5751																																																																																				284589	0				14.6831%			40440		275418	-9036	0						0	0	0	0	32177	276507	0	0.0000%	32275	0	1907	34182	12.0110%	0	0	0	0	1		9352		1	0	32493	1089	0	0	-9036	0	0	0		0	40440	0	0	40440	0	0	0	0	0	0						1089	0	98		
6039																																																																																				423327	0				10.0494%			40781		405804	-717	0						0	0	0	0	9744	405804	0	0.0000%	47566	0	488	48054	11.3515%	0	0	0	0	1		31037		1	0	40064	0	0	0	-717	0	0	0		0	40781	0	0	40781	0	0	0	0	0	0						0	0	0		
6329																																																																																						173402	17294	17294	9.2371%	12.5821%	11.3273%	156108	1378162	1690019	-18573	0			4.5821%			0				117921	1691832								0	0	0		0		40000	11.3273%	1	0	139348	0	0	1813	-18573	0	0	0		0	156108	0	0	156108	0	0	0	0	0	0	0	0	0	17294	0	1813	0			
7009																																																																																						116716	0	0	14.0652%	36.5903%	36.5903%	116716	318981	829822	-2144	0			28.5903%			0				115664	829822								0	0	0		0		1052	36.5903%	1	0	114572	0	0	0	-2144	0	0	0		0	116716	0	0	116716	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						26975	1143	1143	9.1259%	21.0035%	20.1135%	25832	128431	283062	-13904	0			13.0035%			0				23407	283062								0	0	0		0		2425	20.1135%	1	0	11928	0	0	0	-13904	0	0	0		0	25832	0	0	25832	0	0	0	0	0	0	0	0	0	1143	0	0	0			
7072																																																																																						40983	3074	3074	8.5217%	13.7838%	12.7499%	37909	297327	444853	-4160	0			5.7838%			0				40193	451197								0	0	0		0		4060	12.7499%	1	0	40093	5478	866	0	-4248	0	88	0		0	37909	0	0	37909	0	0	0	0	0	0	0	0	0	3074	0	6344	0			
7456																																																																																						12491	910	910	8.2376%	14.1964%	13.1622%	11581	87987	140587	-2342	0			6.1964%			0				4581	140587								0	0	0		0		7000	13.1622%	1	0	9239	0	0	0	-2342	0	0	0		0	11581	0	0	11581	0	0	0	0	0	0	0	0	0	910	0	0	0			
7634																																																																																				89096	0				12.6076%			11073		87828	-1820	0						0	0	0	0	2813	87828	0	0.0000%	742	0	0	742	0.8328%	0	0	0	0	1		8260		1	0	9253	0	0	0	-1820	0	0	0		0	11073	0	0	11073	0	0	0	0	0	0						0	0	808		
8033																																																																																				319736	0				19.3552%			61720		318881	-571	0						0	0	0	0	54862	318881	0	0.0000%	29025	0	898	29923	9.3587%	0	0	0	0	1		8000		1	0	62291	0	0	0	571	0	0	0		0	61720	0	0	61720	0	0	0	0	0	0						0	0	0		
8462																																																																																				181060	0				16.2137%			29406		181365	-8716	0						0	0	0	0	28706	181365	0	0.0000%	92	0	450	542	0.2993%	0	0	0	0	1		700		1	0	20690	0	0	0	-8716	0	0	0		0	29406	0	0	29406	0	0	0	0	0	0						0	0	8591		
8631																																																																																				75716	0				9.7240%			7452		76635	-1607	0						0	0	0	0	6152	76635	0	0.0000%	2123	0	210	2333	3.0813%	0	0	0	0	1		1300		1	0	5845	0	0	0	-1607	0	0	0		0	7452	0	0	7452	0	0	0	0	0	0						0	0	0		
9357																																																																																				560678	0				14.4543%			76405		528597	-2539	0						0	0	0	0	51286	560138	0	0.0000%	17093	0	494	17587	3.1367%	0	0	0	0	1		56660		1	0	105407	28667	2874	0	-2539	0	0	0		0	76405	0	0	76405	0	0	0	0	0	0						31541	0	398077		
9553																																																																																						23623	1201	1201	9.9626%	15.0663%	14.3003%	22422	156794	225062	-5963	0			7.0663%			0				20322	225062								0	0	0		0		2100	14.3003%	1	0	16459	0	0	0	-5963	0	0	0		0	22422	0	0	22422	0	0	0	0	0	0	0	0	0	1201	0	0	0			
9807																																																																																						338931	26790	26790	11.9096%	15.8325%	14.5811%	312141	2140723	2620910	-8568	0			7.8325%			0				179869	2620910								0	0	0		0		132272	14.5811%	1	0	303573	0	0	0	-8568	0	0	0		0	312141	0	0	312141	0	0	0	0	0	0	0	0	0	26790	0	0	0			
9955																																																																																				202153	0				13.5337%			26197		193569	-4515	0						0	0	0	0	22747	193569	0	0.0000%	29685	0	15	29700	14.6918%	0	0	0	0	1		3133		1	0	21365	0	0	0	-4832	0	0	0		0	26197	0	0	26197	0	0	0	0	0	0						0	0	0		
10250																																																																																						59822	4143	4143	8.3924%	15.2497%	14.1936%	55679	392283	663447	-32709	0			7.2497%			0				18179	663447								0	0	0		0		37500	14.1936%	1	0	22970	0	0	0	-21010	0	0	-11699		0	55679	0	0	55679	0	0	0	0	0	0	0	0	0	4143	0	0	0			
10849																																																																																				293150	0				10.3734%			31307		301801	-5739	0						0	0	0	0	16610	302495	0	0.0000%	18910	0	0	18910	6.4506%	0	0	0	0	1		15391		1	0	26262	694	0	0	-5739	0	0	0		0	31307	0	0	31307	0	0	0	0	0	0						694	0	0		
11145																																																																																						51153	3707	3707	11.3476%	16.6252%	15.4204%	47446	307684	418114	-15438	0			8.6252%			0				21896	418564								0	0	0		0		26000	15.4204%	1	0	32458	450	0	0	-15438	0	0	0		0	47446	0	0	47446	0	0	0	0	0	0	0	0	0	3707	0	450	0			
11640																																																																																				382098	0				12.7515%			48375		379366	-13319	0						0	0	0	0	4680	379366	0	0.0000%	61401	0	202	61603	16.1223%	0	0	0	0	1		43695		1	0	35056	0	0	0	-13319	0	0	0		0	48375	0	0	48375	0	0	0	0	0	0						0	0	0		
11837																																																																																						17003	950	950	11.5415%	22.3859%	21.1352%	16053	75954	139089	-5128	0			14.3859%			0				4053	139089								0	0	0		0		12000	21.1352%	1	0	10925	0	0	0	-5128	0	0	0		0	16053	0	0	16053	0	0	0	0	0	0	0	0	0	950	0	0	0			
12030																																																																																						97848	4639	4639	17.4968%	27.0423%	25.7602%	93209	361833	532721	-789	0			19.0423%			0				92609	532721								0	0	0		0		600	25.7602%	1	0	92420	0	0	0	-789	0	0	0		0	93209	0	0	93209	0	0	0	0	0	0	0	0	0	4639	0	0	0			
12142																																																																																						34405	2043	2043	10.4366%	18.4488%	17.3533%	32362	186489	310082	-18027	0			10.4488%			0				10162	310082								0	0	0		0		22200	17.3533%	1	0	14335	0	0	0	-10228	0	-866	-6933		0	32362	0	0	32362	0	0	0	0	0	0	0	0	0	2043	0	0	0			
12311			18198388	1767683	2368350	8.3967%	12.8775%	11.2016%	15830038	141319640	188525966	-2987174	0			4.8775%						3568576	193928142								0	0	0		16450326	10.3430%	0	17031728	5228300	151683	13389	-2836435	102711	-191079	-62372		8804	14616727	0	0	14616727	780000	0	433311	1213311	0	1213311	600667	0	0	2368350	0	5402176	0																																						2																	0				1																															
12647																																																																																				200304	0				10.2973%			20746		201471	0	0						0	0	0	0	3718	201749	0	0.0000%	20021	0	660	20681	10.3248%	0	0	0	0	1		17306		1	0	21024	0	278	0	0	0	0	0		0	20746	0	0	20746	0	0	0	0	0	0						278	0	0		
12946																																																																																						261335	27611	27611	8.6904%	11.8438%	10.5925%	233724	2206512	2689457	-78498	0			3.8438%			0				173708	2723545								0	0	0		0		94104	10.5925%	1	0	189314	24788	9300	0	-78498	0	0	0		0	233724	0	0	233724	0	0	0	0	0	0	0	0	0	27611	0	34088	0			
13103																																																																																						427274	22270	22270	12.9569%	14.3895%	13.6395%	405004	2969347	3125786	-45344	-10632			6.3895%							388910	3133608								0	0	0		0		34519	13.6395%	1	0	378085	14250	4204	0	-56005	0	10632	0		0	405004	0	0	405004	0	0	0	0	0	0	0	0	0	22270	0	18454	0			
13251																																																																																						8091	635	635	11.9003%	15.9476%	14.6960%	7456	50735	62654	-372	0			7.9476%			0				3456	62654								0	0	0		0		4000	14.6960%	1	0	7084	0	0	0	-372	0	0	0		0	7456	0	0	7456	0	0	0	0	0	0	0	0	0	635	0	0	0			
13457																																																																																						4850	115	115	18.7443%	36.6231%	35.7547%	4735	13243	25261	-202	0			28.6231%			0				542	25261								0	0	0		0		4193	35.7547%	1	0	4533	0	0	0	-202	0	0	0		0	4735	0	0	4735	0	0	0	0	0	0	0	0	0	115	0	0	0			
14155																																																																																				338139	0				10.6789%			35795		335193	-1241	0						0	0	0	0	35459	335193	0	0.0000%	2308	0	824	3132	0.9262%	0	0	0	0	1		336		1	0	34554	0	0	0	-1241	0	0	0		0	35795	0	0	35795	0	0	0	0	0	0						0	0	17254		
14650																																																																																				56538	0				15.1902%			8239		54239	0	0						0	0	0	0	4899	54239	0	0.0000%	5473	0	0	5473	9.6802%	0	0	0	0	1		3340		1	0	8239	0	0	0	0	0	0	0		0	8239	0	0	8239	0	0	0	0	0	0						0	0	0		
14753																																																																																						6911	465	1442	8.9923%	18.6130%	14.7293%	5469	37130	60819	-934	0			8.7293%			0				3892	60819								0	0	0		0		1577	14.7293%	1	0	4535	0	0	0	-934	0	0	0		0	5469	0	0	5469	0	0	0	0	0	0	977	0	0	1442	0	0	0			
14865																																																																																						81066	5506	5506	9.1937%	13.2045%	12.3077%	75560	613926	821866	-7047	0			5.2045%			0				58089	823034								0	0	0		0		18639	12.3077%	1	0	69681	0	929	239	-7047	0	0	0		0	75560	0	0	75560	0	0	0	0	0	0	0	0	0	5506	0	1168	0			
14977																																																																																				54025	0				20.5045%			10957		53437	22	0						0	0	0	0	10963	53437	0	0.0000%	8516	0	0	8516	15.7631%	0	0	0	0	1		0		1	0	10985	0	0	0	28	0	0	0		0	10957	0	0	10957	0	0	0	0	0	0						0	0	0		
16551																																																																																				429755	0				10.3454%			43775		423136	-7939	0						0	0	0	0	26208	425569	0	0.0000%	28633	0	278	28911	6.7273%	0	0	0	0	1		20000		1	0	38269	2433	0	0	-7939	0	0	0		0	43775	0	0	43775	0	0	0	0	0	0						2433	0	0		
17110																																																																																				178772	0				20.4415%			36667		179375	0	0						0	0	0	0	29381	179375	0	0.0000%	0	0	2318	2318	1.2966%	0	0	0	0	1		7286		0	0	36667	0	0	0					0	0	36667	0	0	36667	0	0	0	0	0	0						0	0	148179		
